integrated_decision_id,approval_package_id,decision_status,section_score,completeness_status,identity_complete,issue_summary_complete,kpi_risk_complete,recommendation_complete,scenario_complete,financial_complete,governance_complete,management_questions_complete,actions_complete,evidence_complete,lineage_complete
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Requires Assumption Validation,0.4286,Partial Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Requires Assumption Validation,0.4286,Partial Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Requires Assumption Validation,0.4286,Partial Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,Non-Quantitative,0.4286,Non-Quantitative Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,Non-Quantitative,0.4286,Non-Quantitative Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,Non-Quantitative,0.4286,Non-Quantitative Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,Non-Quantitative,0.4286,Non-Quantitative Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,Non-Quantitative,0.4286,Non-Quantitative Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,Monitoring Only,0.4286,Monitoring Package,True,False,False,False,True,False,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Ready with Conditions,0.5714,Complete with Conditions,True,False,False,False,True,True,True,True,True,True,True
