decision_package_id,selected_action,selected_scenario,review_outcome,management_comment,conditions_imposed,reviewer_role,approval_reference,confirmation_checkbox,defer_reason,reject_reason,request_evidence_type,route_to_monitoring,route_to_non_quantitative
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,,,Pending,,,Bed Management Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,,,Pending,,,Patient Experience Lead,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,,,Pending,,,Nursing Director,,False,,,,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,,,Pending,,,Nursing Director,,False,,,,False,False
