integrated_management_brief_id,decision_package_id,representative_recommendation,immediate_action_option,near_term_action_option,preventive_action_option,recommendation_readiness,recommendation_validation_status,recommendation_confirmation_required,recommendation_limitations
IMB-C7C5A607,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,,,,,0.0,,,
IMB-93A20730,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,,,,,0.0,,,
IMB-E7E997C8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,,,,,0.0,,,
IMB-682B72A4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,,,,,0.0,,,
IMB-624C0843,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,,,,,0.0,,,
IMB-CAE02443,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,,,,,0.0,,,
IMB-5C84850A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,,,,,0.0,,,
IMB-223DFD1D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,,,,,0.0,,,
IMB-FE7FE422,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,,,,,0.0,,,
IMB-111BA3D8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,,,,,0.0,,,
IMB-B9B1A75B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,,,,,0.0,,,
IMB-2A38C152,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,,,,,0.0,,,
IMB-C0A54E84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,,,,,0.0,,,
IMB-C77876F2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,,,,,0.0,,,
IMB-064EC872,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,,,,,0.0,,,
IMB-2B756740,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,,,,,0.0,,,
IMB-915EFB45,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,,,,,0.0,,,
IMB-E3CC3205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,,,,,0.0,,,
IMB-E6B3E140,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,,,,,0.0,,,
IMB-13E70BCB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,,,,,0.0,,,
IMB-28073BC2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,,,,,0.0,,,
IMB-3CE03C24,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,,,,,0.0,,,
IMB-6CD7F2B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,,,,,0.0,,,
IMB-06A4015B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,,,,,0.0,,,
IMB-0C9DCEF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,,,,,0.0,,,
IMB-172B064A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,,,,,0.0,,,
IMB-4AF91FF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,,,,,0.0,,,
IMB-2DCF54ED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,,,,,0.0,,,
IMB-2D60FD7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,,,,,0.0,,,
IMB-C7AAAB07,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,,,,,0.0,,,
IMB-B4F65D89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,,,,,0.0,,,
IMB-C1C3E1E2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,,,,,0.0,,,
IMB-B74665AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,,,,,0.0,,,
IMB-987EBA7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,,,,,0.0,,,
IMB-7E733E9D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,,,,,0.0,,,
IMB-995A3411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,,,,,0.0,,,
IMB-89A7473C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,,,,,0.0,,,
IMB-CC3BFB9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,,,,,0.0,,,
IMB-B1693314,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,,,,,0.0,,,
IMB-701A2435,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,,,,,0.0,,,
IMB-9631D9EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,,,,,0.0,,,
IMB-E01D65F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,,,,,0.0,,,
IMB-3743E5BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,,,,,0.0,,,
IMB-D59EBD35,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,,,,,0.0,,,
IMB-2A56AE2A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,,,,,0.0,,,
IMB-4648B0C8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,,,,,0.0,,,
IMB-3DD82F95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,,,,,0.0,,,
IMB-9231081D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,,,,,0.0,,,
IMB-265FF0DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,,,,,0.0,,,
IMB-7DBAF719,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,,,,,0.0,,,
IMB-97C8FD7E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,,,,,0.0,,,
IMB-6BC23402,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,,,,,0.0,,,
IMB-91BBAFF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,,,,,0.0,,,
IMB-386CA8B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,,,,,0.0,,,
IMB-8CEEF171,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,,,,,0.0,,,
IMB-46AD96A2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,,,,,0.0,,,
IMB-4340320B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,,,,,0.0,,,
IMB-2161486E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,,,,,0.0,,,
IMB-31EBC1B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,,,,,0.0,,,
IMB-5F9F2590,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,,,,,0.0,,,
IMB-53CD2B12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,,,,,0.0,,,
IMB-2E28683C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,,,,,0.0,,,
IMB-9FD9FF1F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,,,,,0.0,,,
IMB-03ABD945,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,,,,,0.0,,,
IMB-F26D3264,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,,,,,0.0,,,
IMB-16DD7396,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,,,,,0.0,,,
IMB-30D8BDE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,,,,,0.0,,,
IMB-FC03311E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,,,,,0.0,,,
IMB-A202A375,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,,,,,0.0,,,
IMB-689F2A9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,,,,,0.0,,,
IMB-B2DADD32,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,,,,,0.0,,,
IMB-FDA5EAA6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,,,,,0.0,,,
IMB-76B0AC15,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,,,,,0.0,,,
IMB-8C2A6FF4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,,,,,0.0,,,
IMB-30FE98EE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,,,,,0.0,,,
IMB-54E64CED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,,,,,0.0,,,
IMB-EF4CFEBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,,,,,0.0,,,
IMB-CB25262E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,,,,,0.0,,,
IMB-782CDB40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,,,,,0.0,,,
IMB-E43CF019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,,,,,0.0,,,
IMB-690EC515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,,,,,0.0,,,
IMB-B557EAE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,,,,,0.0,,,
IMB-10CFE702,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,,,,,0.0,,,
IMB-E161DFF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,,,,,0.0,,,
IMB-5DFA847A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,,,,,0.0,,,
IMB-0000B910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,,,,,0.0,,,
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,,,,,0.0,,,
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,,,,,0.0,,,
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,,,,,0.0,,,
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,,,,,0.0,,,
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,,,,,0.0,,,
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,,,,,0.0,,,
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,,,,,0.0,,,
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,,,,,0.0,,,
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,,,,,0.0,,,
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,,,,,0.0,,,
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,,,,,0.0,,,
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,,,,,0.0,,,
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,,,,,0.0,,,
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,,,,,0.0,,,
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,,,,,0.0,,,
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,,,,,0.0,,,
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,,,,,0.0,,,
IMB-BAE8B09B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,,,,,0.0,,,
IMB-F5FE764C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,,,,,0.0,,,
IMB-BE951130,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,,,,,0.0,,,
IMB-F2BE0F3C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,,,,,0.0,,,
IMB-01002709,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,,,,,0.0,,,
IMB-EF996049,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,,,,,0.0,,,
IMB-BA0044BF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,,,,,0.0,,,
IMB-836DF5D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,,,,,0.0,,,
IMB-9C61F185,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,,,,,0.0,,,
IMB-9D731432,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,,,,,0.0,,,
IMB-C5B48087,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,,,,,0.0,,,
IMB-2EA1C64B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,,,,,0.0,,,
IMB-79A11B2E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,,,,,0.0,,,
IMB-D3D0FABB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,,,,0.0,,,
IMB-6B454D57,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,,,,0.0,,,
IMB-2796B7CF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,,,,0.0,,,
IMB-D04161A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,,,,0.0,,,
IMB-0D388BE3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,,,,0.0,,,
IMB-3B3E7177,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,,,,0.0,,,
IMB-72DA697D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,,,,,0.0,,,
IMB-65659028,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,,,,,0.0,,,
IMB-94EED986,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,,,,,0.0,,,
IMB-E59022E1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,,,,,0.0,,,
IMB-488F8429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,,,,,0.0,,,
IMB-ABBCB808,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,,,,,0.0,,,
IMB-66982692,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,,,,,0.0,,,
IMB-5311A3C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,,,,,0.0,,,
IMB-6E77FE59,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,,,,,0.0,,,
IMB-B06689AF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,,,,,0.0,,,
IMB-A20204BB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,,,,,0.0,,,
IMB-DDBCA74A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,,,,,0.0,,,
IMB-9B3A037A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,,,,,0.0,,,
IMB-C72DFD31,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,,,,,0.0,,,
IMB-C249D542,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,,,,,0.0,,,
IMB-21A4937C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,,,,,0.0,,,
IMB-18216C42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,,,,,0.0,,,
IMB-1E1235B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,,,,,0.0,,,
IMB-EA925B2A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,,,,,0.0,,,
IMB-991D1296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,,,,,0.0,,,
IMB-7D02BB10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,,,,,0.0,,,
IMB-978488DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,,,,,0.0,,,
IMB-DF6BD728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,,,,,0.0,,,
IMB-8E809419,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,,,,,0.0,,,
IMB-C1CEA013,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,,,,,0.0,,,
IMB-D21BCD3C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,,,,,0.0,,,
IMB-59D32CD8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,,,,,0.0,,,
IMB-0982DC98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,,,,,0.0,,,
IMB-555CD27D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,,,,,0.0,,,
IMB-420D3178,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,,,,,0.0,,,
IMB-03CC14C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,,,,,0.0,,,
IMB-90B45E10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,,,,,0.0,,,
IMB-6014C03B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,,,,,0.0,,,
IMB-4476FEFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,,,,,0.0,,,
IMB-E4F3B3FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,,,,,0.0,,,
IMB-8E77B23A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,,,,,0.0,,,
IMB-4F662426,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,,,,,0.0,,,
IMB-1A3A1AB4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,,,,,0.0,,,
IMB-B44D5BA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,,,,,0.0,,,
IMB-E40C31D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,,,,,0.0,,,
IMB-D30D7F8E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,,,,,0.0,,,
IMB-B7461F23,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,,,,,0.0,,,
IMB-D6EC3D87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,,,,,0.0,,,
IMB-F068CF87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,,,,,0.0,,,
IMB-749CCBF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,,,,,0.0,,,
IMB-B928297C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,,,,,0.0,,,
IMB-E83B43E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,,,,,0.0,,,
IMB-D41D43FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,,,,,0.0,,,
IMB-522BED9F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,,,,,0.0,,,
IMB-3A7BDA20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,,,,,0.0,,,
IMB-9B8EFE1F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,,,,,0.0,,,
IMB-8B2A1CCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,,,,,0.0,,,
IMB-07E0198D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,,,,,0.0,,,
IMB-7CB158B8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,,,,,0.0,,,
IMB-365FADBD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,,,,,0.0,,,
IMB-641C9EEA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,,,,,0.0,,,
IMB-9E410851,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,,,,,0.0,,,
IMB-AF647C97,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,,,,,0.0,,,
IMB-5496ED2B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,,,,,0.0,,,
IMB-520EDF42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,,,,,0.0,,,
IMB-A5A04D64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,,,,,0.0,,,
IMB-66B1BFBE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,,,,,0.0,,,
IMB-0464A142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,,,,,0.0,,,
IMB-3DD32D40,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,,,,,0.0,,,
IMB-C5401785,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,,,,,0.0,,,
IMB-48A31F90,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,,,,,0.0,,,
IMB-2A0F35D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,,,,,0.0,,,
IMB-E3587609,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,,,,,0.0,,,
IMB-0AA92D43,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,,,,,0.0,,,
IMB-373DE03B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,,,,,0.0,,,
IMB-48377793,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,,,,,0.0,,,
IMB-71988048,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,,,,,0.0,,,
IMB-9EAB9324,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,,,,,0.0,,,
IMB-3B9DA56D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,,,,,0.0,,,
IMB-500C91A1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,,,,,0.0,,,
IMB-727DC88B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,,,,,0.0,,,
IMB-233806C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,,,,,0.0,,,
IMB-5D07EFAF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,,,,,0.0,,,
IMB-3F5D7851,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,,,,,0.0,,,
IMB-337E9546,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,,,,,0.0,,,
IMB-64CB2AB1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,,,,,0.0,,,
IMB-7138618A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,,,,,0.0,,,
IMB-A7DD3EA1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,,,,,0.0,,,
IMB-C016253B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,,,,,0.0,,,
IMB-4660BD77,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,,,,,0.0,,,
IMB-D455FC38,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,,,,,0.0,,,
IMB-64F9062C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,,,,,0.0,,,
IMB-D4D88EDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,,,,,0.0,,,
IMB-0C18AC25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,,,,,0.0,,,
IMB-CC8A3007,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,,,,,0.0,,,
IMB-B018B677,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,,,,,0.0,,,
IMB-E7B29B64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,,,,,0.0,,,
IMB-ECC69A67,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,,,,,0.0,,,
IMB-C37293B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,,,,,0.0,,,
IMB-7F9439AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,,,,,0.0,,,
IMB-E32F4B41,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,,,,,0.0,,,
IMB-1487EEE7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,,,,,0.0,,,
IMB-CC65321E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,,,,,0.0,,,
IMB-E3B2359A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,,,,,0.0,,,
IMB-E9C7C886,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,,,,,0.0,,,
IMB-85A3369E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,,,,,0.0,,,
IMB-E87609BE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,,,,,0.0,,,
IMB-1724B02D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,,,,,0.0,,,
IMB-64A6A46F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,,,,,0.0,,,
IMB-2683013D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,,,,,0.0,,,
IMB-E2BF4CC1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,,,,,0.0,,,
IMB-A2EF60AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,,,,,0.0,,,
IMB-8D728E39,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,,,,,0.0,,,
IMB-054A37CB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,,,,,0.0,,,
IMB-DD372116,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,,,,,0.0,,,
IMB-B20F8E28,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,,,,,0.0,,,
IMB-B5450655,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,,,,,0.0,,,
