action_lineage_id,decision_action_routing_id,decision_readiness_id,lineage_type,lineage_description,lineage_status,source_phase,reconciliation_status,governance_note
ALN-4C7789FA,DAR-0EB1D6E9,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C6FC7E4C,DAR-28449140,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-222E74C9,DAR-2449106E,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3A7F12C8,DAR-067AD019,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-713DA891,DAR-9A7C353E,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-ABF8D30A,DAR-91B6EBBA,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-CCA6C956,DAR-92BF60FE,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4BB3FC17,DAR-92A1DF16,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5518D0FC,DAR-36F71515,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-02E28CEF,DAR-262E2F28,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3866F32F,DAR-6F15DE85,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-99E689AF,DAR-BA5941DA,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-45EF356A,DAR-71A17654,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-087C6679,DAR-BD126845,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7B39B1D2,DAR-1BABE2C9,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-04017EC8,DAR-8C498731,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AF008B43,DAR-40E0245C,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D966721D,DAR-9A8C252D,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-CF9DA80F,DAR-092C1912,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7DF9A975,DAR-49825A9F,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A3882761,DAR-0330B3F6,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8C2DFED1,DAR-BF5B759A,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-9B3A74E8,DAR-9D6EE3D4,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-046F9465,DAR-3F9E90FC,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-29C13EA6,DAR-EDB766BC,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-936C4355,DAR-D4120B77,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AB8E2190,DAR-1D80DDAB,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8CED1DE3,DAR-CBC6E85A,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6E090AFB,DAR-FD378110,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4109B33D,DAR-CB65B5D7,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AF0268C9,DAR-439789D9,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AEE1A2F9,DAR-2EBE8DDB,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6B1CFD70,DAR-303A3AA6,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A243845D,DAR-6FD4EC73,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7329151D,DAR-C32C913C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D2B251F7,DAR-6CB3BECC,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-1267D1BA,DAR-938033B8,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A9163E6C,DAR-8E501154,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4BC18C63,DAR-5073CA0D,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-15EA5295,DAR-EC066580,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BD0DF8B3,DAR-DAFE6C17,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F2E2BBA9,DAR-9E5250FD,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8F4C5BD7,DAR-03517CCE,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-696210D3,DAR-DBA71FEC,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C7F53BF5,DAR-C932E734,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-800857CA,DAR-C1D36465,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5DC635C7,DAR-45463007,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3AEC58F6,DAR-90180611,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FEEB0C36,DAR-B161261C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-CF5734D3,DAR-A6895EA4,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FDD442F8,DAR-82E87259,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-65189835,DAR-AF1648D9,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-798025E5,DAR-58B3B886,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-CFE70E48,DAR-2C91AB89,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E4B18B94,DAR-F2C05458,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8939B5D2,DAR-452227E1,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4100C6E7,DAR-49AC462B,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3F2AB19E,DAR-24B44514,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-ABB49294,DAR-0CD46927,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5F075036,DAR-01347A85,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-92BD6801,DAR-832A6985,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C76F1C1A,DAR-61AD89AF,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-79238FBB,DAR-CD63524D,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3385E122,DAR-14887707,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-62368162,DAR-47B56421,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-36F35DF1,DAR-339F0BBB,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D0E92A4C,DAR-E1C625E5,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-03B6AEE4,DAR-65BDDDF7,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-79731C1E,DAR-C211BF75,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-02BD2FCF,DAR-EFCD8144,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7D15D47C,DAR-B4576CA9,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F85CA76B,DAR-16F53E03,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-13EDC022,DAR-5F5E8A92,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7A226FA8,DAR-4E8EAFD4,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-248D0ACA,DAR-0B4B5A9A,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E7CB22FC,DAR-43B6DB98,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5FEC5DEF,DAR-66CE9BE2,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-1C6A6958,DAR-229F792C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3E378B27,DAR-253443A3,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E9EDE0D9,DAR-E81A008F,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8DB9103F,DAR-38B19406,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D540D5EA,DAR-72D49F6A,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3F83B4E6,DAR-2216A943,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-1D2ED687,DAR-70D964BE,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-85D888A3,DAR-874C02AB,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C037525C,DAR-ECB93E7D,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5BB62E4C,DAR-9E1146B7,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-522E80F9,DAR-C37629BD,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C20B4FC0,DAR-058EDE83,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4069D598,DAR-16529290,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FD16C300,DAR-81BFB53F,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B8D70A24,DAR-0D14F1CE,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C0F0E3D1,DAR-9A82C15C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5DD250B6,DAR-B15AE9BF,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BC4FFEE3,DAR-23903C67,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-420BF84A,DAR-A4CCDD3C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F63D4392,DAR-06E98000,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E69D7F42,DAR-3B804E65,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-CAFEAA37,DAR-1515F471,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-08D51798,DAR-DB98CDBA,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8BFAE091,DAR-E2774DBE,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-586C8237,DAR-A5116054,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C688DF3A,DAR-BF35B5D8,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-07EB9D2E,DAR-59AC99F6,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6626D057,DAR-D4561A14,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-192BFC82,DAR-464F7DE3,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-705DC217,DAR-C93AEC4F,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E8F5885F,DAR-A5CDD6AF,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D45C7B1E,DAR-55B09005,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-83F1C1D0,DAR-FEC108F0,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-83794092,DAR-FF5F6430,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3124AE40,DAR-83301395,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BE11B26F,DAR-8F58D4A6,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7A2C7EE3,DAR-CD88FFF7,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5F8AF9C9,DAR-45B20F4B,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-76BA3297,DAR-1F3A5A77,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7CCE61A2,DAR-49CFA213,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FC3EB4C8,DAR-B79D3655,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5DFE65C4,DAR-EB6DB77C,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-166E4CBB,DAR-442626F9,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-731FAE73,DAR-25A87F40,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-24D17194,DAR-0C80B3B9,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-58D611C7,DAR-C6A64134,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D09DA5C0,DAR-A868B0DA,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-2FBD5E51,DAR-F11DE477,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-93F0E8EA,DAR-D9E9EB84,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8ED2D8A9,DAR-54818B2B,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-CAB9E6F9,DAR-634B8635,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-02908FD1,DAR-F0343E73,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-24329982,DAR-D4B73CC3,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FDEE77AE,DAR-2CF0B258,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8911A821,DAR-8578D8D0,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0778EAF8,DAR-A8841B38,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8A55C5C3,DAR-4B192EFE,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-27053798,DAR-3AF15BF3,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4420E698,DAR-C2B5BAD4,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4B265F96,DAR-EE7F041C,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-29E0C73C,DAR-E0390EC1,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E18E5608,DAR-4A210C49,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7A57BC65,DAR-C38067B5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-58ABC5D9,DAR-E0BDE011,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7F05141E,DAR-0D703D49,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-2398002A,DAR-DA1A4CF2,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-503CBCC1,DAR-F991DDBC,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-ED33F318,DAR-D78BF714,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7DF1EEBD,DAR-AFCDB9D6,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-73AB9613,DAR-E7678D13,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-9F8B05CC,DAR-27191DC1,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
