decision_lineage_profile_id,decision_action_routing_id,decision_readiness_id,decision_package_id,integrated_decision_id,episode_id,hospital_id,department_id,final_readiness_status,governance_note
LNP-DB477572,DAR-1BABE2C9,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,HOSP-001,DEPT-DIAG,Monitoring Only,Lineage profile traces source-to-decision path
LNP-A4300D38,DAR-8C498731,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,HOSP-001,DEPT-DIAG,Monitoring Only,Lineage profile traces source-to-decision path
LNP-56C024DD,DAR-40E0245C,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,HOSP-001,DEPT-DIAG,Monitoring Only,Lineage profile traces source-to-decision path
LNP-21504BDD,DAR-9A8C252D,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,EP-HOSP-001-DEPT-ED-kpi_001-20260107,HOSP-001,DEPT-ED,Requires Stakeholder Validation,Lineage profile traces source-to-decision path
LNP-BE36BC21,DAR-092C1912,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,EP-HOSP-001-DEPT-ED-kpi_001-20260201,HOSP-001,DEPT-ED,Requires Lineage Completion,Lineage profile traces source-to-decision path
LNP-15F7E8A6,DAR-49825A9F,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,EP-HOSP-001-DEPT-ED-kpi_001-20260211,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-2EAFEF5D,DAR-0330B3F6,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,EP-HOSP-001-DEPT-ED-kpi_001-20260303,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-432AE269,DAR-BF5B759A,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,EP-HOSP-001-DEPT-ED-kpi_001-20260319,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-8C08DF79,DAR-9D6EE3D4,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,EP-HOSP-001-DEPT-ED-kpi_001-20260402,HOSP-001,DEPT-ED,Requires Assumption Validation,Lineage profile traces source-to-decision path
LNP-FF839340,DAR-3F9E90FC,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,EP-HOSP-001-DEPT-ED-kpi_001-20260502,HOSP-001,DEPT-ED,Requires Evidence Completion,Lineage profile traces source-to-decision path
LNP-C4356862,DAR-EDB766BC,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,EP-HOSP-001-DEPT-ED-kpi_001-20260509,HOSP-001,DEPT-ED,Requires Stakeholder Validation,Lineage profile traces source-to-decision path
LNP-2D46846C,DAR-D4120B77,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,EP-HOSP-001-DEPT-ED-kpi_001-20260522,HOSP-001,DEPT-ED,Ready for Integrated Management Review,Lineage profile traces source-to-decision path
LNP-A2072150,DAR-1D80DDAB,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,EP-HOSP-001-DEPT-ED-kpi_001-20260531,HOSP-001,DEPT-ED,Requires Evidence Completion,Lineage profile traces source-to-decision path
LNP-F24CAFA4,DAR-CBC6E85A,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,EP-HOSP-001-DEPT-ED-kpi_001-20260604,HOSP-001,DEPT-ED,Requires Stakeholder Validation,Lineage profile traces source-to-decision path
LNP-4D5911C7,DAR-FD378110,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,EP-HOSP-001-DEPT-ED-kpi_001-20260624,HOSP-001,DEPT-ED,Requires Stakeholder Validation,Lineage profile traces source-to-decision path
LNP-F86F83AB,DAR-CB65B5D7,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,EP-HOSP-001-DEPT-ED-kpi_001-20260705,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-61375C57,DAR-439789D9,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,EP-HOSP-001-DEPT-ED-kpi_001-20260713,HOSP-001,DEPT-ED,Requires Stakeholder Validation,Lineage profile traces source-to-decision path
LNP-45074A3B,DAR-2EBE8DDB,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,EP-HOSP-001-DEPT-ED-kpi_001-20260727,HOSP-001,DEPT-ED,Requires Assumption Validation,Lineage profile traces source-to-decision path
LNP-FADF4F22,DAR-303A3AA6,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,EP-HOSP-001-DEPT-ED-kpi_001-20260930,HOSP-001,DEPT-ED,Ready for Integrated Management Review,Lineage profile traces source-to-decision path
LNP-81467284,DAR-6FD4EC73,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,EP-HOSP-001-DEPT-ED-kpi_001-20261008,HOSP-001,DEPT-ED,Requires Baseline Validation,Lineage profile traces source-to-decision path
LNP-92B6F234,DAR-C32C913C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,EP-HOSP-001-DEPT-ED-kpi_001-20261014,HOSP-001,DEPT-ED,Requires Evidence Completion,Lineage profile traces source-to-decision path
LNP-E042353A,DAR-6CB3BECC,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,EP-HOSP-001-DEPT-ED-kpi_001-20261101,HOSP-001,DEPT-ED,Requires Assumption Validation,Lineage profile traces source-to-decision path
LNP-EAA2967D,DAR-938033B8,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,HOSP-001,DEPT-ED,Ready for Integrated Management Review,Lineage profile traces source-to-decision path
LNP-0DE57524,DAR-8E501154,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-1F8A38FF,DAR-5073CA0D,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,HOSP-001,DEPT-ED,Requires Evidence Completion,Lineage profile traces source-to-decision path
LNP-DB848424,DAR-EC066580,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,EP-HOSP-001-DEPT-ED-kpi_002-20260207,HOSP-001,DEPT-ED,Requires Baseline Validation,Lineage profile traces source-to-decision path
LNP-5C763098,DAR-DAFE6C17,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,EP-HOSP-001-DEPT-ED-kpi_002-20260310,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-A5F21055,DAR-9E5250FD,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,EP-HOSP-001-DEPT-ED-kpi_002-20260421,HOSP-001,DEPT-ED,Requires Stakeholder Validation,Lineage profile traces source-to-decision path
LNP-CBAF5AA9,DAR-03517CCE,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,EP-HOSP-001-DEPT-ED-kpi_002-20260425,HOSP-001,DEPT-ED,Requires Baseline Validation,Lineage profile traces source-to-decision path
LNP-51EB2DDE,DAR-DBA71FEC,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,EP-HOSP-001-DEPT-ED-kpi_002-20260521,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-471EA964,DAR-C932E734,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,EP-HOSP-001-DEPT-ED-kpi_002-20260603,HOSP-001,DEPT-ED,Requires Budget Data,Lineage profile traces source-to-decision path
LNP-AA1FB7D9,DAR-C1D36465,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,EP-HOSP-001-DEPT-ED-kpi_002-20260610,HOSP-001,DEPT-ED,Requires Financial Input,Lineage profile traces source-to-decision path
LNP-3ED202A9,DAR-45463007,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,EP-HOSP-001-DEPT-ED-kpi_002-20260614,HOSP-001,DEPT-ED,Requires Lineage Completion,Lineage profile traces source-to-decision path
LNP-04F72E82,DAR-90180611,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,EP-HOSP-001-DEPT-ED-kpi_002-20260626,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-B01C131B,DAR-B161261C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,EP-HOSP-001-DEPT-ED-kpi_002-20260707,HOSP-001,DEPT-ED,Requires Baseline Validation,Lineage profile traces source-to-decision path
LNP-2EAB469E,DAR-A6895EA4,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,EP-HOSP-001-DEPT-ED-kpi_002-20260818,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-91AA4575,DAR-82E87259,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,EP-HOSP-001-DEPT-ED-kpi_002-20260923,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-9E519B09,DAR-AF1648D9,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,EP-HOSP-001-DEPT-ED-kpi_002-20261005,HOSP-001,DEPT-ED,Ready for Integrated Management Review,Lineage profile traces source-to-decision path
LNP-20693FC6,DAR-58B3B886,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,EP-HOSP-001-DEPT-ED-kpi_002-20261013,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-DD606250,DAR-2C91AB89,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,EP-HOSP-001-DEPT-ED-kpi_002-20261026,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-A3A8CFC2,DAR-F2C05458,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,EP-HOSP-001-DEPT-ED-kpi_002-20261102,HOSP-001,DEPT-ED,Ready for Integrated Management Review,Lineage profile traces source-to-decision path
LNP-983582E4,DAR-452227E1,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,EP-HOSP-001-DEPT-ED-kpi_002-20261109,HOSP-001,DEPT-ED,Ready for Integrated Management Review,Lineage profile traces source-to-decision path
LNP-520D6C9A,DAR-49AC462B,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,EP-HOSP-001-DEPT-ED-kpi_002-20261127,HOSP-001,DEPT-ED,Ready for Integrated Management Review,Lineage profile traces source-to-decision path
LNP-989F6011,DAR-24B44514,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,EP-HOSP-001-DEPT-ED-kpi_002-20261212,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-82F37D60,DAR-0CD46927,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,EP-HOSP-001-DEPT-ED-kpi_002-20261217,HOSP-001,DEPT-ED,Requires Stakeholder Validation,Lineage profile traces source-to-decision path
LNP-2DD6B461,DAR-01347A85,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,EP-HOSP-001-DEPT-ED-kpi_004-20260404,HOSP-001,DEPT-ED,Non-Quantitative,Lineage profile traces source-to-decision path
LNP-1774F7DE,DAR-832A6985,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,EP-HOSP-001-DEPT-ED-kpi_004-20260413,HOSP-001,DEPT-ED,Non-Quantitative,Lineage profile traces source-to-decision path
LNP-B8E46591,DAR-61AD89AF,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,EP-HOSP-001-DEPT-ED-kpi_004-20260427,HOSP-001,DEPT-ED,Non-Quantitative,Lineage profile traces source-to-decision path
LNP-CEFCD92F,DAR-CD63524D,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,EP-HOSP-001-DEPT-ED-kpi_004-20260503,HOSP-001,DEPT-ED,Non-Quantitative,Lineage profile traces source-to-decision path
LNP-46952AD4,DAR-14887707,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,EP-HOSP-001-DEPT-ED-kpi_004-20260508,HOSP-001,DEPT-ED,Non-Quantitative,Lineage profile traces source-to-decision path
LNP-70C0B5BF,DAR-47B56421,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,EP-HOSP-001-DEPT-ED-kpi_004-20260601,HOSP-001,DEPT-ED,Requires Additional Scenario Analysis,Lineage profile traces source-to-decision path
LNP-31C0CFBA,DAR-339F0BBB,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,EP-HOSP-001-DEPT-ED-kpi_004-20260606,HOSP-001,DEPT-ED,Ready with Conditions,Lineage profile traces source-to-decision path
LNP-5E6B4189,DAR-E1C625E5,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,EP-HOSP-001-DEPT-ED-kpi_004-20260716,HOSP-001,DEPT-ED,Ready for Integrated Management Review,Lineage profile traces source-to-decision path
LNP-4F2FBBB1,DAR-65BDDDF7,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,EP-HOSP-001-DEPT-ED-kpi_005-20260209,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-A9335C4E,DAR-C211BF75,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,EP-HOSP-001-DEPT-ED-kpi_005-20260216,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-2D55E05C,DAR-EFCD8144,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,EP-HOSP-001-DEPT-ED-kpi_005-20260312,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-8561301A,DAR-B4576CA9,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,EP-HOSP-001-DEPT-ED-kpi_005-20260510,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-26419A83,DAR-16F53E03,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,EP-HOSP-001-DEPT-ED-kpi_005-20260719,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-08F77173,DAR-5F5E8A92,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,EP-HOSP-001-DEPT-ED-kpi_005-20260913,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-148CE159,DAR-4E8EAFD4,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,EP-HOSP-001-DEPT-ED-kpi_005-20260917,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-25ECB820,DAR-0B4B5A9A,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,EP-HOSP-001-DEPT-ED-kpi_005-20261116,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-A171C8BE,DAR-43B6DB98,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,EP-HOSP-001-DEPT-ED-kpi_006-20260128,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-DDAFF0DE,DAR-66CE9BE2,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,EP-HOSP-001-DEPT-ED-kpi_006-20260309,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-78EC2890,DAR-229F792C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,EP-HOSP-001-DEPT-ED-kpi_006-20260318,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-F8120277,DAR-253443A3,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,EP-HOSP-001-DEPT-ED-kpi_006-20260323,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-7072A9C4,DAR-E81A008F,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,EP-HOSP-001-DEPT-ED-kpi_006-20260330,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-8D40791E,DAR-38B19406,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,EP-HOSP-001-DEPT-ED-kpi_006-20260412,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-23204033,DAR-72D49F6A,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,EP-HOSP-001-DEPT-ED-kpi_006-20260702,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
LNP-1C36160B,DAR-2216A943,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,EP-HOSP-001-DEPT-ED-kpi_006-20260712,HOSP-001,DEPT-ED,Monitoring Only,Lineage profile traces source-to-decision path
