lineage_completeness_id,decision_lineage_profile_id,decision_package_id,expected_stage_count,completed_stage_count,conditional_stage_count,missing_stage_count,orphan_stage_count,lineage_coverage_pct,lineage_completeness_status,audit_traceability_status,governance_note
LNC-01266E0A,LNP-C030F107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-AB650045,LNP-FF8EF491,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-51540B00,LNP-5F70103C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-44CB6815,LNP-C68421C0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-90A4C286,LNP-D5994392,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-7C44B616,LNP-193F2B5D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B5A9454B,LNP-21457059,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-93AB5A61,LNP-91C4CBBB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-BAF475A4,LNP-E3A4910C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-16CBF071,LNP-308AB1D4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-41514AA7,LNP-6BAE92FE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-ABDD10FC,LNP-3E7DE003,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-01D644CF,LNP-944CEF65,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-87096445,LNP-5441D385,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-EDDE7B57,LNP-6D32A1D5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C696119C,LNP-570573F9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B02FF9B6,LNP-DF8DBC9B,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-50AE1600,LNP-DB477572,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-85014E22,LNP-A4300D38,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-FCF7BE1F,LNP-56C024DD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B1F07A2D,LNP-21504BDD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-E5302490,LNP-BE36BC21,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-425C4753,LNP-15F7E8A6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-773A5EA8,LNP-2EAFEF5D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-9CBA955F,LNP-432AE269,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-9AD8453C,LNP-8C08DF79,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-DF559544,LNP-FF839340,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-11C3784C,LNP-C4356862,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-D6FFA34A,LNP-2D46846C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-145B2528,LNP-A2072150,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-BAF657E1,LNP-F24CAFA4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-332D6EB1,LNP-4D5911C7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B5766D3F,LNP-F86F83AB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-2088EE97,LNP-61375C57,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-872B7779,LNP-45074A3B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-6BCED6E6,LNP-FADF4F22,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C96999A6,LNP-81467284,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B7AA1EBC,LNP-92B6F234,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-6CDE6BBE,LNP-E042353A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-74290919,LNP-EAA2967D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-E10B42FE,LNP-0DE57524,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-DA7BC568,LNP-1F8A38FF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8E946320,LNP-DB848424,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8574BA3B,LNP-5C763098,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-F42C6E36,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-91B3F7B0,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-F74E75E7,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-F0EB22E2,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-9B57CCF5,LNP-AA1FB7D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-9D0BFDF3,LNP-3ED202A9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B9FF6804,LNP-04F72E82,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-BAD5BE53,LNP-B01C131B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-EC86A01C,LNP-2EAB469E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-A1275D01,LNP-91AA4575,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-1B0E2387,LNP-9E519B09,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-0A1C791F,LNP-20693FC6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-4DBF3579,LNP-DD606250,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-87F5C489,LNP-A3A8CFC2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8BFCA43C,LNP-983582E4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-ADB3E524,LNP-520D6C9A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-64F6A30E,LNP-989F6011,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-CF4251C4,LNP-82F37D60,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-6F2EC7D4,LNP-2DD6B461,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-CF9B850F,LNP-1774F7DE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C62E663D,LNP-B8E46591,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-4528A277,LNP-CEFCD92F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-79941280,LNP-46952AD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-5A63415F,LNP-70C0B5BF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8B74CCAB,LNP-31C0CFBA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-2119727B,LNP-5E6B4189,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-EF0B2159,LNP-4F2FBBB1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-AF48D5F9,LNP-A9335C4E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-0AEFF4DB,LNP-2D55E05C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-6A094884,LNP-8561301A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-23151461,LNP-26419A83,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-3E42D1C1,LNP-08F77173,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-015C195D,LNP-148CE159,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-0AD0FDAB,LNP-25ECB820,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-31341E66,LNP-A171C8BE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-0FA9380C,LNP-DDAFF0DE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-365E319E,LNP-78EC2890,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-379121B4,LNP-F8120277,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-763A4C07,LNP-7072A9C4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-272C7D8A,LNP-8D40791E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-CE3A689B,LNP-23204033,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-55461082,LNP-1C36160B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-3426AF97,LNP-9C078B2D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-0739D12A,LNP-42EE92A1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-E2BE1A3A,LNP-3A91AC2D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-15453860,LNP-DC2C9BE7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-3974D36B,LNP-A78C09F8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-EAEE228B,LNP-DF938373,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-BF3A3239,LNP-FCD90713,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-A3B8B3BC,LNP-6163F216,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-910A0841,LNP-8A2E89BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-36948D25,LNP-54D65750,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-F5DCB0FB,LNP-43803C76,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-E24C7ABA,LNP-1E141D25,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-F67D2FC5,LNP-D1954F96,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-6F5ED5AA,LNP-5245BFFD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-E69C0D58,LNP-1A4F5860,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-57463DED,LNP-283344DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-795AE304,LNP-3763429D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C03F67AC,LNP-6311EEFC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C54298CE,LNP-81D23752,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-D0E749DA,LNP-D5CAAF6E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-2F956FD2,LNP-B2DF96A8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-5ED25727,LNP-FB6CA8F7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C28481D1,LNP-E53C61D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-178BCD38,LNP-5E8604D3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-81977C2E,LNP-796AC637,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-7E3142CB,LNP-1032EE89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-5C680228,LNP-477FE89B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-57B617CD,LNP-28D15D55,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-46F64E6F,LNP-AE8E4B06,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-ED7E70E3,LNP-AE39B4B6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-975F385D,LNP-1F533F63,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-25393B14,LNP-76EE436F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-256F62B9,LNP-5C65C8BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C3374CFB,LNP-8909C745,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-AF5461C1,LNP-CFD24337,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-3D73F50C,LNP-C7448581,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-53DC05D2,LNP-5085A238,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-33925403,LNP-12FB98D3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-1BE919A8,LNP-BC32B702,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C3D7EF89,LNP-A03D58C8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-1D34A93E,LNP-2ABE026A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-9D78CD81,LNP-815C2348,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8C64839F,LNP-BEC75263,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-09347FCA,LNP-A6920308,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8EFC6949,LNP-D92858BA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C0449CCA,LNP-53A7F708,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-DAD0A879,LNP-75E5CB1F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8E56CE3E,LNP-F183D4F7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-E040AD1C,LNP-FCE6C5E2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-2D1611B8,LNP-5319C048,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-10BC9B4D,LNP-6E7BB491,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-5C680843,LNP-2C8BCA78,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-A0026DE1,LNP-0B543E60,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C0D09538,LNP-EC9C8AF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-9987824D,LNP-F8EAF4AE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-5E04B87C,LNP-F62814FC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-4F7DE379,LNP-94E669C9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8E12A8A7,LNP-B2CF9236,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-2FD67580,LNP-8DBF91F8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
