decision_action_routing_id,decision_package_id,final_readiness_status,primary_permitted_action,primary_action_id,assigned_flag,selected_flag,governance_note
DAR-F88EFD84,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-162D4463,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-0EB1D6E9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-28449140,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-2449106E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-067AD019,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-9A7C353E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-91B6EBBA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-92BF60FE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-92A1DF16,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-36F71515,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-262E2F28,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-6F15DE85,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-BA5941DA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-71A17654,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-BD126845,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-1BABE2C9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-8C498731,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-40E0245C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-9A8C252D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-092C1912,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-49825A9F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-0330B3F6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-BF5B759A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-9D6EE3D4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-3F9E90FC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-5073CA0D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-EC066580,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-DAFE6C17,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-9E5250FD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-03517CCE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-DBA71FEC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-C932E734,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Requires Budget Data,Provide Budget Information,,False,False,Primary action reflects readiness status: Requires Budget Data
DAR-C1D36465,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Requires Financial Input,Validate Financial Inputs,,False,False,Primary action reflects readiness status: Requires Financial Input
DAR-45463007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-90180611,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-B161261C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-A6895EA4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-82E87259,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-AF1648D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-58B3B886,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-2C91AB89,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-F2C05458,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-452227E1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-49AC462B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-24B44514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-0CD46927,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-01347A85,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,Non-Quantitative,Route to Non-Quantitative Review,,False,False,Primary action reflects readiness status: Non-Quantitative
DAR-832A6985,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,Non-Quantitative,Route to Non-Quantitative Review,,False,False,Primary action reflects readiness status: Non-Quantitative
DAR-61AD89AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,Non-Quantitative,Route to Non-Quantitative Review,,False,False,Primary action reflects readiness status: Non-Quantitative
DAR-CD63524D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,Non-Quantitative,Route to Non-Quantitative Review,,False,False,Primary action reflects readiness status: Non-Quantitative
DAR-14887707,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,Non-Quantitative,Route to Non-Quantitative Review,,False,False,Primary action reflects readiness status: Non-Quantitative
DAR-47B56421,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Requires Additional Scenario Analysis,Request Additional Scenario,,False,False,Primary action reflects readiness status: Requires Additional Scenario Analysis
DAR-339F0BBB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-E1C625E5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-65BDDDF7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-C211BF75,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-EFCD8144,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-B4576CA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-16F53E03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-5F5E8A92,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-4E8EAFD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-0B4B5A9A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-43B6DB98,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-66CE9BE2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-229F792C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-253443A3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-E81A008F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-38B19406,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-72D49F6A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-2216A943,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-70D964BE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-874C02AB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-ECB93E7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-9E1146B7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-C37629BD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-058EDE83,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-16529290,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-81BFB53F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-0D14F1CE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-9A82C15C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-B15AE9BF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-23903C67,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-A4CCDD3C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-06E98000,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-3B804E65,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-1515F471,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-DB98CDBA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-E2774DBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-A5116054,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-BF35B5D8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-59AC99F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-D4561A14,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-464F7DE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-C93AEC4F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-A5CDD6AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-55B09005,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-FEC108F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-FF5F6430,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Requires Budget Data,Provide Budget Information,,False,False,Primary action reflects readiness status: Requires Budget Data
DAR-83301395,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-8F58D4A6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-CD88FFF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-45B20F4B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-1F3A5A77,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-49CFA213,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-B79D3655,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-EB6DB77C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-442626F9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-25A87F40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-0C80B3B9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-C6A64134,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-A868B0DA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-F11DE477,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-D9E9EB84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-54818B2B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-634B8635,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-F0343E73,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-D4B73CC3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-2CF0B258,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-8578D8D0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-A8841B38,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-4B192EFE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-3AF15BF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Requires Additional Scenario Analysis,Request Additional Scenario,,False,False,Primary action reflects readiness status: Requires Additional Scenario Analysis
DAR-C2B5BAD4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-EE7F041C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-E0390EC1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-4A210C49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-C38067B5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-E0BDE011,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-0D703D49,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-DA1A4CF2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-F991DDBC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
