decision_history_id,decision_package_id,current_package_version,current_readiness_status,current_primary_action,current_queue,current_approval_status,prior_version,prior_readiness_status,prior_primary_action,prior_queue,prior_approval_status,change_reason,changed_by,changed_timestamp,change_event_id,history_status,governance_note
HST-F07A8148,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-68893C3D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-87D465D4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-20830258,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-785DC686,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BEBB89FB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-AC135DD0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-87AC787D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2D91095F,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CF7ACE50,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BDEA17A6,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-9BA11C63,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A99C78B4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-997158DE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-461D4011,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-19483E99,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6330671F,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CD4BBE67,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-48AB342B,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BD110124,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7CB2ADA4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E0C1F318,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C4EE3DAA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-49FD197B,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7C484E40,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D5F24888,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7E2F56AA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-5BA9D1B8,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-18FA021D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1EAF4588,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-787BB6AB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7EDA8980,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-48F83B72,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-96643797,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4390E8B1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B6F9F239,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7BDB2802,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B8077BE0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-956F743B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8B9D9B26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B654CE90,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-DFEF1C6F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-036D37BE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8EED2041,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-97FF7155,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-21D6A2A5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-ABC985DD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FB7FB195,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F3A21663,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-DFFD8B6D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F4221745,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-37EFE7D1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E6868DED,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-40FCACA5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-988CFBA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-57D1ED96,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,1.0,Requires Budget Data,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8C0FB2E9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,1.0,Requires Financial Input,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-18F23A30,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B0D1E534,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C00AB4AA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3B0A8D1B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C55B68B9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-31621BCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4212754C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-9D2D02FC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-AB670245,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F4DDFC33,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-851C3F9F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-13762006,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C1190E25,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F480660A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,1.0,Non-Quantitative,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D6A77ABA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,1.0,Non-Quantitative,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-0C29F181,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,1.0,Non-Quantitative,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F434BA4D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,1.0,Non-Quantitative,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3DB5D0BB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,1.0,Non-Quantitative,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7B2FAB0B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,1.0,Requires Additional Scenario Analysis,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B04C470F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8FCD6323,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E885D687,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-23722CE2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3AD97079,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8F1916FD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6FA1BBFA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3B550580,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-66433F6D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-0968DB0C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A45452F7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4C59A399,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BE0170C8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A8CC287E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F17B14D3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-00BE4168,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-DDF93EF5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-5DBA259F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7D89B877,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-975D18E7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-AED987F1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-620767EF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-0508CADD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-EB71BA6F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CDB7008B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-AA324BB7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-616CEA1E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A4E17E2B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-0CC42624,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D95585B7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2176BEAF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B20F2B7E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-80C17326,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2C4DA785,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8F06096C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2CC46575,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-49C5BB85,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-99482BA9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-239826A1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FB39BE89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-63C0CBF9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BFDA2952,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6ABFE028,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2BD3EF81,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7952E571,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-524BBC7D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,1.0,Requires Budget Data,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-72972844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F5267D32,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D743D49B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-756CB371,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F0CFB484,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-0357A445,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-17BD3425,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B81A4AA3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-ACD0E906,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-AF8178DC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E1A04B61,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C2B45BA6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6416CD91,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E81614A9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E716F6B1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
