evidence_completeness_id,decision_evidence_profile_id,decision_package_id,expected_evidence_category_count,available_evidence_category_count,conditional_evidence_category_count,missing_evidence_category_count,critical_missing_evidence_count,evidence_coverage_pct,evidence_completeness_status,management_use_limitation,governance_note
EVC-FF24123F,EVP-B9F6B09B,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5E46886C,EVP-FCEADD0D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DB16E319,EVP-AD70AF60,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4B285CB9,EVP-5B90267E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5A32D354,EVP-04B1AD16,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-44095855,EVP-71117666,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B9DA3C97,EVP-48312FE0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7F31CC4E,EVP-5A87905A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F9994F53,EVP-6704F77B,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3BD981A8,EVP-1CCF2EC1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0D57E139,EVP-AE965734,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D32EDBB8,EVP-B4F2BF3F,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E9A79C85,EVP-92ACD51C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9C19FE36,EVP-80B5E388,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-61E16E98,EVP-DEDF1353,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B81924BD,EVP-14471957,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-48532824,EVP-EA5DCA26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-44B001DF,EVP-0450DA60,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C88AFA4B,EVP-D48A94DE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FD770769,EVP-2213068F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-710B3E08,EVP-B1048FC7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0AEC8BC9,EVP-3220ACAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-08A9FB39,EVP-36BB0727,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-47EF1A6F,EVP-7B5600B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A175CAA0,EVP-B171A071,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E7BC7B24,EVP-44483C72,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-51D48BCA,EVP-75A33986,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-1954090E,EVP-E2C214E9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C914FB19,EVP-B8B1F714,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5530EC7D,EVP-D92C4460,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-79F8DEFC,EVP-04E3A463,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-70B61782,EVP-D28A273E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-27B897C9,EVP-1A9A0559,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4FDB88F2,EVP-EB1D744A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4E7EF598,EVP-BEAF421A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-78095FBC,EVP-3924A956,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0D9E146C,EVP-1F511E3A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0F516C24,EVP-D3C4B68E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C9068D51,EVP-53CDFB6E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-2FD52650,EVP-A26F32FC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-81FC2744,EVP-6669F3C8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E7553635,EVP-194A21CF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-92F9D062,EVP-0E544FDF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EDA56381,EVP-314C8EDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7C52433A,EVP-EBD8A53F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-288EA0B3,EVP-88509763,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9000A534,EVP-9C3B6FBC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-62649BC8,EVP-9D7D6B2F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8FDBE0EF,EVP-AFBACB9D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-86595B38,EVP-A6EED866,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EB6CF3DD,EVP-EA1FAF4F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B3C64AEE,EVP-0201327E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EBDE6D73,EVP-4534652C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A6EF3971,EVP-9DD81B73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0A49EA33,EVP-801107B6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E97992E3,EVP-DCC3C1AC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-19314768,EVP-AB7A0861,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5CC19602,EVP-CFE8635F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-1A5C9BE3,EVP-A3E4FEAA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DEC6FEAA,EVP-D58F8BC3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A74A74A9,EVP-07D6D5AA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F724A1B3,EVP-01110714,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8384018B,EVP-CD7B90F7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-125BE4A9,EVP-594AC44F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A5425820,EVP-9F0D0ABE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5E918813,EVP-5FC030F5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-73B66E7A,EVP-EDE20783,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-946760D4,EVP-D4323B50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3DF40560,EVP-62EE2A81,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-60A3E21C,EVP-4BF3DA23,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0A6AD3D8,EVP-6E01C44D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-45C13387,EVP-F30AF670,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-752EAAFF,EVP-ADED83D4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-32F42B44,EVP-8B3EB9AD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C91E5777,EVP-C181735F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DCBCEB62,EVP-10771BB6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-12893CA0,EVP-D430E0AA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3C8FE8DD,EVP-EC536174,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-24234B49,EVP-E44841B4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-27F92F62,EVP-ED44F0A9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-AA5D654A,EVP-DE6E0696,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5D4FD640,EVP-39F82C44,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-31FA2F62,EVP-DC05C55C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6C53B5DC,EVP-4E4BE858,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7FBBD2A1,EVP-0C8DE02F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-96C86877,EVP-88B001DC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-906FB1F4,EVP-F21EBB98,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-444DA71A,EVP-4073FB35,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A9382E2C,EVP-755B6423,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A3505ACE,EVP-F3717353,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-53D81033,EVP-BA3A7DF7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F9D7F4C3,EVP-1ABDAEBA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-740269FA,EVP-892D8742,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-71285B6D,EVP-F8A55A37,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6AF65FF2,EVP-93601144,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-50EBDF8B,EVP-99AFAFAD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-30532016,EVP-351E928F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-52802B0A,EVP-B4C416CD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E01CB8AA,EVP-24D5913D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-51D8F21E,EVP-7EB795ED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F6298978,EVP-2F4DECD1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DA6E6779,EVP-4F2240C8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-341DA33B,EVP-8ADF6C7A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-1E0EEB05,EVP-19F30E6C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8EFAFA98,EVP-1B519A00,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-80F9E324,EVP-AEE40B5B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-11F28559,EVP-737BEC61,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-424C4A23,EVP-CE971BD7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-310EE8D2,EVP-899279DA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-54BA15BD,EVP-53C7B8A4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FD07DD48,EVP-ECF00AFE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-1A735D97,EVP-7E26C93B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6B66D60E,EVP-D957ABB6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-15E6B95B,EVP-14108444,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-5A4B1AFB,EVP-DB5F688B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F14ECFEC,EVP-F8727220,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E9BC80B9,EVP-92480DAC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B3F238AE,EVP-FC1500B8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C520D6B7,EVP-5AA52265,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9926ED20,EVP-7CAC23F5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A805F634,EVP-EDEE7789,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-719471BD,EVP-DF0C556F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6131D886,EVP-35F4745B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3D60E1E8,EVP-BDEFC9D0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E524DB8A,EVP-39AA7AFE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-CD5A5C61,EVP-82E69ACD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7565C7F8,EVP-51C8C94D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C61E6538,EVP-374B7498,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8362F859,EVP-BDBE0B6B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-536FE598,EVP-45A36DE9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-1FDE34A8,EVP-79C36E03,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-25703336,EVP-7203555D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E77B640F,EVP-815F8832,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-40946C28,EVP-7A89C27E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6B1E0C98,EVP-D3004C14,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6797D85D,EVP-6875D4C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FB28F7B3,EVP-80AA0DB4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9EF761FE,EVP-A9432E34,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FF509520,EVP-9E85249B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-CF804DE4,EVP-D5DF9E59,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E60E6C50,EVP-8EFCD869,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3EDA94D5,EVP-93E93C33,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-10F4174A,EVP-9253CC3F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-50F630B1,EVP-A665F444,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8523804D,EVP-832C2B95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-13FFA483,EVP-B287EF76,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0BE322FB,EVP-55F43604,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4BE930F4,EVP-ADB8B3E0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4E9753D1,EVP-D748C8A3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
