integrated_management_brief_id,decision_package_id,section_name,section_present,governance_note
IMB-8C15F08F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Monitoring and Escalation,True,Required section present
IMB-8C15F08F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Governance and Limitations,True,Required section present
IMB-8C15F08F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Audit and Traceability,True,Required section present
IMB-8C15F08F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Management Decision Boundary,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Executive Headline,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,What Is Happening,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Why It Matters,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Evidence Summary,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Contributing Factors,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Recommendation Options,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Scenario Options,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Trade-off and Impact Summary,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Financial Summary,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Readiness and Conditions,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Permitted Management Actions,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Management Questions,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Required Confirmations,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Monitoring and Escalation,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Governance and Limitations,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Audit and Traceability,True,Required section present
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Management Decision Boundary,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Executive Headline,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,What Is Happening,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Why It Matters,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Evidence Summary,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Contributing Factors,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Recommendation Options,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Scenario Options,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Trade-off and Impact Summary,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Financial Summary,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Readiness and Conditions,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Permitted Management Actions,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Management Questions,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Required Confirmations,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Monitoring and Escalation,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Governance and Limitations,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Audit and Traceability,True,Required section present
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Management Decision Boundary,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Executive Headline,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,What Is Happening,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Why It Matters,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Evidence Summary,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Contributing Factors,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Recommendation Options,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Scenario Options,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Trade-off and Impact Summary,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Financial Summary,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Readiness and Conditions,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Permitted Management Actions,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Management Questions,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Required Confirmations,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Monitoring and Escalation,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Governance and Limitations,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Audit and Traceability,True,Required section present
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Management Decision Boundary,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Executive Headline,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,What Is Happening,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Why It Matters,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Evidence Summary,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Contributing Factors,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Recommendation Options,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Scenario Options,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Trade-off and Impact Summary,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Financial Summary,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Readiness and Conditions,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Permitted Management Actions,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Management Questions,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Required Confirmations,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Monitoring and Escalation,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Governance and Limitations,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Audit and Traceability,True,Required section present
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Management Decision Boundary,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Executive Headline,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,What Is Happening,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Why It Matters,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Evidence Summary,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Contributing Factors,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Recommendation Options,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Scenario Options,True,Required section present — summary reconciled from frozen 2C-2/2D-7 source
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Trade-off and Impact Summary,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Financial Summary,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Readiness and Conditions,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Permitted Management Actions,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Management Questions,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Required Confirmations,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Monitoring and Escalation,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Governance and Limitations,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Audit and Traceability,True,Required section present
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Management Decision Boundary,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Executive Headline,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,What Is Happening,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Why It Matters,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Evidence Summary,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Contributing Factors,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Recommendation Options,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Scenario Options,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Trade-off and Impact Summary,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Financial Summary,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Readiness and Conditions,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Permitted Management Actions,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Management Questions,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Required Confirmations,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Monitoring and Escalation,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Governance and Limitations,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Audit and Traceability,True,Required section present
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Management Decision Boundary,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Executive Headline,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,What Is Happening,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Why It Matters,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Evidence Summary,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Contributing Factors,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Recommendation Options,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Scenario Options,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Trade-off and Impact Summary,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Financial Summary,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Readiness and Conditions,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Permitted Management Actions,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Management Questions,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Required Confirmations,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Monitoring and Escalation,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Governance and Limitations,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Audit and Traceability,True,Required section present
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Management Decision Boundary,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Executive Headline,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,What Is Happening,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Why It Matters,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Evidence Summary,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Contributing Factors,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Recommendation Options,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Scenario Options,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Trade-off and Impact Summary,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Financial Summary,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Readiness and Conditions,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Permitted Management Actions,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Management Questions,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Required Confirmations,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Monitoring and Escalation,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Governance and Limitations,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Audit and Traceability,True,Required section present
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Management Decision Boundary,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Executive Headline,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,What Is Happening,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Why It Matters,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Evidence Summary,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Contributing Factors,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Recommendation Options,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Scenario Options,True,Required section present — summary reconciled from frozen 2C-2/2D-7 source
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Trade-off and Impact Summary,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Financial Summary,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Readiness and Conditions,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Permitted Management Actions,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Management Questions,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Required Confirmations,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Monitoring and Escalation,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Governance and Limitations,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Audit and Traceability,True,Required section present
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Management Decision Boundary,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Executive Headline,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,What Is Happening,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Why It Matters,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Evidence Summary,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Contributing Factors,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Recommendation Options,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Scenario Options,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Trade-off and Impact Summary,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Financial Summary,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Readiness and Conditions,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Permitted Management Actions,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Management Questions,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Required Confirmations,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Monitoring and Escalation,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Governance and Limitations,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Audit and Traceability,True,Required section present
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Management Decision Boundary,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Executive Headline,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,What Is Happening,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Why It Matters,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Evidence Summary,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Contributing Factors,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Recommendation Options,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Scenario Options,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Trade-off and Impact Summary,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Financial Summary,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Readiness and Conditions,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Permitted Management Actions,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Management Questions,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Required Confirmations,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Monitoring and Escalation,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Governance and Limitations,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Audit and Traceability,True,Required section present
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Management Decision Boundary,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Executive Headline,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,What Is Happening,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Why It Matters,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Evidence Summary,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Contributing Factors,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Recommendation Options,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Scenario Options,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Trade-off and Impact Summary,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Financial Summary,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Readiness and Conditions,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Permitted Management Actions,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Management Questions,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Required Confirmations,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Monitoring and Escalation,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Governance and Limitations,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Audit and Traceability,True,Required section present
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Management Decision Boundary,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Executive Headline,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,What Is Happening,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Why It Matters,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Evidence Summary,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Contributing Factors,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Recommendation Options,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Scenario Options,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Trade-off and Impact Summary,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Financial Summary,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Readiness and Conditions,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Permitted Management Actions,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Management Questions,True,Required section present
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Required Confirmations,True,Required section present
