integrated_management_brief_id,decision_package_id,decision_lineage_profile_id,lineage_completeness_status,orphaned_lineage_flag,governance_note
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,LNP-92B6F234,Complete,False,Brief lineage cross-reference
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,LNP-E042353A,Complete,False,Brief lineage cross-reference
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,LNP-EAA2967D,Complete,False,Brief lineage cross-reference
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,LNP-0DE57524,Complete,False,Brief lineage cross-reference
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,LNP-1F8A38FF,Complete,False,Brief lineage cross-reference
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,LNP-DB848424,Complete,False,Brief lineage cross-reference
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,LNP-5C763098,Complete,False,Brief lineage cross-reference
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,LNP-A5F21055,Complete,False,Brief lineage cross-reference
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,LNP-CBAF5AA9,Complete,False,Brief lineage cross-reference
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,LNP-51EB2DDE,Complete,False,Brief lineage cross-reference
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,LNP-471EA964,Complete,False,Brief lineage cross-reference
IMB-21A3EFE6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,LNP-AA1FB7D9,Complete,False,Brief lineage cross-reference
IMB-43213456,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,LNP-3ED202A9,Complete,False,Brief lineage cross-reference
IMB-4FF86CE0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,LNP-04F72E82,Complete,False,Brief lineage cross-reference
IMB-006DB262,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,LNP-B01C131B,Complete,False,Brief lineage cross-reference
IMB-B549CE27,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,LNP-2EAB469E,Complete,False,Brief lineage cross-reference
IMB-156E2C74,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,LNP-91AA4575,Complete,False,Brief lineage cross-reference
IMB-21AACEF1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,LNP-9E519B09,Complete,False,Brief lineage cross-reference
IMB-F2E74DF4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,LNP-20693FC6,Complete,False,Brief lineage cross-reference
IMB-4085771E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,LNP-DD606250,Complete,False,Brief lineage cross-reference
IMB-C2E556F1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,LNP-A3A8CFC2,Complete,False,Brief lineage cross-reference
IMB-72F9988E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,LNP-983582E4,Complete,False,Brief lineage cross-reference
IMB-B8D4CC46,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,LNP-520D6C9A,Complete,False,Brief lineage cross-reference
IMB-4C56E237,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,LNP-989F6011,Complete,False,Brief lineage cross-reference
IMB-27A400BB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,LNP-82F37D60,Complete,False,Brief lineage cross-reference
IMB-8A948793,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,LNP-2DD6B461,Complete,False,Brief lineage cross-reference
IMB-0AA72C33,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,LNP-1774F7DE,Complete,False,Brief lineage cross-reference
IMB-B9191393,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,LNP-B8E46591,Complete,False,Brief lineage cross-reference
IMB-8B9D7152,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,LNP-CEFCD92F,Complete,False,Brief lineage cross-reference
IMB-D77CD007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,LNP-46952AD4,Complete,False,Brief lineage cross-reference
IMB-3D431876,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,LNP-70C0B5BF,Complete,False,Brief lineage cross-reference
IMB-9B0F67A0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,LNP-31C0CFBA,Complete,False,Brief lineage cross-reference
IMB-E9D2C951,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,LNP-5E6B4189,Complete,False,Brief lineage cross-reference
IMB-05DD713F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,LNP-4F2FBBB1,Complete,False,Brief lineage cross-reference
IMB-851E06E6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,LNP-A9335C4E,Complete,False,Brief lineage cross-reference
IMB-A1D3C221,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,LNP-2D55E05C,Complete,False,Brief lineage cross-reference
IMB-6380C7FF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,LNP-8561301A,Complete,False,Brief lineage cross-reference
IMB-D57D2899,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,LNP-26419A83,Complete,False,Brief lineage cross-reference
IMB-47FDB072,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,LNP-08F77173,Complete,False,Brief lineage cross-reference
IMB-934083AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,LNP-148CE159,Complete,False,Brief lineage cross-reference
IMB-7BE1D98F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,LNP-25ECB820,Complete,False,Brief lineage cross-reference
IMB-62A15DA2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,LNP-A171C8BE,Complete,False,Brief lineage cross-reference
IMB-EA795E57,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,LNP-DDAFF0DE,Complete,False,Brief lineage cross-reference
IMB-5732FCD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,LNP-78EC2890,Complete,False,Brief lineage cross-reference
IMB-049A549E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,LNP-F8120277,Complete,False,Brief lineage cross-reference
IMB-B2C01513,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,LNP-7072A9C4,Complete,False,Brief lineage cross-reference
IMB-FB443D62,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,LNP-8D40791E,Complete,False,Brief lineage cross-reference
IMB-B88045DF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,LNP-23204033,Complete,False,Brief lineage cross-reference
IMB-391A1E0C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,LNP-1C36160B,Complete,False,Brief lineage cross-reference
IMB-0A3D30AD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,LNP-9C078B2D,Complete,False,Brief lineage cross-reference
IMB-DC2EA785,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,LNP-42EE92A1,Complete,False,Brief lineage cross-reference
IMB-1A93F606,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,LNP-3A91AC2D,Complete,False,Brief lineage cross-reference
IMB-C7C5A607,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,LNP-DC2C9BE7,Complete,False,Brief lineage cross-reference
IMB-93A20730,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,LNP-A78C09F8,Complete,False,Brief lineage cross-reference
IMB-E7E997C8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,LNP-DF938373,Complete,False,Brief lineage cross-reference
IMB-682B72A4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,LNP-FCD90713,Complete,False,Brief lineage cross-reference
IMB-624C0843,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,LNP-6163F216,Complete,False,Brief lineage cross-reference
IMB-CAE02443,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,LNP-8A2E89BC,Complete,False,Brief lineage cross-reference
IMB-5C84850A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,LNP-54D65750,Complete,False,Brief lineage cross-reference
IMB-223DFD1D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,LNP-43803C76,Complete,False,Brief lineage cross-reference
IMB-FE7FE422,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,LNP-1E141D25,Complete,False,Brief lineage cross-reference
IMB-111BA3D8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,LNP-D1954F96,Complete,False,Brief lineage cross-reference
IMB-B9B1A75B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,LNP-5245BFFD,Complete,False,Brief lineage cross-reference
IMB-2A38C152,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,LNP-1A4F5860,Complete,False,Brief lineage cross-reference
IMB-C0A54E84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,LNP-283344DB,Complete,False,Brief lineage cross-reference
IMB-C77876F2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,LNP-3763429D,Complete,False,Brief lineage cross-reference
IMB-064EC872,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,LNP-6311EEFC,Complete,False,Brief lineage cross-reference
IMB-2B756740,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,LNP-81D23752,Complete,False,Brief lineage cross-reference
IMB-915EFB45,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,LNP-D5CAAF6E,Complete,False,Brief lineage cross-reference
IMB-E3CC3205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,LNP-B2DF96A8,Complete,False,Brief lineage cross-reference
IMB-E6B3E140,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,LNP-FB6CA8F7,Complete,False,Brief lineage cross-reference
IMB-13E70BCB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,LNP-E53C61D6,Complete,False,Brief lineage cross-reference
IMB-28073BC2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,LNP-5E8604D3,Complete,False,Brief lineage cross-reference
IMB-3CE03C24,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,LNP-796AC637,Complete,False,Brief lineage cross-reference
IMB-6CD7F2B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,LNP-1032EE89,Complete,False,Brief lineage cross-reference
IMB-06A4015B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,LNP-477FE89B,Complete,False,Brief lineage cross-reference
IMB-0C9DCEF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,LNP-28D15D55,Complete,False,Brief lineage cross-reference
IMB-172B064A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,LNP-AE8E4B06,Complete,False,Brief lineage cross-reference
IMB-4AF91FF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,LNP-AE39B4B6,Complete,False,Brief lineage cross-reference
IMB-2DCF54ED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,LNP-1F533F63,Complete,False,Brief lineage cross-reference
IMB-2D60FD7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,LNP-76EE436F,Complete,False,Brief lineage cross-reference
IMB-C7AAAB07,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,LNP-5C65C8BD,Complete,False,Brief lineage cross-reference
IMB-B4F65D89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,LNP-8909C745,Complete,False,Brief lineage cross-reference
IMB-C1C3E1E2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,LNP-CFD24337,Complete,False,Brief lineage cross-reference
IMB-B74665AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,LNP-C7448581,Complete,False,Brief lineage cross-reference
IMB-987EBA7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,LNP-5085A238,Complete,False,Brief lineage cross-reference
IMB-7E733E9D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,LNP-12FB98D3,Complete,False,Brief lineage cross-reference
IMB-995A3411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,LNP-BC32B702,Complete,False,Brief lineage cross-reference
IMB-89A7473C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,LNP-A03D58C8,Complete,False,Brief lineage cross-reference
IMB-CC3BFB9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,LNP-2ABE026A,Complete,False,Brief lineage cross-reference
IMB-B1693314,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,LNP-815C2348,Complete,False,Brief lineage cross-reference
IMB-701A2435,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,LNP-BEC75263,Complete,False,Brief lineage cross-reference
IMB-9631D9EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,LNP-A6920308,Complete,False,Brief lineage cross-reference
IMB-E01D65F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,LNP-D92858BA,Complete,False,Brief lineage cross-reference
IMB-3743E5BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,LNP-53A7F708,Complete,False,Brief lineage cross-reference
IMB-D59EBD35,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,LNP-75E5CB1F,Complete,False,Brief lineage cross-reference
IMB-2A56AE2A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,LNP-F183D4F7,Complete,False,Brief lineage cross-reference
IMB-4648B0C8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,LNP-FCE6C5E2,Complete,False,Brief lineage cross-reference
IMB-3DD82F95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,LNP-5319C048,Complete,False,Brief lineage cross-reference
IMB-9231081D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,LNP-6E7BB491,Complete,False,Brief lineage cross-reference
IMB-265FF0DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,LNP-2C8BCA78,Complete,False,Brief lineage cross-reference
IMB-7DBAF719,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,LNP-0B543E60,Complete,False,Brief lineage cross-reference
IMB-97C8FD7E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,LNP-EC9C8AF7,Complete,False,Brief lineage cross-reference
IMB-6BC23402,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,LNP-F8EAF4AE,Complete,False,Brief lineage cross-reference
IMB-91BBAFF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,LNP-F62814FC,Complete,False,Brief lineage cross-reference
IMB-386CA8B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,LNP-94E669C9,Complete,False,Brief lineage cross-reference
IMB-8CEEF171,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,LNP-B2CF9236,Complete,False,Brief lineage cross-reference
IMB-46AD96A2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,LNP-8DBF91F8,Complete,False,Brief lineage cross-reference
IMB-4340320B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,LNP-33053DDD,Complete,False,Brief lineage cross-reference
IMB-2161486E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,LNP-2D245C5A,Complete,False,Brief lineage cross-reference
IMB-31EBC1B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,LNP-B9670E48,Complete,False,Brief lineage cross-reference
IMB-5F9F2590,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,LNP-09E9ABFF,Complete,False,Brief lineage cross-reference
IMB-53CD2B12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,LNP-7A8E81A8,Complete,False,Brief lineage cross-reference
IMB-2E28683C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,LNP-D4B2D4CD,Complete,False,Brief lineage cross-reference
IMB-9FD9FF1F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,LNP-88B9314B,Complete,False,Brief lineage cross-reference
IMB-03ABD945,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,LNP-BFAD4272,Complete,False,Brief lineage cross-reference
IMB-F26D3264,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,LNP-56DB23C9,Complete,False,Brief lineage cross-reference
IMB-16DD7396,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,LNP-5E681500,Complete,False,Brief lineage cross-reference
IMB-30D8BDE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,LNP-3F1777BE,Complete,False,Brief lineage cross-reference
IMB-FC03311E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,LNP-D7C71988,Complete,False,Brief lineage cross-reference
IMB-A202A375,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,LNP-100B60EF,Complete,False,Brief lineage cross-reference
IMB-689F2A9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,LNP-37C1CA0E,Complete,False,Brief lineage cross-reference
IMB-B2DADD32,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,LNP-BD7D9037,Complete,False,Brief lineage cross-reference
IMB-FDA5EAA6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,LNP-9D316762,Complete,False,Brief lineage cross-reference
IMB-76B0AC15,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,LNP-0A1078FD,Complete,False,Brief lineage cross-reference
IMB-8C2A6FF4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,LNP-B2205A9C,Complete,False,Brief lineage cross-reference
IMB-30FE98EE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,LNP-B7D85148,Complete,False,Brief lineage cross-reference
IMB-54E64CED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,LNP-2964646C,Complete,False,Brief lineage cross-reference
IMB-EF4CFEBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,LNP-4A600021,Complete,False,Brief lineage cross-reference
IMB-CB25262E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,LNP-E4ECD47C,Complete,False,Brief lineage cross-reference
IMB-782CDB40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,LNP-3FA66741,Complete,False,Brief lineage cross-reference
IMB-E43CF019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,LNP-B8D3D95D,Complete,False,Brief lineage cross-reference
IMB-690EC515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,LNP-0E231D3A,Complete,False,Brief lineage cross-reference
IMB-B557EAE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,LNP-A45386BF,Complete,False,Brief lineage cross-reference
IMB-10CFE702,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,LNP-991B3D1D,Complete,False,Brief lineage cross-reference
IMB-E161DFF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,LNP-A9779528,Complete,False,Brief lineage cross-reference
IMB-5DFA847A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,LNP-42D95339,Complete,False,Brief lineage cross-reference
IMB-0000B910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,LNP-18B94B29,Complete,False,Brief lineage cross-reference
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,LNP-FDF6C644,Complete,False,Brief lineage cross-reference
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,LNP-53369BAE,Complete,False,Brief lineage cross-reference
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,LNP-F5ECABA8,Complete,False,Brief lineage cross-reference
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,LNP-9A35C813,Complete,False,Brief lineage cross-reference
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,LNP-4229B6E3,Complete,False,Brief lineage cross-reference
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,LNP-28E3849C,Complete,False,Brief lineage cross-reference
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,LNP-2A17A5E3,Complete,False,Brief lineage cross-reference
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,LNP-37C30AF5,Complete,False,Brief lineage cross-reference
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,LNP-6C846D8E,Complete,False,Brief lineage cross-reference
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,LNP-EF35CA32,Complete,False,Brief lineage cross-reference
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,LNP-5724400D,Complete,False,Brief lineage cross-reference
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,LNP-F1B4524F,Complete,False,Brief lineage cross-reference
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,LNP-F554CB7C,Complete,False,Brief lineage cross-reference
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,LNP-705155F5,Complete,False,Brief lineage cross-reference
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,LNP-3099AFE7,Complete,False,Brief lineage cross-reference
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,LNP-462E9D5E,Complete,False,Brief lineage cross-reference
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,LNP-73279965,Complete,False,Brief lineage cross-reference
IMB-BAE8B09B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,LNP-5EBF66EA,Complete,False,Brief lineage cross-reference
IMB-F5FE764C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,LNP-20869FD7,Complete,False,Brief lineage cross-reference
IMB-BE951130,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,LNP-DC566D12,Complete,False,Brief lineage cross-reference
IMB-F2BE0F3C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,LNP-DA64F5B1,Complete,False,Brief lineage cross-reference
IMB-01002709,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,LNP-B326CE52,Complete,False,Brief lineage cross-reference
IMB-EF996049,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,LNP-A3EBE577,Complete,False,Brief lineage cross-reference
IMB-BA0044BF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,LNP-9E79CEF5,Complete,False,Brief lineage cross-reference
IMB-836DF5D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,LNP-55069B2B,Complete,False,Brief lineage cross-reference
IMB-9C61F185,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,LNP-65EE270E,Complete,False,Brief lineage cross-reference
IMB-9D731432,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,LNP-B8DC0CF5,Complete,False,Brief lineage cross-reference
IMB-C5B48087,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,LNP-1748B221,Complete,False,Brief lineage cross-reference
IMB-2EA1C64B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,LNP-0830F4D6,Complete,False,Brief lineage cross-reference
IMB-79A11B2E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,LNP-57868546,Complete,False,Brief lineage cross-reference
IMB-D3D0FABB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,LNP-F758B229,Complete,False,Brief lineage cross-reference
IMB-6B454D57,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,LNP-0B5DF505,Complete,False,Brief lineage cross-reference
IMB-2796B7CF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,LNP-DE759EF3,Complete,False,Brief lineage cross-reference
IMB-D04161A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,LNP-AE6E31B1,Complete,False,Brief lineage cross-reference
IMB-0D388BE3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,LNP-B5DC0041,Complete,False,Brief lineage cross-reference
IMB-3B3E7177,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,LNP-B3C2A3D5,Complete,False,Brief lineage cross-reference
IMB-72DA697D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,LNP-D3B8CA38,Complete,False,Brief lineage cross-reference
IMB-65659028,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,LNP-54B070D5,Complete,False,Brief lineage cross-reference
IMB-94EED986,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,LNP-A121B2AB,Complete,False,Brief lineage cross-reference
IMB-E59022E1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,LNP-ABE0575D,Complete,False,Brief lineage cross-reference
IMB-488F8429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,LNP-2C04928F,Complete,False,Brief lineage cross-reference
IMB-ABBCB808,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,LNP-02893E17,Complete,False,Brief lineage cross-reference
IMB-66982692,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,LNP-D492E17F,Complete,False,Brief lineage cross-reference
