decision_package_id,approval_package_id,integrated_decision_id,episode_id,hospital_id,department_id,dominant_kpi_id,dominant_kpi_name,scenario_family,package_status,department_name,decision_scorecard_id,scorecard_version,scorecard_status,approval_status
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,HOSP-001,DEPT-DIAG,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,HOSP-001,DEPT-DIAG,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,HOSP-001,DEPT-DIAG,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,HOSP-001,DEPT-DIAG,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,HOSP-001,DEPT-DIAG,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,HOSP-001,DEPT-DIAG,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,HOSP-001,DEPT-DIAG,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,HOSP-001,DEPT-DIAG,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Diagnostics,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,EP-HOSP-001-DEPT-ED-kpi_001-20260107,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,EP-HOSP-001-DEPT-ED-kpi_001-20260201,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,EP-HOSP-001-DEPT-ED-kpi_001-20260211,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,EP-HOSP-001-DEPT-ED-kpi_001-20260303,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,EP-HOSP-001-DEPT-ED-kpi_001-20260319,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,EP-HOSP-001-DEPT-ED-kpi_001-20260402,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Requires Assumption Validation,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,EP-HOSP-001-DEPT-ED-kpi_001-20260502,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,EP-HOSP-001-DEPT-ED-kpi_001-20260509,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,EP-HOSP-001-DEPT-ED-kpi_001-20260522,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,EP-HOSP-001-DEPT-ED-kpi_001-20260531,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,EP-HOSP-001-DEPT-ED-kpi_001-20260604,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,EP-HOSP-001-DEPT-ED-kpi_001-20260624,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,EP-HOSP-001-DEPT-ED-kpi_001-20260705,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,EP-HOSP-001-DEPT-ED-kpi_001-20260713,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,EP-HOSP-001-DEPT-ED-kpi_001-20260727,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Requires Assumption Validation,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,EP-HOSP-001-DEPT-ED-kpi_001-20260930,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,EP-HOSP-001-DEPT-ED-kpi_001-20261008,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,EP-HOSP-001-DEPT-ED-kpi_001-20261014,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,EP-HOSP-001-DEPT-ED-kpi_001-20261101,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Requires Assumption Validation,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,HOSP-001,DEPT-ED,kpi_001,Staffing Level,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,HOSP-001,DEPT-ED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,EP-HOSP-001-DEPT-ED-kpi_002-20260207,HOSP-001,DEPT-ED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,EP-HOSP-001-DEPT-ED-kpi_002-20260310,HOSP-001,DEPT-ED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,EP-HOSP-001-DEPT-ED-kpi_002-20260421,HOSP-001,DEPT-ED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,EP-HOSP-001-DEPT-ED-kpi_002-20260425,HOSP-001,DEPT-ED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,1.0,Active,Pending Management Review
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,EP-HOSP-001-DEPT-ED-kpi_002-20260521,HOSP-001,DEPT-ED,kpi_002,Staff Absenteeism Rate,No-Action or Baseline Comparator,Ready with Conditions,Emergency Department,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,1.0,Active,Pending Management Review
