source_to_decision_trace_id,decision_package_id,trace_summary,source_phase_path,source_record_path,transformation_path,configuration_version_path,evidence_reference_path,lineage_reference_path,trace_status,trace_limitation,governance_note
TRC-8AC996B6,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-ADM-kpi_006-20261218_hospital_HOSP-001_dept_DEPT-ADM,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,LNP-DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-0DBDC246,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260108_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Complete,,Trace does not claim completed management decision
TRC-A5652230,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260401_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Complete,,Trace does not claim completed management decision
TRC-559B4209,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260417_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,Complete,,Trace does not claim completed management decision
TRC-99D30983,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260423_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,Complete,,Trace does not claim completed management decision
TRC-F07F6E5C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260507_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,Complete,,Trace does not claim completed management decision
TRC-3DB6F1ED,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260511_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,Partial,Limited by readiness status: Requires Evidence Completion,Trace does not claim completed management decision
TRC-394415B5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260520_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,Complete,,Trace does not claim completed management decision
TRC-1A3D8529,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260606_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,Partial,Limited by readiness status: Requires Additional Scenario Analysis,Trace does not claim completed management decision
TRC-D0043C45,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260610_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,Complete,,Trace does not claim completed management decision
TRC-441526D5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260619_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,Partial,Limited by readiness status: Requires Assumption Validation,Trace does not claim completed management decision
TRC-5BDFAF38,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260704_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,Complete,,Trace does not claim completed management decision
TRC-7F0DFD79,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260723_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Partial,Limited by readiness status: Requires Evidence Completion,Trace does not claim completed management decision
TRC-615A7C7B,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260804_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Partial,Limited by readiness status: Requires Benefit Validation,Trace does not claim completed management decision
TRC-DDE66A2A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260810_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Partial,Limited by readiness status: Requires Lineage Completion,Trace does not claim completed management decision
TRC-E0087C30,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260901_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Partial,Limited by readiness status: Requires Baseline Validation,Trace does not claim completed management decision
TRC-8B0638B2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20260912_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Partial,Limited by readiness status: Requires Stakeholder Validation,Trace does not claim completed management decision
TRC-13F6C086,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20261023_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,Complete,,Trace does not claim completed management decision
TRC-D76E7BAD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20261031_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,Partial,Limited by readiness status: Requires Assumption Validation,Trace does not claim completed management decision
TRC-B48F2F7D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_001-20261108_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Complete,,Trace does not claim completed management decision
TRC-E39DE710,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_002-20260122_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,Complete,,Trace does not claim completed management decision
TRC-6BB8DEEB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_002-20260328_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,Partial,Limited by readiness status: Requires Baseline Validation,Trace does not claim completed management decision
TRC-2AC7CF66,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_002-20260409_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,Partial,Limited by readiness status: Requires Additional Scenario Analysis,Trace does not claim completed management decision
TRC-253E1278,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_002-20260422_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,Complete,,Trace does not claim completed management decision
TRC-68161FC7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_002-20260426_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,Complete,,Trace does not claim completed management decision
TRC-66A4250E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_002-20260515_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,Complete,,Trace does not claim completed management decision
TRC-ED678FCF,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_002-20260521_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,Complete,,Trace does not claim completed management decision
TRC-E52061FB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_002-20260615_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,Complete,,Trace does not claim completed management decision
TRC-63914FC6,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_002-20260621_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,Partial,Limited by readiness status: Requires Lineage Completion,Trace does not claim completed management decision
TRC-A500062C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-DIAG-kpi_002-20260626_hospital_HOSP-001_dept_DEPT-DIAG,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,LNP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,Partial,Limited by readiness status: Requires Stakeholder Validation,Trace does not claim completed management decision
