action_evidence_id,decision_action_routing_id,decision_readiness_id,evidence_type,evidence_description,evidence_status,source_phase,reconciliation_status,governance_note
AEV-8E115F1C,DAR-0EB1D6E9,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-35C830BD,DAR-28449140,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-0C933554,DAR-2449106E,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E61FE5E6,DAR-067AD019,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FCFFE5F7,DAR-9A7C353E,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-083A6D90,DAR-91B6EBBA,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5DEE948B,DAR-92BF60FE,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-252CFEAC,DAR-92A1DF16,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-855303E6,DAR-36F71515,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3BCAD8C7,DAR-262E2F28,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BB3B4E85,DAR-6F15DE85,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-877A9DF1,DAR-BA5941DA,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-354A2DDC,DAR-71A17654,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5108D6B5,DAR-BD126845,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A476E55D,DAR-1BABE2C9,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-8478F7E8,DAR-8C498731,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BDD8BDD8,DAR-40E0245C,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-10541D23,DAR-9A8C252D,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-4C725AC2,DAR-092C1912,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-46C314A0,DAR-49825A9F,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-0F4E10D8,DAR-0330B3F6,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D6942469,DAR-BF5B759A,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3C762AF1,DAR-9D6EE3D4,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-8F54247B,DAR-3F9E90FC,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-90F97617,DAR-EDB766BC,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B1271D86,DAR-D4120B77,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7568A850,DAR-1D80DDAB,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-550A8EA5,DAR-CBC6E85A,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-944679E1,DAR-FD378110,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-66677099,DAR-CB65B5D7,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-4D7E6765,DAR-439789D9,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-71C32AD4,DAR-2EBE8DDB,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-0D7B7E4A,DAR-303A3AA6,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-4F6B6292,DAR-6FD4EC73,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-762864FC,DAR-C32C913C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-03C6C9B8,DAR-6CB3BECC,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-0F91165D,DAR-938033B8,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BB8EA144,DAR-8E501154,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FA7540C0,DAR-5073CA0D,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D4C28232,DAR-EC066580,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-231D1758,DAR-DAFE6C17,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9833A865,DAR-9E5250FD,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EEBC6EA0,DAR-03517CCE,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9CE58CB1,DAR-DBA71FEC,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DFB52FCF,DAR-C932E734,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-81E4691F,DAR-C1D36465,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C4A9EE73,DAR-45463007,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-05C2D5CC,DAR-90180611,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7E0A6A92,DAR-B161261C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F997E58F,DAR-A6895EA4,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2EDDAC80,DAR-82E87259,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A99075BA,DAR-AF1648D9,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-67C14DE7,DAR-58B3B886,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EDC78829,DAR-2C91AB89,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E5BF8EB3,DAR-F2C05458,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9A765CAA,DAR-452227E1,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-6FF20EA4,DAR-49AC462B,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-370A0260,DAR-24B44514,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9A25D082,DAR-0CD46927,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F70065DD,DAR-01347A85,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DE411C3B,DAR-832A6985,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-890A20BF,DAR-61AD89AF,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-61BE88A0,DAR-CD63524D,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B4A133DC,DAR-14887707,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-775BF5D0,DAR-47B56421,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2595E24A,DAR-339F0BBB,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B2722D7C,DAR-E1C625E5,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A58A97F1,DAR-65BDDDF7,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-45A1C475,DAR-C211BF75,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C6DF55EC,DAR-EFCD8144,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-6255887B,DAR-B4576CA9,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B0625EA9,DAR-16F53E03,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-4D0766A3,DAR-5F5E8A92,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F31350CB,DAR-4E8EAFD4,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-44DF024C,DAR-0B4B5A9A,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9F3715B9,DAR-43B6DB98,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3BA8329F,DAR-66CE9BE2,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2E64867C,DAR-229F792C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-13AE8FC5,DAR-253443A3,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E73C5F6D,DAR-E81A008F,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C8724571,DAR-38B19406,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-AA38E051,DAR-72D49F6A,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5CB5E238,DAR-2216A943,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2C8E313B,DAR-70D964BE,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-562212DE,DAR-874C02AB,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BFC3935E,DAR-ECB93E7D,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DC183A7A,DAR-9E1146B7,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-13456615,DAR-C37629BD,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-80D8C025,DAR-058EDE83,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1FC57EA1,DAR-16529290,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7C106989,DAR-81BFB53F,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EE8E9CF1,DAR-0D14F1CE,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-21AA349B,DAR-9A82C15C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E9A28A86,DAR-B15AE9BF,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EEAFA1E3,DAR-23903C67,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CD5C3F08,DAR-A4CCDD3C,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-AB2C8B16,DAR-06E98000,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CA45EDD5,DAR-3B804E65,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C1825420,DAR-1515F471,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CA36B026,DAR-DB98CDBA,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DB2414AC,DAR-E2774DBE,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D19C8B1E,DAR-A5116054,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F9C84801,DAR-BF35B5D8,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BEBA3F8C,DAR-59AC99F6,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-30E03B5F,DAR-D4561A14,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5B7346A9,DAR-464F7DE3,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E1F3FA56,DAR-C93AEC4F,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BC6864EF,DAR-A5CDD6AF,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1C7E7125,DAR-55B09005,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FDF6DDC2,DAR-FEC108F0,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-8F048982,DAR-FF5F6430,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-4E76C57B,DAR-83301395,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-58315FC3,DAR-8F58D4A6,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-560BBDE4,DAR-CD88FFF7,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-77CEDF67,DAR-45B20F4B,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E31B7843,DAR-1F3A5A77,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A4C36952,DAR-49CFA213,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-8E53D2F2,DAR-B79D3655,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-67064B02,DAR-EB6DB77C,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-235504C2,DAR-442626F9,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1ECDACF5,DAR-25A87F40,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3AE80127,DAR-0C80B3B9,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-49947E99,DAR-C6A64134,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-6DC73E8C,DAR-A868B0DA,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FD4F6556,DAR-F11DE477,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CB9DA8F0,DAR-D9E9EB84,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B3BA932F,DAR-54818B2B,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DD6F391D,DAR-634B8635,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-112B3E3A,DAR-F0343E73,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A66B0584,DAR-D4B73CC3,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-ED0EFE9B,DAR-2CF0B258,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CBC2F916,DAR-8578D8D0,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-7BE6999C,DAR-A8841B38,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DBE9992C,DAR-4B192EFE,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FD910251,DAR-3AF15BF3,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B3867DC8,DAR-C2B5BAD4,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-89A9E5E5,DAR-EE7F041C,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E004D341,DAR-E0390EC1,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2C9BF1DA,DAR-4A210C49,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-214BC211,DAR-C38067B5,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-68DEF8AC,DAR-E0BDE011,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DFD17B29,DAR-0D703D49,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BD9104E7,DAR-DA1A4CF2,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-95FD13BC,DAR-F991DDBC,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-614E2F6F,DAR-D78BF714,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-667C4160,DAR-AFCDB9D6,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-338AF0F3,DAR-E7678D13,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-8F853A75,DAR-27191DC1,DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
