version_control_id,governed_object_type,governed_object_id,current_version,previous_version,version_status,effective_timestamp,created_by_role,source_manifest,checksum,immutable_flag,superseded_flag,correction_reason,future_update_rule,governance_note
VER-1448C720,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-F27075FD,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-3F5AF5D1,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-AFA7FE11,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-1854261D,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-BCF38082,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D9CA3C64,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-5B2B0B56,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-FC09E237,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-81875A1E,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-283B69E0,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-B1BFCE82,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-5373F7EF,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-0F6DFF28,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D82FDEE9,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-14773207,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-B63CC99C,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-FCFD277A,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-33783CAD,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-7B1CD71D,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D8950D6A,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-C9B66092,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-84DE8A33,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-98C0E035,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-AFC672D1,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-7A6056AF,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-14DA438E,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-F3926B92,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-1354D7A7,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-ECC4F66C,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-601D67FA,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-FE8A3C4A,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-7A240D16,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-257D860C,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-8F24FC41,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-0EF801ED,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-F023542D,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-A5DE8406,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-8919041A,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-1602791D,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D9A8720F,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-55EFDC31,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D6CB6C2B,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-60735426,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-2C97D492,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-9ACD072F,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-ABD5A4D4,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-902C0A48,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4D74DACD,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-2BA90F0A,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-DA741F66,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-3400BD09,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-5019DD8E,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-CA41F54A,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-1DB48633,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-0D3F5823,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-6DE979A6,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-ED8D064F,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D1794BB6,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-518BAE3B,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-62F55721,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-5C972D82,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-40BF6FEF,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4FE8817B,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-3AEF1D97,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-0374955F,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-9044775B,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-5A4557BB,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-6CF50A58,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-589C5167,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4D30159B,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-B6D25AC1,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-F771E6C0,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4E5145B1,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-25DF1C39,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-096E5719,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-A8D84189,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-2FB8FFF2,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4C2D5B25,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-6458C264,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-CD994F40,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D8D8FFEC,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-514F7453,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-15E310F9,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-2E526B09,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-78A969F5,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-304FD6BC,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-E265ED8A,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-6D2AC6E9,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-E61E53CD,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-C9AFFFB8,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-F94E71CA,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D604F057,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-099EB948,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-A14721C2,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D737F918,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-10C2743C,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-161BC33F,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-07A1389E,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D753FD48,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-7325F23D,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-3D847470,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-1459C17A,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-FF3CC965,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-03537370,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-58A7E4BC,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-0C23C31A,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-BE09105D,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-37C95DC7,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-0122F996,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-12002377,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-EC985F2D,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-DDD594D8,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-C2F18BC1,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-BDC4A8F1,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-4EDD28F6,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-98EDC972,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D2EF85E5,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-A06BEDDC,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-47C37FAE,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-3B711FDD,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-D8FD4DA3,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-7F43BAF6,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-540C1BD8,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-5FCA25A6,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-56CB7D51,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-C8A54072,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
VER-2EBD813D,Decision Scorecard,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,1.0,,Current,,Analytics Team,step_2d6_manifest.json,,True,False,,Minor increment on change,Version control for audit traceability
