integrated_management_brief_id,decision_package_id,decision_evidence_profile_id,evidence_completeness_status,evidence_coverage_pct,critical_missing_evidence_count,governance_note
IMB-3D094DFE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,EVP-7B5600B8,Complete,100.0,0,Brief evidence cross-reference
IMB-0884C637,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,EVP-B171A071,Complete,100.0,0,Brief evidence cross-reference
IMB-D4D15739,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,EVP-44483C72,Complete,100.0,0,Brief evidence cross-reference
IMB-8C15F08F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,EVP-75A33986,Complete,100.0,0,Brief evidence cross-reference
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,EVP-E2C214E9,Complete,100.0,0,Brief evidence cross-reference
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,EVP-B8B1F714,Complete,100.0,0,Brief evidence cross-reference
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,EVP-D92C4460,Complete,100.0,0,Brief evidence cross-reference
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,EVP-04E3A463,Complete,100.0,0,Brief evidence cross-reference
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,EVP-D28A273E,Complete,100.0,0,Brief evidence cross-reference
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,EVP-1A9A0559,Complete,100.0,0,Brief evidence cross-reference
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,EVP-EB1D744A,Complete,100.0,0,Brief evidence cross-reference
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,EVP-BEAF421A,Complete,100.0,0,Brief evidence cross-reference
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EVP-3924A956,Complete,100.0,0,Brief evidence cross-reference
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EVP-1F511E3A,Complete,100.0,0,Brief evidence cross-reference
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EVP-D3C4B68E,Complete,100.0,0,Brief evidence cross-reference
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,EVP-53CDFB6E,Complete,100.0,0,Brief evidence cross-reference
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,EVP-A26F32FC,Complete,100.0,0,Brief evidence cross-reference
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,EVP-6669F3C8,Complete,100.0,0,Brief evidence cross-reference
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,EVP-194A21CF,Complete,100.0,0,Brief evidence cross-reference
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,EVP-0E544FDF,Complete,100.0,0,Brief evidence cross-reference
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,EVP-314C8EDE,Complete,100.0,0,Brief evidence cross-reference
IMB-21A3EFE6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,EVP-EBD8A53F,Complete,100.0,0,Brief evidence cross-reference
IMB-43213456,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,EVP-88509763,Complete,100.0,0,Brief evidence cross-reference
IMB-4FF86CE0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,EVP-9C3B6FBC,Complete,100.0,0,Brief evidence cross-reference
IMB-006DB262,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,EVP-9D7D6B2F,Complete,100.0,0,Brief evidence cross-reference
IMB-B549CE27,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,EVP-AFBACB9D,Complete,100.0,0,Brief evidence cross-reference
IMB-156E2C74,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,EVP-A6EED866,Complete,100.0,0,Brief evidence cross-reference
IMB-21AACEF1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,EVP-EA1FAF4F,Complete,100.0,0,Brief evidence cross-reference
IMB-F2E74DF4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,EVP-0201327E,Complete,100.0,0,Brief evidence cross-reference
IMB-4085771E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,EVP-4534652C,Complete,100.0,0,Brief evidence cross-reference
IMB-C2E556F1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,EVP-9DD81B73,Complete,100.0,0,Brief evidence cross-reference
IMB-72F9988E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,EVP-801107B6,Complete,100.0,0,Brief evidence cross-reference
IMB-B8D4CC46,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,EVP-DCC3C1AC,Complete,100.0,0,Brief evidence cross-reference
IMB-4C56E237,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,EVP-AB7A0861,Complete,100.0,0,Brief evidence cross-reference
IMB-27A400BB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,EVP-CFE8635F,Complete,100.0,0,Brief evidence cross-reference
IMB-8A948793,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,EVP-A3E4FEAA,Complete,100.0,0,Brief evidence cross-reference
IMB-0AA72C33,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,EVP-D58F8BC3,Complete,100.0,0,Brief evidence cross-reference
IMB-B9191393,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,EVP-07D6D5AA,Complete,100.0,0,Brief evidence cross-reference
IMB-8B9D7152,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,EVP-01110714,Complete,100.0,0,Brief evidence cross-reference
IMB-D77CD007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,EVP-CD7B90F7,Complete,100.0,0,Brief evidence cross-reference
IMB-3D431876,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,EVP-594AC44F,Complete,100.0,0,Brief evidence cross-reference
IMB-9B0F67A0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,EVP-9F0D0ABE,Complete,100.0,0,Brief evidence cross-reference
IMB-E9D2C951,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,EVP-5FC030F5,Complete,100.0,0,Brief evidence cross-reference
IMB-05DD713F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,EVP-EDE20783,Complete,100.0,0,Brief evidence cross-reference
IMB-851E06E6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,EVP-D4323B50,Complete,100.0,0,Brief evidence cross-reference
IMB-A1D3C221,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,EVP-62EE2A81,Complete,100.0,0,Brief evidence cross-reference
IMB-6380C7FF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,EVP-4BF3DA23,Complete,100.0,0,Brief evidence cross-reference
IMB-D57D2899,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,EVP-6E01C44D,Complete,100.0,0,Brief evidence cross-reference
IMB-47FDB072,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,EVP-F30AF670,Complete,100.0,0,Brief evidence cross-reference
IMB-934083AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,EVP-ADED83D4,Complete,100.0,0,Brief evidence cross-reference
IMB-7BE1D98F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,EVP-8B3EB9AD,Complete,100.0,0,Brief evidence cross-reference
IMB-62A15DA2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,EVP-C181735F,Complete,100.0,0,Brief evidence cross-reference
IMB-EA795E57,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,EVP-10771BB6,Complete,100.0,0,Brief evidence cross-reference
IMB-5732FCD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,EVP-D430E0AA,Complete,100.0,0,Brief evidence cross-reference
IMB-049A549E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,EVP-EC536174,Complete,100.0,0,Brief evidence cross-reference
IMB-B2C01513,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,EVP-E44841B4,Complete,100.0,0,Brief evidence cross-reference
IMB-FB443D62,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,EVP-ED44F0A9,Complete,100.0,0,Brief evidence cross-reference
IMB-B88045DF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,EVP-DE6E0696,Complete,100.0,0,Brief evidence cross-reference
IMB-391A1E0C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,EVP-39F82C44,Complete,100.0,0,Brief evidence cross-reference
IMB-0A3D30AD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,EVP-DC05C55C,Complete,100.0,0,Brief evidence cross-reference
IMB-DC2EA785,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,EVP-4E4BE858,Complete,100.0,0,Brief evidence cross-reference
IMB-1A93F606,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,EVP-0C8DE02F,Complete,100.0,0,Brief evidence cross-reference
IMB-C7C5A607,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,EVP-88B001DC,Complete,100.0,0,Brief evidence cross-reference
IMB-93A20730,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,EVP-F21EBB98,Complete,100.0,0,Brief evidence cross-reference
IMB-E7E997C8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,EVP-4073FB35,Complete,100.0,0,Brief evidence cross-reference
IMB-682B72A4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,EVP-755B6423,Complete,100.0,0,Brief evidence cross-reference
IMB-624C0843,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,EVP-F3717353,Complete,100.0,0,Brief evidence cross-reference
IMB-CAE02443,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,EVP-BA3A7DF7,Complete,100.0,0,Brief evidence cross-reference
IMB-5C84850A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,EVP-1ABDAEBA,Complete,100.0,0,Brief evidence cross-reference
IMB-223DFD1D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,EVP-892D8742,Complete,100.0,0,Brief evidence cross-reference
IMB-FE7FE422,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,EVP-F8A55A37,Complete,100.0,0,Brief evidence cross-reference
IMB-111BA3D8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,EVP-93601144,Complete,100.0,0,Brief evidence cross-reference
IMB-B9B1A75B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,EVP-99AFAFAD,Complete,100.0,0,Brief evidence cross-reference
IMB-2A38C152,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,EVP-351E928F,Complete,100.0,0,Brief evidence cross-reference
IMB-C0A54E84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,EVP-B4C416CD,Complete,100.0,0,Brief evidence cross-reference
IMB-C77876F2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,EVP-24D5913D,Complete,100.0,0,Brief evidence cross-reference
IMB-064EC872,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,EVP-7EB795ED,Complete,100.0,0,Brief evidence cross-reference
IMB-2B756740,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,EVP-2F4DECD1,Complete,100.0,0,Brief evidence cross-reference
IMB-915EFB45,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,EVP-4F2240C8,Complete,100.0,0,Brief evidence cross-reference
IMB-E3CC3205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,EVP-8ADF6C7A,Complete,100.0,0,Brief evidence cross-reference
IMB-E6B3E140,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,EVP-19F30E6C,Complete,100.0,0,Brief evidence cross-reference
IMB-13E70BCB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,EVP-1B519A00,Complete,100.0,0,Brief evidence cross-reference
IMB-28073BC2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,EVP-AEE40B5B,Complete,100.0,0,Brief evidence cross-reference
IMB-3CE03C24,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,EVP-737BEC61,Complete,100.0,0,Brief evidence cross-reference
IMB-6CD7F2B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,EVP-CE971BD7,Complete,100.0,0,Brief evidence cross-reference
IMB-06A4015B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,EVP-899279DA,Complete,100.0,0,Brief evidence cross-reference
IMB-0C9DCEF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,EVP-53C7B8A4,Complete,100.0,0,Brief evidence cross-reference
IMB-172B064A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,EVP-ECF00AFE,Complete,100.0,0,Brief evidence cross-reference
IMB-4AF91FF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,EVP-7E26C93B,Complete,100.0,0,Brief evidence cross-reference
IMB-2DCF54ED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,EVP-D957ABB6,Complete,100.0,0,Brief evidence cross-reference
IMB-2D60FD7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,EVP-14108444,Complete,100.0,0,Brief evidence cross-reference
IMB-C7AAAB07,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,EVP-DB5F688B,Complete,100.0,0,Brief evidence cross-reference
IMB-B4F65D89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,EVP-F8727220,Complete,100.0,0,Brief evidence cross-reference
IMB-C1C3E1E2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,EVP-92480DAC,Complete,100.0,0,Brief evidence cross-reference
IMB-B74665AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,EVP-FC1500B8,Complete,100.0,0,Brief evidence cross-reference
IMB-987EBA7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,EVP-5AA52265,Complete,100.0,0,Brief evidence cross-reference
IMB-7E733E9D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,EVP-7CAC23F5,Complete,100.0,0,Brief evidence cross-reference
IMB-995A3411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,EVP-EDEE7789,Complete,100.0,0,Brief evidence cross-reference
IMB-89A7473C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,EVP-DF0C556F,Complete,100.0,0,Brief evidence cross-reference
IMB-CC3BFB9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,EVP-35F4745B,Complete,100.0,0,Brief evidence cross-reference
IMB-B1693314,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,EVP-BDEFC9D0,Complete,100.0,0,Brief evidence cross-reference
IMB-701A2435,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,EVP-39AA7AFE,Complete,100.0,0,Brief evidence cross-reference
IMB-9631D9EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,EVP-82E69ACD,Complete,100.0,0,Brief evidence cross-reference
IMB-E01D65F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,EVP-51C8C94D,Complete,100.0,0,Brief evidence cross-reference
IMB-3743E5BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,EVP-374B7498,Complete,100.0,0,Brief evidence cross-reference
IMB-D59EBD35,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,EVP-BDBE0B6B,Complete,100.0,0,Brief evidence cross-reference
IMB-2A56AE2A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,EVP-45A36DE9,Complete,100.0,0,Brief evidence cross-reference
IMB-4648B0C8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,EVP-79C36E03,Complete,100.0,0,Brief evidence cross-reference
IMB-3DD82F95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,EVP-7203555D,Complete,100.0,0,Brief evidence cross-reference
IMB-9231081D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,EVP-815F8832,Complete,100.0,0,Brief evidence cross-reference
IMB-265FF0DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,EVP-7A89C27E,Complete,100.0,0,Brief evidence cross-reference
IMB-7DBAF719,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,EVP-D3004C14,Complete,100.0,0,Brief evidence cross-reference
IMB-97C8FD7E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,EVP-6875D4C6,Complete,100.0,0,Brief evidence cross-reference
IMB-6BC23402,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,EVP-80AA0DB4,Complete,100.0,0,Brief evidence cross-reference
IMB-91BBAFF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,EVP-A9432E34,Complete,100.0,0,Brief evidence cross-reference
IMB-386CA8B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,EVP-9E85249B,Complete,100.0,0,Brief evidence cross-reference
IMB-8CEEF171,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,EVP-D5DF9E59,Complete,100.0,0,Brief evidence cross-reference
IMB-46AD96A2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EVP-8EFCD869,Complete,100.0,0,Brief evidence cross-reference
IMB-4340320B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,EVP-93E93C33,Complete,100.0,0,Brief evidence cross-reference
IMB-2161486E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,EVP-9253CC3F,Complete,100.0,0,Brief evidence cross-reference
IMB-31EBC1B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,EVP-A665F444,Complete,100.0,0,Brief evidence cross-reference
IMB-5F9F2590,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EVP-832C2B95,Complete,100.0,0,Brief evidence cross-reference
IMB-53CD2B12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,EVP-B287EF76,Complete,100.0,0,Brief evidence cross-reference
IMB-2E28683C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,EVP-55F43604,Complete,100.0,0,Brief evidence cross-reference
IMB-9FD9FF1F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,EVP-ADB8B3E0,Complete,100.0,0,Brief evidence cross-reference
IMB-03ABD945,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,EVP-D748C8A3,Complete,100.0,0,Brief evidence cross-reference
IMB-F26D3264,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,EVP-3B806415,Complete,100.0,0,Brief evidence cross-reference
IMB-16DD7396,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,EVP-8A4DA148,Complete,100.0,0,Brief evidence cross-reference
IMB-30D8BDE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,EVP-F11DBD3B,Complete,100.0,0,Brief evidence cross-reference
IMB-FC03311E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,EVP-26BC3F7A,Complete,100.0,0,Brief evidence cross-reference
IMB-A202A375,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,EVP-7F9A88DF,Complete,100.0,0,Brief evidence cross-reference
IMB-689F2A9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,EVP-F9B5D6CD,Complete,100.0,0,Brief evidence cross-reference
IMB-B2DADD32,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,EVP-E0C9C43A,Complete,100.0,0,Brief evidence cross-reference
IMB-FDA5EAA6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,EVP-18AC241F,Complete,100.0,0,Brief evidence cross-reference
IMB-76B0AC15,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,EVP-0BB8FD74,Complete,100.0,0,Brief evidence cross-reference
IMB-8C2A6FF4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,EVP-06ACAB27,Complete,100.0,0,Brief evidence cross-reference
IMB-30FE98EE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,EVP-2D7864BA,Complete,100.0,0,Brief evidence cross-reference
IMB-54E64CED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,EVP-0852520D,Complete,100.0,0,Brief evidence cross-reference
IMB-EF4CFEBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,EVP-6057FFE6,Complete,100.0,0,Brief evidence cross-reference
IMB-CB25262E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,EVP-30779FDF,Complete,100.0,0,Brief evidence cross-reference
IMB-782CDB40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,EVP-D533DE69,Complete,100.0,0,Brief evidence cross-reference
IMB-E43CF019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,EVP-36801515,Complete,100.0,0,Brief evidence cross-reference
IMB-690EC515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,EVP-2392318D,Complete,100.0,0,Brief evidence cross-reference
IMB-B557EAE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,EVP-31E4E297,Complete,100.0,0,Brief evidence cross-reference
IMB-10CFE702,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,EVP-5FAAA575,Complete,100.0,0,Brief evidence cross-reference
IMB-E161DFF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,EVP-12EE83F5,Complete,100.0,0,Brief evidence cross-reference
IMB-5DFA847A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,EVP-FA17394F,Complete,100.0,0,Brief evidence cross-reference
IMB-0000B910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,EVP-37346068,Complete,100.0,0,Brief evidence cross-reference
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,EVP-E5EBD274,Complete,100.0,0,Brief evidence cross-reference
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,EVP-258743B2,Complete,100.0,0,Brief evidence cross-reference
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,EVP-B4D8339C,Complete,100.0,0,Brief evidence cross-reference
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,EVP-C764A6F9,Complete,100.0,0,Brief evidence cross-reference
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,EVP-B1E20BDA,Complete,100.0,0,Brief evidence cross-reference
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,EVP-85B40818,Complete,100.0,0,Brief evidence cross-reference
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,EVP-482A4942,Complete,100.0,0,Brief evidence cross-reference
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,EVP-DD0B6444,Complete,100.0,0,Brief evidence cross-reference
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,EVP-35729193,Complete,100.0,0,Brief evidence cross-reference
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,EVP-CCE2FA89,Complete,100.0,0,Brief evidence cross-reference
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,EVP-D821CCDF,Complete,100.0,0,Brief evidence cross-reference
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,EVP-D414706F,Complete,100.0,0,Brief evidence cross-reference
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,EVP-5A761AEC,Complete,100.0,0,Brief evidence cross-reference
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,EVP-B9E7F213,Complete,100.0,0,Brief evidence cross-reference
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,EVP-D9537B33,Complete,100.0,0,Brief evidence cross-reference
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,EVP-BE24EA8A,Complete,100.0,0,Brief evidence cross-reference
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,EVP-CF819FC6,Complete,100.0,0,Brief evidence cross-reference
IMB-BAE8B09B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,EVP-AA601961,Complete,100.0,0,Brief evidence cross-reference
IMB-F5FE764C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,EVP-1C58C963,Complete,100.0,0,Brief evidence cross-reference
IMB-BE951130,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,EVP-189A4191,Complete,100.0,0,Brief evidence cross-reference
IMB-F2BE0F3C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,EVP-A7AA82DB,Complete,100.0,0,Brief evidence cross-reference
IMB-01002709,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,EVP-34F3CB88,Complete,100.0,0,Brief evidence cross-reference
IMB-EF996049,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,EVP-B11E8991,Complete,100.0,0,Brief evidence cross-reference
IMB-BA0044BF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,EVP-D06A7980,Complete,100.0,0,Brief evidence cross-reference
