lineage_record_id,decision_package_id,approval_package_id,lineage_reference_count,lineage_complete,lineage_ids,source_phase_list,audit_traceability_status
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201-LN,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
