lineage_link_id,decision_lineage_profile_id,decision_package_id,lineage_stage_number,lineage_stage_name,source_phase,source_file,source_record_id,parent_record_id,child_record_id,transformation_id,formula_id,configuration_id,version,source_checksum,link_status,orphan_flag,ambiguity_flag,governance_warning
LNL-3C57601B,LNP-5C763098,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310-17,LNL-B7686D73,LNL-3C57601B,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-17327EE7,LNP-5C763098,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310-18,LNL-3C57601B,LNL-17327EE7,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-16D474A7,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-1,,LNL-16D474A7,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-3238C9BC,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-2,LNL-16D474A7,LNL-3238C9BC,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
LNL-43816CCF,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,3,KPI Calculation,2A,step_2a_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-3,LNL-3238C9BC,LNL-43816CCF,TXF-3,FML-3,LNSTG-003,1.0,,Complete,False,False,
LNL-3564BF43,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,4,Threshold and Trend Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-4,LNL-43816CCF,LNL-3564BF43,TXF-4,FML-4,LNSTG-004,1.0,,Complete,False,False,
LNL-72D2C28F,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,5,Risk Prioritisation,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-5,LNL-3564BF43,LNL-72D2C28F,TXF-5,FML-5,LNSTG-005,1.0,,Complete,False,False,
LNL-D2558100,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,6,Contributing-Factor Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-6,LNL-72D2C28F,LNL-D2558100,TXF-6,FML-6,LNSTG-006,1.0,,Complete,False,False,
LNL-255625D9,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,7,Recommendation Generation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-7,LNL-D2558100,LNL-255625D9,TXF-7,FML-7,LNSTG-007,1.0,,Complete,False,False,
LNL-505F0B49,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-8,LNL-255625D9,LNL-505F0B49,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-C684A467,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-9,LNL-505F0B49,LNL-C684A467,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-643B1525,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-10,LNL-C684A467,LNL-643B1525,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-97D1449F,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-11,LNL-643B1525,LNL-97D1449F,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
LNL-2F01B42D,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,12,Financial Analysis,2C-3,step_2c3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-12,LNL-97D1449F,LNL-2F01B42D,TXF-12,FML-12,LNSTG-012,1.0,,Complete,False,False,
LNL-1D444D8F,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,13,Decision Integration,2D-1,step_2d1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-13,LNL-2F01B42D,LNL-1D444D8F,TXF-13,FML-13,LNSTG-013,1.0,,Complete,False,False,
LNL-A3302FBD,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,14,Decision Package,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-14,LNL-1D444D8F,LNL-A3302FBD,TXF-14,FML-14,LNSTG-014,1.0,,Complete,False,False,
LNL-BFE2F7F0,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,15,Decision Scorecard,2D-3,step_2d3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-15,LNL-A3302FBD,LNL-BFE2F7F0,TXF-15,FML-15,LNSTG-015,1.0,,Complete,False,False,
LNL-0D08493E,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,16,Decision Readiness,2D-4,step_2d4_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-16,LNL-BFE2F7F0,LNL-0D08493E,TXF-16,FML-16,LNSTG-016,1.0,,Complete,False,False,
LNL-9EABD6B7,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-17,LNL-0D08493E,LNL-9EABD6B7,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-17CC7837,LNP-A5F21055,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-18,LNL-9EABD6B7,LNL-17CC7837,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-9B91BA80,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-1,,LNL-9B91BA80,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-F940AA9C,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-2,LNL-9B91BA80,LNL-F940AA9C,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
LNL-95E6E012,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,3,KPI Calculation,2A,step_2a_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-3,LNL-F940AA9C,LNL-95E6E012,TXF-3,FML-3,LNSTG-003,1.0,,Complete,False,False,
LNL-BDB7351B,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,4,Threshold and Trend Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-4,LNL-95E6E012,LNL-BDB7351B,TXF-4,FML-4,LNSTG-004,1.0,,Complete,False,False,
LNL-DD906619,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,5,Risk Prioritisation,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-5,LNL-BDB7351B,LNL-DD906619,TXF-5,FML-5,LNSTG-005,1.0,,Complete,False,False,
LNL-55845B67,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,6,Contributing-Factor Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-6,LNL-DD906619,LNL-55845B67,TXF-6,FML-6,LNSTG-006,1.0,,Complete,False,False,
LNL-E2584B86,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,7,Recommendation Generation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-7,LNL-55845B67,LNL-E2584B86,TXF-7,FML-7,LNSTG-007,1.0,,Complete,False,False,
LNL-381A67D6,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-8,LNL-E2584B86,LNL-381A67D6,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-39E178F5,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-9,LNL-381A67D6,LNL-39E178F5,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-65E33265,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-10,LNL-39E178F5,LNL-65E33265,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-0D8F0386,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-11,LNL-65E33265,LNL-0D8F0386,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
LNL-E50C2419,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,12,Financial Analysis,2C-3,step_2c3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-12,LNL-0D8F0386,LNL-E50C2419,TXF-12,FML-12,LNSTG-012,1.0,,Complete,False,False,
LNL-27EB1544,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,13,Decision Integration,2D-1,step_2d1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-13,LNL-E50C2419,LNL-27EB1544,TXF-13,FML-13,LNSTG-013,1.0,,Complete,False,False,
LNL-271072A2,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,14,Decision Package,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-14,LNL-27EB1544,LNL-271072A2,TXF-14,FML-14,LNSTG-014,1.0,,Complete,False,False,
LNL-3D33CB96,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,15,Decision Scorecard,2D-3,step_2d3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-15,LNL-271072A2,LNL-3D33CB96,TXF-15,FML-15,LNSTG-015,1.0,,Complete,False,False,
LNL-828AA72D,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,16,Decision Readiness,2D-4,step_2d4_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-16,LNL-3D33CB96,LNL-828AA72D,TXF-16,FML-16,LNSTG-016,1.0,,Complete,False,False,
LNL-F2BEED6A,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-17,LNL-828AA72D,LNL-F2BEED6A,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-3CE01FAF,LNP-CBAF5AA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-18,LNL-F2BEED6A,LNL-3CE01FAF,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-9546C5F8,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-1,,LNL-9546C5F8,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-7A9100BF,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-2,LNL-9546C5F8,LNL-7A9100BF,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
LNL-FA4FC42F,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,3,KPI Calculation,2A,step_2a_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-3,LNL-7A9100BF,LNL-FA4FC42F,TXF-3,FML-3,LNSTG-003,1.0,,Complete,False,False,
LNL-F4684042,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,4,Threshold and Trend Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-4,LNL-FA4FC42F,LNL-F4684042,TXF-4,FML-4,LNSTG-004,1.0,,Complete,False,False,
LNL-DF70AC40,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,5,Risk Prioritisation,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-5,LNL-F4684042,LNL-DF70AC40,TXF-5,FML-5,LNSTG-005,1.0,,Complete,False,False,
LNL-C4C5BEBF,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,6,Contributing-Factor Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-6,LNL-DF70AC40,LNL-C4C5BEBF,TXF-6,FML-6,LNSTG-006,1.0,,Complete,False,False,
LNL-045145AA,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,7,Recommendation Generation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-7,LNL-C4C5BEBF,LNL-045145AA,TXF-7,FML-7,LNSTG-007,1.0,,Complete,False,False,
LNL-F66D3D28,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-8,LNL-045145AA,LNL-F66D3D28,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-06176994,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-9,LNL-F66D3D28,LNL-06176994,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-472A2AD9,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-10,LNL-06176994,LNL-472A2AD9,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-F446EED4,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-11,LNL-472A2AD9,LNL-F446EED4,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
LNL-747B83EC,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,12,Financial Analysis,2C-3,step_2c3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-12,LNL-F446EED4,LNL-747B83EC,TXF-12,FML-12,LNSTG-012,1.0,,Complete,False,False,
LNL-5254B8BC,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,13,Decision Integration,2D-1,step_2d1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-13,LNL-747B83EC,LNL-5254B8BC,TXF-13,FML-13,LNSTG-013,1.0,,Complete,False,False,
LNL-8C926F38,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,14,Decision Package,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-14,LNL-5254B8BC,LNL-8C926F38,TXF-14,FML-14,LNSTG-014,1.0,,Complete,False,False,
LNL-03F5B8F8,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,15,Decision Scorecard,2D-3,step_2d3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-15,LNL-8C926F38,LNL-03F5B8F8,TXF-15,FML-15,LNSTG-015,1.0,,Complete,False,False,
LNL-B338755F,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,16,Decision Readiness,2D-4,step_2d4_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-16,LNL-03F5B8F8,LNL-B338755F,TXF-16,FML-16,LNSTG-016,1.0,,Complete,False,False,
LNL-6AF499A5,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-17,LNL-B338755F,LNL-6AF499A5,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-54B227BD,LNP-51EB2DDE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-18,LNL-6AF499A5,LNL-54B227BD,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-949E824A,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-1,,LNL-949E824A,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-A04BBCE2,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-2,LNL-949E824A,LNL-A04BBCE2,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
LNL-D7382B6B,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,3,KPI Calculation,2A,step_2a_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-3,LNL-A04BBCE2,LNL-D7382B6B,TXF-3,FML-3,LNSTG-003,1.0,,Complete,False,False,
LNL-01488119,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,4,Threshold and Trend Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-4,LNL-D7382B6B,LNL-01488119,TXF-4,FML-4,LNSTG-004,1.0,,Complete,False,False,
LNL-4526740E,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,5,Risk Prioritisation,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-5,LNL-01488119,LNL-4526740E,TXF-5,FML-5,LNSTG-005,1.0,,Complete,False,False,
LNL-D47EA875,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,6,Contributing-Factor Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-6,LNL-4526740E,LNL-D47EA875,TXF-6,FML-6,LNSTG-006,1.0,,Complete,False,False,
LNL-D7ABE6DC,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,7,Recommendation Generation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-7,LNL-D47EA875,LNL-D7ABE6DC,TXF-7,FML-7,LNSTG-007,1.0,,Complete,False,False,
LNL-E4254421,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-8,LNL-D7ABE6DC,LNL-E4254421,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-B1141527,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-9,LNL-E4254421,LNL-B1141527,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-A60506D1,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-10,LNL-B1141527,LNL-A60506D1,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-A384077D,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-11,LNL-A60506D1,LNL-A384077D,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
LNL-0D25C457,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,12,Financial Analysis,2C-3,step_2c3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-12,LNL-A384077D,LNL-0D25C457,TXF-12,FML-12,LNSTG-012,1.0,,Complete,False,False,
LNL-CDDEE5FF,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,13,Decision Integration,2D-1,step_2d1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-13,LNL-0D25C457,LNL-CDDEE5FF,TXF-13,FML-13,LNSTG-013,1.0,,Complete,False,False,
LNL-466A317F,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,14,Decision Package,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-14,LNL-CDDEE5FF,LNL-466A317F,TXF-14,FML-14,LNSTG-014,1.0,,Complete,False,False,
LNL-8D22A121,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,15,Decision Scorecard,2D-3,step_2d3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-15,LNL-466A317F,LNL-8D22A121,TXF-15,FML-15,LNSTG-015,1.0,,Complete,False,False,
LNL-DDD30B6C,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,16,Decision Readiness,2D-4,step_2d4_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-16,LNL-8D22A121,LNL-DDD30B6C,TXF-16,FML-16,LNSTG-016,1.0,,Complete,False,False,
LNL-8388D611,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-17,LNL-DDD30B6C,LNL-8388D611,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-80712D4E,LNP-471EA964,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-18,LNL-8388D611,LNL-80712D4E,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-8FAA1034,LNP-AA1FB7D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610-1,,LNL-8FAA1034,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-ECD1BFB6,LNP-AA1FB7D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610-2,LNL-8FAA1034,LNL-ECD1BFB6,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
