integrated_management_brief_id,decision_package_id,final_readiness_status,readiness_explanation,main_blocking_condition,blocking_condition_count,secondary_condition_count,top_secondary_conditions,failed_gates,pass_with_condition_gates,required_resolution,responsible_role
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Requires Budget Data,,None,1,0,,,,,Operations Manager
IMB-21A3EFE6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Requires Financial Input,,None,1,0,,,,,Operations Manager
IMB-43213456,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-4FF86CE0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-006DB262,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-B549CE27,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-156E2C74,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-21AACEF1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-F2E74DF4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-4085771E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-C2E556F1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-72F9988E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-B8D4CC46,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-4C56E237,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-27A400BB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-8A948793,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,Non-Quantitative,,None,2,0,,,,,Operations Manager
IMB-0AA72C33,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,Non-Quantitative,,None,2,0,,,,,Operations Manager
IMB-B9191393,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,Non-Quantitative,,None,2,0,,,,,Operations Manager
IMB-8B9D7152,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,Non-Quantitative,,None,2,0,,,,,Operations Manager
IMB-D77CD007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,Non-Quantitative,,None,2,0,,,,,Operations Manager
IMB-3D431876,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Requires Additional Scenario Analysis,,None,1,0,,,,,Operations Manager
IMB-9B0F67A0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-E9D2C951,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-05DD713F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-851E06E6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-A1D3C221,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-6380C7FF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-D57D2899,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-47FDB072,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-934083AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-7BE1D98F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-62A15DA2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-EA795E57,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-5732FCD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-049A549E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-B2C01513,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-FB443D62,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-B88045DF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-391A1E0C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-0A3D30AD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-DC2EA785,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-1A93F606,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-C7C5A607,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-93A20730,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-E7E997C8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-682B72A4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-624C0843,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-CAE02443,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-5C84850A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-223DFD1D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-FE7FE422,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-111BA3D8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-B9B1A75B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-2A38C152,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-C0A54E84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-C77876F2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-064EC872,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-2B756740,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-915EFB45,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-E3CC3205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-E6B3E140,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-13E70BCB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-28073BC2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-3CE03C24,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-6CD7F2B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-06A4015B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-0C9DCEF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Requires Budget Data,,None,1,0,,,,,Operations Manager
IMB-172B064A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-4AF91FF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-2DCF54ED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-2D60FD7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-C7AAAB07,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-B4F65D89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-C1C3E1E2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-B74665AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-987EBA7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-7E733E9D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-995A3411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-89A7473C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-CC3BFB9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-B1693314,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-701A2435,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-9631D9EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-E01D65F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-3743E5BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-D59EBD35,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-2A56AE2A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-4648B0C8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-3DD82F95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-9231081D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-265FF0DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Requires Additional Scenario Analysis,,None,1,0,,,,,Operations Manager
IMB-7DBAF719,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-97C8FD7E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-6BC23402,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-91BBAFF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-386CA8B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-8CEEF171,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-46AD96A2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-4340320B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-2161486E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-31EBC1B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-5F9F2590,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-53CD2B12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-2E28683C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-9FD9FF1F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-03ABD945,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-F26D3264,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-16DD7396,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-30D8BDE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-FC03311E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-A202A375,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-689F2A9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-B2DADD32,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-FDA5EAA6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-76B0AC15,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-8C2A6FF4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-30FE98EE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-54E64CED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-EF4CFEBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-CB25262E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-782CDB40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-E43CF019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-690EC515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-B557EAE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-10CFE702,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-E161DFF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-5DFA847A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-0000B910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-BAE8B09B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-F5FE764C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-BE951130,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-F2BE0F3C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-01002709,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-EF996049,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-BA0044BF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-836DF5D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-9C61F185,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-9D731432,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-C5B48087,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-2EA1C64B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-79A11B2E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-D3D0FABB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-6B454D57,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-2796B7CF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-D04161A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-0D388BE3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,Requires Benefit Validation,,None,1,0,,,,,Operations Manager
IMB-3B3E7177,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-72DA697D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-65659028,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-94EED986,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-E59022E1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-488F8429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,Requires Additional Scenario Analysis,,None,1,0,,,,,Operations Manager
IMB-ABBCB808,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-66982692,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-5311A3C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-6E77FE59,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-B06689AF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,Ready with Conditions,,None,0,0,,,,,Operations Manager
