decision_package_id,cost_completeness,cost_components,benefit_components,net_financial_impact,lower_estimate,central_estimate,upper_estimate,financial_confidence,missing_input_warning,budget_info,affordability_status,roi_status,payback_status,double_counting_status
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250224,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250319,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250331,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250416,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250425,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250504,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250523,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250611,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250702,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250728,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250813,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250828,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250902,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250920,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20250925,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20251007,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20251025,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20251114,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20251206,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250107,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250201,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250211,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250303,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250319,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250402,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250502,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250509,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250522,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250531,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250604,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250624,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250705,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250713,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250727,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20250930,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20251008,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20251014,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20251101,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20251113,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20251227,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250106,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250207,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250310,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250421,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250425,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250521,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250603,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250610,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250614,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250626,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250707,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250818,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250923,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251005,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251013,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251026,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251102,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251109,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251127,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251212,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251217,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250404,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250413,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250427,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250503,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250508,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250601,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-134350.0,,51250.0,102420.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250606,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-134350.0,,51250.0,102420.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250716,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-134350.0,,51250.0,102420.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250209,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250216,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250312,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250510,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250719,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250913,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250917,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20251116,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250128,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250309,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250318,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250323,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250330,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250412,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250702,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250712,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250731,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250805,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250902,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250909,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250914,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250921,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251004,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251111,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251118,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251129,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251203,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251210,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251224,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250106,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250114,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250211,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250216,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250323,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250407,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250426,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250505,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250513,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250528,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250612,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250707,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250801,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250830,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250914,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250922,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251105,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251111,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251130,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251227,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250109,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250126,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250219,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250227,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250305,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250315,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250406,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250422,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250429,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250522,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250530,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250615,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250630,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250718,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250818,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250911,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251014,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251019,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251026,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251118,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251129,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251207,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251213,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251217,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251231,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250107,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250121,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250128,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250202,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250208,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250218,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250307,,,,,,,,,Missing cost components,,,,,
