decision_package_id,representative_recommendation,immediate_option,near_term_option,preventive_option,validation_status,confirmation_required,provisional_warning,stakeholder_validation_required,causality_warning,evidence_link,management_questions
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,,,,,Valid with Conditions,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,,,,,Valid after Minor Revision,True,False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,,,,,Valid after Minor Revision,True,False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,,,,,Valid after Minor Revision,True,False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,,,,,Valid after Minor Revision,True,False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,,,,,Valid after Minor Revision,True,False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,,,,,Valid after Minor Revision,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,,,,,Valid after Minor Revision,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,,,,,Valid after Minor Revision,True,False; False; False; False; False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,,,,,Valid with Conditions,True,False; False,True,Causality not confirmed,EVP-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,
