action_block_id,decision_action_routing_id,action_id,action_name,blocking_condition_id,blocking_reason,blocking_severity,source_phase,source_record_id,resolution_required,responsible_role,current_status
BLK-88D7170F,DAR-C37629BD,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-1999ADBB,DAR-058EDE83,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-AA5F8953,DAR-16529290,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-FFD195FF,DAR-81BFB53F,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-7850A863,DAR-0D14F1CE,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-996CAB6C,DAR-9A82C15C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-FBBF82A5,DAR-B15AE9BF,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-5C4EDDE0,DAR-23903C67,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-2F91EF0A,DAR-A4CCDD3C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-FE5B458B,DAR-3B804E65,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-D6E9758B,DAR-E2774DBE,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-FD8AFF0E,DAR-59AC99F6,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-5963F592,DAR-59AC99F6,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-B0422602,DAR-D4561A14,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-28D697A2,DAR-C93AEC4F,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-5667C74E,DAR-A5CDD6AF,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-922413A5,DAR-55B09005,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-8C037D19,DAR-FF5F6430,A010,Proceed to Limited-Trial Consideration,ACTBLK-006,Action blocked due to missing budget data,Critical,2D-4,,True,,Active
BLK-85401E30,DAR-8F58D4A6,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-86A9ADBE,DAR-CD88FFF7,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-01254AD7,DAR-1F3A5A77,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-6FE8E7B8,DAR-49CFA213,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-50EFEFFF,DAR-EB6DB77C,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-FA45E3AE,DAR-442626F9,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-D76CEEED,DAR-F0343E73,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-9EBF7BF7,DAR-A8841B38,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-2E120E14,DAR-3AF15BF3,A010,Proceed to Limited-Trial Consideration,ACTBLK-008,Action blocked due to incomplete scenario analysis,Critical,2D-4,,True,,Active
BLK-D3F96AE8,DAR-C2B5BAD4,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-CEC77233,DAR-EE7F041C,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-B7429C8E,DAR-4A210C49,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-8CE3F457,DAR-4A210C49,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-C31B290E,DAR-C38067B5,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-BED05CEB,DAR-0D703D49,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-0F194A27,DAR-DA1A4CF2,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-8824CFDD,DAR-F991DDBC,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-AEC138FB,DAR-D78BF714,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-A0D42CF6,DAR-AFCDB9D6,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-87DB4872,DAR-E7678D13,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-BF896257,DAR-27191DC1,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-23D8983C,DAR-E760C1BD,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-EA3652EB,DAR-5666C2FE,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-D5E4653D,DAR-FE4BEED2,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-82914442,DAR-FA48EE25,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-6772374A,DAR-A54F1C46,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-5F271B29,DAR-E9A79A09,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-42408C63,DAR-405F62F0,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-4BC1B006,DAR-4881A844,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-D0C633C9,DAR-E1B65DF8,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-07F57D60,DAR-7EA8C5F6,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-FBB91609,DAR-A4772225,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-2320A4E3,DAR-F857BB12,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-C6347D5D,DAR-9C0116DB,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-7DEB194E,DAR-91E73187,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-91E039CB,DAR-42ECE7B2,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-EB7A39EB,DAR-AD1F47AE,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-512B6746,DAR-FE9A11DB,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-4F7B1CCF,DAR-5CB86B57,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-2257C569,DAR-3945D05F,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-9DCAD57C,DAR-230E6257,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-70472E49,DAR-BDACF543,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-3D41C640,DAR-2C12C57C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-D4CF63C4,DAR-942A5D94,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-FC1383E0,DAR-257DA3D5,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-D36CD8B9,DAR-43AF3329,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-035F72E0,DAR-AE66E7D4,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-00C2DEFD,DAR-4F29CA80,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-F2E41EDC,DAR-D907246E,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-9489C471,DAR-B34ED18D,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-1D69EDE1,DAR-DB446FFA,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-C9E9F4DA,DAR-7B683739,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-29E897B9,DAR-01BC7F88,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-8EA136C2,DAR-261F58D6,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-8C5EED5E,DAR-B4E4F0EC,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-0F11C0FD,DAR-96805EF5,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-319B1C8F,DAR-1C08A3A4,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-82F060C7,DAR-0ACE79DD,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-85C685D2,DAR-E34A6E17,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-4372E09E,DAR-62C93CCD,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-0FE7DF42,DAR-4987729E,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-2CEFE544,DAR-2ADFF6B3,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-DDE5B855,DAR-26705AC5,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-8F176523,DAR-0BBE09FC,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-4D855A99,DAR-2D9B3621,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-A04C3396,DAR-AB4009FA,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-C1535B26,DAR-3C74B5C5,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-91FFE1E7,DAR-5F51FB89,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-FE7E46D9,DAR-79771E48,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-3B4744CA,DAR-F8B73CA9,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-A34A9CEB,DAR-E7431B6F,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-B7CC1C19,DAR-E605D8D3,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-A9598428,DAR-E605D8D3,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-6D63B35E,DAR-0ED11F75,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-046490B0,DAR-64F562FC,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-1D64FA39,DAR-49076815,A010,Proceed to Limited-Trial Consideration,ACTBLK-005,Action blocked due to unsupported benefit claims,Critical,2D-4,,True,,Active
BLK-63F2CF0D,DAR-D32ECEA5,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-FF930B38,DAR-5312D8A3,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-5DA3A690,DAR-B40F0EA3,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-1BF94E4A,DAR-B40F0EA3,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-1AFADCDA,DAR-8679C0B3,A010,Proceed to Limited-Trial Consideration,ACTBLK-008,Action blocked due to incomplete scenario analysis,Critical,2D-4,,True,,Active
BLK-754DF20D,DAR-AFC76DD5,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-3C7D5093,DAR-AFC76DD5,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-573E9E0A,DAR-7D935A78,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-1D47FBD9,DAR-7D935A78,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-876213CF,DAR-085E4166,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-5DA7B0BA,DAR-4343723C,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-CEA222F9,DAR-83E86EF6,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-2EF34ACE,DAR-9BFF5838,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-D0EE463A,DAR-B5ED7C2C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-0B7A6923,DAR-A0AB822C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-64B0AFBE,DAR-CAEE9730,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-2F65EE2C,DAR-BF840961,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-E350FCD4,DAR-0A64507D,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-97892D4B,DAR-9B80F7C6,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-186650D0,DAR-23D5D874,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-8F325706,DAR-6E63C959,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-CC92142C,DAR-E9BD62E8,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-14E60D51,DAR-ACE02453,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-992CAC96,DAR-F501B1EC,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-2FB90617,DAR-ABB8588C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-D2E3B66F,DAR-3DA7AA0E,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-E11E9A9D,DAR-55D93A86,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-6FF9B135,DAR-271C04DC,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-791F0B21,DAR-A679E660,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-50EBDE47,DAR-5F3D529C,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-00E18F78,DAR-CE6447FF,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-976B4900,DAR-C714F76B,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-F9DBE0C9,DAR-9BF095C5,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-BA88AE21,DAR-0F9CBF90,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-75721C0F,DAR-ABC6B02B,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-3BD77932,DAR-FBE8834F,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-1B9A8230,DAR-669416D0,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-73DF5312,DAR-04016886,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-4EF77C14,DAR-C1718EA0,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-97F10E18,DAR-AA4FB234,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-C26F823E,DAR-DD7260E8,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-83E08C92,DAR-9ABA22BF,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-C1286236,DAR-3FEB44CC,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-A336B397,DAR-151A4D5B,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-927EF188,DAR-772B508D,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-C8D7C6DD,DAR-DAEF5320,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-A6A90206,DAR-88D7219F,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-6143EE5E,DAR-EC9FF5B4,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-DF43C76E,DAR-8CE27755,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-1D1765E6,DAR-CD119622,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-10AE2236,DAR-2A10F2BD,A010,Proceed to Limited-Trial Consideration,ACTBLK-011,Action blocked due to multiple gate failures,Critical,2D-4,,True,,Active
BLK-BDC2814F,DAR-709F8738,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-46795287,DAR-2D83F753,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-7FB9F72B,DAR-CD223EA3,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-8CCB1E46,DAR-607EF7DD,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-4E6A4349,DAR-E185A2D3,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-7406F2A0,DAR-EDC9CDBA,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-0F7053FA,DAR-EDC9CDBA,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-FDE78E09,DAR-A7576593,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-2D57FB36,DAR-83045F60,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-F52AC9F8,DAR-2693D786,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-C49DCFD0,DAR-44A1869D,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-28464763,DAR-4E924C75,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-DDAF1554,DAR-C0047D29,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-52C373EC,DAR-4A4831A3,A010,Proceed to Limited-Trial Consideration,ACTBLK-006,Action blocked due to missing budget data,Critical,2D-4,,True,,Active
BLK-11B922B3,DAR-A531B511,A010,Proceed to Limited-Trial Consideration,ACTBLK-007,Action blocked due to unresolved stakeholder confirmation,Critical,2D-4,,True,,Active
BLK-1F647181,DAR-F3DD26A0,A001,Review Integrated Decision Package,ACTBLK-009,Action blocked due to evidence deficiency,Critical,2D-4,,True,,Active
BLK-51C92FF6,DAR-E9ADAC44,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-A17F0DB6,DAR-768884EE,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-37E7E8E5,DAR-94C1E348,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-76C8B5E2,DAR-2CA720DF,A010,Proceed to Limited-Trial Consideration,ACTBLK-006,Action blocked due to missing budget data,Critical,2D-4,,True,,Active
BLK-42DFFACD,DAR-45744F6E,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-FB1A668D,DAR-2FA00D42,A010,Proceed to Limited-Trial Consideration,ACTBLK-002,Action blocked due to unresolved assumption issues,Critical,2D-4,,True,,Active
BLK-639BEB3D,DAR-579843BD,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
BLK-5DE79BBD,DAR-CFD7E5D6,A002,Compare Scenario Options,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-02A0FB19,DAR-CFD7E5D6,A010,Proceed to Limited-Trial Consideration,ACTBLK-003,Action blocked due to invalid baseline,Critical,2D-4,,True,,Active
BLK-1992466C,DAR-A80678B9,A001,Review Integrated Decision Package,ACTBLK-010,Action blocked due to lineage deficiency,Critical,2D-4,,True,,Active
