governance_burden_record_id,decision_package_id,approval_package_id,blocking_question_count,pending_confirmation_count,governance_issue_count,contradiction_warning,provisional_warning,stakeholder_validation_required,assumption_validation_required,baseline_validation_required,financial_validation_required,governance_burden_status,burden_source_reference
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,1,1,0,False,False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107-GB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201-GB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211-GB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303-GB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319-GB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402-GB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,1,2,0,False,False; False; False; False; False; False,True,True,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502-GB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509-GB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522-GB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
