integrated_decision_id,approval_package_id,decision_status,decision_status_reason,closure_category
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,Non-Quantitative,Cannot support quantitative scenario or financial comparison.,Non-Quantitative
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,Non-Quantitative,Cannot support quantitative scenario or financial comparison.,Non-Quantitative
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,Non-Quantitative,Cannot support quantitative scenario or financial comparison.,Non-Quantitative
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
ID-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,Monitoring Only,Package does not justify active intervention; observation recommended.,Monitoring Only
