audit_event_contract_id,decision_action_routing_id,decision_package_id,action_id,audit_event_type,event_allowed,event_status,actor_role_required,actor_id,actor_name,event_timestamp,event_reason,management_comment,evidence_attachment_reference,approval_reference,previous_status,new_status,previous_version,new_version,source_snapshot_checksum,result_snapshot_checksum,audit_sequence_number,audit_integrity_status,governance_note
AEC-4405E3B3,DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A460D3FB,DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-5B0F75BD,DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3E4AB742,DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7E0DF054,DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-28FEB49F,DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-67687128,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-048F89A2,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E1E3B3E3,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A098C501,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C50D30FE,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DD2E1989,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E0792A9F,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-08BD60CE,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-5A1301B7,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-84F6247E,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-28EE18F7,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B83730C9,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DC4B7817,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-BD1CD6FA,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8BF202CC,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-EA02550C,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-59D4B91A,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-256162A8,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-4BC285BB,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DEA47AF7,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D5D9173F,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-2C38F453,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-423F96ED,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-71533484,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-032E009A,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C36315AB,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A00D8095,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E4B02D49,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-273CE644,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-99721FB3,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-36DD5575,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-368C0B3C,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-444C9221,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D9CF790A,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-EC00E8B9,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A4F5A02D,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8056897D,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-2BE2AE01,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1C1EB19D,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-796FB197,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6441EAA5,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8CAABAE7,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-9E6D524A,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-F7CAF611,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6BFA93C6,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DA35855A,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-FE0785BE,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-5163598C,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-923B124F,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7F5F6350,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-296A23AD,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-9FAC5FAD,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-87B2FBB6,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-4B1B770A,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-086ACFA8,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-71380FAD,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-BC363162,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D66F43FC,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-314DAA08,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E5544356,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A3D22758,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-85AA2F65,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-11856B4C,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DE57D94F,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-9A6F5118,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-CADD5739,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-92B0FE22,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8353BA66,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-99B30441,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-2F63E47E,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-AD6633F6,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6A55462D,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-22E108C5,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-EE9205CD,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C9B1E587,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-71086FC8,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-91E782CE,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7F0F6189,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D4BAF775,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-300B9024,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-66CB7602,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C8A8705B,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DCF3D174,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3FF8C330,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-EE4D30DA,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-39BEABB6,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1CA267DB,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7410808D,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-4660D1E3,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DFEC3322,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-33689D12,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-4C2B1A45,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-2C287BD1,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-797147E2,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-922C57C7,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-565DD4C8,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1222F964,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-CEBB3733,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A7129D8F,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-377F105F,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-5342C400,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-CA08E33F,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D9537A3A,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C29C1F70,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-2E7DC0E5,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DE30DCC0,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-CFE5F5E6,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-845EA218,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-0C245751,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
