integrated_management_brief_id,decision_package_id,no_preferred_scenario_selected,no_action_selected,no_recommendation_approved,no_budget_approved,no_management_review_fabricated,causality_not_confirmed,approval_status_pending,no_prohibited_wording,governance_passed,prohibited_words_found,governance_note
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-21A3EFE6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-43213456,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4FF86CE0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-006DB262,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B549CE27,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-156E2C74,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-21AACEF1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F2E74DF4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4085771E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C2E556F1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-72F9988E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B8D4CC46,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4C56E237,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-27A400BB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8A948793,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0AA72C33,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B9191393,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8B9D7152,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D77CD007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3D431876,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9B0F67A0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E9D2C951,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-05DD713F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-851E06E6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A1D3C221,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-6380C7FF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D57D2899,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-47FDB072,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-934083AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7BE1D98F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-62A15DA2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-EA795E57,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5732FCD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-049A549E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B2C01513,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-FB443D62,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B88045DF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-391A1E0C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0A3D30AD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-DC2EA785,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-1A93F606,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C7C5A607,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-93A20730,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E7E997C8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-682B72A4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-624C0843,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-CAE02443,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5C84850A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-223DFD1D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-FE7FE422,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-111BA3D8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B9B1A75B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2A38C152,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C0A54E84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C77876F2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-064EC872,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2B756740,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-915EFB45,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E3CC3205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E6B3E140,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-13E70BCB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-28073BC2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3CE03C24,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-6CD7F2B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-06A4015B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0C9DCEF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-172B064A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4AF91FF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2DCF54ED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2D60FD7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C7AAAB07,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B4F65D89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C1C3E1E2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B74665AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-987EBA7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7E733E9D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-995A3411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-89A7473C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-CC3BFB9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B1693314,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-701A2435,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9631D9EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E01D65F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3743E5BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D59EBD35,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2A56AE2A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4648B0C8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3DD82F95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9231081D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-265FF0DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7DBAF719,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-97C8FD7E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-6BC23402,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-91BBAFF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-386CA8B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8CEEF171,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-46AD96A2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4340320B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2161486E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-31EBC1B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5F9F2590,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-53CD2B12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2E28683C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9FD9FF1F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-03ABD945,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F26D3264,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-16DD7396,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-30D8BDE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-FC03311E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A202A375,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-689F2A9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B2DADD32,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-FDA5EAA6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-76B0AC15,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8C2A6FF4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-30FE98EE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-54E64CED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-EF4CFEBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-CB25262E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-782CDB40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E43CF019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-690EC515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B557EAE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-10CFE702,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E161DFF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5DFA847A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0000B910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-BAE8B09B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F5FE764C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-BE951130,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F2BE0F3C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-01002709,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-EF996049,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-BA0044BF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-836DF5D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9C61F185,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9D731432,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C5B48087,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2EA1C64B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-79A11B2E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D3D0FABB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-6B454D57,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2796B7CF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D04161A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0D388BE3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3B3E7177,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-72DA697D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-65659028,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-94EED986,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E59022E1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-488F8429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-ABBCB808,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-66982692,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5311A3C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-6E77FE59,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B06689AF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A20204BB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-DDBCA74A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,True,True,True,True,True,True,True,True,True,,All governance checks passed
