secondary_condition_id,decision_readiness_id,decision_scorecard_id,decision_package_id,condition_type,condition_category,condition_description,severity,blocking_flag,source_phase,source_record_id,responsible_role,required_action,current_status,visibility_required
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404-CF-non_quantitative_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,non_quantitative_condition,Secondary,Derived from package_readiness = Non-Quantitative,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404-CF-non_quantitative_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413-CF-non_quantitative_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,non_quantitative_condition,Secondary,Derived from package_readiness = Non-Quantitative,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413-CF-non_quantitative_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427-CF-non_quantitative_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,non_quantitative_condition,Secondary,Derived from package_readiness = Non-Quantitative,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427-CF-non_quantitative_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503-CF-non_quantitative_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,non_quantitative_condition,Secondary,Derived from package_readiness = Non-Quantitative,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503-CF-non_quantitative_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508-CF-non_quantitative_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,non_quantitative_condition,Secondary,Derived from package_readiness = Non-Quantitative,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508-CF-non_quantitative_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
