decision_package_id,package_version,evidence_completeness,lineage_completeness,source_to_decision_trace,audit_requirements,audit_event_status,actor,timestamp,approval_reference,integrity_status,checksum,source_manifest,retention_classification
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
