integrated_decision_id,approval_package_id,operational_risk_score,recommendation_readiness,scenario_readiness,comparator_consistency,tradeoff_severity,displacement_risk,financial_readiness,cost_completeness,financial_confidence_score,governance_burden,evidence_completeness,lineage_completeness,overall_decision_readiness,scorecard_note
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.25,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
ID-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.65,Individual component scores for decision support. Not a single best-option ranking.
