decision_package_id,integrated_management_brief_id,executive_headline,issue_summary,why_it_matters,evidence_summary,recommendation_summary,scenario_summary,financial_summary,readiness,blocking_conditions,secondary_conditions,primary_permitted_action,management_questions,confirmations,monitoring,escalation,governance_and_limitations,audit_status,management_boundary
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20251023,IMB-5B350E77,Admissions is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Admissions during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20251027,IMB-71C375B8,Admissions is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Admissions during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20251202,IMB-E784EC35,Admissions is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Admissions during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20251218,IMB-312BC4A0,Admissions is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Admissions during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250108,IMB-B504AD7E,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: 21.42857142857143%,-72780.0,Ready for Integrated Management Review,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250401,IMB-5D0F86C8,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Ready with Conditions,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,6,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250417,IMB-8FBCBB00,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: 23.076923076923062%,-72780.0,Ready for Integrated Management Review,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250423,IMB-AC26D40C,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: 21.590909090909093%,-72780.0,Ready for Integrated Management Review,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,4,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250507,IMB-AC0448CA,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Ready with Conditions,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250511,IMB-8C4D0024,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Requires Evidence Completion,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,4,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250520,IMB-03A5CBFA,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: 23.076923076923062%,-72780.0,Ready for Integrated Management Review,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250606,IMB-DC7B8314,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Requires Additional Scenario Analysis,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250610,IMB-FA35DD9B,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Ready with Conditions,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,4,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250619,IMB-F325F6DE,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Requires Assumption Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250704,IMB-8FDF73B1,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Ready with Conditions,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250723,IMB-FEBBC6DF,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Requires Evidence Completion,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,4,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250804,IMB-F50D5B65,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Requires Benefit Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,6,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250810,IMB-00B717A2,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Requires Lineage Completion,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250901,IMB-46F208B5,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Requires Baseline Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20250912,IMB-848638E0,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Requires Stakeholder Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,12,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20251023,IMB-5E70F27C,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: 21.42857142857143%,-72780.0,Ready for Integrated Management Review,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20251031,IMB-6A1954AC,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Requires Assumption Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20251108,IMB-B9321AB4,Diagnostics is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Ready with Conditions,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Diagnostics. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,6,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250122,IMB-90F8EAE1,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: -20.0%,-221250.0,Ready for Integrated Management Review,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250328,IMB-C5D0CD16,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Baseline Validation,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250409,IMB-310AAD35,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Additional Scenario Analysis,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,4,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250422,IMB-EB15E72D,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250426,IMB-88D1EAA2,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: -19.999999999999996%,-221250.0,Ready for Integrated Management Review,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,4,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250515,IMB-C4E0B569,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,4,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250521,IMB-2C537282,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250615,IMB-8F710E56,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250621,IMB-1A1A320A,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Lineage Completion,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250626,IMB-18DD489D,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Stakeholder Validation,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,4,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250720,IMB-756B92AF,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250727,IMB-78B486D4,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Stakeholder Validation,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250910,IMB-51772D15,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Not Suitable for Decision Use,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250915,IMB-C1CF97A4,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250921,IMB-2B355530,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: -20.0%,-221250.0,Ready for Integrated Management Review,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20250930,IMB-186319C6,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: -20.000000000000004%,-221250.0,Ready for Integrated Management Review,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,4,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20251015,IMB-0350210E,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: -20.0%,-221250.0,Ready for Integrated Management Review,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20251019,IMB-556780F8,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20251027,IMB-DE03CA73,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Requires Financial Input,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,6,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20251111,IMB-3DB07DBC,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20251115,IMB-9A67DACE,Diagnostics is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-221250.0,Ready with Conditions,,,"Review the composition of current unplanned leave in Diagnostics (sick leave, emergency leave, unauthorised absence). Activate relief coverage for critical shifts. Flag any unusual patterns to HR for rapid review.",,2,5 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
