retention_record_id,object_type,object_id,record_class,retention_status,retention_period_rule,archival_required,deletion_permitted,legal_hold_flag,sensitive_data_flag,access_classification,governance_note
RET-4A135405,Audit Event Contract,AEC-C8C7FEAA,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A2721EF2,Audit Event Contract,AEC-1F9CB181,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-97DEDA2E,Audit Event Contract,AEC-E6142AD7,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D6370A58,Audit Event Contract,AEC-75432EEC,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B4885672,Audit Event Contract,AEC-BC0B1554,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7F30307D,Audit Event Contract,AEC-395BBB59,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A016B518,Audit Event Contract,AEC-411DB880,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6FDBFC89,Audit Event Contract,AEC-12A892F8,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-FC0C0486,Audit Event Contract,AEC-B05B6AF2,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-4636C3FE,Audit Event Contract,AEC-75A055C1,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-49EFD752,Audit Event Contract,AEC-EEC019D5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-EBE34313,Audit Event Contract,AEC-3D90048D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-554CE29E,Audit Event Contract,AEC-732457F4,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-67A8DAB8,Audit Event Contract,AEC-2641E490,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-232D5B81,Audit Event Contract,AEC-59973F2E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-4DE2E529,Audit Event Contract,AEC-E5BA4989,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-BADE17C4,Audit Event Contract,AEC-984E11E3,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-43DD2E95,Audit Event Contract,AEC-DC3717AA,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-1504057A,Audit Event Contract,AEC-4D27441F,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-23442C07,Audit Event Contract,AEC-219D60CB,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-F74A186F,Audit Event Contract,AEC-9CB9CFFF,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-15B1CCE3,Audit Event Contract,AEC-D4371DEA,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-067F8FE3,Audit Event Contract,AEC-E28C7EFB,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-FBD97AAB,Audit Event Contract,AEC-4196D12B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-08A639F0,Audit Event Contract,AEC-261E70C4,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-694014A7,Audit Event Contract,AEC-CD93CE8E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B6406123,Audit Event Contract,AEC-15B8BEF0,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-C9DF364A,Audit Event Contract,AEC-3AB82F55,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7FF3663C,Audit Event Contract,AEC-79C89C60,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-ED9F124B,Audit Event Contract,AEC-DE36EAF5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-28660D22,Audit Event Contract,AEC-8AA613F6,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-3FDB15FC,Audit Event Contract,AEC-BBD3527C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-61449BEB,Audit Event Contract,AEC-EBD994FE,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-9462E198,Audit Event Contract,AEC-9BF66A9B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-71EF158F,Audit Event Contract,AEC-DE8AEC30,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-2485E566,Audit Event Contract,AEC-0C0242D1,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-5B1EB4AB,Audit Event Contract,AEC-76CBC7EA,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D9D923DD,Audit Event Contract,AEC-E095C4D5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-228A3FA7,Audit Event Contract,AEC-0FC66F7B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-61BDC31A,Audit Event Contract,AEC-66266A96,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-09DFCCD2,Audit Event Contract,AEC-58E95816,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-ACDDB886,Audit Event Contract,AEC-2C8A7878,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E067A3DE,Audit Event Contract,AEC-B90C46A4,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-33E29290,Audit Event Contract,AEC-171A5CF7,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-87134332,Audit Event Contract,AEC-5E250A3F,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-CFCD87AC,Audit Event Contract,AEC-771F827E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E1E9907D,Audit Event Contract,AEC-DC6754DC,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-FF44C848,Audit Event Contract,AEC-33E4B779,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-66640749,Audit Event Contract,AEC-35D11B36,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E898D9E8,Audit Event Contract,AEC-B0F048E0,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-33F2BF53,Audit Event Contract,AEC-A970594A,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-4198D790,Audit Event Contract,AEC-39DDD2CF,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-66F97C14,Audit Event Contract,AEC-A3862F31,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7501DDF9,Audit Event Contract,AEC-DA8D1FE3,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-F2C8F9C8,Audit Event Contract,AEC-2CE071FA,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-2E474178,Audit Event Contract,AEC-595D2977,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-934BCB07,Audit Event Contract,AEC-E03D4A1C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-88781C50,Audit Event Contract,AEC-582C873E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6E488F22,Audit Event Contract,AEC-A7C2FC47,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-088E1A1B,Audit Event Contract,AEC-7A1FB8E3,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-13496EB4,Audit Event Contract,AEC-4E9B875B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6547DC54,Audit Event Contract,AEC-D6FBB02A,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B1997025,Audit Event Contract,AEC-BB8265E1,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D1F3F86D,Audit Event Contract,AEC-09410786,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-8243B51C,Audit Event Contract,AEC-269F71E3,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-1A307587,Audit Event Contract,AEC-2A320DFA,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6BA0C3A6,Audit Event Contract,AEC-EF4F37A8,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-59C118E7,Audit Event Contract,AEC-88B8C8A2,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6121E9EB,Audit Event Contract,AEC-DDC3A5E8,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-657C99DC,Audit Event Contract,AEC-0C540D1A,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-1E23F568,Audit Event Contract,AEC-53EF7EBE,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-0A0B8AC2,Audit Event Contract,AEC-47197093,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-96F77F9E,Audit Event Contract,AEC-80836A74,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-08F7ECD9,Audit Event Contract,AEC-A7CF906D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-EC7BC43B,Audit Event Contract,AEC-E2862426,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7D5C7A69,Audit Event Contract,AEC-6424F98C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-CF9CC524,Audit Event Contract,AEC-ED9C2AD2,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-91E2AEC7,Audit Event Contract,AEC-6EB7B9A6,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-BFA3224C,Audit Event Contract,AEC-B6AE366B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-BBD389CF,Audit Event Contract,AEC-021094F1,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-29E02C9D,Audit Event Contract,AEC-B7AEC933,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B6AB8806,Audit Event Contract,AEC-C176373B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-178BAA5C,Audit Event Contract,AEC-94D4951D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-19C123C0,Audit Event Contract,AEC-2A498741,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-66430D55,Audit Event Contract,AEC-53324364,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6341D3B7,Audit Event Contract,AEC-82060531,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-57201EE8,Audit Event Contract,AEC-802C7384,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-865D085F,Audit Event Contract,AEC-60CD6A22,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7F45BC03,Audit Event Contract,AEC-FFA2301F,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-95FFF9B5,Audit Event Contract,AEC-9DC6EE20,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E823B2E7,Audit Event Contract,AEC-99803C63,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-02CE9B47,Audit Event Contract,AEC-5E2BAF4B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B39244B6,Audit Event Contract,AEC-3E5C3406,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E97C1DF4,Audit Event Contract,AEC-4E536EF5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E2F1AFF0,Audit Event Contract,AEC-E24930BA,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7893EEBB,Audit Event Contract,AEC-E066B454,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-3BC7F1D6,Audit Event Contract,AEC-C7B9BB21,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-AFA78000,Audit Event Contract,AEC-3AF3ED55,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7CBEA388,Audit Event Contract,AEC-82318745,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6546C17B,Audit Event Contract,AEC-E4BB6D79,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6AD4B4F2,Audit Event Contract,AEC-C111DD1C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-52247120,Audit Event Contract,AEC-112BE7E6,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A77E9E15,Audit Event Contract,AEC-4E8B2F36,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7F9DCC86,Audit Event Contract,AEC-FC5D03C5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A2AFF713,Audit Event Contract,AEC-0F8C4DA4,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A27E9532,Audit Event Contract,AEC-F8410F91,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-50FE22B3,Audit Event Contract,AEC-EDF428C5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-267E4668,Audit Event Contract,AEC-F2DEE8C0,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E3695812,Audit Event Contract,AEC-42931B57,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-980FECA9,Audit Event Contract,AEC-71824A77,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-58A4EFC6,Audit Event Contract,AEC-CC6D8E06,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-2BEF800E,Audit Event Contract,AEC-0FB9F269,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B3186A1C,Audit Event Contract,AEC-EA2DDC5A,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-0FD43D2C,Audit Event Contract,AEC-9DD6B0D1,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-AB9691C4,Audit Event Contract,AEC-1E0AD9CB,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-4C8B9279,Audit Event Contract,AEC-58D7B29A,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-F4B3BFEC,Audit Event Contract,AEC-130D30E5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A4C4FA2E,Audit Event Contract,AEC-A6C84931,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-803FA671,Audit Event Contract,AEC-57A496A0,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A266E54E,Audit Event Contract,AEC-DA80272C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-EFF34EE6,Audit Event Contract,AEC-8C60477C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-1C68C567,Audit Event Contract,AEC-6B8B1325,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-C903E6D3,Audit Event Contract,AEC-A89BD3F4,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-0BF28515,Audit Event Contract,AEC-86024E43,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-F6FA2D2B,Audit Event Contract,AEC-E7D4EB53,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-CEB5CA8E,Audit Event Contract,AEC-08417964,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-2772697F,Audit Event Contract,AEC-20C6832C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-AC3D8B52,Audit Event Contract,AEC-1DDF6433,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-42B33910,Audit Event Contract,AEC-0E56991B,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-9F4D1D3E,Audit Event Contract,AEC-4FF00682,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D18E9A75,Audit Event Contract,AEC-2F2503AB,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-42C438F9,Audit Event Contract,AEC-147D251A,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-68717F87,Audit Event Contract,AEC-52B2071D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-253E9772,Audit Event Contract,AEC-6B24DD65,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-8803894C,Audit Event Contract,AEC-2854553E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-2A0A765C,Audit Event Contract,AEC-6E1028B9,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-0B84B2B9,Audit Event Contract,AEC-C36CA229,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-00140F92,Audit Event Contract,AEC-29E04DB6,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D2C0D3FA,Audit Event Contract,AEC-A2496C9E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-565BC2C6,Audit Event Contract,AEC-8E2A7B1F,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A5835F4B,Audit Event Contract,AEC-40C50E1C,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D4FB0E95,Audit Event Contract,AEC-9E898B86,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D29B58E4,Audit Event Contract,AEC-F1314DA3,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-300092F8,Audit Event Contract,AEC-ECDDFEE8,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-23C65753,Audit Event Contract,AEC-3C7276C7,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-D07231A1,Audit Event Contract,AEC-38A21DA0,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-4A5CA484,Audit Event Contract,AEC-CBD155BA,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-818EE42E,Audit Event Contract,AEC-9AF351E2,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-36502A90,Audit Event Contract,AEC-9BFE7DFC,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-62CDEE04,Audit Event Contract,AEC-DA18864D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-93552280,Audit Event Contract,AEC-C08EF5F2,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-0A86255D,Audit Event Contract,AEC-0A91B837,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-2A3C21E9,Audit Event Contract,AEC-297CFA7E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-65C5ADFD,Audit Event Contract,AEC-52EEB74E,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-ECA7B133,Audit Event Contract,AEC-C223AEA4,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A06F95A1,Audit Event Contract,AEC-681F8EEC,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-0702C24E,Audit Event Contract,AEC-93F103D5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-BAFB08F8,Audit Event Contract,AEC-BEC47589,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7F67798B,Audit Event Contract,AEC-F338F174,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-B49621E9,Audit Event Contract,AEC-8AA9F616,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-99FF9A99,Audit Event Contract,AEC-AFCA8449,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-315CF9E2,Audit Event Contract,AEC-67987FCC,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-3324C8A5,Audit Event Contract,AEC-6BB419E4,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-508C7A8D,Audit Event Contract,AEC-0E71FCC5,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-90EF2C9F,Audit Event Contract,AEC-E2402E4D,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7BBDD441,Audit Event Contract,AEC-E7F5C088,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-8DCD86F9,Audit Event Contract,AEC-C427B381,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-7CAF52EE,Audit Event Contract,AEC-66538E1F,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-E667C9BD,Audit Event Contract,AEC-84E83406,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-A9853C04,Audit Event Contract,AEC-8EAD3F04,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
RET-6DE718B1,Audit Event Contract,AEC-4CBF2D02,Audit Event Contract,Active,Retention Period Requires Organisational Policy,True,False,True,False,Restricted,Retention classification for audit contract
