decision_package_id,integrated_management_brief_id,scenario_summary_present,scenario_summary_not_applicable,completeness_status
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,IMB-223DFD1D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,IMB-FE7FE422,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,IMB-111BA3D8,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,IMB-B9B1A75B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,IMB-2A38C152,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,IMB-C0A54E84,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,IMB-C77876F2,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,IMB-064EC872,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,IMB-2B756740,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,IMB-915EFB45,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,IMB-E3CC3205,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,IMB-E6B3E140,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,IMB-13E70BCB,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,IMB-28073BC2,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,IMB-3CE03C24,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,IMB-6CD7F2B2,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,IMB-06A4015B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,IMB-0C9DCEF0,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,IMB-172B064A,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,IMB-4AF91FF0,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,IMB-2DCF54ED,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,IMB-2D60FD7F,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,IMB-C7AAAB07,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,IMB-B4F65D89,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,IMB-C1C3E1E2,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,IMB-B74665AF,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,IMB-987EBA7F,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,IMB-7E733E9D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,IMB-995A3411,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,IMB-89A7473C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,IMB-CC3BFB9A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,IMB-B1693314,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,IMB-701A2435,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,IMB-9631D9EC,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,IMB-E01D65F0,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,IMB-3743E5BD,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,IMB-D59EBD35,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,IMB-2A56AE2A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,IMB-4648B0C8,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,IMB-3DD82F95,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,IMB-9231081D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,IMB-265FF0DE,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,IMB-7DBAF719,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,IMB-97C8FD7E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,IMB-6BC23402,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,IMB-91BBAFF3,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,IMB-386CA8B2,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,IMB-8CEEF171,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,IMB-46AD96A2,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,IMB-4340320B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,IMB-2161486E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,IMB-31EBC1B3,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,IMB-5F9F2590,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,IMB-53CD2B12,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,IMB-2E28683C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,IMB-9FD9FF1F,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,IMB-03ABD945,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,IMB-F26D3264,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,IMB-16DD7396,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,IMB-30D8BDE3,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,IMB-FC03311E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,IMB-A202A375,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,IMB-689F2A9A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,IMB-B2DADD32,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,IMB-FDA5EAA6,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,IMB-76B0AC15,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,IMB-8C2A6FF4,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,IMB-30FE98EE,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,IMB-54E64CED,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,IMB-EF4CFEBE,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,IMB-CB25262E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,IMB-782CDB40,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,IMB-E43CF019,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,IMB-690EC515,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,IMB-B557EAE3,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,IMB-10CFE702,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,IMB-E161DFF5,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,IMB-5DFA847A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,IMB-0000B910,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,IMB-64443CF8,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,IMB-AC7E115B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,IMB-F54C3B47,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,IMB-D4B06227,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,IMB-D92EC905,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,IMB-A952A277,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,IMB-83619D53,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,IMB-1D9BD3AB,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,IMB-48408839,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,IMB-AC6D1811,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,IMB-3E3AEB31,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,IMB-A587DDF7,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,IMB-61C547DB,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,IMB-CDACA704,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,IMB-62900A29,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,IMB-E36AF0C6,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,IMB-2D07A01A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,IMB-BAE8B09B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,IMB-F5FE764C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,IMB-BE951130,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,IMB-F2BE0F3C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,IMB-01002709,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,IMB-EF996049,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,IMB-BA0044BF,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,IMB-836DF5D4,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,IMB-9C61F185,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,IMB-9D731432,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,IMB-C5B48087,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,IMB-2EA1C64B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,IMB-79A11B2E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,IMB-D3D0FABB,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,IMB-6B454D57,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,IMB-2796B7CF,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,IMB-D04161A6,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,IMB-0D388BE3,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,IMB-3B3E7177,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,IMB-72DA697D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,IMB-65659028,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,IMB-94EED986,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,IMB-E59022E1,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,IMB-488F8429,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,IMB-ABBCB808,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,IMB-66982692,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,IMB-5311A3C7,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,IMB-6E77FE59,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,IMB-B06689AF,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,IMB-A20204BB,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,IMB-DDBCA74A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,IMB-9B3A037A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,IMB-C72DFD31,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,IMB-C249D542,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,IMB-21A4937C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,IMB-18216C42,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,IMB-1E1235B6,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,IMB-EA925B2A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,IMB-991D1296,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,IMB-7D02BB10,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,IMB-978488DA,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,IMB-DF6BD728,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,IMB-8E809419,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,IMB-C1CEA013,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,IMB-D21BCD3C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,IMB-59D32CD8,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,IMB-0982DC98,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,IMB-555CD27D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,IMB-420D3178,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,IMB-03CC14C9,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,IMB-90B45E10,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,IMB-6014C03B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,IMB-4476FEFB,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,IMB-E4F3B3FE,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,IMB-8E77B23A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,IMB-4F662426,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,IMB-1A3A1AB4,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,IMB-B44D5BA4,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,IMB-E40C31D9,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,IMB-D30D7F8E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,IMB-B7461F23,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,IMB-D6EC3D87,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,IMB-F068CF87,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,IMB-749CCBF6,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,IMB-B928297C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,IMB-E83B43E8,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,IMB-D41D43FE,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,IMB-522BED9F,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,IMB-3A7BDA20,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,IMB-9B8EFE1F,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,IMB-8B2A1CCD,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,IMB-07E0198D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,IMB-7CB158B8,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,IMB-365FADBD,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,IMB-641C9EEA,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,IMB-9E410851,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,IMB-AF647C97,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,IMB-5496ED2B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,IMB-520EDF42,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,IMB-A5A04D64,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,IMB-66B1BFBE,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,IMB-0464A142,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,IMB-3DD32D40,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,IMB-C5401785,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,IMB-48A31F90,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,IMB-2A0F35D2,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,IMB-E3587609,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,IMB-0AA92D43,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,IMB-373DE03B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,IMB-48377793,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,IMB-71988048,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,IMB-9EAB9324,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,IMB-3B9DA56D,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,IMB-500C91A1,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,IMB-727DC88B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,IMB-233806C3,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,IMB-5D07EFAF,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,IMB-3F5D7851,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,IMB-337E9546,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,IMB-64CB2AB1,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,IMB-7138618A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,IMB-A7DD3EA1,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,IMB-C016253B,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,IMB-4660BD77,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,IMB-D455FC38,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,IMB-64F9062C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,IMB-D4D88EDC,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,IMB-0C18AC25,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,IMB-CC8A3007,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,IMB-B018B677,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,IMB-E7B29B64,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,IMB-ECC69A67,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,IMB-C37293B9,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,IMB-7F9439AE,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,IMB-E32F4B41,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,IMB-1487EEE7,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,IMB-CC65321E,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,IMB-E3B2359A,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,IMB-E9C7C886,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,IMB-85A3369E,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,IMB-E87609BE,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,IMB-1724B02D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,IMB-64A6A46F,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,IMB-2683013D,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,IMB-E2BF4CC1,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,IMB-A2EF60AE,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,IMB-8D728E39,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,IMB-054A37CB,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,IMB-DD372116,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,IMB-B20F8E28,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,IMB-B5450655,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,IMB-DE6809A8,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,IMB-91017594,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,IMB-C214655F,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,IMB-8131CC19,True,False,Complete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,IMB-AD0E56E9,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,IMB-DF129B45,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,IMB-E6B2329C,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,IMB-AF6DB0C8,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,IMB-33091146,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,IMB-0C9280CF,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,IMB-D2015798,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,IMB-9DD66A55,False,False,Incomplete
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,IMB-97D665D7,False,False,Incomplete
