section_validation_id,decision_package_id,approval_package_id,mandatory_sections_count,present_sections_count,missing_sections,section_validation_passed
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206-SV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,13,8,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs|financial_impact,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107-SV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201-SV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211-SV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,13,9,executive_issue_summary|kpi_and_risk_evidence|recommendation_options|kpi_impact_and_tradeoffs,False
