decision_readiness_id,decision_scorecard_id,decision_package_id,integrated_decision_id,approval_package_id,episode_id,hospital_id,hospital_name,department_id,department_name,reporting_date,dominant_kpi_id,dominant_kpi_name,scenario_family,package_status,final_readiness_status,approval_status,causality_status,classification_source,classification_version,precedence_rank
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_004,Average Patient Waiting Time,No-Action or Baseline Comparator,Ready with Conditions,Ready with Conditions,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,14
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4
