integrated_management_brief_id,decision_package_id,evidence_completeness_status,lineage_completeness_status,audit_traceability_status,integrity_status,current_package_version,source_manifest,audit_requirements_pending,future_audit_status
IMB-062D55CC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3D094DFE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0884C637,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D4D15739,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8C15F08F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-21A3EFE6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-43213456,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4FF86CE0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-006DB262,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B549CE27,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-156E2C74,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-21AACEF1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F2E74DF4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4085771E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C2E556F1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-72F9988E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B8D4CC46,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4C56E237,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-27A400BB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8A948793,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0AA72C33,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B9191393,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8B9D7152,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D77CD007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3D431876,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9B0F67A0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E9D2C951,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-05DD713F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-851E06E6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A1D3C221,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-6380C7FF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D57D2899,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-47FDB072,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-934083AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7BE1D98F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-62A15DA2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-EA795E57,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5732FCD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-049A549E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B2C01513,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-FB443D62,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B88045DF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-391A1E0C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0A3D30AD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-DC2EA785,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-1A93F606,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C7C5A607,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-93A20730,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E7E997C8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-682B72A4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-624C0843,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-CAE02443,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5C84850A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-223DFD1D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-FE7FE422,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-111BA3D8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B9B1A75B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2A38C152,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C0A54E84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C77876F2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-064EC872,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2B756740,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-915EFB45,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E3CC3205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E6B3E140,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-13E70BCB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-28073BC2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3CE03C24,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-6CD7F2B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-06A4015B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0C9DCEF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-172B064A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4AF91FF0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2DCF54ED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2D60FD7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C7AAAB07,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B4F65D89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C1C3E1E2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B74665AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-987EBA7F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7E733E9D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-995A3411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-89A7473C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-CC3BFB9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B1693314,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-701A2435,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9631D9EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E01D65F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3743E5BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D59EBD35,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2A56AE2A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4648B0C8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3DD82F95,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9231081D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-265FF0DE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7DBAF719,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-97C8FD7E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-6BC23402,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-91BBAFF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-386CA8B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8CEEF171,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-46AD96A2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4340320B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2161486E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-31EBC1B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5F9F2590,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-53CD2B12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2E28683C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9FD9FF1F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-03ABD945,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F26D3264,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-16DD7396,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-30D8BDE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-FC03311E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A202A375,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-689F2A9A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B2DADD32,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-FDA5EAA6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-76B0AC15,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8C2A6FF4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-30FE98EE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-54E64CED,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-EF4CFEBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-CB25262E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-782CDB40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E43CF019,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-690EC515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B557EAE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-10CFE702,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E161DFF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5DFA847A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0000B910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-64443CF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-AC7E115B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F54C3B47,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D4B06227,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D92EC905,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A952A277,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-83619D53,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-1D9BD3AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-48408839,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-AC6D1811,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3E3AEB31,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A587DDF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-61C547DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-CDACA704,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-62900A29,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E36AF0C6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2D07A01A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-BAE8B09B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F5FE764C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-BE951130,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F2BE0F3C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-01002709,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
