decision_package_id,baseline_summary,conservative_summary,expected_summary,higher_intensity_summary,scenario_assumptions,kpi_impact,tradeoffs,displacement_risk,financial_impact,confidence,validation_warning
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20251113,Baseline value: 73.33333333333333,Estimated impact: 13.333333333333345%,Estimated impact: 26.66666666666667%,Estimated impact: 26.66666666666667%,No-Action or Baseline Comparator,,,,-72780.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20251227,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250106,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250207,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250310,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250421,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250425,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250521,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250603,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250610,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250614,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250626,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250707,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250818,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20250923,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251005,Baseline value: 15.384615384615383,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -34.99999999999999%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251013,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251026,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251102,Baseline value: 15.384615384615383,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -34.99999999999999%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251109,Baseline value: 15.384615384615383,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -34.99999999999999%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251127,Baseline value: 20.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251212,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20251217,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250404,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250413,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250427,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250503,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250508,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250601,,,,,No-Action or Baseline Comparator,,,,-134350.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250606,,,,,No-Action or Baseline Comparator,,,,-134350.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20250716,Baseline value: 54.31849080383408,Estimated impact: 6.297852474323067%,Estimated impact: 12.07792207792209%,Estimated impact: 20.98809523809524%,No-Action or Baseline Comparator,,,,-134350.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250209,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250216,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250312,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250510,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250719,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250913,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20250917,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20251116,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250128,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250309,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250318,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250323,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250330,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250412,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250702,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250712,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250731,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250805,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250902,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250909,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250914,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20250921,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251004,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251111,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251118,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251129,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251203,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251210,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20251224,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250106,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250114,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250211,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250216,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250323,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250407,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250426,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250505,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250513,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250528,Baseline value: 80.0,Estimated impact: 13.333333333333329%,Estimated impact: 20.0%,Estimated impact: 20.0%,No-Action or Baseline Comparator,,,,-72780.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250612,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250707,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250801,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250830,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250914,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20250922,Baseline value: 72.72727272727273,Estimated impact: 18.181818181818173%,Estimated impact: 27.272727272727263%,Estimated impact: 27.272727272727263%,No-Action or Baseline Comparator,,,,-72780.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251105,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251111,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251130,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20251227,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250109,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250126,Baseline value: 20.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250219,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250227,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250305,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250315,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250406,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250422,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250429,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250522,Baseline value: 19.032051282051285,Estimated impact: -9.99999999999999%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250530,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250615,Baseline value: 18.465909090909093,Estimated impact: -10.000000000000004%,Estimated impact: -20.0%,Estimated impact: -34.99999999999999%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250630,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250718,Baseline value: 33.33333333333333,Estimated impact: -9.999999999999998%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250818,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20250911,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251014,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251019,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251026,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251118,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251129,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251207,Baseline value: 16.666666666666668,Estimated impact: -9.999999999999996%,Estimated impact: -19.999999999999996%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251213,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251217,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20251231,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250107,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250121,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250128,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250202,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250208,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250218,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250307,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250322,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250326,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250415,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250428,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250527,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250604,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250620,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250708,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250804,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250821,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250828,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250901,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250912,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20250926,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251001,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251007,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251020,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251025,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251101,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251109,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251125,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251202,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251211,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251215,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251219,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20251224,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250215,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250403,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250411,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250509,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250515,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250603,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250619,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250623,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250628,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250716,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250725,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250730,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250809,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250824,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250903,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20250910,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251012,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251022,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251112,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251117,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251126,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251205,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251216,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251220,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250116,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250208,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250330,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250408,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250421,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250502,Baseline value: 82.35294117647058,Estimated impact: 11.764705882352942%,Estimated impact: 17.64705882352942%,Estimated impact: 17.64705882352942%,No-Action or Baseline Comparator,,,,-72780.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250605,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250616,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250717,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250723,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250728,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250916,Baseline value: 85.51645658263305,Estimated impact: 12.17585110967464%,Estimated impact: 14.483543417366946%,Estimated impact: 14.483543417366946%,No-Action or Baseline Comparator,,,,-72780.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251008,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251102,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251107,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251219,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251228,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250128,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250209,Baseline value: 20.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250222,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250322,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250403,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250411,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250505,Baseline value: 20.833333333333336,Estimated impact: -9.999999999999991%,Estimated impact: -20.000000000000004%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250601,Baseline value: 20.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250608,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250617,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250624,Baseline value: 25.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250701,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250709,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250802,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20251111,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
