escalation_id,decision_readiness_id,decision_scorecard_id,decision_package_id,operational_escalation_status,readiness_status,risk_tier,urgency,management_attention_required,escalation_basis,governance_note
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Not Assessable,Requires Stakeholder Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Not Assessable,Requires Lineage Completion,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Not Assessable,Requires Assumption Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Not Assessable,Requires Evidence Completion,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Not Assessable,Requires Stakeholder Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Not Assessable,Ready for Integrated Management Review,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Not Assessable,Requires Evidence Completion,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Not Assessable,Requires Stakeholder Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Not Assessable,Requires Stakeholder Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Not Assessable,Requires Stakeholder Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Not Assessable,Requires Assumption Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Not Assessable,Ready for Integrated Management Review,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Not Assessable,Requires Baseline Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Not Assessable,Requires Evidence Completion,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Not Assessable,Requires Assumption Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Not Assessable,Ready for Integrated Management Review,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Not Assessable,Requires Evidence Completion,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Not Assessable,Requires Baseline Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Not Assessable,Requires Stakeholder Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Not Assessable,Requires Baseline Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Not Assessable,Requires Budget Data,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Not Assessable,Requires Financial Input,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Not Assessable,Requires Lineage Completion,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Not Assessable,Requires Baseline Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Not Assessable,Ready for Integrated Management Review,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Not Assessable,Ready for Integrated Management Review,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Not Assessable,Ready for Integrated Management Review,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Not Assessable,Ready for Integrated Management Review,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Not Assessable,Requires Stakeholder Validation,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,Not Assessable,Non-Quantitative,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,Not Assessable,Non-Quantitative,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,Not Assessable,Non-Quantitative,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,Not Assessable,Non-Quantitative,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,Not Assessable,Non-Quantitative,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Not Assessable,Requires Additional Scenario Analysis,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Not Assessable,Ready with Conditions,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Not Assessable,Ready for Integrated Management Review,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
ESC-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,Monitoring,Monitoring Only,Not Assessable,nan,False,Derived from risk tier and urgency; separate from analytical readiness,Operational escalation remains independent of readiness classification
