decision_readiness_id,decision_scorecard_id,decision_package_id,integrated_decision_id,approval_package_id,episode_id,hospital_id,hospital_name,department_id,department_name,reporting_date,dominant_kpi_id,dominant_kpi_name,scenario_family,package_status,final_readiness_status,approval_status,causality_status,classification_source,classification_version,precedence_rank,deferral_reason
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_005,Patient Complaint Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,ID-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,HOSP-001,,DEPT-DIAG,Diagnostics,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,EP-HOSP-001-DEPT-ED-kpi_004-20260404,HOSP-001,,DEPT-ED,Emergency Department,,kpi_004,Average Patient Waiting Time,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,3,Non-Quantitative
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,EP-HOSP-001-DEPT-ED-kpi_004-20260413,HOSP-001,,DEPT-ED,Emergency Department,,kpi_004,Average Patient Waiting Time,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,3,Non-Quantitative
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,EP-HOSP-001-DEPT-ED-kpi_004-20260427,HOSP-001,,DEPT-ED,Emergency Department,,kpi_004,Average Patient Waiting Time,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,3,Non-Quantitative
DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,ID-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,EP-HOSP-001-DEPT-ED-kpi_004-20260503,HOSP-001,,DEPT-ED,Emergency Department,,kpi_004,Average Patient Waiting Time,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,3,Non-Quantitative
