condition_flag_id,decision_package_id,approval_package_id,flag_name,flag_status,flag_severity,flag_reason,required_action,responsible_role,source_reference
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202-CF-blocking_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,blocking_condition,Active,High,Derived from governance_burden_status = Monitoring Only,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: governance_burden_status
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-provisional_threshold_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,provisional_threshold_condition,Inactive,Moderate,Derived from provisional_threshold_flag = False,None,Operations Manager,Step 2D-2 decision package field: provisional_threshold_flag
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-contradiction_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,contradiction_condition,Inactive,High,Derived from contradiction_warning = False,None,Operations Manager,Step 2D-2 decision package field: contradiction_warning
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-assumption_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,assumption_validation_condition,Inactive,High,Derived from assumption_validation_required = False,None,Operations Manager,Step 2D-2 decision package field: assumption_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-baseline_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,baseline_validation_condition,Inactive,Moderate,Derived from baseline_validation_required = False,None,Operations Manager,Step 2D-2 decision package field: baseline_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-financial_input_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,financial_input_condition,Active,Moderate,Derived from missing_financial_input_flag = True,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: missing_financial_input_flag
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-stakeholder_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,stakeholder_validation_condition,Active,Moderate,Derived from stakeholder_validation_required = True,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: stakeholder_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-scenario_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,scenario_completeness_condition,Active,Moderate,Derived from scenario_readiness = 0.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: scenario_readiness
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-evidence_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,evidence_completeness_condition,Active,Low,Derived from evidence_completeness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: evidence_completeness
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-lineage_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,lineage_completeness_condition,Active,Low,Derived from lineage_completeness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: lineage_completeness
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-uncertainty_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,uncertainty_condition,Inactive,Low,Derived from uncertainty_available = False,None,Operations Manager,Step 2D-2 decision package field: uncertainty_available
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-monitoring_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,monitoring_condition,Active,Low,Derived from package_readiness = Monitoring Only,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: package_readiness
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-non_quantitative_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,non_quantitative_condition,Inactive,Low,Derived from package_readiness = Monitoring Only,None,Operations Manager,Step 2D-2 decision package field: package_readiness
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-CF-blocking_condition,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,blocking_condition,Active,High,Derived from governance_burden_status = Monitoring Only,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: governance_burden_status
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-provisional_threshold_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,provisional_threshold_condition,Inactive,Moderate,Derived from provisional_threshold_flag = False,None,Operations Manager,Step 2D-2 decision package field: provisional_threshold_flag
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-contradiction_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,contradiction_condition,Inactive,High,Derived from contradiction_warning = False,None,Operations Manager,Step 2D-2 decision package field: contradiction_warning
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-assumption_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,assumption_validation_condition,Inactive,High,Derived from assumption_validation_required = False,None,Operations Manager,Step 2D-2 decision package field: assumption_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-baseline_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,baseline_validation_condition,Inactive,Moderate,Derived from baseline_validation_required = False,None,Operations Manager,Step 2D-2 decision package field: baseline_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-financial_input_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,financial_input_condition,Inactive,Moderate,Derived from missing_financial_input_flag = False,None,Operations Manager,Step 2D-2 decision package field: missing_financial_input_flag
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-stakeholder_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,stakeholder_validation_condition,Active,Moderate,Derived from stakeholder_validation_required = True,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: stakeholder_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-scenario_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,scenario_completeness_condition,Active,Moderate,Derived from scenario_readiness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: scenario_readiness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-evidence_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,evidence_completeness_condition,Active,Low,Derived from evidence_completeness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: evidence_completeness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-lineage_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,lineage_completeness_condition,Active,Low,Derived from lineage_completeness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: lineage_completeness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-uncertainty_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,uncertainty_condition,Inactive,Low,Derived from uncertainty_available = False,None,Operations Manager,Step 2D-2 decision package field: uncertainty_available
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-monitoring_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,monitoring_condition,Inactive,Low,Derived from package_readiness = Ready with Conditions,None,Operations Manager,Step 2D-2 decision package field: package_readiness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-non_quantitative_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,non_quantitative_condition,Inactive,Low,Derived from package_readiness = Ready with Conditions,None,Operations Manager,Step 2D-2 decision package field: package_readiness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-CF-blocking_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,blocking_condition,Active,High,Derived from governance_burden_status = Moderate,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: governance_burden_status
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-provisional_threshold_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,provisional_threshold_condition,Inactive,Moderate,Derived from provisional_threshold_flag = False,None,Operations Manager,Step 2D-2 decision package field: provisional_threshold_flag
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-contradiction_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,contradiction_condition,Inactive,High,Derived from contradiction_warning = False,None,Operations Manager,Step 2D-2 decision package field: contradiction_warning
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-assumption_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,assumption_validation_condition,Inactive,High,Derived from assumption_validation_required = False,None,Operations Manager,Step 2D-2 decision package field: assumption_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-baseline_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,baseline_validation_condition,Inactive,Moderate,Derived from baseline_validation_required = False,None,Operations Manager,Step 2D-2 decision package field: baseline_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-financial_input_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,financial_input_condition,Inactive,Moderate,Derived from missing_financial_input_flag = False,None,Operations Manager,Step 2D-2 decision package field: missing_financial_input_flag
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-stakeholder_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,stakeholder_validation_condition,Active,Moderate,Derived from stakeholder_validation_required = True,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: stakeholder_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-scenario_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,scenario_completeness_condition,Active,Moderate,Derived from scenario_readiness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: scenario_readiness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-evidence_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,evidence_completeness_condition,Active,Low,Derived from evidence_completeness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: evidence_completeness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-lineage_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,lineage_completeness_condition,Active,Low,Derived from lineage_completeness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: lineage_completeness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-uncertainty_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,uncertainty_condition,Inactive,Low,Derived from uncertainty_available = False,None,Operations Manager,Step 2D-2 decision package field: uncertainty_available
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-monitoring_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,monitoring_condition,Inactive,Low,Derived from package_readiness = Ready with Conditions,None,Operations Manager,Step 2D-2 decision package field: package_readiness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-non_quantitative_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,non_quantitative_condition,Inactive,Low,Derived from package_readiness = Ready with Conditions,None,Operations Manager,Step 2D-2 decision package field: package_readiness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-CF-blocking_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,blocking_condition,Active,High,Derived from governance_burden_status = Moderate,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: governance_burden_status
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-provisional_threshold_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,provisional_threshold_condition,Inactive,Moderate,Derived from provisional_threshold_flag = False,None,Operations Manager,Step 2D-2 decision package field: provisional_threshold_flag
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-contradiction_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,contradiction_condition,Inactive,High,Derived from contradiction_warning = False,None,Operations Manager,Step 2D-2 decision package field: contradiction_warning
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-assumption_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,assumption_validation_condition,Inactive,High,Derived from assumption_validation_required = False,None,Operations Manager,Step 2D-2 decision package field: assumption_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-baseline_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,baseline_validation_condition,Inactive,Moderate,Derived from baseline_validation_required = False,None,Operations Manager,Step 2D-2 decision package field: baseline_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-financial_input_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,financial_input_condition,Inactive,Moderate,Derived from missing_financial_input_flag = False,None,Operations Manager,Step 2D-2 decision package field: missing_financial_input_flag
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-stakeholder_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,stakeholder_validation_condition,Active,Moderate,Derived from stakeholder_validation_required = True,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: stakeholder_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-scenario_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,scenario_completeness_condition,Active,Moderate,Derived from scenario_readiness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: scenario_readiness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-evidence_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,evidence_completeness_condition,Active,Low,Derived from evidence_completeness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: evidence_completeness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-lineage_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,lineage_completeness_condition,Active,Low,Derived from lineage_completeness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: lineage_completeness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-uncertainty_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,uncertainty_condition,Inactive,Low,Derived from uncertainty_available = False,None,Operations Manager,Step 2D-2 decision package field: uncertainty_available
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-monitoring_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,monitoring_condition,Inactive,Low,Derived from package_readiness = Ready with Conditions,None,Operations Manager,Step 2D-2 decision package field: package_readiness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-non_quantitative_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,non_quantitative_condition,Inactive,Low,Derived from package_readiness = Ready with Conditions,None,Operations Manager,Step 2D-2 decision package field: package_readiness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-CF-blocking_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,blocking_condition,Active,High,Derived from governance_burden_status = Moderate,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: governance_burden_status
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-provisional_threshold_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,provisional_threshold_condition,Inactive,Moderate,Derived from provisional_threshold_flag = False,None,Operations Manager,Step 2D-2 decision package field: provisional_threshold_flag
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-contradiction_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,contradiction_condition,Inactive,High,Derived from contradiction_warning = False,None,Operations Manager,Step 2D-2 decision package field: contradiction_warning
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-assumption_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,assumption_validation_condition,Inactive,High,Derived from assumption_validation_required = False,None,Operations Manager,Step 2D-2 decision package field: assumption_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-baseline_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,baseline_validation_condition,Inactive,Moderate,Derived from baseline_validation_required = False,None,Operations Manager,Step 2D-2 decision package field: baseline_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-financial_input_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,financial_input_condition,Inactive,Moderate,Derived from missing_financial_input_flag = False,None,Operations Manager,Step 2D-2 decision package field: missing_financial_input_flag
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-stakeholder_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,stakeholder_validation_condition,Active,Moderate,Derived from stakeholder_validation_required = True,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: stakeholder_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-scenario_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,scenario_completeness_condition,Active,Moderate,Derived from scenario_readiness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: scenario_readiness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-evidence_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,evidence_completeness_condition,Active,Low,Derived from evidence_completeness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: evidence_completeness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-lineage_completeness_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,lineage_completeness_condition,Active,Low,Derived from lineage_completeness = 1.0,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: lineage_completeness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-uncertainty_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,uncertainty_condition,Inactive,Low,Derived from uncertainty_available = False,None,Operations Manager,Step 2D-2 decision package field: uncertainty_available
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-monitoring_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,monitoring_condition,Inactive,Low,Derived from package_readiness = Ready with Conditions,None,Operations Manager,Step 2D-2 decision package field: package_readiness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-non_quantitative_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,non_quantitative_condition,Inactive,Low,Derived from package_readiness = Ready with Conditions,None,Operations Manager,Step 2D-2 decision package field: package_readiness
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-CF-blocking_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,blocking_condition,Active,High,Derived from governance_burden_status = Moderate,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: governance_burden_status
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507-CF-provisional_threshold_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,provisional_threshold_condition,Inactive,Moderate,Derived from provisional_threshold_flag = False,None,Operations Manager,Step 2D-2 decision package field: provisional_threshold_flag
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507-CF-contradiction_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,contradiction_condition,Inactive,High,Derived from contradiction_warning = False,None,Operations Manager,Step 2D-2 decision package field: contradiction_warning
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507-CF-assumption_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,assumption_validation_condition,Inactive,High,Derived from assumption_validation_required = False,None,Operations Manager,Step 2D-2 decision package field: assumption_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507-CF-baseline_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,baseline_validation_condition,Inactive,Moderate,Derived from baseline_validation_required = False,None,Operations Manager,Step 2D-2 decision package field: baseline_validation_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507-CF-financial_input_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,financial_input_condition,Inactive,Moderate,Derived from missing_financial_input_flag = False,None,Operations Manager,Step 2D-2 decision package field: missing_financial_input_flag
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507-CF-stakeholder_validation_condition,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,stakeholder_validation_condition,Active,Moderate,Derived from stakeholder_validation_required = True,Review and resolve before proceeding,Operations Manager,Step 2D-2 decision package field: stakeholder_validation_required
