issue_id,decision_package_id,issue_type,issue_description,severity,resolution_status,governance_note
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
CISS-DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,Validation Condition,Package validated with conditions: scenario:ready_review_scenario_present,Medium,Open,Condition remains visible in Streamlit handover
