management_review_id,decision_package_id,reviewer_role,reviewer_id,reviewer_name,review_timestamp,review_status,review_outcome,selected_action_id,selected_scenario_id,management_comment,conditions_imposed,evidence_reviewed_flag,financial_reviewed_flag,governance_reviewed_flag,approval_reference,audit_event_id,governance_note
MRV-3AEF44B5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-056CCEA5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9912F14C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-BECC0918,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-D8662900,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8EAADE36,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-DBA3966D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-BB2A0646,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-AAE82E08,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-73330C0A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-E84B6418,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-ECA2FAEE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-041B79BA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-CF8A6417,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-CACC073A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9738154C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-12A5200A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-825C585C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F154E6B0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F4FD0389,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-CAF178BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-E2322F9E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8E4B4297,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-515DE56A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C8E5406F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-83087C35,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-ED067558,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8E5AD688,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-CBE2073B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-6400A1AB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-35274DC5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-5FCBF997,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-1659A654,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F9826342,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-DA1B23CF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-A29DF126,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-FF436A71,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-44183DD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-05FEDF06,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C828050C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-0521A5FE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C8CA54B2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-39039E94,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-D44ADF8B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F923B697,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-24AAC524,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-12AF3806,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-4A79E69F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9C359D58,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-51C11372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-E70E37A4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C26DC7C7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-FADA40EA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9E540519,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8A00DEE3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-257B1082,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-01DBF289,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F2793AA8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-EF15E4D3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-CC79A88B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-73DE4719,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-5EE5C4CA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3EEADA07,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3AF7FB8C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3FD6E920,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-5DA5ACBD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-0E810D3E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-005B8C01,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8206D6AD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-07EB680A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-1821FF30,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-CD4EE7F4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-EA65378A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-4521B8BA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-36BF8F81,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-AD1A4F69,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-D2F4C806,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-0AECD40A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-B045D4F5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-EBEA5F01,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-34D13DD6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-E128B506,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9828624C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-87C1720B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-72150161,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-4D190C19,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C2FE9140,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-D2A2B9DC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-72AC55A9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-33E17C6B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-39A435F2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F7EDC8A5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-DD7195B6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C752CC8A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-12F345AE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-7D57A8B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-E0871C51,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-29D1AC99,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8E6EF57B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-CD2E5DB1,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-0119018D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3E89A27A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-27CE6E84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-78611A06,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-6436E90A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-9EEC7A94,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-466A66E2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-0EBACB9C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-0A456A61,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-46A89676,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8552BFD2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-6265BDDE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-DEC4A120,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-227B8A33,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-CA4BC3FB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-46B53B1D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-7DDFD09E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C67894F7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-5F0A9DAC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3E793658,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-B738BB3F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-D9DB7BE8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-E19D429C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-5D4D6E0C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-882CEC3F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-00405604,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-087A0918,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-5F8AFF8E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-E6204108,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-782B8979,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-D0D38244,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-261C2E5A,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-127D339C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-0713CD3D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-BA971829,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-E4C1B143,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-B6D0F3C9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-C81280E0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-F9983EA6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8FCFA9AB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-D8E9C9B4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-19F24641,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-4F2140E3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-4C562ABE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-8FE88583,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-3A9F5054,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-058D1CAC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
MRV-0E28F781,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Hospital COO / General Manager,,,,Pending Management Review,,,,,,False,False,False,,,Management review contract for future use
