priority_view_id,decision_package_id,approval_package_id,hospital,department,dominant_kpi,risk_tier,urgency,package_status,decision_readiness,scenario_readiness,financial_readiness,contradiction_warning,provisional_warning,top_management_question,permitted_next_action,monitoring_required
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206-PV,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,Unknown,Diagnostics,Patient Satisfaction Score,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Unknown,Emergency Department,Staffing Level,,,Requires Assumption Validation,Unknown,0.0,,,False; False; False; False; False; False,Are the recommendation assumptions acceptable?,Validate Assumptions,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Unknown,Emergency Department,Staffing Level,,,Requires Assumption Validation,Unknown,0.0,,,False; False; False; False; False; False,Are the recommendation assumptions acceptable?,Validate Assumptions,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Unknown,Emergency Department,Staffing Level,,,Requires Assumption Validation,Unknown,0.0,,,False; False; False; False; False; False,Are the recommendation assumptions acceptable?,Validate Assumptions,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Unknown,Emergency Department,Staffing Level,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Unknown,Emergency Department,Staff Absenteeism Rate,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,Unknown,Emergency Department,Average Patient Waiting Time,,,Non-Quantitative,Unknown,0.0,,,False,Is stakeholder review required?,Request Stakeholder Review,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,Unknown,Emergency Department,Average Patient Waiting Time,,,Non-Quantitative,Unknown,0.0,,,False,Is stakeholder review required?,Request Stakeholder Review,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,Unknown,Emergency Department,Average Patient Waiting Time,,,Non-Quantitative,Unknown,0.0,,,False,Is stakeholder review required?,Request Stakeholder Review,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,Unknown,Emergency Department,Average Patient Waiting Time,,,Non-Quantitative,Unknown,0.0,,,False,Is stakeholder review required?,Request Stakeholder Review,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,Unknown,Emergency Department,Average Patient Waiting Time,,,Non-Quantitative,Unknown,0.0,,,False,Is stakeholder review required?,Request Stakeholder Review,False
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Unknown,Emergency Department,Average Patient Waiting Time,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Unknown,Emergency Department,Average Patient Waiting Time,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Unknown,Emergency Department,Average Patient Waiting Time,,,Ready with Conditions,Unknown,1.0,Ready for Financial Comparison,,False; False; False; False; False; False,Are the trade-offs acceptable?,Proceed to Limited-Trial Consideration,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,Unknown,Emergency Department,Patient Complaint Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,Unknown,Emergency Department,Patient Complaint Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,Unknown,Emergency Department,Patient Complaint Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,Unknown,Emergency Department,Patient Complaint Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719-PV,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,Unknown,Emergency Department,Patient Complaint Rate,,,Monitoring Only,Unknown,0.0,,,False; False,Should the case remain under monitoring?,Continue Monitoring,True
