confirmation_id,decision_package_id,approval_package_id,confirmation_type,confirmation_description,responsible_role,required_before_action,current_status,evidence_required,governance_warning
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428-CF-004,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,Stakeholder Alignment,Relevant stakeholders have been consulted.,Executive Sponsor,False,Pending,Stakeholder consultation record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319-CF-001,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Risk Acknowledgement,Operational risk has been reviewed and acknowledged.,Operations Manager,True,Pending,Risk review log,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319-CF-002,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Assumption Acceptance,Key assumptions underlying recommendations have been accepted.,Clinical Lead,True,Pending,Assumption sign-off record,Do not mark as completed without evidence.
DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319-CF-005,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Governance Review,Governance warnings and limitations have been reviewed.,Governance Officer,True,Pending,Governance review log,Do not mark as completed without evidence.
