management_selection_id,decision_action_routing_id,decision_package_id,eligible_action_id,selected_flag,selected_by,selected_timestamp,management_comment,approval_reference,decision_status,audit_status,governance_note
SEL-2E2BB4F9,DAR-DDD52643,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F0A7150A,DAR-568427E5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-62722D10,DAR-030C7287,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1B5D9596,DAR-75C333A4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D6D0781E,DAR-F88EFD84,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F528D2C3,DAR-162D4463,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-DB19C2C0,DAR-0EB1D6E9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9FE0A150,DAR-28449140,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E8B2441C,DAR-2449106E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-776889D7,DAR-067AD019,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3B9A0C98,DAR-9A7C353E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9F47907F,DAR-91B6EBBA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-409C334D,DAR-92BF60FE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F7BC915C,DAR-92A1DF16,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F3A7C012,DAR-36F71515,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-76BD7E82,DAR-262E2F28,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-78FE0DA0,DAR-6F15DE85,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-21D8E551,DAR-BA5941DA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-06B3CA98,DAR-71A17654,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4219A14F,DAR-BD126845,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CC2A0A3A,DAR-1BABE2C9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-70D8869D,DAR-8C498731,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-DECEDEDB,DAR-40E0245C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-19988121,DAR-9A8C252D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-BCE78417,DAR-092C1912,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-704A1706,DAR-49825A9F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-314A97A3,DAR-0330B3F6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-783474B9,DAR-BF5B759A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-77F96565,DAR-9D6EE3D4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B13A5500,DAR-3F9E90FC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6FB8A813,DAR-EDB766BC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CFDF82FD,DAR-D4120B77,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4D380104,DAR-1D80DDAB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-8DF0A45C,DAR-CBC6E85A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C1D2E730,DAR-FD378110,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7D8AA18B,DAR-CB65B5D7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A2DEE4DE,DAR-439789D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E30E889A,DAR-2EBE8DDB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5E5F31DA,DAR-303A3AA6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-171E8410,DAR-6FD4EC73,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-29CC5891,DAR-C32C913C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-56CBC38F,DAR-6CB3BECC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6A26CF82,DAR-938033B8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-DDE53945,DAR-8E501154,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-8B04CD59,DAR-5073CA0D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6A42ACFC,DAR-EC066580,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-96F89BB6,DAR-DAFE6C17,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-93620A31,DAR-9E5250FD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-0DB92EB1,DAR-03517CCE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CE6E0877,DAR-DBA71FEC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7810064F,DAR-C932E734,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-BE1F08D5,DAR-C1D36465,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E1455107,DAR-45463007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-36F17A8E,DAR-90180611,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9087CAB1,DAR-B161261C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-954E1944,DAR-A6895EA4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A9017D6F,DAR-82E87259,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-10B80FEC,DAR-AF1648D9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CA588FC6,DAR-58B3B886,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-503A7774,DAR-2C91AB89,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B69C91F2,DAR-F2C05458,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4AC80B13,DAR-452227E1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-49221C4B,DAR-49AC462B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6743EB4C,DAR-24B44514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-76F3DD1F,DAR-0CD46927,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-BF1E8869,DAR-01347A85,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9D78731A,DAR-832A6985,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E90E20A0,DAR-61AD89AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3D2CFFEF,DAR-CD63524D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-89B67A22,DAR-14887707,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-33F06ACF,DAR-47B56421,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B09EFE28,DAR-339F0BBB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-37554061,DAR-E1C625E5,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-62B118FA,DAR-65BDDDF7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-756E75AB,DAR-C211BF75,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-869C3169,DAR-EFCD8144,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4B3A5397,DAR-B4576CA9,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D3280177,DAR-16F53E03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C30744D8,DAR-5F5E8A92,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6839AB4C,DAR-4E8EAFD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-FB211F0A,DAR-0B4B5A9A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D5CA5CBA,DAR-43B6DB98,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-803A1663,DAR-66CE9BE2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-47BEB0AC,DAR-229F792C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-176EB780,DAR-253443A3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-864B4934,DAR-E81A008F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5DE4A7B0,DAR-38B19406,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-983E3E08,DAR-72D49F6A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-DC06FAB5,DAR-2216A943,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-BCC78237,DAR-70D964BE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F272C030,DAR-874C02AB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-ADFF1A81,DAR-ECB93E7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-2B3B3F67,DAR-9E1146B7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-0DFE58A3,DAR-C37629BD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7A8C4B67,DAR-058EDE83,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A9485B82,DAR-16529290,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7F44352A,DAR-81BFB53F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-11AA0422,DAR-0D14F1CE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F1B73492,DAR-9A82C15C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B83693CB,DAR-B15AE9BF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-0BF98CAA,DAR-23903C67,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-0103F4E4,DAR-A4CCDD3C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3D2EF070,DAR-06E98000,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1E15D8DF,DAR-3B804E65,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-AD20C7C8,DAR-1515F471,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1294FDD8,DAR-DB98CDBA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-AE02E564,DAR-E2774DBE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-0AD2D1A3,DAR-A5116054,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-04707A86,DAR-BF35B5D8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6907F89D,DAR-59AC99F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D3D4159A,DAR-D4561A14,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-30199C72,DAR-464F7DE3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-25500295,DAR-C93AEC4F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5E53B1C2,DAR-A5CDD6AF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E0352AC1,DAR-55B09005,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-745BFF2C,DAR-FEC108F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1945530C,DAR-FF5F6430,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D885150C,DAR-83301395,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-26271A24,DAR-8F58D4A6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-95C75B38,DAR-CD88FFF7,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E30D3114,DAR-45B20F4B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-23E352F0,DAR-1F3A5A77,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B958F9A2,DAR-49CFA213,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-041193BA,DAR-B79D3655,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-54FC5FE0,DAR-EB6DB77C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5743C51D,DAR-442626F9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-86B5550F,DAR-25A87F40,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D564A95D,DAR-0C80B3B9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5B72B072,DAR-C6A64134,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-254B8372,DAR-A868B0DA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-20589C3D,DAR-F11DE477,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C9AEF8B1,DAR-D9E9EB84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-010D224A,DAR-54818B2B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-AFC46253,DAR-634B8635,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9573FF34,DAR-F0343E73,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6E1298F3,DAR-D4B73CC3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CBE18A29,DAR-2CF0B258,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6AFEAFD0,DAR-8578D8D0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-06E0E98F,DAR-A8841B38,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CA188F2F,DAR-4B192EFE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6666B8F4,DAR-3AF15BF3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C866D1B6,DAR-C2B5BAD4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
