queue_assignment_id,decision_readiness_id,decision_scorecard_id,decision_package_id,final_readiness_status,primary_queue,secondary_queue,queue_entry_date,queue_priority,queue_status,governance_note
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080155,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080182,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080209,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080236,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080264,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080292,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080319,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080347,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080375,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080404,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080432,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080459,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080486,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080514,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080541,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080569,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080596,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080624,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080650,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080677,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080705,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,DR-DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,DSC-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.080732,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.080759,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Requires Lineage Completion,Lineage Completion Queue,,2026-07-29T13:40:33.080786,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.080813,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.080841,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.080867,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.080894,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Requires Evidence Completion,Evidence Completion Queue,,2026-07-29T13:40:33.080921,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.080948,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.080975,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Requires Evidence Completion,Evidence Completion Queue,,2026-07-29T13:40:33.081002,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.081036,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.081077,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.081108,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.081139,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.081168,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.081197,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Requires Baseline Validation,Baseline Validation Queue,,2026-07-29T13:40:33.081226,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Requires Evidence Completion,Evidence Completion Queue,,2026-07-29T13:40:33.081254,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.081282,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.081310,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.081338,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Requires Evidence Completion,Evidence Completion Queue,,2026-07-29T13:40:33.081366,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Requires Baseline Validation,Baseline Validation Queue,,2026-07-29T13:40:33.081394,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.081422,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.081450,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Requires Baseline Validation,Baseline Validation Queue,,2026-07-29T13:40:33.081479,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.081507,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Requires Budget Data,Budget Information Queue,,2026-07-29T13:40:33.081535,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Requires Financial Input,Financial Input Queue,,2026-07-29T13:40:33.081563,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Requires Lineage Completion,Lineage Completion Queue,,2026-07-29T13:40:33.081592,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.081621,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Requires Baseline Validation,Baseline Validation Queue,,2026-07-29T13:40:33.081649,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.081677,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.081705,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.081734,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.081762,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.081791,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.081818,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.081846,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.081875,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.081903,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.081930,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,DR-DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,DSC-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,Non-Quantitative,Non-Quantitative Review Queue,,2026-07-29T13:40:33.081958,Standard,Active,Exactly one primary queue assigned
