gate_id,gate_name,gate_required,gate_status,gate_result,blocking_flag,failure_reason,source_reference,required_resolution,decision_readiness_id,decision_scorecard_id,decision_package_id
GATE-009,Evidence Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019
GATE-010,Lineage Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019
GATE-011,Governance Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019
GATE-012,Management Confirmation Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019
GATE-001,Operational Evidence Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102
GATE-002,Recommendation Gate,True,Pass with Conditions,Recommendation available with conditions,False,,Step 2D-3 dimension data,Confirm recommendation validity,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102
GATE-003,Baseline Gate,True,Pass with Conditions,Baseline status conditional,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102
GATE-004,Scenario Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102
GATE-005,Comparator Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102
GATE-006,Financial Cost Gate,True,Fail,Mandatory financial input missing,True,Missing financial input,Step 2D-3 dimension data,Provide mandatory financial input,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102
GATE-007,Financial Benefit Gate,False,Pass with Conditions,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102
GATE-008,Budget Gate,False,Pass with Conditions,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102
GATE-009,Evidence Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102
GATE-010,Lineage Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102
GATE-011,Governance Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102
GATE-012,Management Confirmation Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102
GATE-001,Operational Evidence Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114
GATE-002,Recommendation Gate,True,Pass with Conditions,Recommendation available with conditions,False,,Step 2D-3 dimension data,Confirm recommendation validity,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114
GATE-003,Baseline Gate,True,Pass with Conditions,Baseline status conditional,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114
GATE-004,Scenario Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114
GATE-005,Comparator Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114
GATE-006,Financial Cost Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114
GATE-007,Financial Benefit Gate,False,Pass with Conditions,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114
GATE-008,Budget Gate,False,Pass with Conditions,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114
GATE-009,Evidence Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114
GATE-010,Lineage Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114
GATE-011,Governance Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114
GATE-012,Management Confirmation Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114
GATE-001,Operational Evidence Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121
GATE-002,Recommendation Gate,True,Pass with Conditions,Recommendation available with conditions,False,,Step 2D-3 dimension data,Confirm recommendation validity,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121
GATE-003,Baseline Gate,True,Pass with Conditions,Baseline status conditional,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121
GATE-004,Scenario Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121
GATE-005,Comparator Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121
GATE-006,Financial Cost Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121
GATE-007,Financial Benefit Gate,False,Pass with Conditions,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121
GATE-008,Budget Gate,False,Pass with Conditions,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121
GATE-009,Evidence Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121
GATE-010,Lineage Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121
GATE-011,Governance Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121
GATE-012,Management Confirmation Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121
GATE-001,Operational Evidence Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214
GATE-002,Recommendation Gate,True,Pass with Conditions,Recommendation available with conditions,False,,Step 2D-3 dimension data,Confirm recommendation validity,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214
GATE-003,Baseline Gate,True,Pass with Conditions,Baseline status conditional,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214
GATE-004,Scenario Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214
GATE-005,Comparator Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214
GATE-006,Financial Cost Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214
GATE-007,Financial Benefit Gate,False,Pass with Conditions,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214
GATE-008,Budget Gate,False,Pass with Conditions,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214
GATE-009,Evidence Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214
GATE-010,Lineage Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214
GATE-011,Governance Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214
GATE-012,Management Confirmation Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214
GATE-001,Operational Evidence Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225
GATE-002,Recommendation Gate,True,Pass with Conditions,Recommendation available with conditions,False,,Step 2D-3 dimension data,Confirm recommendation validity,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225
GATE-003,Baseline Gate,True,Pass with Conditions,Baseline status conditional,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225
GATE-004,Scenario Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225
GATE-005,Comparator Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225
GATE-006,Financial Cost Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225
GATE-007,Financial Benefit Gate,False,Pass with Conditions,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225
GATE-008,Budget Gate,False,Pass with Conditions,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225
GATE-009,Evidence Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225
GATE-010,Lineage Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225
GATE-011,Governance Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225
GATE-012,Management Confirmation Gate,True,Pass,Satisfied,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225
GATE-001,Operational Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130
GATE-002,Recommendation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130
GATE-003,Baseline Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130
GATE-004,Scenario Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130
GATE-005,Comparator Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130
GATE-006,Financial Cost Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130
GATE-007,Financial Benefit Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130
GATE-008,Budget Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130
GATE-009,Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130
GATE-010,Lineage Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130
GATE-011,Governance Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130
GATE-012,Management Confirmation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130
GATE-001,Operational Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214
GATE-002,Recommendation Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214
GATE-003,Baseline Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214
GATE-004,Scenario Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214
GATE-005,Comparator Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214
GATE-006,Financial Cost Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214
GATE-007,Financial Benefit Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214
GATE-008,Budget Gate,False,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214
GATE-009,Evidence Gate,True,Not Applicable,Monitoring route - active decision not required,False,,Step 2D-3 dimension data,,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214
