integrated_management_brief_id,decision_package_id,primary_permitted_action,secondary_permitted_actions,blocked_action_summary,primary_queue,secondary_queues,responsible_role,escalation_required,escalation_status,escalation_reason
IMB-0C5E59E8,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-7584F4A3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-03B0539E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-4B5EC376,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-FFA75233,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-102138E2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-252CEAEA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E1ABD162,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-06C1F371,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-6936A8F2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-BD1A5B24,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-122AE627,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-55345F31,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-388383C6,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C8B3D708,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-331BB463,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-5DEF4700,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-0EACA9A3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B3860E94,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-683A7401,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-737E3D66,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-322852D8,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-EC1791C3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-5343FE59,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D0035F78,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-94467A66,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-5A4DE0AF,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-A528E0F6,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-DC932E39,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-135A0B0B,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-7840E148,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E020A4F3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-7880B462,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-51604F49,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-FE04A5CA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-99E28637,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-5ABAC611,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-52C962BA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-87BB1A9A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-F21367D0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Request Lineage Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-93E28A3B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-CBC2E359,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-5724DC90,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-2D400A12,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-062D55CC,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3D094DFE,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-0884C637,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D4D15739,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-8C15F08F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-77E18DD3,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C78EF025,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C99E0A26,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C64D83FA,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-F6C736A7,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-8C653F7D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-492E385E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-48FB8DCF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-833250CD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-394E2514,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-9E7A3849,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-524F8372,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3B12D895,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-6A05B58B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D89DB47B,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B778AC03,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-922A4E50,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Provide Budget Information,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-21A3EFE6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Validate Financial Inputs,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-43213456,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Request Lineage Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-4FF86CE0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-006DB262,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B549CE27,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-156E2C74,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-21AACEF1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-F2E74DF4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-4085771E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C2E556F1,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-72F9988E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B8D4CC46,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-4C56E237,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-27A400BB,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-8A948793,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,Route to Non-Quantitative Review,,,General Queue,,Operations Manager,False,Standard Review,
IMB-0AA72C33,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,Route to Non-Quantitative Review,,,General Queue,,Operations Manager,False,Standard Review,
IMB-B9191393,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,Route to Non-Quantitative Review,,,General Queue,,Operations Manager,False,Standard Review,
IMB-8B9D7152,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,Route to Non-Quantitative Review,,,General Queue,,Operations Manager,False,Standard Review,
IMB-D77CD007,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,Route to Non-Quantitative Review,,,General Queue,,Operations Manager,False,Standard Review,
IMB-3D431876,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Request Additional Scenario,,,General Queue,,Operations Manager,False,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-9B0F67A0,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E9D2C951,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Review Integrated Decision Package,,,General Queue,,Operations Manager,False,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-05DD713F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-851E06E6,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-A1D3C221,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-6380C7FF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D57D2899,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-47FDB072,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-934083AF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-7BE1D98F,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-62A15DA2,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-EA795E57,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-5732FCD4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-049A549E,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B2C01513,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-FB443D62,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B88045DF,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-391A1E0C,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-0A3D30AD,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-DC2EA785,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-1A93F606,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C7C5A607,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-93A20730,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E7E997C8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-682B72A4,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-624C0843,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-CAE02443,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-5C84850A,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-223DFD1D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-FE7FE422,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-111BA3D8,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B9B1A75B,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-2A38C152,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C0A54E84,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C77876F2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-064EC872,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-2B756740,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-915EFB45,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E3CC3205,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E6B3E140,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-13E70BCB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
