decision_action_routing_id,decision_package_id,secondary_permitted_action,assigned_flag,selected_flag,governance_note
DAR-6E4ECFB0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-207414C6,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-207414C6,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-207414C6,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-207414C6,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-207414C6,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-207414C6,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-B668EB93,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,Provide Budget Information,False,False,Secondary action for Requires Financial Input
DAR-B668EB93,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,Request Stakeholder Review,False,False,Secondary action for Requires Financial Input
DAR-B668EB93,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,Continue Monitoring,False,False,Secondary action for Requires Financial Input
DAR-735B99A2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-735B99A2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-735B99A2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-735B99A2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-735B99A2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-735B99A2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-A27D8B24,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-A27D8B24,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-A27D8B24,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-A27D8B24,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-A27D8B24,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-A27D8B24,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-C05DF516,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-C05DF516,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-C05DF516,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-C05DF516,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-C05DF516,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-C05DF516,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-D7A73F42,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-D7A73F42,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-D7A73F42,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-7FBB55CE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,Request Stakeholder Review,False,False,Secondary action for Requires Benefit Validation
DAR-7FBB55CE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,Defer Decision,False,False,Secondary action for Requires Benefit Validation
DAR-EE146E46,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,Validate Assumptions,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-EE146E46,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,Validate Baseline,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-EE146E46,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,Continue Monitoring,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-CB297F72,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-CB297F72,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-CB297F72,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-CB297F72,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-CB297F72,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-CB297F72,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-585479DB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-585479DB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-585479DB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-585479DB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-585479DB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-585479DB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-4F92C8DE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,Defer Decision,False,False,Secondary action for Not Suitable for Decision Use
DAR-4F92C8DE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,Request Evidence Completion,False,False,Secondary action for Not Suitable for Decision Use
DAR-4F92C8DE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,Request Lineage Completion,False,False,Secondary action for Not Suitable for Decision Use
DAR-501FE4B7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,Request Stakeholder Review,False,False,Secondary action for Non-Quantitative
DAR-501FE4B7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,Request Evidence Completion,False,False,Secondary action for Non-Quantitative
DAR-501FE4B7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,Continue Monitoring,False,False,Secondary action for Non-Quantitative
DAR-501FE4B7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,Defer Decision,False,False,Secondary action for Non-Quantitative
DAR-BFD757FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-BFD757FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-BFD757FA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-ACE8C1A1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-ACE8C1A1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-ACE8C1A1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-ACE8C1A1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-ACE8C1A1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-ACE8C1A1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-CC1CE605,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-CC1CE605,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-CC1CE605,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-CC1CE605,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-CC1CE605,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-CC1CE605,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-DE25D0B9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-DE25D0B9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-0BCF969E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-0BCF969E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-431CEE4A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-431CEE4A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-E28A4AD1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-E28A4AD1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-7FEF4848,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-7FEF4848,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-A8046561,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-A8046561,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-4F657D8C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-4F657D8C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-A28849F1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-A28849F1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-32CA4EF9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-32CA4EF9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-4F1EEB63,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-4F1EEB63,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-F440C1BB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-F440C1BB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-F4DDBC83,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-F4DDBC83,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-0D1B0882,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-0D1B0882,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-172F03A0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-172F03A0,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-5E15B5D2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-5E15B5D2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-6D67FDDB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-6D67FDDB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-3379CCB4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-3379CCB4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-89AFC945,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-89AFC945,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-F7CB6300,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-F7CB6300,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-41FB30F8,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-41FB30F8,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-0DAA31F9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-0DAA31F9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-FF13F1EB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-FF13F1EB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-077ECD22,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-077ECD22,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-1AB43FDD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-1AB43FDD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-A0994D45,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-A0994D45,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-4449D247,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-4449D247,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-AC9C2B20,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-AC9C2B20,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-7EA3EFC1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-7EA3EFC1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-DDD52643,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-DDD52643,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-568427E5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-568427E5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-030C7287,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-030C7287,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-75C333A4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-75C333A4,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260218,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-F88EFD84,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-F88EFD84,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260224,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-162D4463,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-162D4463,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260319,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-0EB1D6E9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-0EB1D6E9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260331,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-28449140,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-28449140,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260416,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-2449106E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-2449106E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260425,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-067AD019,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-067AD019,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260504,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-9A7C353E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-9A7C353E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260523,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-91B6EBBA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-91B6EBBA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260611,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-92BF60FE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-92BF60FE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260702,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-92A1DF16,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-92A1DF16,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260728,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-36F71515,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-36F71515,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260813,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-262E2F28,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-262E2F28,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-6F15DE85,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-6F15DE85,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-BA5941DA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-BA5941DA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-71A17654,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-71A17654,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-BD126845,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-BD126845,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-1BABE2C9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-1BABE2C9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-8C498731,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-8C498731,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-40E0245C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-40E0245C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-9A8C252D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-9A8C252D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-9A8C252D,DPKG-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
