patient_experience_daily_id,hospital_id,department_id,reporting_date,reporting_month,reporting_year,complaint_record_count,complaint_valid_record_count,complaint_excluded_record_count,complaint_high_severity_count,complaint_medium_severity_count,complaint_low_severity_count,complaint_open_source_count,complaint_resolved_source_count,complaint_channel_distinct_count,complaint_category_distinct_count,complaint_count_available_flag,survey_record_count,survey_response_count_total,survey_valid_score_record_count,survey_invalid_score_record_count,survey_score_sum,survey_score_weighted_sum,survey_score_min,survey_score_max,survey_score_source_scale_count,survey_score_available_flag,survey_response_count_available_flag,complaint_source_present_flag,survey_source_present_flag,patient_experience_data_complete_flag,unresolved_rule_flag,processing_run_id,processed_datetime,transformation_version
PEX-HOSP-001-DEPT-MED-20260912,HOSP-001,DEPT-MED,2026-09-12,9,2026,1,1,1,0,0,1,1,0,1,1,True,3.0,3.0,3.0,0.0,11.0,11.0,2.6940913906903967,4.6738483608472565,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ADM-20260912,HOSP-001,DEPT-ADM,2026-09-12,9,2026,1,1,1,0,1,0,1,0,1,1,True,1.0,1.0,1.0,0.0,3.0,3.0,3.2922130947774635,3.2922130947774635,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-OPC-20260912,HOSP-001,DEPT-OPC,2026-09-12,9,2026,1,1,1,0,0,1,1,0,1,1,True,1.0,1.0,1.0,0.0,3.0,3.0,3.9454099294081257,3.9454099294081257,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-DIAG-20260912,HOSP-001,DEPT-DIAG,2026-09-12,9,2026,1,1,1,0,0,1,1,0,1,1,True,2.0,2.0,0.0,0.0,0.0,0.0,,,2.0,False,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ADM-20260913,HOSP-001,DEPT-ADM,2026-09-13,9,2026,2,2,2,0,0,1,2,0,2,2,True,1.0,1.0,1.0,0.0,3.0,3.0,3.9826757033508433,3.9826757033508433,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ED-20260913,HOSP-001,DEPT-ED,2026-09-13,9,2026,2,2,2,0,1,1,1,1,2,2,True,3.0,3.0,3.0,0.0,12.0,12.0,3.693811016341981,4.360500564727998,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-DIAG-20260913,HOSP-001,DEPT-DIAG,2026-09-13,9,2026,1,1,1,0,1,0,0,1,1,1,True,3.0,3.0,3.0,0.0,9.0,9.0,1.926915029755212,3.705385148566904,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ED-20260914,HOSP-001,DEPT-ED,2026-09-14,9,2026,1,1,1,0,0,1,0,1,1,1,True,1.0,1.0,1.0,0.0,2.0,2.0,2.63956739935738,2.63956739935738,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-OPC-20260914,HOSP-001,DEPT-OPC,2026-09-14,9,2026,1,1,1,0,0,1,0,1,1,1,True,3.0,3.0,2.0,0.0,8.0,8.0,4.236746722362044,4.618161678260714,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ED-20260915,HOSP-001,DEPT-ED,2026-09-15,9,2026,1,1,1,1,0,0,0,1,1,1,True,2.0,2.0,2.0,0.0,8.0,8.0,4.082647433967643,4.188571501846731,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-SURG-20260915,HOSP-001,DEPT-SURG,2026-09-15,9,2026,1,1,1,1,0,0,1,0,1,1,True,3.0,3.0,3.0,0.0,11.0,11.0,3.165412769716187,4.580570628825148,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-MED-20260915,HOSP-001,DEPT-MED,2026-09-15,9,2026,3,3,3,0,3,0,3,0,2,3,True,2.0,2.0,2.0,0.0,6.0,6.0,3.0976338866507747,3.514853508686898,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ICU-20260916,HOSP-001,DEPT-ICU,2026-09-16,9,2026,2,2,2,0,1,1,1,1,2,2,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-MED-20260916,HOSP-001,DEPT-MED,2026-09-16,9,2026,1,1,1,0,1,0,1,0,1,1,True,2.0,2.0,2.0,0.0,7.0,7.0,3.2416143428914053,4.021633672840865,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20260917,HOSP-001,DEPT-PEX,2026-09-17,9,2026,2,2,2,0,1,1,2,0,1,1,True,1.0,1.0,1.0,0.0,4.0,4.0,4.118822295191152,4.118822295191152,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ED-20260917,HOSP-001,DEPT-ED,2026-09-17,9,2026,2,2,2,0,1,1,1,1,2,2,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ICU-20260917,HOSP-001,DEPT-ICU,2026-09-17,9,2026,1,1,1,0,0,1,1,0,1,1,True,1.0,1.0,1.0,0.0,3.0,3.0,3.34087420118704,3.34087420118704,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-SURG-20260918,HOSP-001,DEPT-SURG,2026-09-18,9,2026,1,1,1,0,1,0,0,1,1,1,True,2.0,2.0,2.0,0.0,8.0,8.0,3.366969496801435,5.0,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20260918,HOSP-001,DEPT-PEX,2026-09-18,9,2026,1,1,1,1,0,0,1,0,1,1,True,1.0,1.0,1.0,0.0,3.0,3.0,3.616464178540294,3.616464178540294,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20260919,HOSP-001,DEPT-PEX,2026-09-19,9,2026,1,1,1,0,1,0,1,0,1,1,True,1.0,1.0,1.0,0.0,4.0,4.0,4.259770864738798,4.259770864738798,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-MED-20260919,HOSP-001,DEPT-MED,2026-09-19,9,2026,1,1,1,0,0,1,1,0,1,1,True,1.0,1.0,1.0,0.0,3.0,3.0,3.856116133215147,3.856116133215147,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ICU-20260920,HOSP-001,DEPT-ICU,2026-09-20,9,2026,2,2,2,0,2,0,2,0,2,2,True,3.0,3.0,3.0,0.0,10.0,10.0,2.78593093232926,3.642528613601074,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-SURG-20260920,HOSP-001,DEPT-SURG,2026-09-20,9,2026,1,1,1,0,0,1,1,0,1,1,True,1.0,1.0,1.0,0.0,3.0,3.0,3.2455707472896664,3.2455707472896664,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20260920,HOSP-001,DEPT-PEX,2026-09-20,9,2026,1,1,1,0,0,1,1,0,1,1,True,3.0,3.0,3.0,0.0,9.0,9.0,3.015452324126891,3.2792821902314726,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ADM-20260920,HOSP-001,DEPT-ADM,2026-09-20,9,2026,1,1,1,0,0,1,0,1,1,1,True,3.0,3.0,3.0,0.0,9.0,9.0,2.070620278531313,4.256750648226019,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-OPC-20260921,HOSP-001,DEPT-OPC,2026-09-21,9,2026,2,2,2,0,0,2,1,1,2,2,True,2.0,2.0,2.0,0.0,9.0,9.0,4.491124644920427,5.0,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-SURG-20260921,HOSP-001,DEPT-SURG,2026-09-21,9,2026,1,1,1,0,0,1,1,0,1,1,True,1.0,1.0,1.0,0.0,3.0,3.0,3.5646233568162864,3.5646233568162864,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ADM-20260921,HOSP-001,DEPT-ADM,2026-09-21,9,2026,1,1,1,0,1,0,0,1,1,1,True,1.0,1.0,1.0,0.0,3.0,3.0,3.892233871751455,3.892233871751455,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-SURG-20260922,HOSP-001,DEPT-SURG,2026-09-22,9,2026,2,2,2,1,1,0,2,0,2,1,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ICU-20260922,HOSP-001,DEPT-ICU,2026-09-22,9,2026,1,1,1,0,0,1,1,0,1,1,True,1.0,1.0,1.0,0.0,4.0,4.0,4.265414182746077,4.265414182746077,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ADM-20260922,HOSP-001,DEPT-ADM,2026-09-22,9,2026,1,1,1,0,0,1,1,0,1,1,True,2.0,2.0,2.0,0.0,7.0,7.0,3.338835312466234,4.434013306265598,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-DIAG-20260922,HOSP-001,DEPT-DIAG,2026-09-22,9,2026,1,1,1,0,0,0,1,0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ADM-20260923,HOSP-001,DEPT-ADM,2026-09-23,9,2026,1,1,1,1,0,0,1,0,1,1,True,1.0,1.0,1.0,0.0,2.0,2.0,2.611627435878502,2.611627435878502,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-DIAG-20260923,HOSP-001,DEPT-DIAG,2026-09-23,9,2026,1,1,1,0,0,1,1,0,1,1,True,4.0,4.0,4.0,0.0,17.0,17.0,3.4368874493553654,5.0,4.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-MED-20260924,HOSP-001,DEPT-MED,2026-09-24,9,2026,1,1,1,0,1,0,0,1,1,1,True,2.0,2.0,2.0,0.0,5.0,5.0,2.2504760655905125,2.8018818421344003,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20260924,HOSP-001,DEPT-PEX,2026-09-24,9,2026,2,2,2,0,1,1,2,0,1,2,True,4.0,4.0,4.0,0.0,14.0,14.0,3.054865734148071,3.912968494060219,4.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ADM-20260925,HOSP-001,DEPT-ADM,2026-09-25,9,2026,1,1,1,0,0,1,0,1,1,1,True,2.0,2.0,1.0,0.0,4.0,4.0,4.588421272261771,4.588421272261771,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20260925,HOSP-001,DEPT-PEX,2026-09-25,9,2026,2,2,2,0,0,2,2,0,2,2,True,2.0,2.0,2.0,0.0,7.0,7.0,3.505361897224976,3.9105672016934574,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20260926,HOSP-001,DEPT-PEX,2026-09-26,9,2026,1,1,1,0,1,0,0,1,1,1,True,3.0,3.0,3.0,0.0,9.0,9.0,1.6663489320433933,4.74130602856366,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ADM-20260926,HOSP-001,DEPT-ADM,2026-09-26,9,2026,1,1,1,0,0,0,1,0,1,1,True,3.0,3.0,3.0,0.0,11.0,11.0,3.2870293674158626,4.323317808869322,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-DIAG-20260926,HOSP-001,DEPT-DIAG,2026-09-26,9,2026,1,1,1,1,0,0,1,0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ED-20260926,HOSP-001,DEPT-ED,2026-09-26,9,2026,1,1,1,1,0,0,0,1,1,1,True,2.0,2.0,2.0,0.0,6.0,6.0,3.02705924815326,3.5612495654574907,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-SURG-20260926,HOSP-001,DEPT-SURG,2026-09-26,9,2026,1,1,1,0,0,0,1,0,1,1,True,2.0,2.0,2.0,0.0,6.0,6.0,2.959912477999955,3.888449962930419,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-DIAG-20260927,HOSP-001,DEPT-DIAG,2026-09-27,9,2026,1,1,1,0,0,1,0,1,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20260927,HOSP-001,DEPT-PEX,2026-09-27,9,2026,2,2,2,1,0,1,2,0,2,2,True,4.0,4.0,4.0,0.0,10.0,10.0,2.2398955616100444,3.0121468813201124,4.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-OPC-20260927,HOSP-001,DEPT-OPC,2026-09-27,9,2026,1,1,1,0,0,1,1,0,1,1,True,2.0,2.0,2.0,0.0,5.0,5.0,2.5320630320927573,3.1712240012104456,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-SURG-20260928,HOSP-001,DEPT-SURG,2026-09-28,9,2026,1,1,1,0,0,1,1,0,1,1,True,2.0,2.0,2.0,0.0,6.0,6.0,3.031050904360614,3.571725966061325,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ICU-20260928,HOSP-001,DEPT-ICU,2026-09-28,9,2026,1,1,1,0,1,0,1,0,1,1,True,3.0,3.0,3.0,0.0,11.0,11.0,3.0881449797735017,4.696007151765272,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ADM-20260929,HOSP-001,DEPT-ADM,2026-09-29,9,2026,2,2,2,2,0,0,2,0,2,2,True,1.0,1.0,1.0,0.0,2.0,2.0,2.2606992484615605,2.2606992484615605,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-OPC-20260929,HOSP-001,DEPT-OPC,2026-09-29,9,2026,1,1,1,1,0,0,0,1,1,1,True,1.0,1.0,1.0,0.0,4.0,4.0,4.335227038478713,4.335227038478713,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-DIAG-20260929,HOSP-001,DEPT-DIAG,2026-09-29,9,2026,1,1,1,0,1,0,1,0,1,1,True,2.0,2.0,2.0,0.0,8.0,8.0,4.20801504624067,4.535781133435569,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20260929,HOSP-001,DEPT-PEX,2026-09-29,9,2026,1,1,1,0,1,0,1,0,1,1,True,4.0,4.0,4.0,0.0,13.0,13.0,1.9404067326121937,4.222895879379614,4.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-MED-20260930,HOSP-001,DEPT-MED,2026-09-30,9,2026,1,1,1,0,1,0,1,0,1,1,True,2.0,2.0,2.0,0.0,8.0,8.0,3.750821437258416,4.587182218048209,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ICU-20260930,HOSP-001,DEPT-ICU,2026-09-30,9,2026,1,1,1,0,1,0,1,0,1,1,True,1.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-OPC-20260930,HOSP-001,DEPT-OPC,2026-09-30,9,2026,1,1,1,0,1,0,1,0,1,1,True,1.0,1.0,1.0,0.0,4.0,4.0,4.067401858634695,4.067401858634695,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20260930,HOSP-001,DEPT-PEX,2026-09-30,9,2026,1,1,1,1,0,0,1,0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ICU-20261001,HOSP-001,DEPT-ICU,2026-10-01,10,2026,3,3,3,1,1,1,2,1,2,3,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-MED-20261001,HOSP-001,DEPT-MED,2026-10-01,10,2026,1,1,1,1,0,0,1,0,1,1,True,1.0,1.0,1.0,0.0,2.0,2.0,2.3967795153908327,2.3967795153908327,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20261002,HOSP-001,DEPT-PEX,2026-10-02,10,2026,1,1,1,0,1,0,1,0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ADM-20261002,HOSP-001,DEPT-ADM,2026-10-02,10,2026,1,1,1,0,0,1,1,0,1,1,True,1.0,1.0,1.0,0.0,3.0,3.0,3.811681132122029,3.811681132122029,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-OPC-20261002,HOSP-001,DEPT-OPC,2026-10-02,10,2026,2,2,2,0,0,2,2,0,2,2,True,4.0,4.0,4.0,0.0,13.0,13.0,2.595073870971107,4.520619220041077,4.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-MED-20261002,HOSP-001,DEPT-MED,2026-10-02,10,2026,1,1,1,0,1,0,1,0,1,1,True,2.0,2.0,2.0,0.0,7.0,7.0,3.247831318396833,4.35827504105077,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ICU-20261002,HOSP-001,DEPT-ICU,2026-10-02,10,2026,1,1,1,0,0,1,0,1,1,1,True,4.0,4.0,4.0,0.0,12.0,12.0,2.7581102338412062,3.61719333746177,4.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-DIAG-20261003,HOSP-001,DEPT-DIAG,2026-10-03,10,2026,1,1,1,0,0,0,1,0,1,1,True,4.0,4.0,4.0,0.0,12.0,12.0,2.4995497657322896,3.687369352827493,4.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ADM-20261003,HOSP-001,DEPT-ADM,2026-10-03,10,2026,2,2,2,0,0,2,2,0,2,1,True,1.0,1.0,1.0,0.0,2.0,2.0,2.974203250615314,2.974203250615314,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-OPC-20261003,HOSP-001,DEPT-OPC,2026-10-03,10,2026,1,1,1,0,1,0,1,0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-DIAG-20261004,HOSP-001,DEPT-DIAG,2026-10-04,10,2026,4,4,4,1,3,0,2,2,3,3,True,1.0,1.0,1.0,0.0,3.0,3.0,3.231753870105824,3.231753870105824,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-OPC-20261004,HOSP-001,DEPT-OPC,2026-10-04,10,2026,1,1,1,0,0,1,1,0,1,1,True,2.0,2.0,2.0,0.0,6.0,6.0,2.734011187159197,3.40026066795986,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20261004,HOSP-001,DEPT-PEX,2026-10-04,10,2026,1,1,1,0,0,0,1,0,1,1,True,2.0,2.0,0.0,0.0,0.0,0.0,,,2.0,False,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-SURG-20261005,HOSP-001,DEPT-SURG,2026-10-05,10,2026,1,1,1,0,1,0,1,0,1,1,True,1.0,1.0,1.0,0.0,2.0,2.0,2.456907763012344,2.456907763012344,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ADM-20261005,HOSP-001,DEPT-ADM,2026-10-05,10,2026,1,1,1,0,1,0,1,0,1,1,True,3.0,3.0,3.0,0.0,10.0,10.0,2.7524533602138974,4.620206889589101,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20261005,HOSP-001,DEPT-PEX,2026-10-05,10,2026,1,1,1,0,1,0,1,0,1,1,True,3.0,3.0,3.0,0.0,11.0,11.0,3.5363411656375283,4.190455605197709,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ICU-20261005,HOSP-001,DEPT-ICU,2026-10-05,10,2026,2,2,2,1,0,1,2,0,2,2,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-SURG-20261006,HOSP-001,DEPT-SURG,2026-10-06,10,2026,1,1,1,1,0,0,1,0,1,1,True,2.0,2.0,2.0,0.0,6.0,6.0,2.242847474888169,4.33214713245158,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ED-20261006,HOSP-001,DEPT-ED,2026-10-06,10,2026,1,1,1,1,0,0,1,0,1,1,True,3.0,3.0,3.0,0.0,9.0,9.0,2.455360761642332,4.201532970441191,3.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-OPC-20261006,HOSP-001,DEPT-OPC,2026-10-06,10,2026,1,1,1,0,0,1,1,0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ICU-20261007,HOSP-001,DEPT-ICU,2026-10-07,10,2026,1,1,1,1,0,0,1,0,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,True,False,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-SURG-20261007,HOSP-001,DEPT-SURG,2026-10-07,10,2026,1,1,1,0,1,0,1,0,1,1,True,1.0,1.0,1.0,0.0,2.0,2.0,2.808529428838365,2.808529428838365,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-OPC-20261007,HOSP-001,DEPT-OPC,2026-10-07,10,2026,1,1,1,0,0,1,1,0,1,1,True,1.0,1.0,1.0,0.0,3.0,3.0,3.174958071023584,3.174958071023584,1.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-ED-20261008,HOSP-001,DEPT-ED,2026-10-08,10,2026,1,1,1,0,0,1,1,0,1,1,True,2.0,2.0,1.0,0.0,2.0,2.0,2.379844757092852,2.379844757092852,2.0,True,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
PEX-HOSP-001-DEPT-PEX-20261008,HOSP-001,DEPT-PEX,2026-10-08,10,2026,2,2,2,0,0,2,1,1,2,2,True,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,False,True,True,True,True,False,PROC-PEX-8337749CCBE7,2026-07-26 22:04:48.872161,2D-4.0
