queue_record_id,hospital_id,department_id,queue_date,reporting_date,reporting_month,queue_stage,arrivals_count,served_count,waiting_patient_count,average_wait_minutes,median_wait_minutes,maximum_wait_minutes,summary_source_flag,encounter_derived_flag,valid_queue_record_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
QUEUE-000000242,HOSP-001,DEPT-DIAG,2026-08-30,2026-08-30,2026-08,Radiology,48,47,1,46.1,46.0,,,,True,QUEUE-000000242,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000243,HOSP-001,DEPT-DIAG,2026-08-31,2026-08-31,2026-08,Pharmacy,54,53,1,43.4,45.0,,,,True,QUEUE-000000243,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000244,HOSP-001,DEPT-DIAG,2026-09-01,2026-09-01,2026-09,Triage,34,33,1,39.5,39.0,,,,True,QUEUE-000000244,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000245,HOSP-001,DEPT-DIAG,2026-09-02,2026-09-02,2026-09,Consultation,48,48,0,40.7,40.0,,,,True,QUEUE-000000245,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000246,HOSP-001,DEPT-DIAG,2026-09-03,2026-09-03,2026-09,Pharmacy,65,63,2,40.8,40.0,,,,True,QUEUE-000000246,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000247,HOSP-001,DEPT-DIAG,2026-09-04,2026-09-04,2026-09,Registration,40,39,1,36.9,40.0,,,,True,QUEUE-000000247,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000248,HOSP-001,DEPT-DIAG,2026-09-05,2026-09-05,2026-09,Pharmacy,53,52,1,39.7,43.0,,,,True,QUEUE-000000248,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000249,HOSP-001,DEPT-DIAG,2026-09-06,2026-09-06,2026-09,Pharmacy,50,48,2,37.5,38.0,,,,True,QUEUE-000000249,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000250,HOSP-001,DEPT-DIAG,2026-09-07,2026-09-07,2026-09,Billing,54,52,2,37.8,36.0,,,,True,QUEUE-000000250,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000251,HOSP-001,DEPT-DIAG,2026-09-08,2026-09-08,2026-09,Triage,68,68,0,42.5,44.0,,,,True,QUEUE-000000251,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000252,HOSP-001,DEPT-DIAG,2026-09-09,2026-09-09,2026-09,Billing,52,52,0,38.0,41.0,,,,True,QUEUE-000000252,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000253,HOSP-001,DEPT-DIAG,2026-09-10,2026-09-10,2026-09,Triage,55,54,1,42.3,44.5,,,,True,QUEUE-000000253,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000254,HOSP-001,DEPT-DIAG,2026-09-11,2026-09-11,2026-09,Consultation,58,57,1,37.6,40.0,,,,True,QUEUE-000000254,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000255,HOSP-001,DEPT-DIAG,2026-09-12,2026-09-12,2026-09,Billing,53,53,0,38.8,42.0,,,,True,QUEUE-000000255,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000256,HOSP-001,DEPT-DIAG,2026-09-13,2026-09-13,2026-09,Triage,54,54,0,43.1,43.0,,,,True,QUEUE-000000256,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000257,HOSP-001,DEPT-DIAG,2026-09-14,2026-09-14,2026-09,Radiology,50,48,2,34.7,33.5,,,,True,QUEUE-000000257,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000258,HOSP-001,DEPT-DIAG,2026-09-15,2026-09-15,2026-09,Pharmacy,47,47,0,38.6,38.0,,,,True,QUEUE-000000258,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000259,HOSP-001,DEPT-DIAG,2026-09-16,2026-09-16,2026-09,Registration,61,60,1,38.7,40.5,,,,True,QUEUE-000000259,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000260,HOSP-001,DEPT-DIAG,2026-09-17,2026-09-17,2026-09,Pharmacy,57,57,0,38.2,36.0,,,,True,QUEUE-000000260,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000261,HOSP-001,DEPT-DIAG,2026-09-18,2026-09-18,2026-09,Consultation,51,51,0,38.4,36.0,,,,True,QUEUE-000000261,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000262,HOSP-001,DEPT-DIAG,2026-09-19,2026-09-19,2026-09,Triage,51,49,2,39.0,43.0,,,,True,QUEUE-000000262,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000263,HOSP-001,DEPT-DIAG,2026-09-20,2026-09-20,2026-09,Radiology,56,56,0,42.5,39.0,,,,True,QUEUE-000000263,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000264,HOSP-001,DEPT-DIAG,2026-09-21,2026-09-21,2026-09,Registration,63,62,1,39.2,39.0,,,,True,QUEUE-000000264,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000265,HOSP-001,DEPT-DIAG,2026-09-22,2026-09-22,2026-09,Registration,47,45,2,36.2,36.0,,,,True,QUEUE-000000265,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000266,HOSP-001,DEPT-DIAG,2026-09-23,2026-09-23,2026-09,Registration,49,47,2,41.2,44.0,,,,True,QUEUE-000000266,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000267,HOSP-001,DEPT-DIAG,2026-09-24,2026-09-24,2026-09,Consultation,52,52,0,42.6,45.5,,,,True,QUEUE-000000267,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000268,HOSP-001,DEPT-DIAG,2026-09-25,2026-09-25,2026-09,Triage,42,42,0,38.7,40.0,,,,True,QUEUE-000000268,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000269,HOSP-001,DEPT-DIAG,2026-09-26,2026-09-26,2026-09,Billing,52,50,2,41.3,44.0,,,,True,QUEUE-000000269,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000270,HOSP-001,DEPT-DIAG,2026-09-27,2026-09-27,2026-09,Triage,52,51,1,38.0,37.0,,,,True,QUEUE-000000270,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000271,HOSP-001,DEPT-DIAG,2026-09-28,2026-09-28,2026-09,Radiology,56,55,1,41.9,39.0,,,,True,QUEUE-000000271,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000272,HOSP-001,DEPT-DIAG,2026-09-29,2026-09-29,2026-09,Billing,60,58,2,43.1,46.5,,,,True,QUEUE-000000272,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000273,HOSP-001,DEPT-DIAG,2026-09-30,2026-09-30,2026-09,Consultation,71,69,2,39.2,39.0,,,,True,QUEUE-000000273,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000274,HOSP-001,DEPT-DIAG,2026-10-01,2026-10-01,2026-10,Triage,54,52,2,45.8,46.0,,,,True,QUEUE-000000274,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000275,HOSP-001,DEPT-DIAG,2026-10-02,2026-10-02,2026-10,Registration,33,33,0,43.5,45.0,,,,True,QUEUE-000000275,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000276,HOSP-001,DEPT-DIAG,2026-10-03,2026-10-03,2026-10,Consultation,42,41,1,35.6,36.0,,,,True,QUEUE-000000276,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000277,HOSP-001,DEPT-DIAG,2026-10-04,2026-10-04,2026-10,Triage,61,60,1,43.0,46.0,,,,True,QUEUE-000000277,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000278,HOSP-001,DEPT-DIAG,2026-10-05,2026-10-05,2026-10,Pharmacy,54,54,0,39.8,43.0,,,,True,QUEUE-000000278,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000279,HOSP-001,DEPT-DIAG,2026-10-06,2026-10-06,2026-10,Triage,66,63,3,43.6,46.0,,,,True,QUEUE-000000279,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000280,HOSP-001,DEPT-DIAG,2026-10-07,2026-10-07,2026-10,Triage,46,45,1,38.6,41.0,,,,True,QUEUE-000000280,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000281,HOSP-001,DEPT-DIAG,2026-10-08,2026-10-08,2026-10,Registration,57,56,1,37.5,39.0,,,,True,QUEUE-000000281,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000282,HOSP-001,DEPT-DIAG,2026-10-09,2026-10-09,2026-10,Consultation,46,45,1,38.5,36.0,,,,True,QUEUE-000000282,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000283,HOSP-001,DEPT-DIAG,2026-10-10,2026-10-10,2026-10,Consultation,46,45,1,42.2,43.0,,,,True,QUEUE-000000283,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000284,HOSP-001,DEPT-DIAG,2026-10-11,2026-10-11,2026-10,Consultation,62,60,2,42.0,38.0,,,,True,QUEUE-000000284,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000285,HOSP-001,DEPT-DIAG,2026-10-12,2026-10-12,2026-10,Radiology,47,45,2,38.2,37.0,,,,True,QUEUE-000000285,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000286,HOSP-001,DEPT-DIAG,2026-10-13,2026-10-13,2026-10,Pharmacy,45,44,1,44.2,45.0,,,,True,QUEUE-000000286,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000287,HOSP-001,DEPT-DIAG,2026-10-14,2026-10-14,2026-10,Radiology,39,38,1,40.7,43.0,,,,True,QUEUE-000000287,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000288,HOSP-001,DEPT-DIAG,2026-10-15,2026-10-15,2026-10,Radiology,44,44,0,37.5,36.5,,,,True,QUEUE-000000288,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000289,HOSP-001,DEPT-DIAG,2026-10-16,2026-10-16,2026-10,Pharmacy,48,48,0,43.0,43.5,,,,True,QUEUE-000000289,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000290,HOSP-001,DEPT-DIAG,2026-10-17,2026-10-17,2026-10,Billing,69,68,1,40.7,44.0,,,,True,QUEUE-000000290,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000291,HOSP-001,DEPT-DIAG,2026-10-18,2026-10-18,2026-10,Billing,66,61,5,40.1,42.0,,,,True,QUEUE-000000291,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000292,HOSP-001,DEPT-DIAG,2026-10-19,2026-10-19,2026-10,Billing,47,47,0,43.3,46.0,,,,True,QUEUE-000000292,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000293,HOSP-001,DEPT-DIAG,2026-10-20,2026-10-20,2026-10,Billing,51,49,2,39.0,37.0,,,,True,QUEUE-000000293,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000294,HOSP-001,DEPT-DIAG,2026-10-21,2026-10-21,2026-10,Radiology,55,54,1,36.2,37.0,,,,True,QUEUE-000000294,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000295,HOSP-001,DEPT-DIAG,2026-10-22,2026-10-22,2026-10,Radiology,56,52,4,41.9,41.0,,,,True,QUEUE-000000295,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000296,HOSP-001,DEPT-DIAG,2026-10-23,2026-10-23,2026-10,Registration,40,39,1,38.9,41.0,,,,True,QUEUE-000000296,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000297,HOSP-001,DEPT-DIAG,2026-10-24,2026-10-24,2026-10,Consultation,68,64,4,40.9,42.5,,,,True,QUEUE-000000297,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000298,HOSP-001,DEPT-DIAG,2026-10-25,2026-10-25,2026-10,Pharmacy,50,50,0,38.2,36.5,,,,True,QUEUE-000000298,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000299,HOSP-001,DEPT-DIAG,2026-10-26,2026-10-26,2026-10,Consultation,58,55,3,39.0,42.0,,,,True,QUEUE-000000299,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000300,HOSP-001,DEPT-DIAG,2026-10-27,2026-10-27,2026-10,Registration,59,57,2,42.0,39.0,,,,True,QUEUE-000000300,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000301,HOSP-001,DEPT-DIAG,2026-10-28,2026-10-28,2026-10,Consultation,58,57,1,40.5,38.0,,,,True,QUEUE-000000301,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000302,HOSP-001,DEPT-DIAG,2026-10-29,2026-10-29,2026-10,Radiology,52,50,2,41.7,43.5,,,,True,QUEUE-000000302,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000303,HOSP-001,DEPT-DIAG,2026-10-30,2026-10-30,2026-10,Billing,47,45,2,39.9,43.0,,,,True,QUEUE-000000303,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000304,HOSP-001,DEPT-DIAG,2026-10-31,2026-10-31,2026-10,Pharmacy,59,59,0,40.1,41.0,,,,True,QUEUE-000000304,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000305,HOSP-001,DEPT-DIAG,2026-11-01,2026-11-01,2026-11,Billing,65,63,2,40.7,40.0,,,,True,QUEUE-000000305,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000306,HOSP-001,DEPT-DIAG,2026-11-02,2026-11-02,2026-11,Consultation,53,53,0,36.8,37.0,,,,True,QUEUE-000000306,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000307,HOSP-001,DEPT-DIAG,2026-11-03,2026-11-03,2026-11,Consultation,37,37,0,43.1,46.0,,,,True,QUEUE-000000307,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000308,HOSP-001,DEPT-DIAG,2026-11-04,2026-11-04,2026-11,Consultation,47,47,0,39.1,39.0,,,,True,QUEUE-000000308,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000309,HOSP-001,DEPT-DIAG,2026-11-05,2026-11-05,2026-11,Radiology,50,50,0,39.6,37.5,,,,True,QUEUE-000000309,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000310,HOSP-001,DEPT-DIAG,2026-11-06,2026-11-06,2026-11,Triage,43,43,0,37.0,42.0,,,,True,QUEUE-000000310,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000311,HOSP-001,DEPT-DIAG,2026-11-07,2026-11-07,2026-11,Registration,57,56,1,37.1,37.5,,,,True,QUEUE-000000311,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000312,HOSP-001,DEPT-DIAG,2026-11-08,2026-11-08,2026-11,Triage,58,57,1,38.4,40.0,,,,True,QUEUE-000000312,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000313,HOSP-001,DEPT-DIAG,2026-11-09,2026-11-09,2026-11,Triage,48,48,0,39.4,41.5,,,,True,QUEUE-000000313,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000314,HOSP-001,DEPT-DIAG,2026-11-10,2026-11-10,2026-11,Registration,59,58,1,38.3,36.0,,,,True,QUEUE-000000314,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000315,HOSP-001,DEPT-DIAG,2026-11-11,2026-11-11,2026-11,Pharmacy,49,49,0,37.7,35.0,,,,True,QUEUE-000000315,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000316,HOSP-001,DEPT-DIAG,2026-11-12,2026-11-12,2026-11,Radiology,67,63,4,37.3,35.0,,,,True,QUEUE-000000316,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000317,HOSP-001,DEPT-DIAG,2026-11-13,2026-11-13,2026-11,Registration,49,49,0,46.4,45.0,,,,True,QUEUE-000000317,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000318,HOSP-001,DEPT-DIAG,2026-11-14,2026-11-14,2026-11,Billing,62,58,4,39.2,41.0,,,,True,QUEUE-000000318,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000319,HOSP-001,DEPT-DIAG,2026-11-15,2026-11-15,2026-11,Billing,57,52,5,37.2,40.0,,,,True,QUEUE-000000319,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000320,HOSP-001,DEPT-DIAG,2026-11-16,2026-11-16,2026-11,Billing,51,51,0,39.4,38.0,,,,True,QUEUE-000000320,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000321,HOSP-001,DEPT-DIAG,2026-11-17,2026-11-17,2026-11,Radiology,51,50,1,42.1,44.0,,,,True,QUEUE-000000321,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000322,HOSP-001,DEPT-DIAG,2026-11-18,2026-11-18,2026-11,Billing,58,58,0,38.6,40.0,,,,True,QUEUE-000000322,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000323,HOSP-001,DEPT-DIAG,2026-11-19,2026-11-19,2026-11,Radiology,46,44,2,38.8,36.0,,,,True,QUEUE-000000323,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000324,HOSP-001,DEPT-DIAG,2026-11-20,2026-11-20,2026-11,Pharmacy,57,56,1,38.4,38.0,,,,True,QUEUE-000000324,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000325,HOSP-001,DEPT-DIAG,2026-11-21,2026-11-21,2026-11,Billing,49,48,1,43.5,45.5,,,,True,QUEUE-000000325,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000326,HOSP-001,DEPT-DIAG,2026-11-22,2026-11-22,2026-11,Billing,59,54,5,40.9,41.0,,,,True,QUEUE-000000326,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000327,HOSP-001,DEPT-DIAG,2026-11-23,2026-11-23,2026-11,Pharmacy,65,61,4,46.2,47.0,,,,True,QUEUE-000000327,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000328,HOSP-001,DEPT-DIAG,2026-11-24,2026-11-24,2026-11,Registration,60,55,5,40.0,37.0,,,,True,QUEUE-000000328,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000329,HOSP-001,DEPT-DIAG,2026-11-25,2026-11-25,2026-11,Pharmacy,50,49,1,39.5,42.0,,,,True,QUEUE-000000329,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000330,HOSP-001,DEPT-DIAG,2026-11-26,2026-11-26,2026-11,Radiology,62,58,4,39.5,37.5,,,,True,QUEUE-000000330,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000331,HOSP-001,DEPT-DIAG,2026-11-27,2026-11-27,2026-11,Radiology,43,42,1,44.8,47.0,,,,True,QUEUE-000000331,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000332,HOSP-001,DEPT-DIAG,2026-11-28,2026-11-28,2026-11,Radiology,42,42,0,36.3,34.5,,,,True,QUEUE-000000332,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000333,HOSP-001,DEPT-DIAG,2026-11-29,2026-11-29,2026-11,Pharmacy,50,49,1,38.2,38.0,,,,True,QUEUE-000000333,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000334,HOSP-001,DEPT-DIAG,2026-11-30,2026-11-30,2026-11,Consultation,49,49,0,43.8,43.0,,,,True,QUEUE-000000334,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000335,HOSP-001,DEPT-DIAG,2026-12-01,2026-12-01,2026-12,Consultation,52,49,3,34.8,36.0,,,,True,QUEUE-000000335,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000336,HOSP-001,DEPT-DIAG,2026-12-02,2026-12-02,2026-12,Pharmacy,66,65,1,39.1,42.0,,,,True,QUEUE-000000336,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000337,HOSP-001,DEPT-DIAG,2026-12-03,2026-12-03,2026-12,Registration,51,50,1,37.9,38.5,,,,True,QUEUE-000000337,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000338,HOSP-001,DEPT-DIAG,2026-12-04,2026-12-04,2026-12,Consultation,63,63,0,44.9,46.0,,,,True,QUEUE-000000338,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000339,HOSP-001,DEPT-DIAG,2026-12-05,2026-12-05,2026-12,Billing,44,42,2,38.6,40.5,,,,True,QUEUE-000000339,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000340,HOSP-001,DEPT-DIAG,2026-12-06,2026-12-06,2026-12,Registration,50,47,3,39.2,37.0,,,,True,QUEUE-000000340,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000341,HOSP-001,DEPT-DIAG,2026-12-07,2026-12-07,2026-12,Radiology,58,55,3,35.1,33.0,,,,True,QUEUE-000000341,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
