service_schedule_id,hospital_id,department_id,service_date,reporting_date,reporting_month,service_type,session_start_datetime,session_end_datetime,planned_service_hours,planned_capacity,schedule_status,reduced_session_flag,cancelled_session_flag,extended_session_flag,valid_schedule_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
SCH-00000662,HOSP-001,DEPT-ICU,2026-01-28,2026-01-28,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,24,Planned,False,False,False,True,SCH-00000662,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000663,HOSP-001,DEPT-ICU,2026-01-28,2026-01-28,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,24,Planned,False,False,False,True,SCH-00000663,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000664,HOSP-001,DEPT-DIAG,2026-01-28,2026-01-28,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,60,Planned,False,False,False,True,SCH-00000664,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000665,HOSP-001,DEPT-DIAG,2026-01-28,2026-01-28,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,60,Planned,False,False,False,True,SCH-00000665,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000666,HOSP-001,DEPT-DIAG,2026-01-28,2026-01-28,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,60,Planned,False,False,False,True,SCH-00000666,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000667,HOSP-001,DEPT-PEX,2026-01-28,2026-01-28,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00000667,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000668,HOSP-001,DEPT-PEX,2026-01-28,2026-01-28,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00000668,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000669,HOSP-001,DEPT-PEX,2026-01-28,2026-01-28,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00000669,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000670,HOSP-001,DEPT-ADM,2026-01-28,2026-01-28,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00000670,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000671,HOSP-001,DEPT-ADM,2026-01-28,2026-01-28,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00000671,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000672,HOSP-001,DEPT-ADM,2026-01-28,2026-01-28,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00000672,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000673,HOSP-001,DEPT-ED,2026-01-29,2026-01-29,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,80,Planned,False,False,False,True,SCH-00000673,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000674,HOSP-001,DEPT-ED,2026-01-29,2026-01-29,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,80,Planned,False,False,False,True,SCH-00000674,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000675,HOSP-001,DEPT-ED,2026-01-29,2026-01-29,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,80,Planned,False,False,False,True,SCH-00000675,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000676,HOSP-001,DEPT-OPC,2026-01-29,2026-01-29,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00000676,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000677,HOSP-001,DEPT-OPC,2026-01-29,2026-01-29,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00000677,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000678,HOSP-001,DEPT-OPC,2026-01-29,2026-01-29,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00000678,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000679,HOSP-001,DEPT-MED,2026-01-29,2026-01-29,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00000679,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000680,HOSP-001,DEPT-MED,2026-01-29,2026-01-29,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00000680,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000681,HOSP-001,DEPT-MED,2026-01-29,2026-01-29,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00000681,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000682,HOSP-001,DEPT-SURG,2026-01-29,2026-01-29,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,100,Planned,False,False,False,True,SCH-00000682,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000683,HOSP-001,DEPT-SURG,2026-01-29,2026-01-29,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,100,Planned,False,False,False,True,SCH-00000683,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000684,HOSP-001,DEPT-SURG,2026-01-29,2026-01-29,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,100,Planned,False,False,False,True,SCH-00000684,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000685,HOSP-001,DEPT-ICU,2026-01-29,2026-01-29,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,24,Planned,False,False,False,True,SCH-00000685,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000686,HOSP-001,DEPT-ICU,2026-01-29,2026-01-29,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,24,Planned,False,False,False,True,SCH-00000686,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000687,HOSP-001,DEPT-ICU,2026-01-29,2026-01-29,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,24,Planned,False,False,False,True,SCH-00000687,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000688,HOSP-001,DEPT-DIAG,2026-01-29,2026-01-29,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,60,Planned,False,False,False,True,SCH-00000688,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000689,HOSP-001,DEPT-DIAG,2026-01-29,2026-01-29,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,60,Planned,False,False,False,True,SCH-00000689,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000690,HOSP-001,DEPT-DIAG,2026-01-29,2026-01-29,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,60,Planned,False,False,False,True,SCH-00000690,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000691,HOSP-001,DEPT-PEX,2026-01-29,2026-01-29,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00000691,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000692,HOSP-001,DEPT-PEX,2026-01-29,2026-01-29,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00000692,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000693,HOSP-001,DEPT-PEX,2026-01-29,2026-01-29,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00000693,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000694,HOSP-001,DEPT-ADM,2026-01-29,2026-01-29,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00000694,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000695,HOSP-001,DEPT-ADM,2026-01-29,2026-01-29,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00000695,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000696,HOSP-001,DEPT-ADM,2026-01-29,2026-01-29,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00000696,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000697,HOSP-001,DEPT-ED,2026-01-30,2026-01-30,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,80,Planned,False,False,False,True,SCH-00000697,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000698,HOSP-001,DEPT-ED,2026-01-30,2026-01-30,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,80,Planned,False,False,False,True,SCH-00000698,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000699,HOSP-001,DEPT-ED,2026-01-30,2026-01-30,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,80,Planned,False,False,False,True,SCH-00000699,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000700,HOSP-001,DEPT-OPC,2026-01-30,2026-01-30,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00000700,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000701,HOSP-001,DEPT-OPC,2026-01-30,2026-01-30,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00000701,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000702,HOSP-001,DEPT-OPC,2026-01-30,2026-01-30,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00000702,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000703,HOSP-001,DEPT-MED,2026-01-30,2026-01-30,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00000703,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000704,HOSP-001,DEPT-MED,2026-01-30,2026-01-30,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00000704,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000705,HOSP-001,DEPT-MED,2026-01-30,2026-01-30,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00000705,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000706,HOSP-001,DEPT-SURG,2026-01-30,2026-01-30,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,100,Planned,False,False,False,True,SCH-00000706,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000707,HOSP-001,DEPT-SURG,2026-01-30,2026-01-30,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,100,Planned,False,False,False,True,SCH-00000707,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000708,HOSP-001,DEPT-SURG,2026-01-30,2026-01-30,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,100,Planned,False,False,False,True,SCH-00000708,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000709,HOSP-001,DEPT-ICU,2026-01-30,2026-01-30,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,24,Planned,False,False,False,True,SCH-00000709,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000710,HOSP-001,DEPT-ICU,2026-01-30,2026-01-30,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,24,Planned,False,False,False,True,SCH-00000710,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000711,HOSP-001,DEPT-ICU,2026-01-30,2026-01-30,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,24,Planned,False,False,False,True,SCH-00000711,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000712,HOSP-001,DEPT-DIAG,2026-01-30,2026-01-30,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,60,Planned,False,False,False,True,SCH-00000712,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000713,HOSP-001,DEPT-DIAG,2026-01-30,2026-01-30,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,60,Planned,False,False,False,True,SCH-00000713,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000714,HOSP-001,DEPT-DIAG,2026-01-30,2026-01-30,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,60,Planned,False,False,False,True,SCH-00000714,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000715,HOSP-001,DEPT-PEX,2026-01-30,2026-01-30,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00000715,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000716,HOSP-001,DEPT-PEX,2026-01-30,2026-01-30,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00000716,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000717,HOSP-001,DEPT-PEX,2026-01-30,2026-01-30,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00000717,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000718,HOSP-001,DEPT-ADM,2026-01-30,2026-01-30,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00000718,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000719,HOSP-001,DEPT-ADM,2026-01-30,2026-01-30,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00000719,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000720,HOSP-001,DEPT-ADM,2026-01-30,2026-01-30,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00000720,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000721,HOSP-001,DEPT-ED,2026-01-31,2026-01-31,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,80,Planned,False,False,False,True,SCH-00000721,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000722,HOSP-001,DEPT-ED,2026-01-31,2026-01-31,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,80,Planned,False,False,False,True,SCH-00000722,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000723,HOSP-001,DEPT-ED,2026-01-31,2026-01-31,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,80,Planned,False,False,False,True,SCH-00000723,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000724,HOSP-001,DEPT-OPC,2026-01-31,2026-01-31,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00000724,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000725,HOSP-001,DEPT-OPC,2026-01-31,2026-01-31,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00000725,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000726,HOSP-001,DEPT-OPC,2026-01-31,2026-01-31,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00000726,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000727,HOSP-001,DEPT-MED,2026-01-31,2026-01-31,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00000727,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000728,HOSP-001,DEPT-MED,2026-01-31,2026-01-31,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00000728,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000729,HOSP-001,DEPT-MED,2026-01-31,2026-01-31,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00000729,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000730,HOSP-001,DEPT-SURG,2026-01-31,2026-01-31,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,100,Planned,False,False,False,True,SCH-00000730,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000731,HOSP-001,DEPT-SURG,2026-01-31,2026-01-31,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,100,Planned,False,False,False,True,SCH-00000731,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000732,HOSP-001,DEPT-SURG,2026-01-31,2026-01-31,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,100,Planned,False,False,False,True,SCH-00000732,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000733,HOSP-001,DEPT-ICU,2026-01-31,2026-01-31,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,24,Planned,False,False,False,True,SCH-00000733,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000734,HOSP-001,DEPT-ICU,2026-01-31,2026-01-31,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,24,Planned,False,False,False,True,SCH-00000734,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000735,HOSP-001,DEPT-ICU,2026-01-31,2026-01-31,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,24,Planned,False,False,False,True,SCH-00000735,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000736,HOSP-001,DEPT-DIAG,2026-01-31,2026-01-31,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,60,Planned,False,False,False,True,SCH-00000736,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000737,HOSP-001,DEPT-DIAG,2026-01-31,2026-01-31,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,60,Planned,False,False,False,True,SCH-00000737,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000738,HOSP-001,DEPT-DIAG,2026-01-31,2026-01-31,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,60,Planned,False,False,False,True,SCH-00000738,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000739,HOSP-001,DEPT-PEX,2026-01-31,2026-01-31,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00000739,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000740,HOSP-001,DEPT-PEX,2026-01-31,2026-01-31,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00000740,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000741,HOSP-001,DEPT-PEX,2026-01-31,2026-01-31,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00000741,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000742,HOSP-001,DEPT-ADM,2026-01-31,2026-01-31,2026-01,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00000742,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000743,HOSP-001,DEPT-ADM,2026-01-31,2026-01-31,2026-01,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00000743,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000744,HOSP-001,DEPT-ADM,2026-01-31,2026-01-31,2026-01,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00000744,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000745,HOSP-001,DEPT-ED,2026-02-01,2026-02-01,2026-02,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,80,Planned,False,False,False,True,SCH-00000745,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000746,HOSP-001,DEPT-ED,2026-02-01,2026-02-01,2026-02,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,80,Planned,False,False,False,True,SCH-00000746,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000747,HOSP-001,DEPT-ED,2026-02-01,2026-02-01,2026-02,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,80,Planned,False,False,False,True,SCH-00000747,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00000748,HOSP-001,DEPT-OPC,2026-02-01,2026-02-01,2026-02,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00000748,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
