patient_flow_daily_id,hospital_id,department_id,reporting_date,reporting_month,encounter_count,completed_encounter_count,cancelled_encounter_count,left_before_service_count,official_wait_eligible_encounter_count,total_arrival_to_consultation_minutes,queue_arrivals_count,queue_served_count,queue_waiting_patient_count,queue_average_wait_minutes,licensed_beds,staffed_beds,operational_beds,occupied_beds,unavailable_beds,reserved_beds,beds_above_operational_capacity,overcapacity_flag,planned_service_session_count,cancelled_service_session_count,reduced_service_session_count,extended_service_session_count,processing_run_id,validation_run_id,transformation_version,processed_datetime
PFD-HOSP-001-DEPT-OPC-20260915,HOSP-001,DEPT-OPC,2026-09-15,2026-09,90,88,2,0,0,,90.0,88.0,2.0,42.9,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260915,HOSP-001,DEPT-DIAG,2026-09-15,2026-09,47,47,0,0,0,,47.0,47.0,0.0,38.6,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260916,HOSP-001,DEPT-ED,2026-09-16,2026-09,99,96,1,2,0,,99.0,96.0,3.0,40.7,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260916,HOSP-001,DEPT-OPC,2026-09-16,2026-09,89,87,1,1,0,,89.0,87.0,2.0,40.5,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260916,HOSP-001,DEPT-DIAG,2026-09-16,2026-09,61,60,1,0,0,,61.0,60.0,1.0,38.7,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260917,HOSP-001,DEPT-ED,2026-09-17,2026-09,99,97,0,2,0,,99.0,97.0,2.0,42.6,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260917,HOSP-001,DEPT-OPC,2026-09-17,2026-09,89,86,2,1,0,,89.0,86.0,3.0,38.0,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260917,HOSP-001,DEPT-DIAG,2026-09-17,2026-09,57,57,0,0,0,,57.0,57.0,0.0,38.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260918,HOSP-001,DEPT-ED,2026-09-18,2026-09,113,108,1,4,0,,113.0,108.0,5.0,42.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260918,HOSP-001,DEPT-OPC,2026-09-18,2026-09,90,86,3,1,0,,90.0,86.0,4.0,40.6,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260918,HOSP-001,DEPT-DIAG,2026-09-18,2026-09,51,51,0,0,0,,51.0,51.0,0.0,38.4,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260919,HOSP-001,DEPT-ED,2026-09-19,2026-09,134,133,0,1,0,,134.0,133.0,1.0,40.4,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260919,HOSP-001,DEPT-OPC,2026-09-19,2026-09,89,87,1,1,0,,89.0,87.0,2.0,38.3,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260919,HOSP-001,DEPT-DIAG,2026-09-19,2026-09,51,49,1,1,0,,51.0,49.0,2.0,39.0,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260920,HOSP-001,DEPT-ED,2026-09-20,2026-09,114,110,3,1,0,,114.0,110.0,4.0,39.7,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260920,HOSP-001,DEPT-OPC,2026-09-20,2026-09,75,72,1,2,0,,75.0,72.0,3.0,37.7,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260920,HOSP-001,DEPT-DIAG,2026-09-20,2026-09,56,56,0,0,0,,56.0,56.0,0.0,42.5,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260921,HOSP-001,DEPT-ED,2026-09-21,2026-09,103,103,0,0,0,,103.0,103.0,0.0,43.9,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260921,HOSP-001,DEPT-OPC,2026-09-21,2026-09,101,95,3,3,0,,101.0,95.0,6.0,41.5,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260921,HOSP-001,DEPT-DIAG,2026-09-21,2026-09,63,62,1,0,0,,63.0,62.0,1.0,39.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260922,HOSP-001,DEPT-ED,2026-09-22,2026-09,95,94,1,0,0,,95.0,94.0,1.0,39.6,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260922,HOSP-001,DEPT-OPC,2026-09-22,2026-09,90,86,1,3,0,,90.0,86.0,4.0,39.5,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260922,HOSP-001,DEPT-DIAG,2026-09-22,2026-09,47,45,0,2,0,,47.0,45.0,2.0,36.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260923,HOSP-001,DEPT-ED,2026-09-23,2026-09,98,96,1,1,0,,98.0,96.0,2.0,41.1,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260923,HOSP-001,DEPT-OPC,2026-09-23,2026-09,101,95,2,4,0,,101.0,95.0,6.0,38.1,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260923,HOSP-001,DEPT-DIAG,2026-09-23,2026-09,49,47,1,1,0,,49.0,47.0,2.0,41.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260924,HOSP-001,DEPT-ED,2026-09-24,2026-09,116,110,3,3,0,,116.0,110.0,6.0,41.4,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260924,HOSP-001,DEPT-OPC,2026-09-24,2026-09,101,97,2,2,0,,101.0,97.0,4.0,38.7,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260924,HOSP-001,DEPT-DIAG,2026-09-24,2026-09,52,52,0,0,0,,52.0,52.0,0.0,42.6,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260925,HOSP-001,DEPT-ED,2026-09-25,2026-09,111,106,4,1,0,,111.0,106.0,5.0,40.5,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260925,HOSP-001,DEPT-OPC,2026-09-25,2026-09,95,91,1,3,0,,95.0,91.0,4.0,42.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260925,HOSP-001,DEPT-DIAG,2026-09-25,2026-09,42,42,0,0,0,,42.0,42.0,0.0,38.7,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260926,HOSP-001,DEPT-ED,2026-09-26,2026-09,108,107,1,0,0,,108.0,107.0,1.0,39.9,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260926,HOSP-001,DEPT-OPC,2026-09-26,2026-09,83,83,0,0,0,,83.0,83.0,0.0,43.4,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260926,HOSP-001,DEPT-DIAG,2026-09-26,2026-09,52,50,0,2,0,,52.0,50.0,2.0,41.3,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260927,HOSP-001,DEPT-ED,2026-09-27,2026-09,110,107,2,1,0,,110.0,107.0,3.0,44.1,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260927,HOSP-001,DEPT-OPC,2026-09-27,2026-09,79,73,2,4,0,,79.0,73.0,6.0,41.3,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260927,HOSP-001,DEPT-DIAG,2026-09-27,2026-09,52,51,0,1,0,,52.0,51.0,1.0,38.0,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260928,HOSP-001,DEPT-ED,2026-09-28,2026-09,107,106,0,1,0,,107.0,106.0,1.0,39.7,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260928,HOSP-001,DEPT-OPC,2026-09-28,2026-09,94,91,3,0,0,,94.0,91.0,3.0,42.9,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260928,HOSP-001,DEPT-DIAG,2026-09-28,2026-09,56,55,1,0,0,,56.0,55.0,1.0,41.9,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260929,HOSP-001,DEPT-ED,2026-09-29,2026-09,122,119,2,1,0,,122.0,119.0,3.0,38.5,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260929,HOSP-001,DEPT-OPC,2026-09-29,2026-09,102,99,2,1,0,,102.0,99.0,3.0,39.6,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260929,HOSP-001,DEPT-DIAG,2026-09-29,2026-09,60,58,0,2,0,,60.0,58.0,2.0,43.1,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20260930,HOSP-001,DEPT-ED,2026-09-30,2026-09,107,103,1,3,0,,107.0,103.0,4.0,41.6,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20260930,HOSP-001,DEPT-OPC,2026-09-30,2026-09,87,84,0,3,0,,87.0,84.0,3.0,39.1,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20260930,HOSP-001,DEPT-DIAG,2026-09-30,2026-09,71,69,1,1,0,,71.0,69.0,2.0,39.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261001,HOSP-001,DEPT-ED,2026-10-01,2026-10,120,118,0,2,0,,120.0,118.0,2.0,42.0,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261001,HOSP-001,DEPT-OPC,2026-10-01,2026-10,96,95,1,0,0,,96.0,95.0,1.0,39.6,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261001,HOSP-001,DEPT-DIAG,2026-10-01,2026-10,54,52,0,2,0,,54.0,52.0,2.0,45.8,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261002,HOSP-001,DEPT-ED,2026-10-02,2026-10,117,114,1,2,0,,117.0,114.0,3.0,40.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261002,HOSP-001,DEPT-OPC,2026-10-02,2026-10,97,95,1,1,0,,97.0,95.0,2.0,44.3,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261002,HOSP-001,DEPT-DIAG,2026-10-02,2026-10,33,33,0,0,0,,33.0,33.0,0.0,43.5,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261003,HOSP-001,DEPT-ED,2026-10-03,2026-10,105,99,2,4,0,,105.0,99.0,6.0,38.9,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261003,HOSP-001,DEPT-OPC,2026-10-03,2026-10,95,90,2,3,0,,95.0,90.0,5.0,39.8,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261003,HOSP-001,DEPT-DIAG,2026-10-03,2026-10,42,41,0,1,0,,42.0,41.0,1.0,35.6,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261004,HOSP-001,DEPT-ED,2026-10-04,2026-10,139,138,0,1,0,,139.0,138.0,1.0,39.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261004,HOSP-001,DEPT-OPC,2026-10-04,2026-10,88,86,1,1,0,,88.0,86.0,2.0,37.7,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261004,HOSP-001,DEPT-DIAG,2026-10-04,2026-10,61,60,1,0,0,,61.0,60.0,1.0,43.0,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261005,HOSP-001,DEPT-ED,2026-10-05,2026-10,102,99,3,0,0,,102.0,99.0,3.0,40.9,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261005,HOSP-001,DEPT-OPC,2026-10-05,2026-10,77,76,0,1,0,,77.0,76.0,1.0,40.7,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261005,HOSP-001,DEPT-DIAG,2026-10-05,2026-10,54,54,0,0,0,,54.0,54.0,0.0,39.8,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261006,HOSP-001,DEPT-ED,2026-10-06,2026-10,115,113,2,0,0,,115.0,113.0,2.0,41.6,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261006,HOSP-001,DEPT-OPC,2026-10-06,2026-10,93,92,0,1,0,,93.0,92.0,1.0,42.1,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261006,HOSP-001,DEPT-DIAG,2026-10-06,2026-10,66,63,1,2,0,,66.0,63.0,3.0,43.6,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261007,HOSP-001,DEPT-ED,2026-10-07,2026-10,118,111,6,1,0,,118.0,111.0,7.0,38.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261007,HOSP-001,DEPT-OPC,2026-10-07,2026-10,85,85,0,0,0,,85.0,85.0,0.0,36.5,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261007,HOSP-001,DEPT-DIAG,2026-10-07,2026-10,46,45,0,1,0,,46.0,45.0,1.0,38.6,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261008,HOSP-001,DEPT-ED,2026-10-08,2026-10,124,116,6,2,0,,124.0,116.0,8.0,40.1,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261008,HOSP-001,DEPT-OPC,2026-10-08,2026-10,91,91,0,0,0,,91.0,91.0,0.0,38.7,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261008,HOSP-001,DEPT-DIAG,2026-10-08,2026-10,57,56,1,0,0,,57.0,56.0,1.0,37.5,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261009,HOSP-001,DEPT-ED,2026-10-09,2026-10,102,100,1,1,0,,102.0,100.0,2.0,39.5,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261009,HOSP-001,DEPT-OPC,2026-10-09,2026-10,96,91,2,3,0,,96.0,91.0,5.0,43.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261009,HOSP-001,DEPT-DIAG,2026-10-09,2026-10,46,45,0,1,0,,46.0,45.0,1.0,38.5,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261010,HOSP-001,DEPT-ED,2026-10-10,2026-10,111,106,1,4,0,,111.0,106.0,5.0,42.1,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261010,HOSP-001,DEPT-OPC,2026-10-10,2026-10,82,79,2,1,0,,82.0,79.0,3.0,38.8,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261010,HOSP-001,DEPT-DIAG,2026-10-10,2026-10,46,45,0,1,0,,46.0,45.0,1.0,42.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261011,HOSP-001,DEPT-ED,2026-10-11,2026-10,107,103,3,1,0,,107.0,103.0,4.0,40.3,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261011,HOSP-001,DEPT-OPC,2026-10-11,2026-10,98,96,0,2,0,,98.0,96.0,2.0,40.3,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261011,HOSP-001,DEPT-DIAG,2026-10-11,2026-10,62,60,0,2,0,,62.0,60.0,2.0,42.0,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261012,HOSP-001,DEPT-ED,2026-10-12,2026-10,95,94,0,1,0,,95.0,94.0,1.0,41.3,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261012,HOSP-001,DEPT-OPC,2026-10-12,2026-10,79,75,1,3,0,,79.0,75.0,4.0,42.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261012,HOSP-001,DEPT-DIAG,2026-10-12,2026-10,47,45,1,1,0,,47.0,45.0,2.0,38.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261013,HOSP-001,DEPT-ED,2026-10-13,2026-10,106,105,0,1,0,,106.0,105.0,1.0,40.9,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261013,HOSP-001,DEPT-OPC,2026-10-13,2026-10,82,81,1,0,0,,82.0,81.0,1.0,42.1,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261013,HOSP-001,DEPT-DIAG,2026-10-13,2026-10,45,44,0,1,0,,45.0,44.0,1.0,44.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-ED-20261014,HOSP-001,DEPT-ED,2026-10-14,2026-10,129,119,7,3,0,,129.0,119.0,10.0,40.2,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-OPC-20261014,HOSP-001,DEPT-OPC,2026-10-14,2026-10,90,89,0,1,0,,90.0,89.0,1.0,40.1,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
PFD-HOSP-001-DEPT-DIAG-20261014,HOSP-001,DEPT-DIAG,2026-10-14,2026-10,39,38,1,0,0,,39.0,38.0,1.0,40.7,,,,,,,,,3,0,0,0,PROC-PFD-52B503B5DA53,VAL-C62B370EC6C3,2D-3C-1.0.0,2026-07-26 10:36:59.563965
