survey_id,source_record_id,hospital_id,department_id,encounter_id,source_file,source_row_number,source_checksum,processing_run_id,processed_datetime,transformation_version,survey_date,survey_month,survey_year,survey_date_valid_flag,survey_channel,survey_type,response_count,satisfaction_score_source,satisfaction_score_numeric,satisfaction_scale_min,satisfaction_scale_max,satisfaction_score_valid_flag,satisfaction_score_normalised_flag,survey_response_present_flag,survey_record_valid_flag,survey_aggregation_eligible_flag,survey_score_eligible_flag,survey_response_count_eligible_flag,survey_channel_supported_flag,survey_type_supported_flag,unresolved_rule_flag,exclusion_reason_code,hospital_ref_valid_flag,department_ref_valid_flag
SURV-00001289,SURV-00001289,HOSP-001,DEPT-ADM,,patient_surveys.csv,1289,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,3.964178962298316,3.964178962298316,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001290,SURV-00001290,HOSP-001,DEPT-ICU,,patient_surveys.csv,1290,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,3.9473435529853447,3.9473435529853447,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001291,SURV-00001291,HOSP-001,DEPT-MED,,patient_surveys.csv,1291,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,4.30166586893336,4.30166586893336,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001292,SURV-00001292,HOSP-001,DEPT-ICU,,patient_surveys.csv,1292,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00001293,SURV-00001293,HOSP-001,DEPT-DIAG,,patient_surveys.csv,1293,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,2.3708681012488624,2.3708681012488624,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001294,SURV-00001294,HOSP-001,DEPT-SURG,,patient_surveys.csv,1294,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,3.3615852332950897,3.3615852332950897,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001295,SURV-00001295,HOSP-001,DEPT-ADM,,patient_surveys.csv,1295,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,2.307069632333207,2.307069632333207,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001296,SURV-00001296,HOSP-001,DEPT-SURG,,patient_surveys.csv,1296,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,3.229423632350702,3.229423632350702,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001297,SURV-00001297,HOSP-001,DEPT-OPC,,patient_surveys.csv,1297,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,3.384451144648734,3.384451144648734,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001298,SURV-00001298,HOSP-001,DEPT-DIAG,,patient_surveys.csv,1298,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,2.732392398893308,2.732392398893308,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001299,SURV-00001299,HOSP-001,DEPT-MED,,patient_surveys.csv,1299,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,5.0,5.0,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001300,SURV-00001300,HOSP-001,DEPT-ICU,,patient_surveys.csv,1300,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,5.0,5.0,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001301,SURV-00001301,HOSP-001,DEPT-OPC,,patient_surveys.csv,1301,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00001302,SURV-00001302,HOSP-001,DEPT-ADM,,patient_surveys.csv,1302,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,2.5678540891149275,2.5678540891149275,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001303,SURV-00001303,HOSP-001,DEPT-OPC,,patient_surveys.csv,1303,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,3.265663962848161,3.265663962848161,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001304,SURV-00001304,HOSP-001,DEPT-ED,,patient_surveys.csv,1304,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,4.244781365489164,4.244781365489164,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001305,SURV-00001305,HOSP-001,DEPT-PEX,,patient_surveys.csv,1305,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,3.318625216066929,3.318625216066929,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001306,SURV-00001306,HOSP-001,DEPT-MED,,patient_surveys.csv,1306,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-04,4,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00001307,SURV-00001307,HOSP-001,DEPT-PEX,,patient_surveys.csv,1307,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,3.991599274656058,3.991599274656058,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001308,SURV-00001308,HOSP-001,DEPT-ED,,patient_surveys.csv,1308,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,3.447383635428185,3.447383635428185,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001309,SURV-00001309,HOSP-001,DEPT-SURG,,patient_surveys.csv,1309,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,2.798728903955242,2.798728903955242,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001310,SURV-00001310,HOSP-001,DEPT-MED,,patient_surveys.csv,1310,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,3.659925663241145,3.659925663241145,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001311,SURV-00001311,HOSP-001,DEPT-ADM,,patient_surveys.csv,1311,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,3.43763939957108,3.43763939957108,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001312,SURV-00001312,HOSP-001,DEPT-PEX,,patient_surveys.csv,1312,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,4.008925177585033,4.008925177585033,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001313,SURV-00001313,HOSP-001,DEPT-PEX,,patient_surveys.csv,1313,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,2.56778154644598,2.56778154644598,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001314,SURV-00001314,HOSP-001,DEPT-ICU,,patient_surveys.csv,1314,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,3.4608609250395217,3.4608609250395217,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001315,SURV-00001315,HOSP-001,DEPT-ICU,,patient_surveys.csv,1315,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,2.784795648343338,2.784795648343338,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001316,SURV-00001316,HOSP-001,DEPT-ICU,,patient_surveys.csv,1316,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00001317,SURV-00001317,HOSP-001,DEPT-ICU,,patient_surveys.csv,1317,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,3.1847611233834927,3.1847611233834927,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001318,SURV-00001318,HOSP-001,DEPT-PEX,,patient_surveys.csv,1318,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,3.567046559223046,3.567046559223046,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001319,SURV-00001319,HOSP-001,DEPT-MED,,patient_surveys.csv,1319,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,3.2121644786140577,3.2121644786140577,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001320,SURV-00001320,HOSP-001,DEPT-ED,,patient_surveys.csv,1320,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,3.257356887393215,3.257356887393215,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001321,SURV-00001321,HOSP-001,DEPT-MED,,patient_surveys.csv,1321,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,3.177830166847244,3.177830166847244,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001322,SURV-00001322,HOSP-001,DEPT-SURG,,patient_surveys.csv,1322,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,5.0,5.0,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001323,SURV-00001323,HOSP-001,DEPT-SURG,,patient_surveys.csv,1323,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,2.934665373872228,2.934665373872228,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001324,SURV-00001324,HOSP-001,DEPT-PEX,,patient_surveys.csv,1324,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-05,4,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00001325,SURV-00001325,HOSP-001,DEPT-OPC,,patient_surveys.csv,1325,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,2.8559581915861822,2.8559581915861822,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001326,SURV-00001326,HOSP-001,DEPT-ED,,patient_surveys.csv,1326,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,1.879859192910913,1.879859192910913,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001327,SURV-00001327,HOSP-001,DEPT-DIAG,,patient_surveys.csv,1327,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,3.847982267689158,3.847982267689158,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001328,SURV-00001328,HOSP-001,DEPT-PEX,,patient_surveys.csv,1328,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,2.25190228268658,2.25190228268658,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001329,SURV-00001329,HOSP-001,DEPT-ICU,,patient_surveys.csv,1329,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,2.903121418085279,2.903121418085279,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001330,SURV-00001330,HOSP-001,DEPT-DIAG,,patient_surveys.csv,1330,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,3.329765935454378,3.329765935454378,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001331,SURV-00001331,HOSP-001,DEPT-MED,,patient_surveys.csv,1331,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,4.17636142007477,4.17636142007477,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001332,SURV-00001332,HOSP-001,DEPT-SURG,,patient_surveys.csv,1332,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,4.034615674830287,4.034615674830287,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001333,SURV-00001333,HOSP-001,DEPT-ED,,patient_surveys.csv,1333,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,3.4650757849321314,3.4650757849321314,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001334,SURV-00001334,HOSP-001,DEPT-PEX,,patient_surveys.csv,1334,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,2.9665341206204774,2.9665341206204774,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001335,SURV-00001335,HOSP-001,DEPT-ED,,patient_surveys.csv,1335,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,3.5077232266020277,3.5077232266020277,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001336,SURV-00001336,HOSP-001,DEPT-OPC,,patient_surveys.csv,1336,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,2.6781101258611884,2.6781101258611884,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001337,SURV-00001337,HOSP-001,DEPT-OPC,,patient_surveys.csv,1337,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,4.138713255566118,4.138713255566118,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001338,SURV-00001338,HOSP-001,DEPT-SURG,,patient_surveys.csv,1338,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,4.030941643217188,4.030941643217188,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001339,SURV-00001339,HOSP-001,DEPT-DIAG,,patient_surveys.csv,1339,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,4.26658560276269,4.26658560276269,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001340,SURV-00001340,HOSP-001,DEPT-SURG,,patient_surveys.csv,1340,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,4.010635431410757,4.010635431410757,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001341,SURV-00001341,HOSP-001,DEPT-DIAG,,patient_surveys.csv,1341,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,3.4485777788907184,3.4485777788907184,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001342,SURV-00001342,HOSP-001,DEPT-ICU,,patient_surveys.csv,1342,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-06,4,2026,True,,Outpatient Satisfaction,1.0,4.272842905837303,4.272842905837303,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001343,SURV-00001343,HOSP-001,DEPT-MED,,patient_surveys.csv,1343,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,4.5620363115498765,4.5620363115498765,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001344,SURV-00001344,HOSP-001,DEPT-MED,,patient_surveys.csv,1344,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,4.181154037512279,4.181154037512279,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001345,SURV-00001345,HOSP-001,DEPT-PEX,,patient_surveys.csv,1345,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,2.491437661924734,2.491437661924734,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001346,SURV-00001346,HOSP-001,DEPT-PEX,,patient_surveys.csv,1346,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,3.2595661879499227,3.2595661879499227,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001347,SURV-00001347,HOSP-001,DEPT-PEX,,patient_surveys.csv,1347,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,3.6173871262348367,3.6173871262348367,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001348,SURV-00001348,HOSP-001,DEPT-PEX,,patient_surveys.csv,1348,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,4.536232494210832,4.536232494210832,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001349,SURV-00001349,HOSP-001,DEPT-PEX,,patient_surveys.csv,1349,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,2.733765213964113,2.733765213964113,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001350,SURV-00001350,HOSP-001,DEPT-OPC,,patient_surveys.csv,1350,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,3.079845433516169,3.079845433516169,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001351,SURV-00001351,HOSP-001,DEPT-ED,,patient_surveys.csv,1351,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,3.6961187153981774,3.6961187153981774,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001352,SURV-00001352,HOSP-001,DEPT-ICU,,patient_surveys.csv,1352,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,2.8304190922589165,2.8304190922589165,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001353,SURV-00001353,HOSP-001,DEPT-MED,,patient_surveys.csv,1353,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,1.6310253934081458,1.6310253934081458,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001354,SURV-00001354,HOSP-001,DEPT-SURG,,patient_surveys.csv,1354,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,3.2110476193766373,3.2110476193766373,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001355,SURV-00001355,HOSP-001,DEPT-ICU,,patient_surveys.csv,1355,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,4.722692984865433,4.722692984865433,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001356,SURV-00001356,HOSP-001,DEPT-MED,,patient_surveys.csv,1356,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-07,4,2026,True,,Outpatient Satisfaction,1.0,3.266893455671458,3.266893455671458,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001357,SURV-00001357,HOSP-001,DEPT-MED,,patient_surveys.csv,1357,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,4.264258825662681,4.264258825662681,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001358,SURV-00001358,HOSP-001,DEPT-ICU,,patient_surveys.csv,1358,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00001359,SURV-00001359,HOSP-001,DEPT-ADM,,patient_surveys.csv,1359,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,2.270183151807659,2.270183151807659,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001360,SURV-00001360,HOSP-001,DEPT-SURG,,patient_surveys.csv,1360,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,4.762610335588138,4.762610335588138,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001361,SURV-00001361,HOSP-001,DEPT-OPC,,patient_surveys.csv,1361,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,3.2756428643754307,3.2756428643754307,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001362,SURV-00001362,HOSP-001,DEPT-ICU,,patient_surveys.csv,1362,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,2.557316221570086,2.557316221570086,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001363,SURV-00001363,HOSP-001,DEPT-OPC,,patient_surveys.csv,1363,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,3.453260072898221,3.453260072898221,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001364,SURV-00001364,HOSP-001,DEPT-OPC,,patient_surveys.csv,1364,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,3.5328891600570635,3.5328891600570635,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001365,SURV-00001365,HOSP-001,DEPT-OPC,,patient_surveys.csv,1365,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,3.5419547962191933,3.5419547962191933,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001366,SURV-00001366,HOSP-001,DEPT-ADM,,patient_surveys.csv,1366,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00001367,SURV-00001367,HOSP-001,DEPT-ED,,patient_surveys.csv,1367,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,4.529263564223991,4.529263564223991,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00001368,SURV-00001368,HOSP-001,DEPT-ICU,,patient_surveys.csv,1368,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00001369,SURV-00001369,HOSP-001,DEPT-OPC,,patient_surveys.csv,1369,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00001370,SURV-00001370,HOSP-001,DEPT-ICU,,patient_surveys.csv,1370,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-04-08,4,2026,True,,Outpatient Satisfaction,1.0,3.5690616216177653,3.5690616216177653,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
