hospital_id,department_id,reporting_date,reporting_month,reporting_year,planned_staff_count,present_staff_count,unapproved_absence_count,approved_leave_count,reassigned_staff_count,replacement_staff_count,workforce_missing_flag,encounter_record_count,completed_encounter_count,cancelled_encounter_count,lwbs_encounter_count,queue_count_total,occupied_beds,operational_beds,licensed_beds,overcapacity_count,scheduled_session_count,cancelled_session_count,reduced_session_count,extended_session_count,patient_flow_missing_flag,complaint_record_count,complaint_valid_record_count,complaint_high_severity_count,complaint_medium_severity_count,complaint_low_severity_count,complaint_open_source_count,complaint_resolved_source_count,survey_record_count,survey_response_count_total,survey_valid_score_record_count,survey_score_sum,survey_score_weighted_sum,patient_experience_missing_flag,operational_data_complete_flag,partial_domain_record_flag,cross_domain_reference_valid_flag,cross_domain_date_valid_flag,unresolved_rule_flag,operational_daily_id,processing_run_id,processed_datetime,transformation_version
HOSP-001,DEPT-ED,2026-05-21,5,2026,17.0,14.0,5.0,0.0,0.0,0.0,False,117,114,2,1,117.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,2.0,6.0,6.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260521,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-05-22,5,2026,10.0,7.0,2.0,0.0,0.0,0.0,False,105,102,0,3,105.0,,,,,3,0,0,0,False,1,1,0,1,0,1,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260522,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-05-23,5,2026,11.0,10.0,0.0,0.0,0.0,0.0,False,141,136,1,4,141.0,,,,,3,0,0,0,False,1,1,1,0,0,1,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260523,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-05-24,5,2026,13.0,11.0,2.0,0.0,0.0,0.0,False,96,93,0,3,96.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260524,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-05-25,5,2026,14.0,13.0,1.0,0.0,0.0,0.0,False,106,103,2,1,106.0,,,,,3,0,0,0,False,1,1,0,1,0,1,0,2.0,2.0,2.0,7.0,7.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260525,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-05-26,5,2026,16.0,16.0,0.0,0.0,0.0,0.0,False,125,122,3,0,125.0,,,,,3,0,0,0,False,,,,,,,,,,,,,True,False,True,True,True,False,OPD-HOSP-001-DEPT-ED-20260526,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-05-27,5,2026,16.0,14.0,1.0,0.0,0.0,0.0,False,116,113,1,2,116.0,,,,,3,0,0,0,False,1,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260527,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-05-28,5,2026,13.0,13.0,1.0,0.0,0.0,0.0,False,132,130,1,1,132.0,,,,,3,0,0,0,False,1,1,0,0,1,1,0,3.0,3.0,3.0,8.0,8.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260528,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-05-29,5,2026,19.0,17.0,2.0,0.0,0.0,0.0,False,115,111,1,3,115.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,6.0,6.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260529,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-05-30,5,2026,14.0,14.0,0.0,0.0,0.0,0.0,False,107,101,5,1,107.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,11.0,11.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260530,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-05-31,5,2026,14.0,10.0,6.0,0.0,0.0,0.0,False,122,119,1,2,122.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,4.0,4.0,4.0,14.0,14.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260531,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-01,6,2026,17.0,16.0,0.0,0.0,0.0,0.0,False,116,113,2,1,116.0,,,,,2,1,0,0,False,1,1,1,0,0,0,1,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260601,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-02,6,2026,13.0,13.0,0.0,0.0,0.0,0.0,False,132,129,1,2,132.0,,,,,3,0,1,0,False,1,1,1,0,0,1,0,2.0,2.0,1.0,2.0,2.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260602,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-03,6,2026,16.0,13.0,4.0,0.0,0.0,0.0,False,113,110,2,1,113.0,,,,,3,0,0,0,False,1,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260603,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-04,6,2026,18.0,13.0,5.0,0.0,0.0,0.0,False,114,109,1,4,114.0,,,,,3,0,0,0,False,1,1,0,0,1,1,0,1.0,1.0,0.0,0.0,0.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260604,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-05,6,2026,14.0,11.0,3.0,0.0,0.0,0.0,False,124,122,1,1,124.0,,,,,3,0,0,0,False,1,1,0,0,1,0,1,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260605,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-06,6,2026,14.0,12.0,2.0,0.0,0.0,0.0,False,128,122,4,2,128.0,,,,,3,0,0,0,False,1,1,0,0,1,1,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260606,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-07,6,2026,18.0,18.0,1.0,0.0,0.0,0.0,False,126,119,4,3,126.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,4.0,4.0,4.0,11.0,11.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260607,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-08,6,2026,11.0,8.0,4.0,0.0,0.0,0.0,False,145,143,0,2,145.0,,,,,2,1,0,0,False,1,1,0,0,1,1,0,2.0,2.0,2.0,5.0,5.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260608,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-09,6,2026,15.0,14.0,0.0,0.0,0.0,0.0,False,115,108,4,3,115.0,,,,,3,0,0,0,False,2,2,0,2,0,2,0,2.0,2.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260609,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-10,6,2026,13.0,10.0,3.0,0.0,0.0,0.0,False,136,134,2,0,136.0,,,,,3,0,0,0,False,2,2,1,1,0,1,1,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260610,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-11,6,2026,17.0,14.0,2.0,0.0,0.0,0.0,False,118,116,2,0,118.0,,,,,2,1,0,0,False,2,2,0,2,0,1,1,2.0,2.0,2.0,5.0,5.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260611,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-12,6,2026,11.0,9.0,1.0,0.0,0.0,0.0,False,122,120,2,0,122.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,2.0,6.0,6.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260612,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-13,6,2026,12.0,12.0,1.0,0.0,0.0,0.0,False,134,128,4,2,134.0,,,,,3,0,1,0,False,2,2,0,1,1,1,1,2.0,2.0,2.0,7.0,7.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260613,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-14,6,2026,13.0,12.0,2.0,0.0,0.0,0.0,False,103,100,3,0,103.0,,,,,3,0,1,0,False,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260614,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-15,6,2026,16.0,14.0,3.0,0.0,0.0,0.0,False,139,136,1,2,139.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260615,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-16,6,2026,13.0,11.0,2.0,0.0,0.0,0.0,False,123,122,0,1,123.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,4.0,4.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260616,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-17,6,2026,16.0,13.0,4.0,0.0,0.0,0.0,False,117,116,0,1,117.0,,,,,3,0,0,0,False,2,2,0,2,0,1,1,4.0,4.0,3.0,9.0,9.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260617,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-18,6,2026,19.0,17.0,2.0,0.0,0.0,0.0,False,146,141,4,1,146.0,,,,,2,1,0,0,False,,,,,,,,,,,,,True,False,True,True,True,False,OPD-HOSP-001-DEPT-ED-20260618,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-19,6,2026,15.0,13.0,3.0,0.0,0.0,0.0,False,140,137,2,1,140.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,2.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260619,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-20,6,2026,15.0,15.0,0.0,0.0,0.0,0.0,False,124,119,4,1,124.0,,,,,3,0,0,0,False,1,1,0,0,1,1,0,3.0,3.0,3.0,7.0,7.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260620,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-21,6,2026,13.0,12.0,2.0,0.0,0.0,0.0,False,127,124,1,2,127.0,,,,,3,0,0,0,False,2,2,0,1,1,0,2,2.0,2.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260621,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-22,6,2026,17.0,17.0,1.0,0.0,0.0,0.0,False,122,119,1,2,122.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,9.0,9.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260622,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-23,6,2026,12.0,12.0,0.0,0.0,0.0,0.0,False,123,119,3,1,123.0,,,,,3,0,0,0,False,,,,,,,,,,,,,True,False,True,True,True,False,OPD-HOSP-001-DEPT-ED-20260623,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-24,6,2026,14.0,11.0,1.0,0.0,0.0,0.0,False,107,104,1,2,107.0,,,,,3,0,0,0,False,1,1,1,0,0,1,0,2.0,2.0,2.0,5.0,5.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260624,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-25,6,2026,17.0,13.0,6.0,0.0,0.0,0.0,False,102,102,0,0,102.0,,,,,3,0,0,0,False,1,1,1,0,0,1,0,2.0,2.0,2.0,7.0,7.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260625,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-26,6,2026,13.0,11.0,4.0,0.0,0.0,0.0,False,103,99,2,2,103.0,,,,,3,0,0,0,False,,,,,,,,,,,,,True,False,True,True,True,False,OPD-HOSP-001-DEPT-ED-20260626,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-27,6,2026,14.0,13.0,0.0,0.0,0.0,0.0,False,121,121,0,0,121.0,,,,,3,0,0,0,False,1,1,0,1,0,1,0,4.0,4.0,4.0,13.0,13.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260627,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-28,6,2026,15.0,12.0,3.0,0.0,0.0,0.0,False,107,104,1,2,107.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260628,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-29,6,2026,16.0,16.0,0.0,0.0,0.0,0.0,False,135,132,0,3,135.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260629,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-06-30,6,2026,12.0,12.0,2.0,0.0,0.0,0.0,False,113,110,0,3,113.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,8.0,8.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260630,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-01,7,2026,18.0,16.0,3.0,0.0,0.0,0.0,False,145,142,3,0,145.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,5.0,5.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260701,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-02,7,2026,13.0,11.0,4.0,0.0,0.0,0.0,False,128,126,2,0,128.0,,,,,3,0,0,0,False,1,1,0,0,0,1,0,1.0,1.0,1.0,2.0,2.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260702,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-03,7,2026,13.0,13.0,0.0,0.0,0.0,0.0,False,105,100,3,2,105.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,8.0,8.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260703,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-04,7,2026,11.0,10.0,1.0,0.0,0.0,0.0,False,121,120,1,0,121.0,,,,,3,0,1,0,False,1,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260704,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-05,7,2026,15.0,11.0,3.0,0.0,0.0,0.0,False,120,117,2,1,120.0,,,,,3,0,1,0,False,0,0,0,0,0,0,0,4.0,4.0,4.0,11.0,11.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260705,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-06,7,2026,12.0,12.0,0.0,0.0,0.0,0.0,False,127,121,3,3,127.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,8.0,8.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260706,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-07,7,2026,10.0,7.0,3.0,0.0,0.0,0.0,False,103,100,0,3,103.0,,,,,3,0,0,0,False,3,3,1,0,2,3,0,1.0,1.0,1.0,2.0,2.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260707,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-08,7,2026,15.0,15.0,1.0,0.0,0.0,0.0,False,147,141,4,2,147.0,,,,,2,1,1,0,False,1,1,0,1,0,1,0,2.0,2.0,1.0,2.0,2.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260708,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-09,7,2026,11.0,10.0,0.0,0.0,0.0,0.0,False,119,116,2,1,119.0,,,,,2,1,0,0,False,1,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260709,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-10,7,2026,14.0,12.0,2.0,0.0,0.0,0.0,False,99,95,3,1,99.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,6.0,6.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260710,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-11,7,2026,17.0,15.0,1.0,0.0,0.0,0.0,False,106,103,1,2,106.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,9.0,9.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260711,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-12,7,2026,9.0,8.0,1.0,0.0,0.0,0.0,False,116,115,1,0,116.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,4.0,4.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260712,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-13,7,2026,14.0,11.0,2.0,0.0,0.0,0.0,False,114,106,1,7,114.0,,,,,3,0,0,0,False,2,2,0,0,2,2,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260713,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-14,7,2026,9.0,6.0,2.0,0.0,0.0,0.0,False,126,124,1,1,126.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,2.0,6.0,6.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260714,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-15,7,2026,15.0,13.0,3.0,0.0,0.0,0.0,False,126,120,3,3,126.0,,,,,2,1,0,0,False,2,2,1,0,1,1,1,1.0,1.0,1.0,2.0,2.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260715,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-16,7,2026,14.0,12.0,2.0,0.0,0.0,0.0,False,110,103,4,3,110.0,,,,,3,0,0,0,False,1,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260716,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-17,7,2026,12.0,10.0,2.0,0.0,0.0,0.0,False,127,124,2,1,127.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,4.0,4.0,3.0,10.0,10.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260717,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-18,7,2026,14.0,14.0,0.0,0.0,0.0,0.0,False,103,101,0,2,103.0,,,,,3,0,0,0,False,2,2,0,1,1,2,0,3.0,3.0,2.0,6.0,6.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260718,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-19,7,2026,16.0,16.0,0.0,0.0,0.0,0.0,False,122,118,2,2,122.0,,,,,3,0,0,0,False,2,2,1,1,0,2,0,1.0,1.0,1.0,5.0,5.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260719,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-20,7,2026,14.0,9.0,4.0,0.0,0.0,0.0,False,122,116,5,1,122.0,,,,,3,0,1,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260720,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-21,7,2026,12.0,11.0,1.0,0.0,0.0,0.0,False,109,103,4,2,109.0,,,,,3,0,0,0,False,2,2,0,1,1,1,1,3.0,3.0,3.0,10.0,10.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260721,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-22,7,2026,12.0,10.0,2.0,0.0,0.0,0.0,False,122,121,0,1,122.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,9.0,9.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260722,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-23,7,2026,13.0,12.0,2.0,0.0,0.0,0.0,False,111,108,2,1,111.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,10.0,10.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260723,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-24,7,2026,18.0,15.0,3.0,0.0,0.0,0.0,False,105,104,0,1,105.0,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,6.0,6.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260724,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-25,7,2026,12.0,11.0,1.0,0.0,0.0,0.0,False,93,89,3,1,93.0,,,,,3,0,0,0,False,1,1,0,1,0,1,0,2.0,2.0,2.0,7.0,7.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260725,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-26,7,2026,12.0,11.0,1.0,0.0,0.0,0.0,False,125,121,2,2,125.0,,,,,3,0,0,0,False,1,1,0,0,1,1,0,1.0,1.0,1.0,2.0,2.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260726,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-27,7,2026,12.0,10.0,2.0,0.0,0.0,0.0,False,129,127,0,2,129.0,,,,,3,0,0,0,False,1,1,1,0,0,1,0,3.0,3.0,3.0,9.0,9.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260727,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-28,7,2026,13.0,13.0,0.0,0.0,0.0,0.0,False,162,154,6,2,162.0,,,,,3,0,0,0,False,,,,,,,,,,,,,True,False,True,True,True,False,OPD-HOSP-001-DEPT-ED-20260728,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ED,2026-07-29,7,2026,14.0,12.0,2.0,0.0,0.0,0.0,False,110,106,0,4,110.0,,,,,3,0,0,0,False,1,1,1,0,0,1,0,3.0,3.0,3.0,10.0,10.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ED-20260729,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
