scenario_run_id,approval_package_id,episode_id,scenario_template_id,comparator_id,comparator_type,scenario_family,scenario_mode,scenario_run_timestamp,engine_version,baseline_id,baseline_status,baseline_value,baseline_unit,baseline_reference_date,baseline_data_completeness,assumption_set_id,assumption_profile,assumption_values_json,assumption_validation_status,assumption_warning_count,primary_kpi_id,baseline_primary_kpi_value,scenario_primary_kpi_value,absolute_change,percentage_change,direction_of_change,operational_interpretation,affected_supporting_kpis,supporting_kpi_result_status,contradiction_severity,provisional_warning,causality_status,final_scenario_confidence,governance_warning,scenario_execution_status,management_review_required,source_file_list,source_record_id_list,recommendation_ids,evidence_pack_ids,calculation_rule_id,comparator_config_version,assumption_config_version
SR-BL-7F3B93A674C645ED-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250402,EP-HOSP-001-DEPT-DIAG-kpi_004-20250402,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,Monitoring Only,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-7F3B93A674C645ED,Available,46.13890483058932,Minutes,2025-04-07,100.0,,,{},,0,kpi_004,46.13890483058932,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_six_kpi_daily.csv'],"['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250402', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250403', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250404', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250405', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250406', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250407']",[],[],,,
SR-BL-D13103F4972D90FE-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250412,EP-HOSP-001-DEPT-DIAG-kpi_004-20250412,,-BLOCKED,Baseline,No-Action or Baseline Comparator,No-Action Comparator,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-D13103F4972D90FE,Available,46.83939272460714,Minutes,2025-04-15,100.0,,,{},,0,kpi_004,46.83939272460714,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_six_kpi_daily.csv'],"['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250412', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250413', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250414', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250415']",[],[],,,
SR-BL-70C290549E361197-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250412,EP-HOSP-001-DEPT-DIAG-kpi_004-20250412,SCEN-FLOW-001,COMP-BASE-003,Baseline,Patient-Flow and Waiting-Time Adjustment,Baseline,2026-07-28T11:14:43.821991,2C-2C-1.0,BL-70C290549E361197,Available,46.83939272460714,Minutes,2025-04-15,100.0,patient-flow-default,,{},All Valid,0,kpi_004,46.83939272460714,46.83939272460714,0.0,0.0,No Change,"Simplified Operational Scenario Estimate: average wait adjusted from 46.8 min to 46.8 min. Demand/capacity ratio changed. This is an analytical approximation, not a guaranteed forecast.",[],,No Contradiction,False,Not Confirmed,Moderate,,Completed,False,['analytical_six_kpi_daily.csv'],"['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250412', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250413', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250414', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250415']","['REC-CASE-DEPT-DIAG-20250412-OPT1', 'REC-CASE-DEPT-DIAG-20250412-OPT2', 'REC-CASE-DEPT-DIAG-20250412-OPT3', 'REC-CASE-DEPT-DIAG-20250415-OPT1', 'REC-CASE-DEPT-DIAG-20250415-OPT2', 'REC-CASE-DEPT-DIAG-20250415-OPT3']",[],patient-flow-simplified-estimate,2C-2B-1.0,2C-2B-1.0
SR-BL-70C290549E361197-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250412,EP-HOSP-001-DEPT-DIAG-kpi_004-20250412,SCEN-FLOW-001,COMP-CONS-003,Conservative,Patient-Flow and Waiting-Time Adjustment,Baseline,2026-07-28T11:14:43.822161,2C-2C-1.0,BL-70C290549E361197,Available,46.83939272460714,Minutes,2025-04-15,100.0,patient-flow-default,,"{""arrival_change_pct"": 0.0, ""service_capacity_change_pct"": 10.0, ""throughput_change_pct"": 5.0, ""routing_efficiency_change_pct"": 0.0, ""max_wait_time_reduction_pct"": 50.0}",All Valid,0,kpi_004,46.83939272460714,53.12519867466265,6.2858059500555115,13.419913419913437,Increase,"Simplified Operational Scenario Estimate: average wait adjusted from 46.8 min to 53.1 min. Demand/capacity ratio changed. This is an analytical approximation, not a guaranteed forecast.",[],,No Contradiction,False,Not Confirmed,Moderate,,Completed,False,['analytical_six_kpi_daily.csv'],"['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250412', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250413', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250414', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250415']","['REC-CASE-DEPT-DIAG-20250412-OPT1', 'REC-CASE-DEPT-DIAG-20250412-OPT2', 'REC-CASE-DEPT-DIAG-20250412-OPT3', 'REC-CASE-DEPT-DIAG-20250415-OPT1', 'REC-CASE-DEPT-DIAG-20250415-OPT2', 'REC-CASE-DEPT-DIAG-20250415-OPT3']",[],patient-flow-simplified-estimate,2C-2B-1.0,2C-2B-1.0
SR-BL-70C290549E361197-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250412,EP-HOSP-001-DEPT-DIAG-kpi_004-20250412,SCEN-FLOW-001,COMP-EXP-003,Expected,Patient-Flow and Waiting-Time Adjustment,Baseline,2026-07-28T11:14:43.822280,2C-2C-1.0,BL-70C290549E361197,Available,46.83939272460714,Minutes,2025-04-15,100.0,patient-flow-default,,"{""arrival_change_pct"": 0.0, ""service_capacity_change_pct"": 10.0, ""throughput_change_pct"": 5.0, ""routing_efficiency_change_pct"": 0.0, ""max_wait_time_reduction_pct"": 50.0}",All Valid,0,kpi_004,46.83939272460714,53.12519867466265,6.2858059500555115,13.419913419913437,Increase,"Simplified Operational Scenario Estimate: average wait adjusted from 46.8 min to 53.1 min. Demand/capacity ratio changed. This is an analytical approximation, not a guaranteed forecast.",[],,No Contradiction,False,Not Confirmed,Moderate,,Completed,False,['analytical_six_kpi_daily.csv'],"['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250412', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250413', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250414', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250415']","['REC-CASE-DEPT-DIAG-20250412-OPT1', 'REC-CASE-DEPT-DIAG-20250412-OPT2', 'REC-CASE-DEPT-DIAG-20250412-OPT3', 'REC-CASE-DEPT-DIAG-20250415-OPT1', 'REC-CASE-DEPT-DIAG-20250415-OPT2', 'REC-CASE-DEPT-DIAG-20250415-OPT3']",[],patient-flow-simplified-estimate,2C-2B-1.0,2C-2B-1.0
SR-BL-70C290549E361197-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250412,EP-HOSP-001-DEPT-DIAG-kpi_004-20250412,SCEN-FLOW-001,COMP-HIGH-003,Higher Intensity,Patient-Flow and Waiting-Time Adjustment,Baseline,2026-07-28T11:14:43.822391,2C-2C-1.0,BL-70C290549E361197,Available,46.83939272460714,Minutes,2025-04-15,100.0,patient-flow-default,,"{""arrival_change_pct"": 0.0, ""service_capacity_change_pct"": 10.0, ""throughput_change_pct"": 5.0, ""routing_efficiency_change_pct"": 0.0, ""max_wait_time_reduction_pct"": 50.0}",All Valid,0,kpi_004,46.83939272460714,53.12519867466265,6.2858059500555115,13.419913419913437,Increase,"Simplified Operational Scenario Estimate: average wait adjusted from 46.8 min to 53.1 min. Demand/capacity ratio changed. This is an analytical approximation, not a guaranteed forecast.",[],,No Contradiction,False,Not Confirmed,Moderate,,Completed,False,['analytical_six_kpi_daily.csv'],"['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250412', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250413', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250414', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250415']","['REC-CASE-DEPT-DIAG-20250412-OPT1', 'REC-CASE-DEPT-DIAG-20250412-OPT2', 'REC-CASE-DEPT-DIAG-20250412-OPT3', 'REC-CASE-DEPT-DIAG-20250415-OPT1', 'REC-CASE-DEPT-DIAG-20250415-OPT2', 'REC-CASE-DEPT-DIAG-20250415-OPT3']",[],patient-flow-simplified-estimate,2C-2B-1.0,2C-2B-1.0
SR-BL-EFF6F1B7A597F945-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250412,EP-HOSP-001-DEPT-DIAG-kpi_004-20250412,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,Monitoring Only,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-EFF6F1B7A597F945,Available,46.83939272460714,Minutes,2025-04-15,100.0,,,{},,0,kpi_004,46.83939272460714,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_six_kpi_daily.csv'],"['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250412', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250413', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250414', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250415']",[],[],,,
SR-BL-DEAC703545739416-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250421,EP-HOSP-001-DEPT-DIAG-kpi_004-20250421,,-BLOCKED,Baseline,No-Action or Baseline Comparator,No-Action Comparator,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-DEAC703545739416,Available,47.93103448275862,Minutes,2025-04-21,100.0,,,{},,0,kpi_004,47.93103448275862,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_six_kpi_daily.csv'],['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250421'],[],[],,,
SR-BL-BC5B6E80B089ECEF-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250421,EP-HOSP-001-DEPT-DIAG-kpi_004-20250421,SCEN-FLOW-001,COMP-BASE-003,Baseline,Patient-Flow and Waiting-Time Adjustment,Baseline,2026-07-28T11:14:43.830916,2C-2C-1.0,BL-BC5B6E80B089ECEF,Available,47.93103448275862,Minutes,2025-04-21,100.0,patient-flow-default,,{},All Valid,0,kpi_004,47.93103448275862,47.93103448275862,0.0,0.0,No Change,"Simplified Operational Scenario Estimate: average wait adjusted from 47.9 min to 47.9 min. Demand/capacity ratio changed. This is an analytical approximation, not a guaranteed forecast.",[],,No Contradiction,False,Not Confirmed,Moderate,,Completed,False,['analytical_six_kpi_daily.csv'],['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250421'],"['REC-CASE-DEPT-DIAG-20250421-OPT1', 'REC-CASE-DEPT-DIAG-20250421-OPT2', 'REC-CASE-DEPT-DIAG-20250421-OPT3']",[],patient-flow-simplified-estimate,2C-2B-1.0,2C-2B-1.0
SR-BL-BC5B6E80B089ECEF-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250421,EP-HOSP-001-DEPT-DIAG-kpi_004-20250421,SCEN-FLOW-001,COMP-CONS-003,Conservative,Patient-Flow and Waiting-Time Adjustment,Baseline,2026-07-28T11:14:43.831086,2C-2C-1.0,BL-BC5B6E80B089ECEF,Available,47.93103448275862,Minutes,2025-04-21,100.0,patient-flow-default,,"{""arrival_change_pct"": 0.0, ""service_capacity_change_pct"": 10.0, ""throughput_change_pct"": 5.0, ""routing_efficiency_change_pct"": 0.0, ""max_wait_time_reduction_pct"": 50.0}",All Valid,0,kpi_004,47.93103448275862,54.363337811613675,6.432303328855056,13.419913419913426,Increase,"Simplified Operational Scenario Estimate: average wait adjusted from 47.9 min to 54.4 min. Demand/capacity ratio changed. This is an analytical approximation, not a guaranteed forecast.",[],,No Contradiction,False,Not Confirmed,Moderate,,Completed,False,['analytical_six_kpi_daily.csv'],['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250421'],"['REC-CASE-DEPT-DIAG-20250421-OPT1', 'REC-CASE-DEPT-DIAG-20250421-OPT2', 'REC-CASE-DEPT-DIAG-20250421-OPT3']",[],patient-flow-simplified-estimate,2C-2B-1.0,2C-2B-1.0
SR-BL-BC5B6E80B089ECEF-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250421,EP-HOSP-001-DEPT-DIAG-kpi_004-20250421,SCEN-FLOW-001,COMP-EXP-003,Expected,Patient-Flow and Waiting-Time Adjustment,Baseline,2026-07-28T11:14:43.831197,2C-2C-1.0,BL-BC5B6E80B089ECEF,Available,47.93103448275862,Minutes,2025-04-21,100.0,patient-flow-default,,"{""arrival_change_pct"": 0.0, ""service_capacity_change_pct"": 10.0, ""throughput_change_pct"": 5.0, ""routing_efficiency_change_pct"": 0.0, ""max_wait_time_reduction_pct"": 50.0}",All Valid,0,kpi_004,47.93103448275862,54.363337811613675,6.432303328855056,13.419913419913426,Increase,"Simplified Operational Scenario Estimate: average wait adjusted from 47.9 min to 54.4 min. Demand/capacity ratio changed. This is an analytical approximation, not a guaranteed forecast.",[],,No Contradiction,False,Not Confirmed,Moderate,,Completed,False,['analytical_six_kpi_daily.csv'],['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250421'],"['REC-CASE-DEPT-DIAG-20250421-OPT1', 'REC-CASE-DEPT-DIAG-20250421-OPT2', 'REC-CASE-DEPT-DIAG-20250421-OPT3']",[],patient-flow-simplified-estimate,2C-2B-1.0,2C-2B-1.0
SR-BL-BC5B6E80B089ECEF-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250421,EP-HOSP-001-DEPT-DIAG-kpi_004-20250421,SCEN-FLOW-001,COMP-HIGH-003,Higher Intensity,Patient-Flow and Waiting-Time Adjustment,Baseline,2026-07-28T11:14:43.831304,2C-2C-1.0,BL-BC5B6E80B089ECEF,Available,47.93103448275862,Minutes,2025-04-21,100.0,patient-flow-default,,"{""arrival_change_pct"": 0.0, ""service_capacity_change_pct"": 10.0, ""throughput_change_pct"": 5.0, ""routing_efficiency_change_pct"": 0.0, ""max_wait_time_reduction_pct"": 50.0}",All Valid,0,kpi_004,47.93103448275862,54.363337811613675,6.432303328855056,13.419913419913426,Increase,"Simplified Operational Scenario Estimate: average wait adjusted from 47.9 min to 54.4 min. Demand/capacity ratio changed. This is an analytical approximation, not a guaranteed forecast.",[],,No Contradiction,False,Not Confirmed,Moderate,,Completed,False,['analytical_six_kpi_daily.csv'],['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250421'],"['REC-CASE-DEPT-DIAG-20250421-OPT1', 'REC-CASE-DEPT-DIAG-20250421-OPT2', 'REC-CASE-DEPT-DIAG-20250421-OPT3']",[],patient-flow-simplified-estimate,2C-2B-1.0,2C-2B-1.0
SR-BL-68BB32F61D404F38-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250421,EP-HOSP-001-DEPT-DIAG-kpi_004-20250421,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,Monitoring Only,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-68BB32F61D404F38,Available,47.93103448275862,Minutes,2025-04-21,100.0,,,{},,0,kpi_004,47.93103448275862,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_six_kpi_daily.csv'],['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250421'],[],[],,,
SR-BL-2168E5C437591E09-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250428,EP-HOSP-001-DEPT-DIAG-kpi_004-20250428,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,Monitoring Only,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-2168E5C437591E09,Available,47.25,Minutes,2025-04-28,100.0,,,{},,0,kpi_004,47.25,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_six_kpi_daily.csv'],['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250428'],[],[],,,
SR-BL-3BBE890AACAE0A48-,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250531,EP-HOSP-001-DEPT-DIAG-kpi_004-20250531,,-BLOCKED,Baseline,No-Action or Baseline Comparator,No-Action Comparator,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-3BBE890AACAE0A48,Available,55.078924278607985,Minutes,2025-06-09,100.0,,,{},,0,kpi_004,55.078924278607985,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_six_kpi_daily.csv'],"['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250531', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250601', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250602', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250603', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250604', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250605', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250606', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250607', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250608', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250609']",[],[],,,
SR-BL-6564610C0FF8940F-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250531,EP-HOSP-001-DEPT-DIAG-kpi_004-20250531,SCEN-FLOW-001,COMP-BASE-003,Baseline,Patient-Flow and Waiting-Time Adjustment,Baseline,2026-07-28T11:14:43.839042,2C-2C-1.0,BL-6564610C0FF8940F,Available,55.078924278607985,Minutes,2025-06-09,100.0,patient-flow-default,,{},All Valid,0,kpi_004,55.078924278607985,55.078924278607985,0.0,0.0,No Change,"Simplified Operational Scenario Estimate: average wait adjusted from 55.1 min to 55.1 min. Demand/capacity ratio changed. This is an analytical approximation, not a guaranteed forecast.",[],,No Contradiction,False,Not Confirmed,Moderate,,Completed,False,['analytical_six_kpi_daily.csv'],"['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250531', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250601', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250602', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250603', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250604', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250605', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250606', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250607', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250608', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250609']","['REC-CASE-DEPT-DIAG-20250531-OPT1', 'REC-CASE-DEPT-DIAG-20250531-OPT2', 'REC-CASE-DEPT-DIAG-20250531-OPT3', 'REC-CASE-DEPT-DIAG-20250601-OPT1', 'REC-CASE-DEPT-DIAG-20250601-OPT2', 'REC-CASE-DEPT-DIAG-20250601-OPT3', 'REC-CASE-DEPT-DIAG-20250602-OPT1', 'REC-CASE-DEPT-DIAG-20250602-OPT2', 'REC-CASE-DEPT-DIAG-20250602-OPT3', 'REC-CASE-DEPT-DIAG-20250603-OPT1', 'REC-CASE-DEPT-DIAG-20250603-OPT2', 'REC-CASE-DEPT-DIAG-20250603-OPT3', 'REC-CASE-DEPT-DIAG-20250604-OPT1', 'REC-CASE-DEPT-DIAG-20250604-OPT2', 'REC-CASE-DEPT-DIAG-20250604-OPT3', 'REC-CASE-DEPT-DIAG-20250605-OPT1', 'REC-CASE-DEPT-DIAG-20250605-OPT2', 'REC-CASE-DEPT-DIAG-20250605-OPT3', 'REC-CASE-DEPT-DIAG-20250607-OPT1', 'REC-CASE-DEPT-DIAG-20250607-OPT2', 'REC-CASE-DEPT-DIAG-20250607-OPT3', 'REC-CASE-DEPT-DIAG-20250608-OPT1', 'REC-CASE-DEPT-DIAG-20250608-OPT2', 'REC-CASE-DEPT-DIAG-20250608-OPT3', 'REC-CASE-DEPT-DIAG-20250609-OPT1', 'REC-CASE-DEPT-DIAG-20250609-OPT2', 'REC-CASE-DEPT-DIAG-20250609-OPT3']",[],patient-flow-simplified-estimate,2C-2B-1.0,2C-2B-1.0
SR-BL-6564610C0FF8940F-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20250531,EP-HOSP-001-DEPT-DIAG-kpi_004-20250531,SCEN-FLOW-001,COMP-CONS-003,Conservative,Patient-Flow and Waiting-Time Adjustment,Baseline,2026-07-28T11:14:43.839292,2C-2C-1.0,BL-6564610C0FF8940F,Available,55.078924278607985,Minutes,2025-06-09,100.0,patient-flow-default,,"{""arrival_change_pct"": 0.0, ""service_capacity_change_pct"": 10.0, ""throughput_change_pct"": 5.0, ""routing_efficiency_change_pct"": 0.0, ""max_wait_time_reduction_pct"": 50.0}",All Valid,0,kpi_004,55.078924278607985,62.47046822941686,7.391543950808874,13.419913419913437,Increase,"Simplified Operational Scenario Estimate: average wait adjusted from 55.1 min to 62.5 min. Demand/capacity ratio changed. This is an analytical approximation, not a guaranteed forecast.",[],,No Contradiction,False,Not Confirmed,Moderate,,Completed,False,['analytical_six_kpi_daily.csv'],"['IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250531', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250601', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250602', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250603', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250604', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250605', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250606', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250607', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250608', 'IKPI-kpi_004-HOSP-001-DEPT-DIAG-20250609']","['REC-CASE-DEPT-DIAG-20250531-OPT1', 'REC-CASE-DEPT-DIAG-20250531-OPT2', 'REC-CASE-DEPT-DIAG-20250531-OPT3', 'REC-CASE-DEPT-DIAG-20250601-OPT1', 'REC-CASE-DEPT-DIAG-20250601-OPT2', 'REC-CASE-DEPT-DIAG-20250601-OPT3', 'REC-CASE-DEPT-DIAG-20250602-OPT1', 'REC-CASE-DEPT-DIAG-20250602-OPT2', 'REC-CASE-DEPT-DIAG-20250602-OPT3', 'REC-CASE-DEPT-DIAG-20250603-OPT1', 'REC-CASE-DEPT-DIAG-20250603-OPT2', 'REC-CASE-DEPT-DIAG-20250603-OPT3', 'REC-CASE-DEPT-DIAG-20250604-OPT1', 'REC-CASE-DEPT-DIAG-20250604-OPT2', 'REC-CASE-DEPT-DIAG-20250604-OPT3', 'REC-CASE-DEPT-DIAG-20250605-OPT1', 'REC-CASE-DEPT-DIAG-20250605-OPT2', 'REC-CASE-DEPT-DIAG-20250605-OPT3', 'REC-CASE-DEPT-DIAG-20250607-OPT1', 'REC-CASE-DEPT-DIAG-20250607-OPT2', 'REC-CASE-DEPT-DIAG-20250607-OPT3', 'REC-CASE-DEPT-DIAG-20250608-OPT1', 'REC-CASE-DEPT-DIAG-20250608-OPT2', 'REC-CASE-DEPT-DIAG-20250608-OPT3', 'REC-CASE-DEPT-DIAG-20250609-OPT1', 'REC-CASE-DEPT-DIAG-20250609-OPT2', 'REC-CASE-DEPT-DIAG-20250609-OPT3']",[],patient-flow-simplified-estimate,2C-2B-1.0,2C-2B-1.0
