lineage_id,processing_run_id,output_dataset,output_record_id,source_dataset,source_record_id,source_file,source_row_number,transformation_name,transformation_version,lineage_datetime
LIN-54CD459ED7F8,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000173,patient_surveys,SURV-00000173,patient_surveys.csv,173,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926443
LIN-51590CDCE004,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000174,patient_surveys,SURV-00000174,patient_surveys.csv,174,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926474
LIN-C2E7FDEE6A0E,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000175,patient_surveys,SURV-00000175,patient_surveys.csv,175,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926496
LIN-C33DC6482A05,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000176,patient_surveys,SURV-00000176,patient_surveys.csv,176,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926520
LIN-CC38572600DD,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000177,patient_surveys,SURV-00000177,patient_surveys.csv,177,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926543
LIN-CC1580BA0F91,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000178,patient_surveys,SURV-00000178,patient_surveys.csv,178,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926565
LIN-427C33ABAF1D,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000179,patient_surveys,SURV-00000179,patient_surveys.csv,179,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926587
LIN-27C0B7FA6EB5,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000180,patient_surveys,SURV-00000180,patient_surveys.csv,180,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926610
LIN-75BC97557C1A,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000181,patient_surveys,SURV-00000181,patient_surveys.csv,181,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926633
LIN-DF818DE73688,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000182,patient_surveys,SURV-00000182,patient_surveys.csv,182,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926667
LIN-B8286AD976A9,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000183,patient_surveys,SURV-00000183,patient_surveys.csv,183,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926699
LIN-3365E75F488D,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000184,patient_surveys,SURV-00000184,patient_surveys.csv,184,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926722
LIN-E86C96F4C38B,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000185,patient_surveys,SURV-00000185,patient_surveys.csv,185,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926743
LIN-9CD647C1B3DB,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000186,patient_surveys,SURV-00000186,patient_surveys.csv,186,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926767
LIN-E995CFB12D51,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000187,patient_surveys,SURV-00000187,patient_surveys.csv,187,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926788
LIN-D64A44B6001C,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000188,patient_surveys,SURV-00000188,patient_surveys.csv,188,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926810
LIN-2B4C5846A0E8,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000189,patient_surveys,SURV-00000189,patient_surveys.csv,189,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926834
LIN-C9B45C566483,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000190,patient_surveys,SURV-00000190,patient_surveys.csv,190,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926855
LIN-E8327ECBBCAB,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000191,patient_surveys,SURV-00000191,patient_surveys.csv,191,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926877
LIN-E37FEF7C3318,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000192,patient_surveys,SURV-00000192,patient_surveys.csv,192,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926898
LIN-D340E4078DAF,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000193,patient_surveys,SURV-00000193,patient_surveys.csv,193,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926930
LIN-A2C1E29CC649,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000194,patient_surveys,SURV-00000194,patient_surveys.csv,194,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926961
LIN-118EA1971C2C,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000195,patient_surveys,SURV-00000195,patient_surveys.csv,195,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.926986
LIN-B3EC5E1DB27E,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000196,patient_surveys,SURV-00000196,patient_surveys.csv,196,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927013
LIN-5CF2A877659A,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000197,patient_surveys,SURV-00000197,patient_surveys.csv,197,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927036
LIN-E6C3A698F892,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000198,patient_surveys,SURV-00000198,patient_surveys.csv,198,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927060
LIN-4A7A2211CA59,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000199,patient_surveys,SURV-00000199,patient_surveys.csv,199,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927083
LIN-B97C5FFC69E7,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000200,patient_surveys,SURV-00000200,patient_surveys.csv,200,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927108
LIN-5BB888470161,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000201,patient_surveys,SURV-00000201,patient_surveys.csv,201,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927133
LIN-491513768371,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000202,patient_surveys,SURV-00000202,patient_surveys.csv,202,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927169
LIN-0B22B32EB3AB,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000203,patient_surveys,SURV-00000203,patient_surveys.csv,203,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927195
LIN-E3FA92B4632E,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000204,patient_surveys,SURV-00000204,patient_surveys.csv,204,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927222
LIN-3C32529B5B8E,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000205,patient_surveys,SURV-00000205,patient_surveys.csv,205,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927249
LIN-FF7670965E15,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000206,patient_surveys,SURV-00000206,patient_surveys.csv,206,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927279
LIN-3F2479A4AA31,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000207,patient_surveys,SURV-00000207,patient_surveys.csv,207,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927304
LIN-14F37C683172,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000208,patient_surveys,SURV-00000208,patient_surveys.csv,208,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927328
LIN-73DA178FED3D,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000209,patient_surveys,SURV-00000209,patient_surveys.csv,209,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927363
LIN-656D7408FC5D,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000210,patient_surveys,SURV-00000210,patient_surveys.csv,210,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927386
LIN-A57C384E9B63,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000211,patient_surveys,SURV-00000211,patient_surveys.csv,211,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927411
LIN-9718CF5176E0,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000212,patient_surveys,SURV-00000212,patient_surveys.csv,212,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927436
LIN-6CFD8F5B7F14,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000213,patient_surveys,SURV-00000213,patient_surveys.csv,213,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927461
LIN-94652DEB3F8E,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000214,patient_surveys,SURV-00000214,patient_surveys.csv,214,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927486
LIN-4AFEE6FB71D1,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000215,patient_surveys,SURV-00000215,patient_surveys.csv,215,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927510
LIN-0088F2F30523,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000216,patient_surveys,SURV-00000216,patient_surveys.csv,216,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927539
LIN-FD2105B5D1EC,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000217,patient_surveys,SURV-00000217,patient_surveys.csv,217,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927565
LIN-BE4479C8D920,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000218,patient_surveys,SURV-00000218,patient_surveys.csv,218,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927587
LIN-3D585D643A9F,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000219,patient_surveys,SURV-00000219,patient_surveys.csv,219,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927611
LIN-6B0E784FFA6A,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000220,patient_surveys,SURV-00000220,patient_surveys.csv,220,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927635
LIN-79CAD34A435F,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000221,patient_surveys,SURV-00000221,patient_surveys.csv,221,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927659
LIN-662F37DF0C25,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000222,patient_surveys,SURV-00000222,patient_surveys.csv,222,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927682
LIN-4620F5CF5365,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000223,patient_surveys,SURV-00000223,patient_surveys.csv,223,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927706
LIN-4B7D14F2AD15,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000224,patient_surveys,SURV-00000224,patient_surveys.csv,224,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927731
LIN-D4BFFE62048E,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000225,patient_surveys,SURV-00000225,patient_surveys.csv,225,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927755
LIN-89817E7BD321,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000226,patient_surveys,SURV-00000226,patient_surveys.csv,226,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927782
LIN-9DCAB409A80D,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000227,patient_surveys,SURV-00000227,patient_surveys.csv,227,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927806
LIN-CB5F99A3FAC9,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000228,patient_surveys,SURV-00000228,patient_surveys.csv,228,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927831
LIN-FF47FA9219B8,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000229,patient_surveys,SURV-00000229,patient_surveys.csv,229,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927854
LIN-9546C82276DB,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000230,patient_surveys,SURV-00000230,patient_surveys.csv,230,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927881
LIN-0B4469750C9A,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000231,patient_surveys,SURV-00000231,patient_surveys.csv,231,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927905
LIN-514DCB61C863,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000232,patient_surveys,SURV-00000232,patient_surveys.csv,232,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927928
LIN-04D149A8555F,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000233,patient_surveys,SURV-00000233,patient_surveys.csv,233,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927952
LIN-C798F25D8B02,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000234,patient_surveys,SURV-00000234,patient_surveys.csv,234,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.927978
LIN-2983A39D2D9F,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000235,patient_surveys,SURV-00000235,patient_surveys.csv,235,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928001
LIN-E6DA43463CD8,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000236,patient_surveys,SURV-00000236,patient_surveys.csv,236,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928026
LIN-FFAB9666B3CF,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000237,patient_surveys,SURV-00000237,patient_surveys.csv,237,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928048
LIN-7BC8DB2642DF,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000238,patient_surveys,SURV-00000238,patient_surveys.csv,238,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928071
LIN-6E36AF1A32DC,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000239,patient_surveys,SURV-00000239,patient_surveys.csv,239,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928092
LIN-F525EDF34149,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000240,patient_surveys,SURV-00000240,patient_surveys.csv,240,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928115
LIN-C74E90B11877,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000241,patient_surveys,SURV-00000241,patient_surveys.csv,241,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928138
LIN-3E8C5CE23A47,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000242,patient_surveys,SURV-00000242,patient_surveys.csv,242,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928161
LIN-45B23460DB6A,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000243,patient_surveys,SURV-00000243,patient_surveys.csv,243,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928183
LIN-8D6AB48B9972,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000244,patient_surveys,SURV-00000244,patient_surveys.csv,244,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928206
LIN-6ECB9A647CE3,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000245,patient_surveys,SURV-00000245,patient_surveys.csv,245,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928230
LIN-B84B8870A7D8,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000246,patient_surveys,SURV-00000246,patient_surveys.csv,246,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928254
LIN-0A20234023BA,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000247,patient_surveys,SURV-00000247,patient_surveys.csv,247,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928277
LIN-2722CD5E5389,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000248,patient_surveys,SURV-00000248,patient_surveys.csv,248,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928299
LIN-BED766E8448E,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000249,patient_surveys,SURV-00000249,patient_surveys.csv,249,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928323
LIN-4F0E5E94B718,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000250,patient_surveys,SURV-00000250,patient_surveys.csv,250,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928346
LIN-67F940A1C8BB,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000251,patient_surveys,SURV-00000251,patient_surveys.csv,251,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928368
LIN-9FEE43ED3659,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000252,patient_surveys,SURV-00000252,patient_surveys.csv,252,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928391
LIN-F20A2DA0F9EE,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000253,patient_surveys,SURV-00000253,patient_surveys.csv,253,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928413
LIN-7DDC8B916B7B,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000254,patient_surveys,SURV-00000254,patient_surveys.csv,254,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928436
LIN-E940F61029CF,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000255,patient_surveys,SURV-00000255,patient_surveys.csv,255,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928458
LIN-A0C691D8ABFB,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000256,patient_surveys,SURV-00000256,patient_surveys.csv,256,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928482
LIN-34B9427363A7,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000257,patient_surveys,SURV-00000257,patient_surveys.csv,257,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928505
LIN-E026B8B7FF25,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000258,patient_surveys,SURV-00000258,patient_surveys.csv,258,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928531
LIN-7D545725EAB8,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000259,patient_surveys,SURV-00000259,patient_surveys.csv,259,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928556
LIN-964752210B23,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000260,patient_surveys,SURV-00000260,patient_surveys.csv,260,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928582
LIN-CE9EE763B432,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000261,patient_surveys,SURV-00000261,patient_surveys.csv,261,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928605
LIN-2B963315F82B,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000262,patient_surveys,SURV-00000262,patient_surveys.csv,262,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928630
LIN-8539C28996EE,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000263,patient_surveys,SURV-00000263,patient_surveys.csv,263,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928653
LIN-AAC6AA39A6BD,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000264,patient_surveys,SURV-00000264,patient_surveys.csv,264,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928676
LIN-5491C9D99859,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000265,patient_surveys,SURV-00000265,patient_surveys.csv,265,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928700
LIN-DBE68D2EA329,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000266,patient_surveys,SURV-00000266,patient_surveys.csv,266,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928726
LIN-37A14A662A95,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000267,patient_surveys,SURV-00000267,patient_surveys.csv,267,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928749
LIN-27CB592DCBE1,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000268,patient_surveys,SURV-00000268,patient_surveys.csv,268,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928772
LIN-078BF9E62EBA,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000269,patient_surveys,SURV-00000269,patient_surveys.csv,269,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928795
LIN-48E5CC27017C,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000270,patient_surveys,SURV-00000270,patient_surveys.csv,270,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928818
LIN-D7ADAF82D27C,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000271,patient_surveys,SURV-00000271,patient_surveys.csv,271,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928840
LIN-05DF24ECBEEF,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000272,patient_surveys,SURV-00000272,patient_surveys.csv,272,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928863
LIN-60AEE4A26319,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000273,patient_surveys,SURV-00000273,patient_surveys.csv,273,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928885
LIN-9E2B48E9C7FF,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000274,patient_surveys,SURV-00000274,patient_surveys.csv,274,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928907
LIN-DBB17AC0AB21,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000275,patient_surveys,SURV-00000275,patient_surveys.csv,275,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928939
LIN-A15F8931A171,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000276,patient_surveys,SURV-00000276,patient_surveys.csv,276,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928968
LIN-C2FED0A50EC5,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000277,patient_surveys,SURV-00000277,patient_surveys.csv,277,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.928992
LIN-E88EF7BB4CB5,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000278,patient_surveys,SURV-00000278,patient_surveys.csv,278,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929017
LIN-A9DFDC290958,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000279,patient_surveys,SURV-00000279,patient_surveys.csv,279,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929040
LIN-68AB166A0F98,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000280,patient_surveys,SURV-00000280,patient_surveys.csv,280,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929063
LIN-8253069CDF29,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000281,patient_surveys,SURV-00000281,patient_surveys.csv,281,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929087
LIN-BB518594BCFF,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000282,patient_surveys,SURV-00000282,patient_surveys.csv,282,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929109
LIN-F31F1C688BAB,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000283,patient_surveys,SURV-00000283,patient_surveys.csv,283,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929131
LIN-E38B96327F18,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000284,patient_surveys,SURV-00000284,patient_surveys.csv,284,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929155
LIN-D313959C6937,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000285,patient_surveys,SURV-00000285,patient_surveys.csv,285,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929178
LIN-65100F6F7210,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000286,patient_surveys,SURV-00000286,patient_surveys.csv,286,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929202
LIN-4843243CB9A8,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000287,patient_surveys,SURV-00000287,patient_surveys.csv,287,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929225
LIN-7891D9C8E231,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000288,patient_surveys,SURV-00000288,patient_surveys.csv,288,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929248
LIN-E51C3CFCD2D4,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000289,patient_surveys,SURV-00000289,patient_surveys.csv,289,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929270
LIN-68E0A2E1BE53,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000290,patient_surveys,SURV-00000290,patient_surveys.csv,290,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929293
LIN-DD6D2035B2CF,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000291,patient_surveys,SURV-00000291,patient_surveys.csv,291,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929316
LIN-7F29C1EAB1C8,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000292,patient_surveys,SURV-00000292,patient_surveys.csv,292,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929338
LIN-8650FFA8F2F8,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000293,patient_surveys,SURV-00000293,patient_surveys.csv,293,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929361
LIN-8F79B37ECD46,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000294,patient_surveys,SURV-00000294,patient_surveys.csv,294,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929383
LIN-DC5868E673A2,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000295,patient_surveys,SURV-00000295,patient_surveys.csv,295,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929406
LIN-4F4B63E7353B,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000296,patient_surveys,SURV-00000296,patient_surveys.csv,296,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929429
LIN-1B01C611A859,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000297,patient_surveys,SURV-00000297,patient_surveys.csv,297,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929451
LIN-9FA37A322382,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000298,patient_surveys,SURV-00000298,patient_surveys.csv,298,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929475
LIN-610771043133,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000299,patient_surveys,SURV-00000299,patient_surveys.csv,299,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929498
LIN-BACA0029D9FF,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000300,patient_surveys,SURV-00000300,patient_surveys.csv,300,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929522
LIN-E0760EF77846,PROC-PEX-8337749CCBE7,processed_patient_surveys,SURV-00000301,patient_surveys,SURV-00000301,patient_surveys.csv,301,patient_experience_transform,2D-4.0,2026-07-26T22:04:47.929546
