survey_id,hospital_id,department_id,encounter_id,survey_date,survey_type,scale_id,score_value,response_weight,is_complete,source_system,created_at
SURV-00000578,HOSP-001,DEPT-PEX,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,3.2398235172452665,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000579,HOSP-001,DEPT-ADM,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,4.253429201059415,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000580,HOSP-001,DEPT-SURG,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000581,HOSP-001,DEPT-SURG,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,4.099626507994687,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000582,HOSP-001,DEPT-DIAG,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,3.6285868084018325,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000583,HOSP-001,DEPT-SURG,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000584,HOSP-001,DEPT-SURG,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,4.594539487959362,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000585,HOSP-001,DEPT-ADM,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,3.2657602252419204,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000586,HOSP-001,DEPT-PEX,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,4.1316243309663045,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000587,HOSP-001,DEPT-SURG,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,3.958293975911449,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000588,HOSP-001,DEPT-SURG,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000589,HOSP-001,DEPT-PEX,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000590,HOSP-001,DEPT-PEX,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,4.40629502678023,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000591,HOSP-001,DEPT-ADM,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,3.9369978045020524,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000592,HOSP-001,DEPT-ADM,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,3.7694732066060967,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000593,HOSP-001,DEPT-OPC,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,3.3219612256083586,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000594,HOSP-001,DEPT-OPC,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,3.7773933381213225,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000595,HOSP-001,DEPT-ED,,2026-02-12,Outpatient Satisfaction,SCALE-5PT,3.337790508729007,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000596,HOSP-001,DEPT-ADM,,2026-02-13,Outpatient Satisfaction,SCALE-5PT,3.915020595941048,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000597,HOSP-001,DEPT-SURG,,2026-02-13,Outpatient Satisfaction,SCALE-5PT,3.707314647746208,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000598,HOSP-001,DEPT-MED,,2026-02-13,Outpatient Satisfaction,SCALE-5PT,3.5056518203382803,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000599,HOSP-001,DEPT-OPC,,2026-02-13,Outpatient Satisfaction,SCALE-5PT,4.422623640032881,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000600,HOSP-001,DEPT-MED,,2026-02-13,Outpatient Satisfaction,SCALE-5PT,4.113679052539808,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000601,HOSP-001,DEPT-PEX,,2026-02-13,Outpatient Satisfaction,SCALE-5PT,3.7037975208198137,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000602,HOSP-001,DEPT-ICU,,2026-02-13,Outpatient Satisfaction,SCALE-5PT,4.257233142680188,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000603,HOSP-001,DEPT-MED,,2026-02-13,Outpatient Satisfaction,SCALE-5PT,4.58255144830626,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000604,HOSP-001,DEPT-SURG,,2026-02-13,Outpatient Satisfaction,SCALE-5PT,4.113826496739697,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000605,HOSP-001,DEPT-PEX,,2026-02-13,Outpatient Satisfaction,SCALE-5PT,3.0620716302762316,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000606,HOSP-001,DEPT-ADM,,2026-02-13,Outpatient Satisfaction,SCALE-5PT,3.633357912559183,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000607,HOSP-001,DEPT-ICU,,2026-02-13,Outpatient Satisfaction,SCALE-5PT,4.899480701689437,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000608,HOSP-001,DEPT-ADM,,2026-02-14,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000609,HOSP-001,DEPT-ADM,,2026-02-14,Outpatient Satisfaction,SCALE-5PT,2.4704163190406963,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000610,HOSP-001,DEPT-PEX,,2026-02-14,Outpatient Satisfaction,SCALE-5PT,3.6332049548984084,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000611,HOSP-001,DEPT-SURG,,2026-02-14,Outpatient Satisfaction,SCALE-5PT,2.513933932690773,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000612,HOSP-001,DEPT-SURG,,2026-02-14,Outpatient Satisfaction,SCALE-5PT,3.1317041334744613,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000613,HOSP-001,DEPT-SURG,,2026-02-14,Outpatient Satisfaction,SCALE-5PT,3.4890276423623896,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000614,HOSP-001,DEPT-PEX,,2026-02-14,Outpatient Satisfaction,SCALE-5PT,3.870453206475311,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000615,HOSP-001,DEPT-MED,,2026-02-14,Outpatient Satisfaction,SCALE-5PT,4.816077056569135,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000616,HOSP-001,DEPT-PEX,,2026-02-14,Outpatient Satisfaction,SCALE-5PT,3.56532383919335,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000617,HOSP-001,DEPT-MED,,2026-02-14,Outpatient Satisfaction,SCALE-5PT,4.170126177537524,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000618,HOSP-001,DEPT-DIAG,,2026-02-14,Outpatient Satisfaction,SCALE-5PT,4.565101990798678,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000619,HOSP-001,DEPT-OPC,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000620,HOSP-001,DEPT-MED,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000621,HOSP-001,DEPT-MED,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,4.725761577208573,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000622,HOSP-001,DEPT-ADM,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,3.4548619817073885,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000623,HOSP-001,DEPT-MED,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,3.9890574292097973,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000624,HOSP-001,DEPT-ED,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,4.1267764471233,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000625,HOSP-001,DEPT-DIAG,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,3.8277943915610475,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000626,HOSP-001,DEPT-ADM,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,2.9803759623376993,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000627,HOSP-001,DEPT-ADM,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,2.514414018948706,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000628,HOSP-001,DEPT-ICU,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,2.9840300586125794,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000629,HOSP-001,DEPT-DIAG,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,4.0865229235961475,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000630,HOSP-001,DEPT-ADM,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,4.261527718761489,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000631,HOSP-001,DEPT-PEX,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,2.6671743202032916,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000632,HOSP-001,DEPT-ED,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,4.238611420102028,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000633,HOSP-001,DEPT-MED,,2026-02-15,Outpatient Satisfaction,SCALE-5PT,3.511788102337215,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000634,HOSP-001,DEPT-ADM,,2026-02-16,Outpatient Satisfaction,SCALE-5PT,4.234503792805623,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000635,HOSP-001,DEPT-DIAG,,2026-02-16,Outpatient Satisfaction,SCALE-5PT,4.348720094424971,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000636,HOSP-001,DEPT-ADM,,2026-02-16,Outpatient Satisfaction,SCALE-5PT,4.832143673176153,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000637,HOSP-001,DEPT-ADM,,2026-02-16,Outpatient Satisfaction,SCALE-5PT,4.286214191906006,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000638,HOSP-001,DEPT-PEX,,2026-02-16,Outpatient Satisfaction,SCALE-5PT,4.672856410580946,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000639,HOSP-001,DEPT-ADM,,2026-02-16,Outpatient Satisfaction,SCALE-5PT,4.28209348527024,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000640,HOSP-001,DEPT-DIAG,,2026-02-16,Outpatient Satisfaction,SCALE-5PT,4.047575899295328,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000641,HOSP-001,DEPT-MED,,2026-02-16,Outpatient Satisfaction,SCALE-5PT,3.1919257651245454,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000642,HOSP-001,DEPT-MED,,2026-02-16,Outpatient Satisfaction,SCALE-5PT,3.0318300513360743,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000643,HOSP-001,DEPT-ED,,2026-02-16,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000644,HOSP-001,DEPT-ED,,2026-02-16,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000645,HOSP-001,DEPT-ED,,2026-02-17,Outpatient Satisfaction,SCALE-5PT,4.643712068924085,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000646,HOSP-001,DEPT-DIAG,,2026-02-17,Outpatient Satisfaction,SCALE-5PT,4.04907235537063,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000647,HOSP-001,DEPT-OPC,,2026-02-17,Outpatient Satisfaction,SCALE-5PT,4.552050443153404,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000648,HOSP-001,DEPT-OPC,,2026-02-17,Outpatient Satisfaction,SCALE-5PT,4.2618515518519535,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000649,HOSP-001,DEPT-SURG,,2026-02-17,Outpatient Satisfaction,SCALE-5PT,2.815891596231956,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000650,HOSP-001,DEPT-SURG,,2026-02-17,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000651,HOSP-001,DEPT-ED,,2026-02-17,Outpatient Satisfaction,SCALE-5PT,4.069985942695028,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000652,HOSP-001,DEPT-DIAG,,2026-02-17,Outpatient Satisfaction,SCALE-5PT,3.9896738814015773,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000653,HOSP-001,DEPT-ED,,2026-02-17,Outpatient Satisfaction,SCALE-5PT,3.493886317698543,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000654,HOSP-001,DEPT-DIAG,,2026-02-17,Outpatient Satisfaction,SCALE-5PT,3.4501849526447095,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000655,HOSP-001,DEPT-PEX,,2026-02-17,Outpatient Satisfaction,SCALE-5PT,4.549515039609238,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000656,HOSP-001,DEPT-ADM,,2026-02-18,Outpatient Satisfaction,SCALE-5PT,4.026525020948306,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000657,HOSP-001,DEPT-ED,,2026-02-18,Outpatient Satisfaction,SCALE-5PT,3.1480684576667657,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000658,HOSP-001,DEPT-ADM,,2026-02-18,Outpatient Satisfaction,SCALE-5PT,3.741425668802139,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000659,HOSP-001,DEPT-ADM,,2026-02-18,Outpatient Satisfaction,SCALE-5PT,4.216048462445329,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000660,HOSP-001,DEPT-SURG,,2026-02-18,Outpatient Satisfaction,SCALE-5PT,3.2145763893240584,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000661,HOSP-001,DEPT-MED,,2026-02-18,Outpatient Satisfaction,SCALE-5PT,4.140879095573399,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000662,HOSP-001,DEPT-PEX,,2026-02-18,Outpatient Satisfaction,SCALE-5PT,4.115947724113096,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000663,HOSP-001,DEPT-MED,,2026-02-18,Outpatient Satisfaction,SCALE-5PT,4.783288745976661,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000664,HOSP-001,DEPT-DIAG,,2026-02-18,Outpatient Satisfaction,SCALE-5PT,2.616381056346939,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000665,HOSP-001,DEPT-ED,,2026-02-18,Outpatient Satisfaction,SCALE-5PT,4.008587654678788,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000666,HOSP-001,DEPT-ED,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000667,HOSP-001,DEPT-PEX,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,3.1525738548619917,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000668,HOSP-001,DEPT-PEX,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,2.5752405345197866,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000669,HOSP-001,DEPT-ED,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000670,HOSP-001,DEPT-ADM,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,4.4569564003130555,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000671,HOSP-001,DEPT-MED,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,3.7399394739576035,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000672,HOSP-001,DEPT-MED,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,3.723376821904083,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000673,HOSP-001,DEPT-SURG,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000674,HOSP-001,DEPT-OPC,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,4.801313592061863,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000675,HOSP-001,DEPT-SURG,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,4.226751529619668,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000676,HOSP-001,DEPT-ADM,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,3.21616406297285,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000677,HOSP-001,DEPT-ED,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000678,HOSP-001,DEPT-DIAG,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,4.322948626821059,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000679,HOSP-001,DEPT-OPC,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000680,HOSP-001,DEPT-PEX,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,4.048302213953056,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000681,HOSP-001,DEPT-OPC,,2026-02-19,Outpatient Satisfaction,SCALE-5PT,3.3778538727168224,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000682,HOSP-001,DEPT-OPC,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000683,HOSP-001,DEPT-PEX,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,3.9915533082321724,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000684,HOSP-001,DEPT-SURG,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,3.5410278424277934,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000685,HOSP-001,DEPT-OPC,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,2.12493063511468,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000686,HOSP-001,DEPT-DIAG,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,2.9616553622420874,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000687,HOSP-001,DEPT-DIAG,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,3.6306992946702152,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000688,HOSP-001,DEPT-MED,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000689,HOSP-001,DEPT-DIAG,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,3.2978637677673017,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000690,HOSP-001,DEPT-SURG,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,4.186041902650087,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000691,HOSP-001,DEPT-DIAG,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,4.456733134967097,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000692,HOSP-001,DEPT-PEX,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,3.9624694518181967,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000693,HOSP-001,DEPT-DIAG,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,4.338157530035733,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000694,HOSP-001,DEPT-SURG,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,4.007985248561107,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000695,HOSP-001,DEPT-SURG,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,3.652368045065412,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000696,HOSP-001,DEPT-SURG,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,3.322676198002715,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000697,HOSP-001,DEPT-ADM,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,3.5594949894476846,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000698,HOSP-001,DEPT-OPC,,2026-02-20,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000699,HOSP-001,DEPT-OPC,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,4.188564079577471,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000700,HOSP-001,DEPT-ICU,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000701,HOSP-001,DEPT-ED,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000702,HOSP-001,DEPT-ICU,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,3.4762342568169373,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000703,HOSP-001,DEPT-MED,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,2.9567498510740013,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000704,HOSP-001,DEPT-DIAG,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,4.151732930246112,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000705,HOSP-001,DEPT-ED,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,4.787033177711742,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000706,HOSP-001,DEPT-MED,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,4.117192605732188,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000707,HOSP-001,DEPT-MED,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,3.1958132283122502,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000708,HOSP-001,DEPT-DIAG,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,3.9161832995593375,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000709,HOSP-001,DEPT-SURG,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,3.8306815978865982,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000710,HOSP-001,DEPT-ICU,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,4.214803584325818,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000711,HOSP-001,DEPT-ICU,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,3.8344977815104255,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000712,HOSP-001,DEPT-PEX,,2026-02-21,Outpatient Satisfaction,SCALE-5PT,4.153756767465216,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000713,HOSP-001,DEPT-OPC,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,3.05004696367292,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000714,HOSP-001,DEPT-PEX,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,3.726406303517022,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000715,HOSP-001,DEPT-MED,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,3.981670912381361,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000716,HOSP-001,DEPT-SURG,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,4.142959052250542,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000717,HOSP-001,DEPT-SURG,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,4.299678146586107,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000718,HOSP-001,DEPT-ADM,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000719,HOSP-001,DEPT-PEX,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,4.565162189439352,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000720,HOSP-001,DEPT-SURG,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,3.9752414059650825,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000721,HOSP-001,DEPT-PEX,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,4.379273006554412,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000722,HOSP-001,DEPT-MED,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000723,HOSP-001,DEPT-ADM,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,4.255989493598731,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000724,HOSP-001,DEPT-OPC,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000725,HOSP-001,DEPT-MED,,2026-02-22,Outpatient Satisfaction,SCALE-5PT,4.0532877641616905,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000726,HOSP-001,DEPT-MED,,2026-02-23,Outpatient Satisfaction,SCALE-5PT,3.9470663181324688,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000727,HOSP-001,DEPT-PEX,,2026-02-23,Outpatient Satisfaction,SCALE-5PT,2.2385219626832846,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000728,HOSP-001,DEPT-ICU,,2026-02-23,Outpatient Satisfaction,SCALE-5PT,3.6567250189273306,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000729,HOSP-001,DEPT-PEX,,2026-02-23,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000730,HOSP-001,DEPT-ICU,,2026-02-23,Outpatient Satisfaction,SCALE-5PT,4.673961008569622,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000731,HOSP-001,DEPT-DIAG,,2026-02-23,Outpatient Satisfaction,SCALE-5PT,4.499795063730355,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000732,HOSP-001,DEPT-ED,,2026-02-23,Outpatient Satisfaction,SCALE-5PT,3.4756311085004423,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000733,HOSP-001,DEPT-DIAG,,2026-02-23,Outpatient Satisfaction,SCALE-5PT,3.833158819072893,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
