schedule_id,hospital_id,department_id,service_date,planned_start_time,planned_end_time,planned_hours,planned_capacity,schedule_status,shift_code,source_system,created_at
SCH-00002654,HOSP-001,DEPT-ICU,2026-04-21,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002655,HOSP-001,DEPT-ICU,2026-04-21,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002656,HOSP-001,DEPT-DIAG,2026-04-21,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002657,HOSP-001,DEPT-DIAG,2026-04-21,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002658,HOSP-001,DEPT-DIAG,2026-04-21,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002659,HOSP-001,DEPT-PEX,2026-04-21,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002660,HOSP-001,DEPT-PEX,2026-04-21,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002661,HOSP-001,DEPT-PEX,2026-04-21,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002662,HOSP-001,DEPT-ADM,2026-04-21,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002663,HOSP-001,DEPT-ADM,2026-04-21,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002664,HOSP-001,DEPT-ADM,2026-04-21,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002665,HOSP-001,DEPT-ED,2026-04-22,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002666,HOSP-001,DEPT-ED,2026-04-22,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002667,HOSP-001,DEPT-ED,2026-04-22,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002668,HOSP-001,DEPT-OPC,2026-04-22,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002669,HOSP-001,DEPT-OPC,2026-04-22,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002670,HOSP-001,DEPT-OPC,2026-04-22,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002671,HOSP-001,DEPT-MED,2026-04-22,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002672,HOSP-001,DEPT-MED,2026-04-22,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002673,HOSP-001,DEPT-MED,2026-04-22,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002674,HOSP-001,DEPT-SURG,2026-04-22,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002675,HOSP-001,DEPT-SURG,2026-04-22,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002676,HOSP-001,DEPT-SURG,2026-04-22,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002677,HOSP-001,DEPT-ICU,2026-04-22,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002678,HOSP-001,DEPT-ICU,2026-04-22,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002679,HOSP-001,DEPT-ICU,2026-04-22,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002680,HOSP-001,DEPT-DIAG,2026-04-22,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002681,HOSP-001,DEPT-DIAG,2026-04-22,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002682,HOSP-001,DEPT-DIAG,2026-04-22,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002683,HOSP-001,DEPT-PEX,2026-04-22,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002684,HOSP-001,DEPT-PEX,2026-04-22,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002685,HOSP-001,DEPT-PEX,2026-04-22,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002686,HOSP-001,DEPT-ADM,2026-04-22,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002687,HOSP-001,DEPT-ADM,2026-04-22,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002688,HOSP-001,DEPT-ADM,2026-04-22,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002689,HOSP-001,DEPT-ED,2026-04-23,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002690,HOSP-001,DEPT-ED,2026-04-23,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002691,HOSP-001,DEPT-ED,2026-04-23,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002692,HOSP-001,DEPT-OPC,2026-04-23,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002693,HOSP-001,DEPT-OPC,2026-04-23,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002694,HOSP-001,DEPT-OPC,2026-04-23,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002695,HOSP-001,DEPT-MED,2026-04-23,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002696,HOSP-001,DEPT-MED,2026-04-23,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002697,HOSP-001,DEPT-MED,2026-04-23,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002698,HOSP-001,DEPT-SURG,2026-04-23,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002699,HOSP-001,DEPT-SURG,2026-04-23,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002700,HOSP-001,DEPT-SURG,2026-04-23,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002701,HOSP-001,DEPT-ICU,2026-04-23,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002702,HOSP-001,DEPT-ICU,2026-04-23,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002703,HOSP-001,DEPT-ICU,2026-04-23,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002704,HOSP-001,DEPT-DIAG,2026-04-23,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002705,HOSP-001,DEPT-DIAG,2026-04-23,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002706,HOSP-001,DEPT-DIAG,2026-04-23,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002707,HOSP-001,DEPT-PEX,2026-04-23,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002708,HOSP-001,DEPT-PEX,2026-04-23,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002709,HOSP-001,DEPT-PEX,2026-04-23,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002710,HOSP-001,DEPT-ADM,2026-04-23,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002711,HOSP-001,DEPT-ADM,2026-04-23,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002712,HOSP-001,DEPT-ADM,2026-04-23,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002713,HOSP-001,DEPT-ED,2026-04-24,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002714,HOSP-001,DEPT-ED,2026-04-24,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002715,HOSP-001,DEPT-ED,2026-04-24,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002716,HOSP-001,DEPT-OPC,2026-04-24,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002717,HOSP-001,DEPT-OPC,2026-04-24,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002718,HOSP-001,DEPT-OPC,2026-04-24,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002719,HOSP-001,DEPT-MED,2026-04-24,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002720,HOSP-001,DEPT-MED,2026-04-24,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002721,HOSP-001,DEPT-MED,2026-04-24,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002722,HOSP-001,DEPT-SURG,2026-04-24,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002723,HOSP-001,DEPT-SURG,2026-04-24,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002724,HOSP-001,DEPT-SURG,2026-04-24,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002725,HOSP-001,DEPT-ICU,2026-04-24,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002726,HOSP-001,DEPT-ICU,2026-04-24,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002727,HOSP-001,DEPT-ICU,2026-04-24,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002728,HOSP-001,DEPT-DIAG,2026-04-24,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002729,HOSP-001,DEPT-DIAG,2026-04-24,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002730,HOSP-001,DEPT-DIAG,2026-04-24,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002731,HOSP-001,DEPT-PEX,2026-04-24,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002732,HOSP-001,DEPT-PEX,2026-04-24,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002733,HOSP-001,DEPT-PEX,2026-04-24,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002734,HOSP-001,DEPT-ADM,2026-04-24,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002735,HOSP-001,DEPT-ADM,2026-04-24,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002736,HOSP-001,DEPT-ADM,2026-04-24,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002737,HOSP-001,DEPT-ED,2026-04-25,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002738,HOSP-001,DEPT-ED,2026-04-25,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002739,HOSP-001,DEPT-ED,2026-04-25,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002740,HOSP-001,DEPT-OPC,2026-04-25,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002741,HOSP-001,DEPT-OPC,2026-04-25,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002742,HOSP-001,DEPT-OPC,2026-04-25,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002743,HOSP-001,DEPT-MED,2026-04-25,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002744,HOSP-001,DEPT-MED,2026-04-25,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002745,HOSP-001,DEPT-MED,2026-04-25,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002746,HOSP-001,DEPT-SURG,2026-04-25,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002747,HOSP-001,DEPT-SURG,2026-04-25,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002748,HOSP-001,DEPT-SURG,2026-04-25,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002749,HOSP-001,DEPT-ICU,2026-04-25,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002750,HOSP-001,DEPT-ICU,2026-04-25,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002751,HOSP-001,DEPT-ICU,2026-04-25,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002752,HOSP-001,DEPT-DIAG,2026-04-25,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002753,HOSP-001,DEPT-DIAG,2026-04-25,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002754,HOSP-001,DEPT-DIAG,2026-04-25,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002755,HOSP-001,DEPT-PEX,2026-04-25,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002756,HOSP-001,DEPT-PEX,2026-04-25,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002757,HOSP-001,DEPT-PEX,2026-04-25,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002758,HOSP-001,DEPT-ADM,2026-04-25,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002759,HOSP-001,DEPT-ADM,2026-04-25,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002760,HOSP-001,DEPT-ADM,2026-04-25,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002761,HOSP-001,DEPT-ED,2026-04-26,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002762,HOSP-001,DEPT-ED,2026-04-26,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002763,HOSP-001,DEPT-ED,2026-04-26,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002764,HOSP-001,DEPT-OPC,2026-04-26,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002765,HOSP-001,DEPT-OPC,2026-04-26,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002766,HOSP-001,DEPT-OPC,2026-04-26,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002767,HOSP-001,DEPT-MED,2026-04-26,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002768,HOSP-001,DEPT-MED,2026-04-26,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002769,HOSP-001,DEPT-MED,2026-04-26,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002770,HOSP-001,DEPT-SURG,2026-04-26,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002771,HOSP-001,DEPT-SURG,2026-04-26,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002772,HOSP-001,DEPT-SURG,2026-04-26,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002773,HOSP-001,DEPT-ICU,2026-04-26,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002774,HOSP-001,DEPT-ICU,2026-04-26,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002775,HOSP-001,DEPT-ICU,2026-04-26,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002776,HOSP-001,DEPT-DIAG,2026-04-26,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002777,HOSP-001,DEPT-DIAG,2026-04-26,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002778,HOSP-001,DEPT-DIAG,2026-04-26,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002779,HOSP-001,DEPT-PEX,2026-04-26,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002780,HOSP-001,DEPT-PEX,2026-04-26,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002781,HOSP-001,DEPT-PEX,2026-04-26,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002782,HOSP-001,DEPT-ADM,2026-04-26,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002783,HOSP-001,DEPT-ADM,2026-04-26,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002784,HOSP-001,DEPT-ADM,2026-04-26,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002785,HOSP-001,DEPT-ED,2026-04-27,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002786,HOSP-001,DEPT-ED,2026-04-27,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002787,HOSP-001,DEPT-ED,2026-04-27,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002788,HOSP-001,DEPT-OPC,2026-04-27,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002789,HOSP-001,DEPT-OPC,2026-04-27,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002790,HOSP-001,DEPT-OPC,2026-04-27,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002791,HOSP-001,DEPT-MED,2026-04-27,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002792,HOSP-001,DEPT-MED,2026-04-27,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002793,HOSP-001,DEPT-MED,2026-04-27,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002794,HOSP-001,DEPT-SURG,2026-04-27,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002795,HOSP-001,DEPT-SURG,2026-04-27,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002796,HOSP-001,DEPT-SURG,2026-04-27,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002797,HOSP-001,DEPT-ICU,2026-04-27,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002798,HOSP-001,DEPT-ICU,2026-04-27,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002799,HOSP-001,DEPT-ICU,2026-04-27,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002800,HOSP-001,DEPT-DIAG,2026-04-27,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002801,HOSP-001,DEPT-DIAG,2026-04-27,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002802,HOSP-001,DEPT-DIAG,2026-04-27,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002803,HOSP-001,DEPT-PEX,2026-04-27,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002804,HOSP-001,DEPT-PEX,2026-04-27,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002805,HOSP-001,DEPT-PEX,2026-04-27,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002806,HOSP-001,DEPT-ADM,2026-04-27,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002807,HOSP-001,DEPT-ADM,2026-04-27,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002808,HOSP-001,DEPT-ADM,2026-04-27,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002809,HOSP-001,DEPT-ED,2026-04-28,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002810,HOSP-001,DEPT-ED,2026-04-28,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002811,HOSP-001,DEPT-ED,2026-04-28,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002812,HOSP-001,DEPT-OPC,2026-04-28,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002813,HOSP-001,DEPT-OPC,2026-04-28,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002814,HOSP-001,DEPT-OPC,2026-04-28,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002815,HOSP-001,DEPT-MED,2026-04-28,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002816,HOSP-001,DEPT-MED,2026-04-28,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002817,HOSP-001,DEPT-MED,2026-04-28,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002818,HOSP-001,DEPT-SURG,2026-04-28,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002819,HOSP-001,DEPT-SURG,2026-04-28,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002820,HOSP-001,DEPT-SURG,2026-04-28,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002821,HOSP-001,DEPT-ICU,2026-04-28,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00002822,HOSP-001,DEPT-ICU,2026-04-28,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
