governance_id,scenario_run_id,rule_id,rule_name,rule_applied,rule_outcome,message,applied_at
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule Derived Parameter Integrity: passed,2026-07-28T14:59:00.270245
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule Staff Count Range Governance: passed,2026-07-28T14:59:00.270249
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule Percent Reduction Range Governance: passed,2026-07-28T14:59:00.270253
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule Duration Range Governance: passed,2026-07-28T14:59:00.270256
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule Fixed Reference Integrity: passed,2026-07-28T14:59:00.270260
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule Fixed Boolean Integrity: passed,2026-07-28T14:59:00.270264
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule Fixed Range Integrity: passed,2026-07-28T14:59:00.270267
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule Fixed Multiplier Integrity: passed,2026-07-28T14:59:00.270271
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule Fixed Penalty Integrity: passed,2026-07-28T14:59:00.270275
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule No High Scenario Confidence: passed,2026-07-28T14:59:00.270278
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule No Automatic Approval: passed,2026-07-28T14:59:00.270282
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule No Financial Calculation in 2C-2: passed,2026-07-28T14:59:00.270285
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule Provisional Warning Preservation: passed,2026-07-28T14:59:00.270289
GOV-SR-BL-3604EBCA4A970746-COMP-EXP-001-,SR-BL-3604EBCA4A970746-COMP-EXP-001,,,False,Passed,Rule Reproducibility Requirement: passed,2026-07-28T14:59:00.270292
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule Baseline Immutability: passed,2026-07-28T14:59:00.278049
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule Derived Parameter Integrity: passed,2026-07-28T14:59:00.278071
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule Staff Count Range Governance: passed,2026-07-28T14:59:00.278089
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule Percent Reduction Range Governance: passed,2026-07-28T14:59:00.278105
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule Duration Range Governance: passed,2026-07-28T14:59:00.278121
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule Fixed Reference Integrity: passed,2026-07-28T14:59:00.278138
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule Fixed Boolean Integrity: passed,2026-07-28T14:59:00.278154
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule Fixed Range Integrity: passed,2026-07-28T14:59:00.278193
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule Fixed Multiplier Integrity: passed,2026-07-28T14:59:00.278210
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule Fixed Penalty Integrity: passed,2026-07-28T14:59:00.278227
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule No High Scenario Confidence: passed,2026-07-28T14:59:00.278243
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule No Automatic Approval: passed,2026-07-28T14:59:00.278260
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule No Financial Calculation in 2C-2: passed,2026-07-28T14:59:00.278277
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule Provisional Warning Preservation: passed,2026-07-28T14:59:00.278294
GOV-SR-BL-3604EBCA4A970746-COMP-HIGH-001-,SR-BL-3604EBCA4A970746-COMP-HIGH-001,,,False,Passed,Rule Reproducibility Requirement: passed,2026-07-28T14:59:00.278311
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule Baseline Immutability: passed,2026-07-28T14:59:00.289085
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule Derived Parameter Integrity: passed,2026-07-28T14:59:00.289090
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule Staff Count Range Governance: passed,2026-07-28T14:59:00.289094
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule Percent Reduction Range Governance: passed,2026-07-28T14:59:00.289098
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule Duration Range Governance: passed,2026-07-28T14:59:00.289102
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule Fixed Reference Integrity: passed,2026-07-28T14:59:00.289106
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule Fixed Boolean Integrity: passed,2026-07-28T14:59:00.289109
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule Fixed Range Integrity: passed,2026-07-28T14:59:00.289113
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule Fixed Multiplier Integrity: passed,2026-07-28T14:59:00.289117
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule Fixed Penalty Integrity: passed,2026-07-28T14:59:00.289120
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule No High Scenario Confidence: passed,2026-07-28T14:59:00.289124
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule No Automatic Approval: passed,2026-07-28T14:59:00.289128
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule No Financial Calculation in 2C-2: passed,2026-07-28T14:59:00.289131
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule Provisional Warning Preservation: passed,2026-07-28T14:59:00.289135
GOV-SR-BL-0D3165B7E88FFD7A-COMP-BASE-001-,SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,,,False,Passed,Rule Reproducibility Requirement: passed,2026-07-28T14:59:00.289138
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule Baseline Immutability: passed,2026-07-28T14:59:00.302571
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule Derived Parameter Integrity: passed,2026-07-28T14:59:00.302580
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule Staff Count Range Governance: passed,2026-07-28T14:59:00.302584
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule Percent Reduction Range Governance: passed,2026-07-28T14:59:00.302587
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule Duration Range Governance: passed,2026-07-28T14:59:00.302591
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule Fixed Reference Integrity: passed,2026-07-28T14:59:00.302595
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule Fixed Boolean Integrity: passed,2026-07-28T14:59:00.302599
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule Fixed Range Integrity: passed,2026-07-28T14:59:00.302602
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule Fixed Multiplier Integrity: passed,2026-07-28T14:59:00.302606
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule Fixed Penalty Integrity: passed,2026-07-28T14:59:00.302610
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule No High Scenario Confidence: passed,2026-07-28T14:59:00.302613
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule No Automatic Approval: passed,2026-07-28T14:59:00.302617
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule No Financial Calculation in 2C-2: passed,2026-07-28T14:59:00.302621
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule Provisional Warning Preservation: passed,2026-07-28T14:59:00.302624
GOV-SR-BL-0D3165B7E88FFD7A-COMP-CONS-001-,SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,,,False,Passed,Rule Reproducibility Requirement: passed,2026-07-28T14:59:00.302628
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule Baseline Immutability: passed,2026-07-28T14:59:00.308015
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule Derived Parameter Integrity: passed,2026-07-28T14:59:00.308020
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule Staff Count Range Governance: passed,2026-07-28T14:59:00.308023
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule Percent Reduction Range Governance: passed,2026-07-28T14:59:00.308029
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule Duration Range Governance: passed,2026-07-28T14:59:00.308033
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule Fixed Reference Integrity: passed,2026-07-28T14:59:00.308037
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule Fixed Boolean Integrity: passed,2026-07-28T14:59:00.308041
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule Fixed Range Integrity: passed,2026-07-28T14:59:00.308044
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule Fixed Multiplier Integrity: passed,2026-07-28T14:59:00.308048
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule Fixed Penalty Integrity: passed,2026-07-28T14:59:00.308052
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule No High Scenario Confidence: passed,2026-07-28T14:59:00.308055
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule No Automatic Approval: passed,2026-07-28T14:59:00.308059
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule No Financial Calculation in 2C-2: passed,2026-07-28T14:59:00.308063
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule Provisional Warning Preservation: passed,2026-07-28T14:59:00.308071
GOV-SR-BL-0D3165B7E88FFD7A-COMP-EXP-001-,SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,,,False,Passed,Rule Reproducibility Requirement: passed,2026-07-28T14:59:00.308075
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule Baseline Immutability: passed,2026-07-28T14:59:00.318288
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule Derived Parameter Integrity: passed,2026-07-28T14:59:00.318296
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule Staff Count Range Governance: passed,2026-07-28T14:59:00.318303
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule Percent Reduction Range Governance: passed,2026-07-28T14:59:00.318309
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule Duration Range Governance: passed,2026-07-28T14:59:00.318316
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule Fixed Reference Integrity: passed,2026-07-28T14:59:00.318323
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule Fixed Boolean Integrity: passed,2026-07-28T14:59:00.318329
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule Fixed Range Integrity: passed,2026-07-28T14:59:00.318334
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule Fixed Multiplier Integrity: passed,2026-07-28T14:59:00.318340
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule Fixed Penalty Integrity: passed,2026-07-28T14:59:00.318346
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule No High Scenario Confidence: passed,2026-07-28T14:59:00.318351
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule No Automatic Approval: passed,2026-07-28T14:59:00.318357
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule No Financial Calculation in 2C-2: passed,2026-07-28T14:59:00.318364
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule Provisional Warning Preservation: passed,2026-07-28T14:59:00.318370
GOV-SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001-,SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,,,False,Passed,Rule Reproducibility Requirement: passed,2026-07-28T14:59:00.318375
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule Baseline Immutability: passed,2026-07-28T14:59:00.334193
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule Derived Parameter Integrity: passed,2026-07-28T14:59:00.334198
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule Staff Count Range Governance: passed,2026-07-28T14:59:00.334202
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule Percent Reduction Range Governance: passed,2026-07-28T14:59:00.334206
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule Duration Range Governance: passed,2026-07-28T14:59:00.334210
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule Fixed Reference Integrity: passed,2026-07-28T14:59:00.334214
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule Fixed Boolean Integrity: passed,2026-07-28T14:59:00.334218
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule Fixed Range Integrity: passed,2026-07-28T14:59:00.334221
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule Fixed Multiplier Integrity: passed,2026-07-28T14:59:00.334226
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule Fixed Penalty Integrity: passed,2026-07-28T14:59:00.334229
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule No High Scenario Confidence: passed,2026-07-28T14:59:00.334233
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule No Automatic Approval: passed,2026-07-28T14:59:00.334237
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule No Financial Calculation in 2C-2: passed,2026-07-28T14:59:00.334240
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule Provisional Warning Preservation: passed,2026-07-28T14:59:00.334244
GOV-SR-BL-C7ADF007DD874559-COMP-BASE-001-,SR-BL-C7ADF007DD874559-COMP-BASE-001,,,False,Passed,Rule Reproducibility Requirement: passed,2026-07-28T14:59:00.334248
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule Baseline Immutability: passed,2026-07-28T14:59:00.339302
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule Derived Parameter Integrity: passed,2026-07-28T14:59:00.339306
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule Staff Count Range Governance: passed,2026-07-28T14:59:00.339310
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule Percent Reduction Range Governance: passed,2026-07-28T14:59:00.339314
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule Duration Range Governance: passed,2026-07-28T14:59:00.339318
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule Fixed Reference Integrity: passed,2026-07-28T14:59:00.339322
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule Fixed Boolean Integrity: passed,2026-07-28T14:59:00.339326
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule Fixed Range Integrity: passed,2026-07-28T14:59:00.339330
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule Fixed Multiplier Integrity: passed,2026-07-28T14:59:00.339334
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule Fixed Penalty Integrity: passed,2026-07-28T14:59:00.339337
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule No High Scenario Confidence: passed,2026-07-28T14:59:00.339341
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule No Automatic Approval: passed,2026-07-28T14:59:00.339345
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule No Financial Calculation in 2C-2: passed,2026-07-28T14:59:00.339348
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule Provisional Warning Preservation: passed,2026-07-28T14:59:00.339352
GOV-SR-BL-C7ADF007DD874559-COMP-CONS-001-,SR-BL-C7ADF007DD874559-COMP-CONS-001,,,False,Passed,Rule Reproducibility Requirement: passed,2026-07-28T14:59:00.339356
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule Baseline Immutability: passed,2026-07-28T14:59:00.349164
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule Derived Parameter Integrity: passed,2026-07-28T14:59:00.349169
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule Staff Count Range Governance: passed,2026-07-28T14:59:00.349172
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule Percent Reduction Range Governance: passed,2026-07-28T14:59:00.349176
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule Duration Range Governance: passed,2026-07-28T14:59:00.349185
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule Fixed Reference Integrity: passed,2026-07-28T14:59:00.349189
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule Fixed Boolean Integrity: passed,2026-07-28T14:59:00.349192
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule Fixed Range Integrity: passed,2026-07-28T14:59:00.349196
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule Fixed Multiplier Integrity: passed,2026-07-28T14:59:00.349200
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule Fixed Penalty Integrity: passed,2026-07-28T14:59:00.349203
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule No High Scenario Confidence: passed,2026-07-28T14:59:00.349207
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule No Automatic Approval: passed,2026-07-28T14:59:00.349211
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule No Financial Calculation in 2C-2: passed,2026-07-28T14:59:00.349215
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule Provisional Warning Preservation: passed,2026-07-28T14:59:00.349218
GOV-SR-BL-C7ADF007DD874559-COMP-EXP-001-,SR-BL-C7ADF007DD874559-COMP-EXP-001,,,False,Passed,Rule Reproducibility Requirement: passed,2026-07-28T14:59:00.349222
