analytical_record_id,hospital_id,department_id,reporting_date,reporting_month,reporting_year,kpi_id,kpi_name,domain,numerator_value,denominator_value,kpi_value,unit,calculation_status,readiness_status,threshold_status,threshold_version,threshold_approval_status,threshold_is_provisional,configuration_version,data_confidence_level,confidence_rule_version,source_dataset,source_record_id,calculation_run_id,calculated_at
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260810,HOSP-001,DEPT-DIAG,2026-08-10,,,kpi_005,Patient Complaint Rate,Patient Experience,2.0,57.0,35.08771929824561,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260810,PEX-KPI-DCF120177644,2026-07-27T14:43:29.307880
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260810,HOSP-001,DEPT-DIAG,2026-08-10,,,kpi_006,Patient Satisfaction Score,Patient Experience,,0.0,,Score (1-5 scale),Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260810,PEX-KPI-DCF120177644,2026-07-27T14:43:29.311598
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260811,HOSP-001,DEPT-DIAG,2026-08-11,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,57.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260811,PEX-KPI-DCF120177644,2026-07-27T14:43:29.313759
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260811,HOSP-001,DEPT-DIAG,2026-08-11,,,kpi_006,Patient Satisfaction Score,Patient Experience,8.0,2.0,4.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260811,PEX-KPI-DCF120177644,2026-07-27T14:43:29.317317
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260812,HOSP-001,DEPT-DIAG,2026-08-12,,,kpi_005,Patient Complaint Rate,Patient Experience,1.0,64.0,15.625,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260812,PEX-KPI-DCF120177644,2026-07-27T14:43:29.322927
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260812,HOSP-001,DEPT-DIAG,2026-08-12,,,kpi_006,Patient Satisfaction Score,Patient Experience,10.0,3.0,3.3333333333333335,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260812,PEX-KPI-DCF120177644,2026-07-27T14:43:29.326774
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260813,HOSP-001,DEPT-DIAG,2026-08-13,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,40.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260813,PEX-KPI-DCF120177644,2026-07-27T14:43:29.330479
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260813,HOSP-001,DEPT-DIAG,2026-08-13,,,kpi_006,Patient Satisfaction Score,Patient Experience,2.0,1.0,2.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260813,PEX-KPI-DCF120177644,2026-07-27T14:43:29.333847
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260814,HOSP-001,DEPT-DIAG,2026-08-14,,,kpi_005,Patient Complaint Rate,Patient Experience,1.0,62.0,16.129032258064516,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260814,PEX-KPI-DCF120177644,2026-07-27T14:43:29.339620
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260814,HOSP-001,DEPT-DIAG,2026-08-14,,,kpi_006,Patient Satisfaction Score,Patient Experience,,0.0,,Score (1-5 scale),Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260814,PEX-KPI-DCF120177644,2026-07-27T14:43:29.343043
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260815,HOSP-001,DEPT-DIAG,2026-08-15,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,49.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260815,PEX-KPI-DCF120177644,2026-07-27T14:43:29.344920
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260815,HOSP-001,DEPT-DIAG,2026-08-15,,,kpi_006,Patient Satisfaction Score,Patient Experience,7.0,2.0,3.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260815,PEX-KPI-DCF120177644,2026-07-27T14:43:29.348015
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260816,HOSP-001,DEPT-DIAG,2026-08-16,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,58.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260816,PEX-KPI-DCF120177644,2026-07-27T14:43:29.351704
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260816,HOSP-001,DEPT-DIAG,2026-08-16,,,kpi_006,Patient Satisfaction Score,Patient Experience,3.0,1.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260816,PEX-KPI-DCF120177644,2026-07-27T14:43:29.356774
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260817,HOSP-001,DEPT-DIAG,2026-08-17,,,kpi_005,Patient Complaint Rate,Patient Experience,1.0,37.0,27.027027027027028,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260817,PEX-KPI-DCF120177644,2026-07-27T14:43:29.360689
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260817,HOSP-001,DEPT-DIAG,2026-08-17,,,kpi_006,Patient Satisfaction Score,Patient Experience,13.0,4.0,3.25,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260817,PEX-KPI-DCF120177644,2026-07-27T14:43:29.364187
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260818,HOSP-001,DEPT-DIAG,2026-08-18,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,57.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260818,PEX-KPI-DCF120177644,2026-07-27T14:43:29.368022
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260818,HOSP-001,DEPT-DIAG,2026-08-18,,,kpi_006,Patient Satisfaction Score,Patient Experience,6.0,2.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260818,PEX-KPI-DCF120177644,2026-07-27T14:43:29.374143
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260819,HOSP-001,DEPT-DIAG,2026-08-19,,,kpi_005,Patient Complaint Rate,Patient Experience,,,,Complaints per 1000 encounters,Insufficient Data,PX Data Unavailable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260819,PEX-KPI-DCF120177644,2026-07-27T14:43:29.378149
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260819,HOSP-001,DEPT-DIAG,2026-08-19,,,kpi_006,Patient Satisfaction Score,Patient Experience,,,,Score (1-5 scale),Insufficient Data,PX Data Unavailable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260819,PEX-KPI-DCF120177644,2026-07-27T14:43:29.380011
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260820,HOSP-001,DEPT-DIAG,2026-08-20,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,63.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260820,PEX-KPI-DCF120177644,2026-07-27T14:43:29.382170
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260820,HOSP-001,DEPT-DIAG,2026-08-20,,,kpi_006,Patient Satisfaction Score,Patient Experience,5.0,2.0,2.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260820,PEX-KPI-DCF120177644,2026-07-27T14:43:29.385753
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260821,HOSP-001,DEPT-DIAG,2026-08-21,,,kpi_005,Patient Complaint Rate,Patient Experience,,,,Complaints per 1000 encounters,Insufficient Data,PX Data Unavailable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260821,PEX-KPI-DCF120177644,2026-07-27T14:43:29.391298
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260821,HOSP-001,DEPT-DIAG,2026-08-21,,,kpi_006,Patient Satisfaction Score,Patient Experience,,,,Score (1-5 scale),Insufficient Data,PX Data Unavailable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260821,PEX-KPI-DCF120177644,2026-07-27T14:43:29.393206
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260822,HOSP-001,DEPT-DIAG,2026-08-22,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,67.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260822,PEX-KPI-DCF120177644,2026-07-27T14:43:29.395368
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260822,HOSP-001,DEPT-DIAG,2026-08-22,,,kpi_006,Patient Satisfaction Score,Patient Experience,6.0,2.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260822,PEX-KPI-DCF120177644,2026-07-27T14:43:29.398945
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260823,HOSP-001,DEPT-DIAG,2026-08-23,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,60.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260823,PEX-KPI-DCF120177644,2026-07-27T14:43:29.402816
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260823,HOSP-001,DEPT-DIAG,2026-08-23,,,kpi_006,Patient Satisfaction Score,Patient Experience,14.0,4.0,3.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260823,PEX-KPI-DCF120177644,2026-07-27T14:43:29.408327
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260824,HOSP-001,DEPT-DIAG,2026-08-24,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,58.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260824,PEX-KPI-DCF120177644,2026-07-27T14:43:29.412028
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260824,HOSP-001,DEPT-DIAG,2026-08-24,,,kpi_006,Patient Satisfaction Score,Patient Experience,9.0,2.0,4.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260824,PEX-KPI-DCF120177644,2026-07-27T14:43:29.415431
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260825,HOSP-001,DEPT-DIAG,2026-08-25,,,kpi_005,Patient Complaint Rate,Patient Experience,1.0,55.0,18.18181818181818,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260825,PEX-KPI-DCF120177644,2026-07-27T14:43:29.419044
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260825,HOSP-001,DEPT-DIAG,2026-08-25,,,kpi_006,Patient Satisfaction Score,Patient Experience,3.0,1.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260825,PEX-KPI-DCF120177644,2026-07-27T14:43:29.424302
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260826,HOSP-001,DEPT-DIAG,2026-08-26,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,52.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260826,PEX-KPI-DCF120177644,2026-07-27T14:43:29.428090
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260826,HOSP-001,DEPT-DIAG,2026-08-26,,,kpi_006,Patient Satisfaction Score,Patient Experience,4.0,1.0,4.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260826,PEX-KPI-DCF120177644,2026-07-27T14:43:29.431595
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260827,HOSP-001,DEPT-DIAG,2026-08-27,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,42.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260827,PEX-KPI-DCF120177644,2026-07-27T14:43:29.435393
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260827,HOSP-001,DEPT-DIAG,2026-08-27,,,kpi_006,Patient Satisfaction Score,Patient Experience,9.0,3.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260827,PEX-KPI-DCF120177644,2026-07-27T14:43:29.440904
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260828,HOSP-001,DEPT-DIAG,2026-08-28,,,kpi_005,Patient Complaint Rate,Patient Experience,1.0,60.0,16.666666666666668,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260828,PEX-KPI-DCF120177644,2026-07-27T14:43:29.444339
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260828,HOSP-001,DEPT-DIAG,2026-08-28,,,kpi_006,Patient Satisfaction Score,Patient Experience,2.0,1.0,2.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260828,PEX-KPI-DCF120177644,2026-07-27T14:43:29.447359
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260829,HOSP-001,DEPT-DIAG,2026-08-29,,,kpi_005,Patient Complaint Rate,Patient Experience,1.0,54.0,18.51851851851852,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260829,PEX-KPI-DCF120177644,2026-07-27T14:43:29.450869
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260829,HOSP-001,DEPT-DIAG,2026-08-29,,,kpi_006,Patient Satisfaction Score,Patient Experience,6.0,2.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260829,PEX-KPI-DCF120177644,2026-07-27T14:43:29.455314
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260830,HOSP-001,DEPT-DIAG,2026-08-30,,,kpi_005,Patient Complaint Rate,Patient Experience,3.0,48.0,62.5,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260830,PEX-KPI-DCF120177644,2026-07-27T14:43:29.459567
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260830,HOSP-001,DEPT-DIAG,2026-08-30,,,kpi_006,Patient Satisfaction Score,Patient Experience,11.0,4.0,2.75,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260830,PEX-KPI-DCF120177644,2026-07-27T14:43:29.463169
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260831,HOSP-001,DEPT-DIAG,2026-08-31,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,54.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260831,PEX-KPI-DCF120177644,2026-07-27T14:43:29.467265
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260831,HOSP-001,DEPT-DIAG,2026-08-31,,,kpi_006,Patient Satisfaction Score,Patient Experience,3.0,1.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260831,PEX-KPI-DCF120177644,2026-07-27T14:43:29.472656
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260901,HOSP-001,DEPT-DIAG,2026-09-01,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,34.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260901,PEX-KPI-DCF120177644,2026-07-27T14:43:29.476945
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260901,HOSP-001,DEPT-DIAG,2026-09-01,,,kpi_006,Patient Satisfaction Score,Patient Experience,,0.0,,Score (1-5 scale),Zero Denominator,Not Assessed,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260901,PEX-KPI-DCF120177644,2026-07-27T14:43:29.480782
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260902,HOSP-001,DEPT-DIAG,2026-09-02,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,48.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260902,PEX-KPI-DCF120177644,2026-07-27T14:43:29.483035
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260902,HOSP-001,DEPT-DIAG,2026-09-02,,,kpi_006,Patient Satisfaction Score,Patient Experience,2.0,1.0,2.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260902,PEX-KPI-DCF120177644,2026-07-27T14:43:29.487895
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260903,HOSP-001,DEPT-DIAG,2026-09-03,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,65.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260903,PEX-KPI-DCF120177644,2026-07-27T14:43:29.493449
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260903,HOSP-001,DEPT-DIAG,2026-09-03,,,kpi_006,Patient Satisfaction Score,Patient Experience,7.0,2.0,3.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260903,PEX-KPI-DCF120177644,2026-07-27T14:43:29.497409
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260904,HOSP-001,DEPT-DIAG,2026-09-04,,,kpi_005,Patient Complaint Rate,Patient Experience,2.0,40.0,50.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260904,PEX-KPI-DCF120177644,2026-07-27T14:43:29.501696
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260904,HOSP-001,DEPT-DIAG,2026-09-04,,,kpi_006,Patient Satisfaction Score,Patient Experience,3.0,1.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260904,PEX-KPI-DCF120177644,2026-07-27T14:43:29.507877
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260905,HOSP-001,DEPT-DIAG,2026-09-05,,,kpi_005,Patient Complaint Rate,Patient Experience,1.0,53.0,18.867924528301884,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260905,PEX-KPI-DCF120177644,2026-07-27T14:43:29.512400
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260905,HOSP-001,DEPT-DIAG,2026-09-05,,,kpi_006,Patient Satisfaction Score,Patient Experience,3.0,1.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260905,PEX-KPI-DCF120177644,2026-07-27T14:43:29.516370
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260906,HOSP-001,DEPT-DIAG,2026-09-06,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,50.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260906,PEX-KPI-DCF120177644,2026-07-27T14:43:29.522227
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260906,HOSP-001,DEPT-DIAG,2026-09-06,,,kpi_006,Patient Satisfaction Score,Patient Experience,9.0,3.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260906,PEX-KPI-DCF120177644,2026-07-27T14:43:29.526036
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260907,HOSP-001,DEPT-DIAG,2026-09-07,,,kpi_005,Patient Complaint Rate,Patient Experience,1.0,54.0,18.51851851851852,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260907,PEX-KPI-DCF120177644,2026-07-27T14:43:29.529726
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260907,HOSP-001,DEPT-DIAG,2026-09-07,,,kpi_006,Patient Satisfaction Score,Patient Experience,6.0,2.0,3.0,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260907,PEX-KPI-DCF120177644,2026-07-27T14:43:29.533094
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260908,HOSP-001,DEPT-DIAG,2026-09-08,,,kpi_005,Patient Complaint Rate,Patient Experience,0.0,68.0,0.0,Complaints per 1000 encounters,Calculated,Provisional but Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260908,PEX-KPI-DCF120177644,2026-07-27T14:43:29.538692
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260908,HOSP-001,DEPT-DIAG,2026-09-08,,,kpi_006,Patient Satisfaction Score,Patient Experience,9.0,2.0,4.5,Score (1-5 scale),Calculated,Calculable,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Medium,v1.0-draft,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260908,PEX-KPI-DCF120177644,2026-07-27T14:43:29.542592
