analytical_record_id,kpi_id,source_dataset,source_record_id,calculation_run_id,evidence_type,source_field,source_value,evidence_role
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260922,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260922,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,0.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260922,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260923,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,20.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260923,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,21.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260923,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,0.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260923,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,21.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260924,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,19.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260924,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,21.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260924,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,2.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260924,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,21.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260925,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,16.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260925,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260925,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,4.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260925,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260926,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,19.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260926,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260926,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,0.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260926,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260927,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,16.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260927,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,18.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260927,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,1.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260927,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,18.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260928,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,17.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260928,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,18.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260928,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,1.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260928,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,18.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260929,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,13.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260929,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,14.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260929,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,0.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260929,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,14.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260930,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,19.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20260930,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,21.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260930,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,0.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20260930,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,21.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261001,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,14.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261001,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,16.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261001,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,1.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261001,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,16.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261002,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,12.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261002,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,14.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261002,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,2.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261002,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,14.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261003,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,18.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261003,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261003,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,1.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261003,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261004,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,17.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261004,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,18.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261004,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,2.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261004,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,18.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261005,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,23.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261005,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,24.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261005,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,0.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261005,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,24.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261006,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,18.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261006,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,21.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261006,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,3.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261006,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,21.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261007,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,13.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261007,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,15.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261007,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,3.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261007,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,15.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261008,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,21.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261008,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,23.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261008,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,3.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261008,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,23.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261009,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,15.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261009,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,17.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261009,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,2.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261009,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,17.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261010,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,17.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261010,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261010,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,2.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261010,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261011,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,21.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261011,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,21.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261011,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,1.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261011,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,21.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261012,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,17.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261012,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,21.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261012,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,3.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261012,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,21.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261013,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,19.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261013,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261013,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,1.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261013,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261014,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,20.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261014,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,23.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261014,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,3.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261014,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,23.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261015,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,16.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261015,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,16.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261015,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,2.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261015,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,16.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261016,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,16.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261016,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,17.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261016,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,2.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261016,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,17.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261017,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,16.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261017,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,17.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261017,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,1.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261017,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,17.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261018,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,17.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261018,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,17.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261018,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,0.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261018,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,17.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261019,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,21.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261019,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,22.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261019,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,4.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261019,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,22.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261020,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,24.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261020,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,25.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261020,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,2.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261020,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,25.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261021,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,12.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261021,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,16.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261021,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,3.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261021,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,16.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261022,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,14.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261022,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,14.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261022,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,0.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261022,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,14.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261023,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,15.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261023,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,16.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261023,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,1.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261023,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,16.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261024,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,15.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261024,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,17.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261024,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,2.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261024,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,17.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261025,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,23.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261025,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,24.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261025,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,1.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261025,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,24.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261026,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,16.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261026,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,19.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261026,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,2.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261026,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,19.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261027,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,17.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261027,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,19.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261027,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,2.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261027,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,19.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261028,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,23.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261028,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,24.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261028,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,1.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261028,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,24.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261029,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,18.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261029,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261029,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,2.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261029,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,20.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261030,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,17.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261030,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,19.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261030,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,1.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261030,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,19.0,denominator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261031,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,present_staff_count + replacement_staff_count,18.0,numerator
AKPI-kpi_001-HOSP-001-DEPT-ADM-20261031,kpi_001,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,19.0,denominator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261031,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,numerator,unapproved_absence_count,3.0,numerator
AKPI-kpi_002-HOSP-001-DEPT-ADM-20261031,kpi_002,processed_operational_daily,,WF-KPI-AE9BC170EF5F,denominator,planned_staff_count,19.0,denominator
