lag_record_id,relationship_id,hospital_id,department_id,source_kpi_id,source_kpi_name,target_kpi_id,target_kpi_name,best_supported_lag,lag_unit,lagged_correlation,lagged_observation_count,reverse_lagged_correlation,temporal_precedence_rate,reverse_temporal_precedence_rate,temporal_interpretation,engine_run_id,processed_at
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-OPC,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,0,days,,0,,0.0,1.0,Target Frequently Precedes Source,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-OPC,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,0,days,,0,,0.6429,0.1548,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-OPC,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,0,days,,0,,0.52,0.29,Same-Period Association,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-OPC,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,0,days,,0,,0.3333,0.5833,Target Frequently Precedes Source,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,DEPT-PEX,kpi_001,Staffing Level,kpi_002,Staff Absenteeism Rate,0,days,-0.6883,365,-0.6883,0.2358,0.3171,Same-Period Association,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,DEPT-PEX,kpi_001,Staffing Level,kpi_003,Bed Occupancy Rate,0,days,,0,,1.0,0.0,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,DEPT-PEX,kpi_001,Staffing Level,kpi_004,Average Patient Waiting Time,0,days,,0,,1.0,0.0,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,DEPT-PEX,kpi_001,Staffing Level,kpi_005,Patient Complaint Rate,0,days,,0,,1.0,0.0,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,DEPT-PEX,kpi_001,Staffing Level,kpi_006,Patient Satisfaction Score,0,days,,0,,0.562,0.3058,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,DEPT-PEX,kpi_002,Staff Absenteeism Rate,kpi_003,Bed Occupancy Rate,0,days,,0,,1.0,0.0,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,DEPT-PEX,kpi_002,Staff Absenteeism Rate,kpi_004,Average Patient Waiting Time,0,days,,0,,1.0,0.0,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,DEPT-PEX,kpi_002,Staff Absenteeism Rate,kpi_005,Patient Complaint Rate,0,days,,0,,1.0,0.0,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,DEPT-PEX,kpi_002,Staff Absenteeism Rate,kpi_006,Patient Satisfaction Score,0,days,,0,,0.576,0.248,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,DEPT-PEX,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,0,days,,0,,,,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,DEPT-PEX,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,0,days,,0,,,,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-PEX,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,0,days,,0,,0.0,1.0,Target Frequently Precedes Source,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-PEX,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,0,days,,0,,,,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-PEX,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,0,days,,0,,0.0,1.0,Target Frequently Precedes Source,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-PEX,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,0,days,,0,,0.0,1.0,Target Frequently Precedes Source,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,DEPT-SURG,kpi_001,Staffing Level,kpi_002,Staff Absenteeism Rate,0,days,-0.6968,365,-0.6968,0.2308,0.2991,Same-Period Association,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,DEPT-SURG,kpi_001,Staffing Level,kpi_003,Bed Occupancy Rate,1,days,-0.1589,364,-0.1474,0.4925,0.374,No Temporal Pattern,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,DEPT-SURG,kpi_001,Staffing Level,kpi_004,Average Patient Waiting Time,0,days,,0,,1.0,0.0,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,DEPT-SURG,kpi_001,Staffing Level,kpi_005,Patient Complaint Rate,0,days,,0,,1.0,0.0,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,DEPT-SURG,kpi_001,Staffing Level,kpi_006,Patient Satisfaction Score,0,days,,0,,0.6116,0.3223,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,DEPT-SURG,kpi_002,Staff Absenteeism Rate,kpi_003,Bed Occupancy Rate,0,days,0.1456,365,0.1456,0.5,0.3478,Same-Period Association,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,DEPT-SURG,kpi_002,Staff Absenteeism Rate,kpi_004,Average Patient Waiting Time,0,days,,0,,1.0,0.0,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,DEPT-SURG,kpi_002,Staff Absenteeism Rate,kpi_005,Patient Complaint Rate,0,days,,0,,1.0,0.0,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,DEPT-SURG,kpi_002,Staff Absenteeism Rate,kpi_006,Patient Satisfaction Score,0,days,,0,,0.6299,0.2913,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,DEPT-SURG,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,0,days,,0,,1.0,0.0,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,DEPT-SURG,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,0,days,,0,,1.0,0.0,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-SURG,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,0,days,,0,,0.5524,0.3429,Source Frequently Precedes Target,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-SURG,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,0,days,,0,,,,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-SURG,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,0,days,,0,,0.0,1.0,Target Frequently Precedes Source,RELCF-20260728043649,2026-07-28T04:37:23.836220
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-SURG,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,0,days,,0,,0.0,1.0,Target Frequently Precedes Source,RELCF-20260728043649,2026-07-28T04:37:23.836220
