department_risk_record_id,hospital_id,department_id,reporting_date,assessable_kpi_count,unavailable_kpi_count,green_kpi_count,amber_kpi_count,red_kpi_count,critical_kpi_count,low_utilisation_count,watch_condition_count,repeated_breach_count,deteriorating_kpi_count,provisional_kpi_count,maximum_kpi_risk_score,average_assessable_kpi_risk_score,concurrent_risk_flag,concurrent_kpi_count,concurrent_kpi_list,concurrence_score,concurrence_rule_id,escalation_score,department_risk_score_raw,department_risk_score_normalized,department_priority_tier,urgency_level,dominant_kpi_id,dominant_kpi_name,dominant_kpi_score,dominant_driver_reason,dominant_driver_is_provisional,secondary_driver_1,secondary_driver_2,contributing_kpi_count,contributing_kpi_list,confidence_level,contains_provisional_kpi,provisional_risk_flag,provisional_risk_contribution,provisional_contribution_materiality,governance_warning,evidence_pack_id,data_availability_status,department_data_availability_rate,minimum_assessable_kpi_requirement,engine_run_id,processed_at,kpi_id,threshold_state,threshold_is_provisional,dominant_threshold_is_provisional,dominant_breach_type_governed,dominant_driver_governance_warning,dominant_driver_reason_governed
DRS-89B2965B8815,HOSP-001,DEPT-SURG,2026-04-21,4,2,4,0,0,0,0,3,0,3,2,23.913,15.44565,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,6.0,16.744545000000002,22.9488,Monitor,Routine Monitoring,kpi_006,Patient Satisfaction Score,23.913,watch=Moderate; trend=deteriorating,False,kpi_001,kpi_002,3,kpi_006; kpi_001; kpi_002,Moderate,True,False,7.4348,Minor,Department contains provisional threshold KPIs,DEP-EP-53E3FFE69D24,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-8CEF26C738EA,HOSP-001,DEPT-OPC,2026-04-22,5,1,3,0,2,0,0,5,0,4,2,93.4783,46.69782,True,5,kpi_001; kpi_002; kpi_004; kpi_005; kpi_006,20.0,Workforce Pressure; Flow-Complaint Pressure; Complaint-Satisfaction Pressure; Staffing-Flow Pressure,8.0,59.874581,82.0597,Critical,Immediate Review,kpi_002,Staff Absenteeism Rate,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_001,kpi_004,5,kpi_002; kpi_001; kpi_004; kpi_006; kpi_005,Moderate,True,True,20.4457,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-66C2FB5D9B4D,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-3D08ABD04242,HOSP-001,DEPT-PEX,2026-04-22,3,3,0,1,2,0,0,3,0,1,2,76.087,63.76813333333333,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,2.0,54.319590000000005,74.4464,High,Immediate Review,kpi_006,Patient Satisfaction Score,76.087,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_002,kpi_001,3,kpi_006; kpi_002; kpi_001,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-F3384D822E6F,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-763BF8C0973E,HOSP-001,DEPT-SURG,2026-04-22,4,2,2,1,1,0,0,4,0,3,2,76.087,37.31795,True,4,kpi_001; kpi_002; kpi_003; kpi_006,5.0,Workforce Pressure,6.0,46.784535000000005,64.1194,High,Immediate Review,kpi_002,Staff Absenteeism Rate,76.087,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_003,kpi_001,4,kpi_002; kpi_003; kpi_001; kpi_006,Moderate,True,True,42.75,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-A6118F29F078,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-11A65DD27B53,HOSP-001,DEPT-DIAG,2026-04-22,5,1,3,2,0,0,0,5,0,5,2,65.2174,36.80434,True,5,kpi_001; kpi_002; kpi_004; kpi_005; kpi_006,20.0,Workforce Pressure; Flow-Complaint Pressure; Complaint-Satisfaction Pressure; Staffing-Flow Pressure,10.0,44.389132,60.8365,High,Prompt Review,kpi_002,Staff Absenteeism Rate,65.2174,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_005,kpi_001,5,kpi_002; kpi_005; kpi_001; kpi_004; kpi_006,Moderate,True,True,55.7609,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-F7FD8B8D3284,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-BD0DE0F3B44A,HOSP-001,DEPT-ICU,2026-04-22,4,2,2,2,0,0,0,4,1,1,2,50.0,32.135875,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,5.0,33.3907625,45.7629,Elevated,Prompt Review,kpi_002,Staff Absenteeism Rate,50.0,threshold=Amber; breach=Provisional Breach; watch=Moderate,False,kpi_001,kpi_006,3,kpi_002; kpi_001; kpi_006,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-C284C8B487F4,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-2C849EC7D0F4,HOSP-001,DEPT-MED,2026-04-22,4,2,3,1,0,0,0,2,0,1,2,42.75,16.66575,False,2,kpi_003; kpi_006,0.0,,2.0,24.437225,33.4919,Monitor,Review Soon,kpi_003,Bed Occupancy Rate,42.75,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,True,kpi_006,kpi_002,2,kpi_003; kpi_006,Moderate,True,True,42.75,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-2159D68DDFA6,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Upper Amber,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Upper Amber; breach=Provisional Breach
DRS-01E530B21113,HOSP-001,DEPT-ADM,2026-04-22,3,3,3,0,0,0,0,3,0,3,2,23.913,21.014466666666667,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,6.0,18.415190000000003,25.2385,Monitor,Review Soon,kpi_002,Staff Absenteeism Rate,23.913,watch=Moderate; trend=deteriorating,False,kpi_006,kpi_001,3,kpi_002; kpi_006; kpi_001,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-AB2D73570382,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-F8E0EE6A8CE9,HOSP-001,DEPT-ED,2026-04-22,5,1,5,0,0,0,0,5,0,3,2,20.4457,13.65436,True,3,kpi_002; kpi_004; kpi_005,5.0,Flow-Complaint Pressure,6.0,14.646872999999998,20.0739,Monitor,Routine Monitoring,kpi_005,Patient Complaint Rate,20.4457,watch=Moderate; trend=deteriorating,True,kpi_002,kpi_004,3,kpi_005; kpi_002; kpi_004,Moderate,True,True,20.4457,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-836D7230EA55,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_005,Green,True,True,No Breach,Dominant risk driver uses provisional threshold,No current adverse indicators
DRS-F6FC4B14443F,HOSP-001,DEPT-OPC,2026-04-23,3,3,2,0,1,0,0,3,0,3,2,93.4783,41.30436666666667,True,3,kpi_001; kpi_002; kpi_004,10.0,Workforce Pressure; Staffing-Flow Pressure,6.0,56.556545,77.5122,Critical,Immediate Review,kpi_001,Staffing Level,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_002,kpi_004,3,kpi_001; kpi_002; kpi_004,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-9B22BE530EF3,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-F8264F910A11,HOSP-001,DEPT-ICU,2026-04-23,4,2,3,0,0,1,0,3,1,1,2,81.7826,33.4891,False,3,kpi_002; kpi_003; kpi_006,0.0,,10.0,47.8489,65.5782,High,Immediate Review,kpi_003,Bed Occupancy Rate,81.7826,threshold=Critical Capacity Pressure; breach=Provisional Breach; watch=Critical,True,kpi_006,kpi_002,3,kpi_003; kpi_006; kpi_002,Moderate,True,True,81.7826,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-0B844D4AC9C2,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Critical Capacity Pressure,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Critical Capacity Pressure; breach=Provisional Breach
DRS-03B9C7327F08,HOSP-001,DEPT-DIAG,2026-04-23,5,1,4,1,0,0,0,5,0,5,2,65.2174,28.00218,True,5,kpi_001; kpi_002; kpi_004; kpi_005; kpi_006,20.0,Workforce Pressure; Flow-Complaint Pressure; Complaint-Satisfaction Pressure; Staffing-Flow Pressure,10.0,41.748484,57.2174,High,Prompt Review,kpi_001,Staffing Level,65.2174,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_004,kpi_005,5,kpi_001; kpi_004; kpi_005; kpi_002; kpi_006,Moderate,True,True,20.4457,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-18C16D7E8E5C,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-252BF8F39923,HOSP-001,DEPT-SURG,2026-04-23,4,2,3,1,0,0,0,4,0,3,2,44.6087,22.565225,True,4,kpi_001; kpi_002; kpi_003; kpi_006,5.0,Workforce Pressure,6.0,28.1934825,38.6399,Elevated,Review Soon,kpi_003,Bed Occupancy Rate,44.6087,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,True,kpi_001,kpi_002,4,kpi_003; kpi_001; kpi_002; kpi_006,Moderate,True,True,44.6087,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-843580D91CEE,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Lower Amber,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Lower Amber; breach=Provisional Breach
DRS-89AFD0626E98,HOSP-001,DEPT-MED,2026-04-23,4,2,3,1,0,0,0,3,0,1,2,42.75,17.7527,False,2,kpi_003; kpi_006,0.0,,2.0,24.76331,33.9388,Monitor,Review Soon,kpi_003,Bed Occupancy Rate,42.75,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,True,kpi_006,kpi_001,2,kpi_003; kpi_006,Moderate,True,True,42.75,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-E3450859A128,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Upper Amber,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Upper Amber; breach=Provisional Breach
DRS-A18EC02120BB,HOSP-001,DEPT-ADM,2026-04-23,3,3,3,0,0,0,0,3,0,2,2,23.913,16.666666666666668,False,2,kpi_001; kpi_006,0.0,,4.0,16.16085,22.1489,Monitor,Routine Monitoring,kpi_006,Patient Satisfaction Score,23.913,watch=Moderate; trend=deteriorating,False,kpi_001,kpi_002,2,kpi_006; kpi_001,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-399F9AD97B42,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-DC239B368427,HOSP-001,DEPT-ED,2026-04-23,5,1,5,0,0,0,0,5,0,4,2,20.4457,14.52392,True,4,kpi_002; kpi_004; kpi_005; kpi_006,10.0,Flow-Complaint Pressure; Complaint-Satisfaction Pressure,8.0,15.857741,21.7334,Monitor,Routine Monitoring,kpi_005,Patient Complaint Rate,20.4457,watch=Moderate; trend=deteriorating,True,kpi_002,kpi_004,4,kpi_005; kpi_002; kpi_004; kpi_006,Moderate,True,True,20.4457,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-2B1B378BACB6,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_005,Green,True,True,No Breach,Dominant risk driver uses provisional threshold,No current adverse indicators
DRS-CBC38212D1A0,HOSP-001,DEPT-PEX,2026-04-23,3,3,3,0,0,0,0,2,0,1,2,15.2174,8.695666666666666,False,1,kpi_006,0.0,,2.0,9.65653,13.2345,Stable,Routine Monitoring,kpi_006,Patient Satisfaction Score,15.2174,watch=Low; trend=deteriorating,False,kpi_001,kpi_002,1,kpi_006,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-E26387E6CC23,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-C6ED0FBB0F0E,HOSP-001,DEPT-DIAG,2026-04-24,3,3,0,1,2,0,0,3,0,3,2,93.4783,78.2609,True,3,kpi_001; kpi_002; kpi_004,10.0,Workforce Pressure; Staffing-Flow Pressure,6.0,67.643505,92.7072,Critical,Immediate Review,kpi_001,Staffing Level,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_002,kpi_004,3,kpi_001; kpi_002; kpi_004,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-852D375978A5,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-492822467197,HOSP-001,DEPT-PEX,2026-04-24,3,3,1,2,0,0,0,3,0,2,2,65.2174,47.10146666666666,False,2,kpi_002; kpi_006,0.0,,4.0,43.87826999999999,60.1363,High,Prompt Review,kpi_002,Staff Absenteeism Rate,65.2174,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_006,kpi_001,2,kpi_002; kpi_006,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-D46ECC6D9AC3,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-719EC2E772E8,HOSP-001,DEPT-ADM,2026-04-24,3,3,2,1,0,0,0,1,0,1,2,65.2174,24.637666666666664,False,1,kpi_006,0.0,,2.0,36.93913,50.626,Elevated,Prompt Review,kpi_006,Patient Satisfaction Score,65.2174,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_001,kpi_002,1,kpi_006,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-2A150E2A0F98,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-68A9C0D49DF6,HOSP-001,DEPT-ICU,2026-04-24,3,3,3,0,0,0,0,2,1,0,2,21.7391,13.137666666666666,False,1,kpi_002,0.0,,3.0,14.023895,19.2201,Monitor,Prompt Review,kpi_002,Staff Absenteeism Rate,21.7391,watch=Moderate,False,kpi_003,kpi_001,1,kpi_002,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-59795246A4F7,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-CEE608D18448,HOSP-001,DEPT-OPC,2026-04-24,5,1,5,0,0,0,0,5,0,5,2,23.913,18.25434,True,4,kpi_001; kpi_002; kpi_004; kpi_006,10.0,Workforce Pressure; Staffing-Flow Pressure,10.0,18.737152,25.6798,Monitor,Review Soon,kpi_001,Staffing Level,23.913,watch=Moderate; trend=deteriorating,False,kpi_006,kpi_002,4,kpi_001; kpi_006; kpi_002; kpi_004,Moderate,True,False,13.0109,Minor,Department contains provisional threshold KPIs,DEP-EP-50F6418D7BBE,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-286F223986BF,HOSP-001,DEPT-SURG,2026-04-24,4,2,4,0,0,0,0,4,0,2,2,23.913,17.304325,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,4.0,17.102147499999997,23.4389,Monitor,Routine Monitoring,kpi_001,Staffing Level,23.913,watch=Moderate; trend=deteriorating,False,kpi_002,kpi_003,2,kpi_001; kpi_002,Moderate,True,False,14.8696,Minor,Department contains provisional threshold KPIs,DEP-EP-1F2D661D177F,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-81EBB34B0762,HOSP-001,DEPT-ED,2026-04-24,5,1,5,0,0,0,0,4,0,3,2,23.913,14.5239,True,3,kpi_002; kpi_004; kpi_005,5.0,Flow-Complaint Pressure,6.0,16.46802,22.5699,Monitor,Routine Monitoring,kpi_002,Staff Absenteeism Rate,23.913,watch=Moderate; trend=deteriorating,False,kpi_005,kpi_004,3,kpi_002; kpi_005; kpi_004,Moderate,True,True,20.4457,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-F9611D701005,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-79D0F3F0E62B,HOSP-001,DEPT-MED,2026-04-24,4,2,4,0,0,0,0,1,0,1,2,15.2174,7.83695,False,1,kpi_006,0.0,,2.0,9.398915,12.8815,Stable,Routine Monitoring,kpi_006,Patient Satisfaction Score,15.2174,watch=Low; trend=deteriorating,False,kpi_003,kpi_002,1,kpi_006,Moderate,True,False,7.4348,Minor,Department contains provisional threshold KPIs,DEP-EP-531D1E12C989,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-3E3E53D22606,HOSP-001,DEPT-OPC,2026-04-25,5,1,4,0,1,0,0,5,0,5,2,93.4783,32.1674,True,4,kpi_001; kpi_002; kpi_004; kpi_006,10.0,Workforce Pressure; Staffing-Flow Pressure,10.0,54.215455,74.3037,High,Immediate Review,kpi_006,Patient Satisfaction Score,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_001,kpi_002,4,kpi_006; kpi_001; kpi_002; kpi_004,Moderate,True,False,13.0109,Minor,Department contains provisional threshold KPIs,DEP-EP-E899537EAE3F,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-5CEB1E727152,HOSP-001,DEPT-ICU,2026-04-25,4,2,3,0,1,0,0,4,1,1,2,78.2609,31.048925000000004,False,2,kpi_002; kpi_006,0.0,,5.0,45.03208250000001,61.7176,High,Immediate Review,kpi_002,Staff Absenteeism Rate,78.2609,threshold=Red; breach=Provisional Breach; watch=High,False,kpi_006,kpi_003,2,kpi_002; kpi_006,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-D082D255E0E9,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-0BEF9808AFC5,HOSP-001,DEPT-DIAG,2026-04-25,5,1,4,0,1,0,0,5,0,4,2,67.3913,26.95,True,4,kpi_001; kpi_002; kpi_004; kpi_006,10.0,Workforce Pressure; Staffing-Flow Pressure,8.0,40.711085,55.7956,High,Immediate Review,kpi_006,Patient Satisfaction Score,67.3913,threshold=Red; breach=Provisional Breach; watch=High,False,kpi_002,kpi_001,4,kpi_006; kpi_002; kpi_001; kpi_004,Moderate,True,False,13.0109,Minor,Department contains provisional threshold KPIs,DEP-EP-0A80A9EC8A7B,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-4EAA5C29B818,HOSP-001,DEPT-ED,2026-04-25,5,1,4,1,0,0,0,4,0,3,2,65.2174,22.78478,True,3,kpi_002; kpi_004; kpi_005,5.0,Flow-Complaint Pressure,6.0,37.533264,51.4403,Elevated,Prompt Review,kpi_002,Staff Absenteeism Rate,65.2174,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_005,kpi_004,3,kpi_002; kpi_005; kpi_004,Moderate,True,True,20.4457,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-F1757AB8B9F6,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-929167C1115F,HOSP-001,DEPT-MED,2026-04-25,4,2,2,2,0,0,0,4,0,1,2,43.4783,28.078825,False,3,kpi_001; kpi_003; kpi_006,0.0,,2.0,28.188882499999995,38.6336,Elevated,Review Soon,kpi_001,Staffing Level,43.4783,threshold=Amber; breach=Provisional Breach; watch=Moderate,False,kpi_003,kpi_006,3,kpi_001; kpi_003; kpi_006,Moderate,True,True,42.75,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-3F1CE42467AC,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-1037FD165509,HOSP-001,DEPT-SURG,2026-04-25,4,2,3,1,0,0,0,4,0,1,2,46.4674,21.39945,False,2,kpi_001; kpi_003,0.0,,2.0,27.530165,37.7308,Elevated,Review Soon,kpi_003,Bed Occupancy Rate,46.4674,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,True,kpi_001,kpi_002,2,kpi_003; kpi_001,Moderate,True,True,46.4674,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-0A1B916EE9B6,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Upper Amber,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Upper Amber; breach=Provisional Breach
DRS-5F33CF9E6402,HOSP-001,DEPT-PEX,2026-04-25,3,3,3,0,0,0,0,3,0,2,2,23.913,18.840566666666668,False,2,kpi_002; kpi_006,0.0,,4.0,16.813019999999998,23.0427,Monitor,Routine Monitoring,kpi_002,Staff Absenteeism Rate,23.913,watch=Moderate; trend=deteriorating,False,kpi_006,kpi_001,2,kpi_002; kpi_006,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-B9FBE08C40E6,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-366DC3D1CD0E,HOSP-001,DEPT-ADM,2026-04-25,3,3,3,0,0,0,0,1,0,1,2,15.2174,7.971,False,1,kpi_006,0.0,,2.0,9.43913,12.9366,Stable,Routine Monitoring,kpi_006,Patient Satisfaction Score,15.2174,watch=Low; trend=deteriorating,False,kpi_001,kpi_002,1,kpi_006,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-EF13504AA70D,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-A7F2519BDF10,HOSP-001,DEPT-ED,2026-04-26,5,1,2,0,3,0,0,5,0,3,2,93.4783,53.65436,True,5,kpi_001; kpi_002; kpi_004; kpi_005; kpi_006,20.0,Workforce Pressure; Flow-Complaint Pressure; Complaint-Satisfaction Pressure; Staffing-Flow Pressure,6.0,61.761543,84.6458,Critical,Immediate Review,kpi_002,Staff Absenteeism Rate,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_001,kpi_006,5,kpi_002; kpi_001; kpi_006; kpi_005; kpi_004,Moderate,True,True,20.4457,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-1819585EF7D7,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-705F09A9D188,HOSP-001,DEPT-DIAG,2026-04-26,5,1,3,0,2,0,0,5,0,4,2,93.4783,39.35002,True,5,kpi_001; kpi_002; kpi_004; kpi_005; kpi_006,20.0,Workforce Pressure; Flow-Complaint Pressure; Complaint-Satisfaction Pressure; Staffing-Flow Pressure,8.0,57.670241,79.0386,Critical,Immediate Review,kpi_002,Staff Absenteeism Rate,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_005,kpi_001,5,kpi_002; kpi_005; kpi_001; kpi_004; kpi_006,Moderate,True,True,57.6196,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-5BFD70EBAAC7,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-EF8C04BA7EA5,HOSP-001,DEPT-OPC,2026-04-26,5,1,3,1,1,0,0,4,0,4,2,76.087,36.4587,True,4,kpi_001; kpi_002; kpi_004; kpi_006,10.0,Workforce Pressure; Staffing-Flow Pressure,8.0,47.47676,65.0681,High,Immediate Review,kpi_006,Patient Satisfaction Score,76.087,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_001,kpi_002,4,kpi_006; kpi_001; kpi_002; kpi_004,Moderate,True,False,1.8587,Minor,Department contains provisional threshold KPIs,DEP-EP-D022D8E42DA8,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
