watch_record_id,integration_record_id,hospital_id,department_id,reporting_date,kpi_id,lineage_record_id,threshold_version,threshold_source,approval_status,engine_run_id,processed_at
WCH-2C27CC05F8CC44E2,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260519,HOSP-001,DEPT-ADM,2026-05-19,kpi_005,LIN-631D55525DE54909,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6B91DC4D398F4443,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260520,HOSP-001,DEPT-ADM,2026-05-20,kpi_005,LIN-A9D746D6E1C94D5B,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C03B6DF08C5B4B54,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260521,HOSP-001,DEPT-ADM,2026-05-21,kpi_005,LIN-56C14ED4467743A8,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B2D13C58944D4370,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260522,HOSP-001,DEPT-ADM,2026-05-22,kpi_005,LIN-E5EE1F2B93BB4607,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-DA7431B7547A43C6,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260523,HOSP-001,DEPT-ADM,2026-05-23,kpi_005,LIN-CB7A2BDD3D394729,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-ADB83FA72EB54FDA,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260524,HOSP-001,DEPT-ADM,2026-05-24,kpi_005,LIN-6C0443ED48824B07,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-60CA51FFFC734DEF,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260525,HOSP-001,DEPT-ADM,2026-05-25,kpi_005,LIN-00C7A561A24F467C,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E9CF7D9084394DC2,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260526,HOSP-001,DEPT-ADM,2026-05-26,kpi_005,LIN-69644051FD6544BA,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D04513CB23BE4F72,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260527,HOSP-001,DEPT-ADM,2026-05-27,kpi_005,LIN-B9B104124111497C,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CCC921A608214430,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260528,HOSP-001,DEPT-ADM,2026-05-28,kpi_005,LIN-37662F578C654DC4,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3A40AC28DFCC41AC,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260529,HOSP-001,DEPT-ADM,2026-05-29,kpi_005,LIN-8C3CCA12CABE4CD5,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-14B7935A5D3742E9,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260530,HOSP-001,DEPT-ADM,2026-05-30,kpi_005,LIN-AA11C1FE29F74967,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4A4352A94DA34F8E,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260531,HOSP-001,DEPT-ADM,2026-05-31,kpi_005,LIN-EDFC53414FB3496B,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-522A2C3129EF4912,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260601,HOSP-001,DEPT-ADM,2026-06-01,kpi_005,LIN-5000DAFB07D64518,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-13AA2CF6EE4C418E,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260602,HOSP-001,DEPT-ADM,2026-06-02,kpi_005,LIN-2F7571C0AEDB4E74,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E863DA2663AF4B2E,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260603,HOSP-001,DEPT-ADM,2026-06-03,kpi_005,LIN-7B488EC062B5462E,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-11774DB7B2624E33,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260604,HOSP-001,DEPT-ADM,2026-06-04,kpi_005,LIN-D3D2C0DADFBC457D,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F738408833CC4CD2,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260605,HOSP-001,DEPT-ADM,2026-06-05,kpi_005,LIN-BB1F83D1301F463E,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-DACB264A36054EC2,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260606,HOSP-001,DEPT-ADM,2026-06-06,kpi_005,LIN-D5722E4D6675465B,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9AD269984BFC4AB0,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260607,HOSP-001,DEPT-ADM,2026-06-07,kpi_005,LIN-9F34241251ED42BC,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D1B487FCB6E345A7,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260608,HOSP-001,DEPT-ADM,2026-06-08,kpi_005,LIN-AE0093138D7C428A,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-03F4F38438864814,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260609,HOSP-001,DEPT-ADM,2026-06-09,kpi_005,LIN-1800299F9CBA4977,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D1469EDA25E841D4,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260610,HOSP-001,DEPT-ADM,2026-06-10,kpi_005,LIN-73C6AE83036C47A9,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-118206E82CDE483A,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260611,HOSP-001,DEPT-ADM,2026-06-11,kpi_005,LIN-E0071C47B5A6459B,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6D38A37FD64A4DAD,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260612,HOSP-001,DEPT-ADM,2026-06-12,kpi_005,LIN-3CFF5B196DE94F84,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D4F10E7E075A46AB,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260613,HOSP-001,DEPT-ADM,2026-06-13,kpi_005,LIN-BDF78F9C5D8140E8,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5EEF0EC15A7E482C,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260614,HOSP-001,DEPT-ADM,2026-06-14,kpi_005,LIN-95F483F0524C4629,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-557208EAB24F4A63,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260615,HOSP-001,DEPT-ADM,2026-06-15,kpi_005,LIN-D4DE0F97DB074B2B,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A3E59D2549DA47B7,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260616,HOSP-001,DEPT-ADM,2026-06-16,kpi_005,LIN-4F015E56756347D6,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-975648A217104993,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260617,HOSP-001,DEPT-ADM,2026-06-17,kpi_005,LIN-85808677154440E2,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-32F66B5417A84E00,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260618,HOSP-001,DEPT-ADM,2026-06-18,kpi_005,LIN-3F5BAD2A9FAC4E24,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5E085B959CC2433F,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260619,HOSP-001,DEPT-ADM,2026-06-19,kpi_005,LIN-5B1BA1DC98954EC6,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-160B41052EE64D5B,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260620,HOSP-001,DEPT-ADM,2026-06-20,kpi_005,LIN-6C93DE884EC04B5B,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C741DBFE0EBE4342,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260621,HOSP-001,DEPT-ADM,2026-06-21,kpi_005,LIN-EE0E59B65CB94E4B,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-08021E2B83204876,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260622,HOSP-001,DEPT-ADM,2026-06-22,kpi_005,LIN-65C53A618F0E402E,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8696D09ABB89440F,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260623,HOSP-001,DEPT-ADM,2026-06-23,kpi_005,LIN-85A5C0444569453C,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7C385A2F9EE846BA,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260624,HOSP-001,DEPT-ADM,2026-06-24,kpi_005,LIN-586FDD47A617435F,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E927793D03D9477D,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260625,HOSP-001,DEPT-ADM,2026-06-25,kpi_005,LIN-8F23FA778427488E,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-141BBF21A6DB475A,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260626,HOSP-001,DEPT-ADM,2026-06-26,kpi_005,LIN-D4319E2DD8374BF7,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-910E6831E0484733,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260627,HOSP-001,DEPT-ADM,2026-06-27,kpi_005,LIN-31934256F3724BCA,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D08C69C3919E405B,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260628,HOSP-001,DEPT-ADM,2026-06-28,kpi_005,LIN-CE7EACEC8E8749AF,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9A199433490B4318,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260629,HOSP-001,DEPT-ADM,2026-06-29,kpi_005,LIN-C29C84341D2F483D,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-873FC40F0D00493A,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260630,HOSP-001,DEPT-ADM,2026-06-30,kpi_005,LIN-348DAD4EA3324F5A,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CDA44023F43D434E,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260701,HOSP-001,DEPT-ADM,2026-07-01,kpi_005,LIN-D1031C1912374402,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-79FECCF5C4594544,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260702,HOSP-001,DEPT-ADM,2026-07-02,kpi_005,LIN-E44379E8DA654C7F,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1B044A0283C74E7D,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260703,HOSP-001,DEPT-ADM,2026-07-03,kpi_005,LIN-C1134050438045A4,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CB911EC5D45445DF,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260704,HOSP-001,DEPT-ADM,2026-07-04,kpi_005,LIN-DC277F7AA9D44787,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4065948146414575,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260705,HOSP-001,DEPT-ADM,2026-07-05,kpi_005,LIN-E4BA0951564441E4,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-47E38CAD688D4173,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260706,HOSP-001,DEPT-ADM,2026-07-06,kpi_005,LIN-41A47DECC7DE4ED7,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5EAC204A10194703,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260707,HOSP-001,DEPT-ADM,2026-07-07,kpi_005,LIN-FC62D42EE8C4440C,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D2C9366DCD264932,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260708,HOSP-001,DEPT-ADM,2026-07-08,kpi_005,LIN-9939BE1B98424C8C,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-36525C9D18914209,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260709,HOSP-001,DEPT-ADM,2026-07-09,kpi_005,LIN-59330561E78F43ED,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B37A189DC33A4EB0,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260710,HOSP-001,DEPT-ADM,2026-07-10,kpi_005,LIN-7ECD8E4FADE04835,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3C59246327C84FDB,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260711,HOSP-001,DEPT-ADM,2026-07-11,kpi_005,LIN-E0CDD6331DB9401A,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8AE5FD4EB8C34006,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260712,HOSP-001,DEPT-ADM,2026-07-12,kpi_005,LIN-B2A8B92588574AF1,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-62FED0616101443F,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260713,HOSP-001,DEPT-ADM,2026-07-13,kpi_005,LIN-C6803AEE81C04794,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AB6860C589934F38,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260714,HOSP-001,DEPT-ADM,2026-07-14,kpi_005,LIN-E94E904C79E148A6,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2204DF200293483A,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260715,HOSP-001,DEPT-ADM,2026-07-15,kpi_005,LIN-3A0ADCB61BF94A84,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CEDD8E5CCE3B4577,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260716,HOSP-001,DEPT-ADM,2026-07-16,kpi_005,LIN-B17ECD3105934ADD,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A8416602065940FC,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260717,HOSP-001,DEPT-ADM,2026-07-17,kpi_005,LIN-F05EC3E1FB374DDB,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-73C17B761DEA40C3,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260718,HOSP-001,DEPT-ADM,2026-07-18,kpi_005,LIN-774011404E744AB8,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-ED53C5B352D54F19,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260719,HOSP-001,DEPT-ADM,2026-07-19,kpi_005,LIN-47DC9CE2E0944BAE,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-606E286478D04326,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260720,HOSP-001,DEPT-ADM,2026-07-20,kpi_005,LIN-3DE78E6871F44CDB,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-68084627DFAC41B3,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260721,HOSP-001,DEPT-ADM,2026-07-21,kpi_005,LIN-E5D8E560CF9D472E,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D003ADBBE97D436B,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260722,HOSP-001,DEPT-ADM,2026-07-22,kpi_005,LIN-A8D169E9978B487D,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F5EE5B1274384578,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260723,HOSP-001,DEPT-ADM,2026-07-23,kpi_005,LIN-61D0C75B3516466E,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E612D00D80484C5A,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260724,HOSP-001,DEPT-ADM,2026-07-24,kpi_005,LIN-AFEFF4D3484F4A4B,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AAD91D43F9834588,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260725,HOSP-001,DEPT-ADM,2026-07-25,kpi_005,LIN-1F6D10D8451A4208,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B4F7C552AD3B46F2,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260726,HOSP-001,DEPT-ADM,2026-07-26,kpi_005,LIN-8DD5E5D0298B4C77,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-98334572EE1F4076,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260727,HOSP-001,DEPT-ADM,2026-07-27,kpi_005,LIN-824B8C8AA474475D,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CC8256347BF648A0,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260728,HOSP-001,DEPT-ADM,2026-07-28,kpi_005,LIN-239EF4052D6A4284,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-68B93691C4A34FE1,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260729,HOSP-001,DEPT-ADM,2026-07-29,kpi_005,LIN-2623C36A8B544575,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B6A9E84285574CE3,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260730,HOSP-001,DEPT-ADM,2026-07-30,kpi_005,LIN-49C15E2EF27D411F,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-ABC5AB49DB4E4B2F,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260731,HOSP-001,DEPT-ADM,2026-07-31,kpi_005,LIN-C580ABB7A2E84273,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3AEB6212895C4A1F,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260801,HOSP-001,DEPT-ADM,2026-08-01,kpi_005,LIN-E4DDB31B0C6E4F8D,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-07DBB498B89942AA,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260802,HOSP-001,DEPT-ADM,2026-08-02,kpi_005,LIN-3D2728DA688143B7,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FCE3CA188CD744B8,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260803,HOSP-001,DEPT-ADM,2026-08-03,kpi_005,LIN-AD30AF78AEB1471F,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B0BC8252D5324F44,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260804,HOSP-001,DEPT-ADM,2026-08-04,kpi_005,LIN-B1364C2561734B08,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AF33A33BC9AB4A33,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260805,HOSP-001,DEPT-ADM,2026-08-05,kpi_005,LIN-5066DD3C4F084B80,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A978825BAC284707,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260806,HOSP-001,DEPT-ADM,2026-08-06,kpi_005,LIN-4E2F229603A54573,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-115D2FDE381749E8,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260807,HOSP-001,DEPT-ADM,2026-08-07,kpi_005,LIN-D54738C29FE34E94,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-97378531CE6B4414,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260808,HOSP-001,DEPT-ADM,2026-08-08,kpi_005,LIN-35F00CE8FCB948E3,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8AB309A993AE423C,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260809,HOSP-001,DEPT-ADM,2026-08-09,kpi_005,LIN-F38AE6998F5540F5,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E1F7E63207C84003,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260810,HOSP-001,DEPT-ADM,2026-08-10,kpi_005,LIN-05E9663F720A408D,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D741501F744443E7,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260811,HOSP-001,DEPT-ADM,2026-08-11,kpi_005,LIN-E6634C27B38344F3,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-267A25B53D6245FE,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260812,HOSP-001,DEPT-ADM,2026-08-12,kpi_005,LIN-AC50FADD95B74F50,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-BD7AAE7D7DB44AC5,IKPI-kpi_005-HOSP-001-DEPT-ADM-20260813,HOSP-001,DEPT-ADM,2026-08-13,kpi_005,LIN-C9D97FD2042443A6,v1.0-draft,config/kpi_threshold_config.csv,Conditionally Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
